Price,Close,High,Low,Open,Volume
Ticker,FHB,FHB,FHB,FHB,FHB
Date,,,,,
2016-08-05,16.673450469970703,16.780847793426464,16.344546006852795,16.49892949928582,1129600
2016-08-08,16.49892807006836,16.829846380373407,16.49892807006836,16.780846339787875,985600
2016-08-09,16.384815216064453,16.511679117993058,16.277417921888564,16.445226354072982,688000
2016-08-10,16.415023803710938,16.733860139549115,16.290845899536247,16.733860139549115,348700
2016-08-11,16.666736602783203,16.70701027568864,16.364680855299984,16.445229481387834,850300
2016-08-12,16.78755760192871,16.86139373010242,16.451940699723686,16.579475481039122,245800
2016-08-15,16.97550392150879,17.009065100396395,16.847969137237445,16.968791429675885,182300
2016-08-16,16.92180633544922,16.995642475582077,16.613039349942877,16.995642475582077,521200
2016-08-17,17.11646270751953,17.274203067649996,16.807695759485437,17.009065396874895,332500
2016-08-18,17.297700881958008,17.337974564399325,16.948658886727177,16.948658886727177,290000
2016-08-19,17.619890213012695,17.767561212945814,16.998999355712606,17.25071207304136,357300
2016-08-22,17.619890213012695,17.780986198469847,17.431944256507474,17.780986198469847,373800
2016-08-23,17.84139633178711,18.190438253769887,17.653450386040152,17.787697673041837,433400
2016-08-24,17.801118850708008,18.049474614185666,17.754132694389355,17.975639774374958,359600
2016-08-25,17.955503463745117,18.02262709723504,17.85481865364864,18.02262709723504,183200
2016-08-26,17.834680557250977,18.210571099291858,17.75413322409489,18.10317380156589,390000
2016-08-29,17.780981063842773,18.190434042148173,17.357432238890734,18.00248813991623,739800
2016-08-30,17.794408798217773,17.955504762076067,17.619887850635394,17.727285159874256,545300
2016-08-31,17.84139633178711,17.95550614165544,17.759505973221344,17.794410165419624,508200
2016-09-01,17.86153221130371,17.98906571424342,17.61988762842527,17.98906571424342,330300
2016-09-02,18.250850677490234,18.291124354288144,17.821260097296506,17.854822561525683,349000
2016-09-06,17.666872024536133,18.77440745155364,17.599748393749092,18.35153075406578,788600
2016-09-07,17.673585891723633,17.787695688863263,17.45207878907339,17.693723366610698,552700
2016-09-08,17.552764892578125,17.70043715871253,17.331257773653483,17.593038565034345,528600
2016-09-09,17.807832717895508,18.163585803388585,17.552763163486336,17.552763163486336,413700
2016-09-12,17.935367584228516,18.13002601062848,17.63331312708376,17.66016181470072,323900
2016-09-13,17.666872024536133,18.08975000230076,16.79426866513489,18.08975000230076,621500
2016-09-14,17.7205753326416,17.87495882785238,17.45208201917131,17.58632931604501,310300
2016-09-15,17.68701171875,17.797764635220215,17.31783234320312,17.75413535796552,400500
2016-09-16,17.572898864746094,17.89509074070172,17.488994650365356,17.680296156731302,2154900
2016-09-19,17.982357025146484,18.0830418553767,17.539341467634802,17.539341467634802,673300
2016-09-20,17.975643157958984,18.10317666903638,17.680299902293,17.942080696930475,135700
2016-09-21,18.150165557861328,18.27769907908078,17.975644587465304,17.975644587465304,349800
2016-09-22,17.98906898498535,18.29112476850267,17.8850285442116,18.27098728950914,741100
2016-09-23,17.96893310546875,18.12331660633023,17.91389143007495,17.989069304542852,205200
2016-09-26,17.673585891723633,18.10317511376607,17.646737205484417,17.854819324876612,212300
2016-09-27,17.99578094482422,18.009205930422166,17.572904140705628,17.72728763425074,307000
2016-09-28,17.868249893188477,17.995783433172264,17.720577591746014,17.948797257359576,492900
2016-09-29,17.908517837524414,18.183723590776886,17.80112053285403,17.84139420203621,262000
2016-09-30,18.029340744018555,18.24413536072993,17.90180596024234,17.962217106227026,1588700
2016-10-03,17.73400115966797,18.13674178911758,17.60646634961554,18.00249448587532,291800
2016-10-04,17.94879150390625,18.01591513938398,17.73399689459899,17.794408038501263,225300
2016-10-05,17.653453826904297,18.10318066165684,17.633317626123173,17.91523595955428,396200
2016-10-06,17.82797622680664,17.915237371325478,17.606469038818044,17.606469038818044,378800
2016-10-07,18.002492904663086,18.0897540281893,17.680300941513337,17.868246893489218,311000
2016-10-10,18.029340744018555,18.163586739324714,17.868244781485025,18.00249077679118,276700
2016-10-11,17.834680557250977,17.96221532840435,17.680297101804495,17.93536536383447,260400
2016-10-12,17.73400115966797,17.868248462910227,17.72057617328831,17.78769982490944,173900
2016-10-13,17.572898864746094,17.680296156731302,17.317829336073693,17.653446193596643,341600
2016-10-14,17.6937198638916,17.87495198089028,17.539335147540452,17.700432354191793,195700
2016-10-17,17.626602172851562,17.787698153438132,17.512492359901444,17.754136970919824,142900
2016-10-18,17.92194366455078,18.02262848238551,17.64673789833996,17.76084641968291,119500
2016-10-19,17.982357025146484,18.143453009570244,17.92194587095294,17.92865708339482,118900
2016-10-20,18.022626876831055,18.116599194401644,17.902475459128542,17.99577691165271,104800
2016-10-21,17.96893310546875,18.10317912697898,17.841398296798452,17.908521947692144,206600
2016-10-24,18.311256408691406,18.579749641606615,18.002488230631375,18.069611858929356,175300
2016-10-25,18.264272689819336,18.519342273207887,18.230711508978363,18.237424001201955,115200
2016-10-26,18.076326370239258,18.331394649949374,18.05618889541601,18.311258455402992,74900
2016-10-27,18.056190490722656,18.304547581044822,17.962218160465234,18.163587805381706,256800
2016-10-28,18.163589477539062,18.425371576362764,17.935369842809223,18.425371576362764,170200
2016-10-31,18.311256408691406,18.519338504166104,18.13002299636987,18.1635841703805,211400
2016-11-01,17.98906898498535,18.499206930327304,17.834685486866334,18.351535925206132,245000
2016-11-02,17.975643157958984,18.156875326405014,17.874957055150436,17.874957055150436,189400
2016-11-03,17.96893310546875,18.009206783894104,17.807837111490183,17.91523444080923,132900
2016-11-04,17.942079544067383,18.170299143289142,17.787696074087044,17.895093381923534,165100
2016-11-07,17.92194366455078,18.140093889813205,17.727285240496975,18.109888316435097,192800
2016-11-08,17.854822158813477,18.069616803927136,17.63331502100538,17.915233312786327,160800
2016-11-09,18.55290412902832,18.75427506223126,17.70043807005006,17.70043807005006,374200
2016-11-10,19.418794631958008,19.459068302710573,18.452217571958048,18.559614880816167,469200
2016-11-11,19.358386993408203,19.45907182867205,19.224139692871645,19.398660671458313,378000
2016-11-14,20.043045043945312,20.378662000312637,19.440947374118345,19.465783469304846,311800
2016-11-15,19.87523651123047,20.123592341305713,19.81482535682793,19.98934632729336,221900
2016-11-16,19.7879695892334,20.036326626832793,19.633586142219112,19.908791862645174,129800
2016-11-17,19.8685245513916,20.009483061926847,19.46578393799828,19.808113395368746,155700
2016-11-18,20.022907257080078,20.036332242394373,19.834961303511157,19.996058566728557,126400
2016-11-21,20.45920753479004,20.475988125061793,20.026261392283196,20.036330770667824,109000
2016-11-22,20.781400680541992,21.11030641424609,20.613592207552045,20.613592207552045,240900
2016-11-23,21.315120697021484,21.342145241017516,20.720594903721807,20.801667247108718,169400
2016-11-25,21.389446258544922,21.551589727626926,21.19352338329649,21.34891071342486,85900
2016-11-28,20.848960876464844,21.46375513573391,20.6868174630028,21.409707331246562,226600
2016-11-29,20.52467155456543,21.03137017507769,20.25443254801247,20.91651843621753,354500
2016-11-30,20.261184692382812,20.95029498977493,20.06188322270375,20.82868713863503,730000
2016-12-01,21.20703125,21.524563291057518,20.362533334168823,20.43009342515563,340700
2016-12-02,21.301610946655273,21.52455829312297,20.896251783459114,21.254317991924694,243700
2016-12-05,21.956937789916992,22.007608161795694,21.443483090043724,21.443483090043724,256800
2016-12-06,22.423105239868164,22.56498283262513,21.98396791879065,22.139355208759877,176400
2016-12-07,22.82846450805664,22.95007239402318,22.409591755415146,22.531199641381686,370300
2016-12-08,22.700098037719727,23.233821223635083,22.605514703952963,22.970338343226945,290000
2016-12-09,22.733884811401367,22.841980440999222,22.14611240933512,22.65956858282726,362400
2016-12-12,22.098814010620117,23.01087302405709,22.044767500862175,22.70009592844024,293800
2016-12-13,21.92315673828125,22.355539068074332,21.544820911111316,22.15961501951122,386600
2016-12-14,21.848844528198242,22.240690119610296,21.329308864424416,21.774528318481533,251900
2016-12-15,22.186641693115234,22.429857421314416,21.842087796301207,22.09205837152716,271700
2016-12-16,22.173128128051758,22.335272796457435,21.761012899005976,22.335272796457435,1204500
2016-12-19,22.42986488342285,22.46026557096053,21.956945540946467,22.166381949283988,155200
2016-12-20,23.09194564819336,23.159504434287253,22.59875929354097,22.60551414126936,274500
2016-12-21,23.585132598876953,23.612157144878456,23.166262444663868,23.166262444663868,361800
2016-12-22,23.72701072692871,23.929689694249056,23.416236138557323,23.740523001710454,230900
2016-12-23,23.666200637817383,23.71349229868022,23.54459277354089,23.71349229868022,95400
2016-12-27,23.774309158325195,23.96347848184137,23.66621350654608,23.720262621037453,103800
2016-12-28,23.679710388183594,23.801318239513883,23.605394192681533,23.666198118346678,104800
2016-12-29,23.59864616394043,23.949957549587158,23.544597068978153,23.868886484346437,194800
2016-12-30,23.524330139160156,23.774300762396194,23.450013921581213,23.774300762396194,127200
2017-01-03,23.41623306274414,23.821590944139498,23.23382124295546,23.821590944139498,202000
2017-01-04,23.544597625732422,23.7675462819198,23.240580479590005,23.54459762573242,295400
2017-01-05,23.456771850585938,23.862129766004614,23.308139412237793,23.57162231498021,250900
2017-01-06,23.335161209106445,23.591886655906873,23.287869543790446,23.56486468801378,150000
2017-01-09,22.94331169128418,23.368939231369087,22.845349653959747,23.308135297071242,372600
2017-01-10,23.044654846191406,23.105458786835815,22.89602241857117,22.89602241857117,360300
2017-01-11,22.510934829711914,22.936562474276204,22.450130880488445,22.706858952454535,299000
2017-01-12,22.321760177612305,22.605510121391138,22.294735637099453,22.443368032718098,213000
2017-01-13,22.423105239868164,22.737258532711095,22.39608326824082,22.497421460549713,184000
2017-01-17,21.64617156982422,22.52444890197048,21.61239087944839,22.362304165369665,327000
2017-01-18,21.788042068481445,21.835333736562404,21.50429077139438,21.747505248468073,331800
2017-01-19,21.571853637695312,21.80155715972225,21.524561963501792,21.788044884637966,122100
2017-01-20,22.05828285217285,22.294741197630284,21.679946922238283,21.679946922238283,268200
2017-01-23,22.07854652404785,22.22042150915312,21.7812842823222,22.06503425253274,173700
2017-01-24,22.497421264648438,22.700100224704176,21.65495170868669,22.07855107023954,504100
2017-01-25,23.071674346923828,23.42974048729979,22.794679250609928,22.82845863753562,333500
2017-01-26,23.368938446044922,23.395962988647415,23.08518590312318,23.220306038933426,170400
2017-01-27,22.916284561157227,23.30813266622612,22.896017444412983,23.30813266622612,180000
2017-01-30,22.281225204467773,22.693340461070484,22.027875914969606,22.693340461070484,154700
2017-01-31,22.287988662719727,22.67983432974835,21.484025050314603,21.875873294546167,713400
2017-02-01,21.3826847076416,21.821823319668088,21.281345226189554,21.754264524434337,13048200
2017-02-02,21.389446258544922,21.54483358867329,21.281350612490254,21.409714675405827,2662100
2017-02-03,21.801557540893555,21.83533694059338,21.46375838948932,21.55158560186976,3063700
2017-02-06,21.55158042907715,21.801552308102895,21.511044901446365,21.686699284046824,1290900
2017-02-07,21.49077606201172,21.713723392408276,21.382680464764974,21.639407186075704,1360400
2017-02-08,21.20703125,21.598878231401603,21.166495710848537,21.551586554291305,1393600
2017-02-09,21.416461944580078,21.477265881378663,21.18675846969679,21.23405013418431,1100700
2017-02-10,21.315120697021484,21.58536098257707,21.315120697021484,21.544824166583023,1514200
2017-02-13,21.625892639160156,21.781282459982055,21.382678215242453,21.382678215242453,734900
2017-02-14,21.85222053527832,21.902888329082952,21.544822174452218,21.612382239594204,824700
2017-02-15,21.700212478637695,21.97045277726781,21.693457630913063,21.889381718559772,659100
2017-02-16,21.754262924194336,21.821821714458473,21.551582687597946,21.646167313450125,512000
2017-02-17,21.632654190063477,21.733992371478358,21.40295070410618,21.619141917100983,357100
2017-02-21,21.666431427001953,21.747502479503844,21.463752507146076,21.686698545826854,438700
2017-02-22,21.781288146972656,21.815067543152775,21.538071082350083,21.60563116331168,750800
2017-02-23,21.801692962646484,21.96495171550169,21.577213799289222,21.890124895230965,629500
2017-02-24,21.631637573242188,21.792174299973485,21.447973707581706,21.5976260826453,291000
2017-02-27,21.7132625579834,21.788088081593408,21.468375723556257,21.624831921915227,572300
2017-02-28,21.550006866455078,21.69965922339114,21.454773666355315,21.48878515283236,614300
2017-03-01,21.77447509765625,22.039770802321097,21.658835575930418,21.815290420275982,1659800
2017-03-02,21.536399841308594,21.86971860698243,21.52279472894335,21.720064965874602,954900
2017-03-03,21.699655532836914,21.828901494887347,21.60442234893387,21.726865755354826,766900
2017-03-06,21.672443389892578,21.79488677813338,21.49558086215082,21.49558086215082,352900
2017-03-07,21.65204429626465,21.903733726988463,21.529600859558744,21.73367368655363,707300
2017-03-08,21.318723678588867,21.88060211595164,21.264304525446118,21.70646030691285,721600
2017-03-09,21.318723678588867,21.502388806991267,21.189477703329224,21.37314283173162,276800
2017-03-10,21.25750160217285,21.55000503181154,20.97860328494874,21.40715394636837,428800
2017-03-13,21.447965621948242,21.475174544677266,21.257497973026233,21.352731148759883,457800
2017-03-14,21.413955688476562,21.468374838611066,21.182673976041215,21.339130167950927,270300
2017-03-15,21.332324981689453,21.71325898566113,21.175868809071062,21.49558241196303,299000
2017-03-16,21.339130401611328,21.590818487193758,21.257501026788304,21.34593166017959,225000
2017-03-17,21.25069808959961,21.39354916861391,21.01261382287903,21.271105757303047,1422400
2017-03-20,20.971799850463867,21.223489229773268,20.951392182696658,21.223489229773268,530000
2017-03-21,20.1555118560791,21.107848952016134,19.692949717782867,21.0058119078408,1359300
2017-03-22,19.985448837280273,20.284754773732693,19.910623326258207,20.175916487287218,705400
2017-03-23,20.053476333618164,20.339177206103304,19.86300995026469,20.026267406334064,448700
2017-03-24,20.17591667175293,20.448012390354354,20.0058566854452,20.039868163724854,359900
