Price,Close,High,Low,Open,Volume
Ticker,KUST,KUST,KUST,KUST,KUST
Date,,,,,
2016-01-04,3720000.0,3750000.0,3612000.0,3654000.0,0
2016-01-05,3666000.0,3756000.0,3630000.0,3684000.0,0
2016-01-06,3702000.0,3750000.0,3636000.0,3696000.0,0
2016-01-07,3414000.0,3702000.0,3306000.0,3690000.0,0
2016-01-08,3474000.0,3636000.0,3300000.0,3414000.0,0
2016-01-11,3384000.0,3606000.0,3336000.0,3606000.0,0
2016-01-12,3570000.0,3684000.0,3384000.0,3384000.0,0
2016-01-13,3384000.0,3642000.0,3378000.0,3618000.0,0
2016-01-14,3324000.0,3450000.0,3282000.0,3372000.0,0
2016-01-15,3570000.0,3882000.0,3354000.0,3684000.0,1
2016-01-19,3888000.0,4236000.0,3720000.0,3732000.0,0
2016-01-20,3762000.0,3942000.0,3618000.0,3942000.0,0
2016-01-21,3942000.0,4074000.0,3642000.0,3684000.0,0
2016-01-22,4050000.0,4092000.0,3912000.0,3924000.0,0
2016-01-25,4038000.0,4116000.0,3972000.0,4026000.0,0
2016-01-26,3780000.0,4110000.0,3732000.0,4074000.0,0
2016-01-27,3576000.0,3840000.0,3546000.0,3798000.0,0
2016-01-28,3390000.0,3570000.0,3360000.0,3570000.0,0
2016-01-29,3426000.0,3570000.0,3414000.0,3414000.0,0
2016-02-01,3642000.0,3870000.0,3456000.0,3456000.0,0
2016-02-02,3642000.0,3750000.0,3516000.0,3648000.0,0
2016-02-03,3582000.0,3798000.0,3480000.0,3798000.0,0
2016-02-04,3564000.0,3672000.0,3450000.0,3576000.0,0
2016-02-05,3492000.0,3582000.0,3378000.0,3516000.0,0
2016-02-08,3354000.0,3510000.0,3258000.0,3468000.0,0
2016-02-09,3372000.0,3474000.0,3246000.0,3360000.0,0
2016-02-10,3294000.0,3384000.0,3246000.0,3378000.0,0
2016-02-11,3132000.0,3276000.0,2964000.0,3276000.0,0
2016-02-12,3042000.0,3132000.0,2952000.0,3132000.0,0
2016-02-16,3258000.0,3258000.0,3006000.0,3072000.0,0
2016-02-17,3360000.0,3372000.0,3132000.0,3222000.0,0
2016-02-18,3216000.0,3378000.0,3186000.0,3360000.0,0
2016-02-19,3306000.0,3366000.0,3102000.0,3180000.0,0
2016-02-22,3534000.0,3660000.0,3294000.0,3372000.0,0
2016-02-23,3552000.0,3654000.0,3492000.0,3534000.0,0
2016-02-24,3696000.0,3696000.0,3480000.0,3480000.0,0
2016-02-25,3864000.0,3948000.0,3678000.0,3696000.0,0
2016-02-26,3804000.0,4050000.0,3804000.0,3882000.0,0
2016-02-29,3888000.0,4002000.0,3798000.0,3834000.0,0
2016-03-01,3852000.0,4020000.0,3696000.0,3906000.0,0
2016-03-02,3882000.0,3900000.0,3672000.0,3876000.0,0
2016-03-03,3936000.0,4080000.0,3798000.0,3858000.0,0
2016-03-04,3816000.0,4068000.0,3810000.0,3966000.0,0
2016-03-07,3756000.0,4032000.0,3618000.0,3858000.0,0
2016-03-08,3180000.0,3756000.0,3114000.0,3612000.0,0
2016-03-09,3300000.0,3420000.0,3036000.0,3168000.0,1
2016-03-10,3090000.0,3402000.0,3090000.0,3366000.0,0
2016-03-11,3186000.0,3294000.0,3030000.0,3132000.0,0
2016-03-14,3066000.0,3252000.0,3048000.0,3168000.0,0
2016-03-15,2922000.0,3156000.0,2808000.0,3150000.0,0
2016-03-16,2856000.0,2952000.0,2808000.0,2922000.0,0
2016-03-17,2832000.0,2910000.0,2820000.0,2850000.0,0
2016-03-18,2982000.0,3000000.0,2826000.0,2850000.0,0
