Date,Returns,Returns_Log,Volatilidade_20,Range_Diario,Range_Percentual,Gap,Gap_Percentual,Volume_Medio_20,Volume_Ratio
2025-06-16,,,,0.25,2.40,,,200.00,1.00
2025-06-17,0.00,0.00,,0.00,0.00,0.00,0.00,100.00,0.00
2025-06-18,0.01,0.01,,0.20,1.90,-0.05,-0.48,867.00,2.77
2025-06-20,-0.01,-0.01,,0.18,1.73,0.00,0.00,7850.00,3.67
2025-06-23,-0.00,-0.00,,0.12,1.16,0.00,0.00,33260.00,4.06
2025-06-24,0.00,0.00,,0.09,0.87,0.02,0.19,33883.00,1.09
2025-06-25,-0.00,-0.00,,0.08,0.77,0.00,0.00,38814.00,1.76
2025-06-26,-0.01,-0.01,,0.10,0.98,0.00,0.00,38550.00,0.95
2025-06-27,0.00,0.00,,0.03,0.29,0.01,0.10,37622.00,0.80
2025-06-30,-0.01,-0.01,,0.10,0.98,-0.01,-0.10,62390.00,4.57
2025-07-01,-0.00,-0.00,,0.08,0.79,-0.04,-0.39,65791.00,1.52
2025-07-02,-0.00,-0.00,,0.07,0.69,0.01,0.10,72425.00,2.01
2025-07-03,0.00,0.00,,0.08,0.79,0.11,1.09,70138.00,0.61
2025-07-07,0.00,0.00,,0.03,0.29,0.03,0.29,73914.00,1.66
2025-07-08,-0.00,-0.00,,0.02,0.20,-0.01,-0.10,71620.00,0.55
2025-07-09,-0.00,-0.00,,0.02,0.20,-0.01,-0.10,68194.00,0.25
2025-07-10,0.00,0.00,,0.02,0.20,-0.02,-0.20,64747.00,0.15
2025-07-11,0.00,0.00,,0.04,0.39,-0.02,-0.20,61539.00,0.11
2025-07-14,0.00,0.00,,0.05,0.49,-0.02,-0.20,58579.00,0.09
2025-07-15,-0.00,-0.00,,0.00,0.00,-0.04,-0.39,57240.00,0.56
2025-07-16,-0.00,-0.00,0.07,0.01,0.10,0.00,0.00,64655.00,2.30
2025-07-17,0.00,0.00,0.07,0.01,0.10,0.01,0.10,69460.00,1.38
2025-07-18,-0.00,-0.00,0.05,0.06,0.59,0.00,0.00,79015.00,2.45
2025-07-21,0.00,0.00,0.05,0.01,0.10,0.00,0.00,78985.00,0.36
2025-07-22,0.00,0.00,0.05,0.03,0.30,0.00,0.00,99045.00,5.41
2025-07-23,0.00,0.00,0.05,0.01,0.10,0.01,0.10,99255.00,0.42
2025-07-24,0.00,0.00,0.05,0.01,0.10,0.01,0.10,97895.00,0.42
2025-07-25,-0.00,-0.00,0.04,0.01,0.10,0.00,0.00,97725.00,0.34
2025-07-28,0.00,0.00,0.04,0.03,0.29,-0.01,-0.10,100560.00,0.86
