Date,Returns,Returns_Log,Volatilidade_20,Range_Diario,Range_Percentual,Gap,Gap_Percentual,Volume_Medio_20,Volume_Ratio
2021-08-11,,,,0.16,0.89,,,379900.00,1.00
2021-08-12,0.00,0.00,,0.14,0.77,0.17,0.94,262350.00,0.55
2021-08-13,0.00,0.00,,0.09,0.50,0.10,0.55,184567.00,0.16
2021-08-16,-0.00,-0.00,,0.09,0.50,0.00,0.00,143100.00,0.13
2021-08-17,-0.00,-0.00,,0.08,0.44,0.00,0.00,115940.00,0.06
2021-08-18,-0.00,-0.00,,0.09,0.50,-0.02,-0.11,98533.00,0.12
2021-08-19,0.00,0.00,,0.10,0.55,0.00,0.00,95871.00,0.83
2021-08-20,0.01,0.01,,0.13,0.71,0.00,0.00,86900.00,0.28
2021-08-23,-0.01,-0.01,,0.16,0.88,-0.02,-0.11,79711.00,0.28
2021-08-24,0.00,0.00,,0.05,0.28,0.02,0.11,72860.00,0.15
2021-08-25,0.00,0.00,,0.04,0.22,0.03,0.17,67773.00,0.25
2021-08-26,-0.00,-0.00,,0.02,0.11,-0.01,-0.06,63317.00,0.23
2021-08-27,0.00,0.00,,0.06,0.33,0.00,0.00,60446.00,0.43
2021-08-30,-0.00,-0.00,,0.07,0.39,0.03,0.17,57450.00,0.32
2021-08-31,-0.00,-0.00,,0.04,0.22,0.03,0.17,54587.00,0.27
2021-09-01,0.00,0.00,,0.06,0.33,0.04,0.22,51825.00,0.20
2021-09-02,0.00,0.00,,0.06,0.33,0.05,0.28,50835.00,0.69
2021-09-03,0.00,0.00,,0.06,0.33,0.01,0.06,48717.00,0.26
2021-09-07,0.01,0.01,,0.10,0.55,0.03,0.17,47979.00,0.72
2021-09-08,0.00,0.00,,0.73,4.00,0.00,0.00,47080.00,0.64
2021-09-09,0.00,0.00,0.04,0.07,0.38,0.00,0.00,29190.00,0.76
2021-09-10,-0.00,-0.00,0.04,0.07,0.38,0.03,0.16,22715.00,0.67
2021-09-13,0.00,0.00,0.04,0.05,0.27,0.07,0.38,21635.00,0.34
2021-09-14,0.00,0.00,0.04,0.04,0.22,0.02,0.11,21610.00,0.84
2021-09-15,0.00,0.00,0.04,0.08,0.44,0.14,0.77,21690.00,0.41
2021-09-16,0.00,0.00,0.04,0.04,0.22,0.00,0.00,21485.00,0.34
2021-09-17,0.00,0.00,0.04,0.07,0.38,-0.01,-0.05,17935.00,0.50
2021-09-20,0.00,0.00,0.04,0.15,0.81,-0.01,-0.05,17070.00,0.40
2021-09-21,-0.00,-0.00,0.03,0.03,0.16,-0.05,-0.27,16195.00,0.29
2021-09-22,-0.00,-0.00,0.03,0.08,0.44,-0.02,-0.11,16605.00,1.17
2021-09-23,-0.00,-0.00,0.03,0.04,0.22,-0.01,-0.05,15940.00,0.23
2021-09-24,0.00,0.00,0.03,0.07,0.38,0.00,0.00,15640.00,0.53
2021-09-27,-0.00,-0.00,0.03,0.08,0.44,0.00,0.00,14790.00,0.61
2021-09-28,-0.00,-0.00,0.04,0.16,0.87,0.02,0.11,14315.00,0.63
2021-09-29,0.00,0.00,0.04,0.02,0.11,0.05,0.27,14065.00,0.68
2021-09-30,0.00,0.00,0.04,0.04,0.22,0.06,0.33,13680.00,0.20
2021-10-01,-0.00,-0.00,0.04,0.08,0.43,0.02,0.11,12170.00,0.39
2021-10-04,0.00,0.00,0.04,0.03,0.16,0.03,0.16,11910.00,0.63
2021-10-05,-0.00,-0.00,0.04,0.09,0.49,-0.08,-0.43,10410.00,0.45
2021-10-06,0.00,0.00,0.04,0.00,0.00,0.00,0.00,8940.00,0.07
2021-10-07,0.00,0.00,0.04,0.05,0.27,0.07,0.38,7905.00,0.18
2021-10-08,-0.00,-0.00,0.04,0.02,0.11,-0.03,-0.16,7410.00,0.73
2021-10-11,0.00,0.00,0.04,0.07,0.38,0.08,0.44,7105.00,0.18
2021-10-12,0.00,0.00,0.03,0.07,0.38,0.03,0.16,6625.00,1.30
2021-10-13,0.00,0.00,0.03,0.03,0.16,0.02,0.11,6535.00,1.09
2021-10-14,0.00,0.00,0.03,0.10,0.54,0.10,0.54,6500.00,1.03
2021-10-15,0.00,0.00,0.04,0.07,0.38,0.01,0.05,6400.00,1.08
2021-10-18,-0.00,-0.00,0.04,0.01,0.05,-0.06,-0.32,6395.00,1.05
2021-10-19,0.00,0.00,0.04,0.01,0.05,0.00,0.00,6450.00,0.90
2021-10-20,0.00,0.00,0.04,0.01,0.05,0.00,0.00,5780.00,1.04
2021-10-21,0.00,0.00,0.04,0.01,0.05,0.00,0.00,5700.00,0.35
2021-10-22,0.00,0.00,0.04,0.03,0.16,0.00,0.00,5435.00,0.55
2021-10-25,0.00,0.00,0.03,0.09,0.49,0.06,0.32,5280.00,1.12
2021-10-26,0.00,0.00,0.03,0.07,0.38,0.06,0.32,4975.00,0.58
2021-10-27,-0.00,-0.00,0.03,0.01,0.05,0.00,0.00,4705.00,0.87
2021-10-28,0.00,0.00,0.03,0.05,0.27,0.02,0.11,4965.00,1.59
2021-10-29,0.00,0.00,0.03,0.02,0.11,0.00,0.00,5065.00,1.34
2021-11-01,-0.00,-0.00,0.03,0.04,0.22,-0.01,-0.05,5040.00,1.39
