Date,Returns,Returns_Log,Volatilidade_20,Range_Diario,Range_Percentual,Gap,Gap_Percentual,Volume_Medio_20,Volume_Ratio
2025-08-19,,,,0.20,0.40,,,5100.00,1.00
2025-08-20,-0.00,-0.00,,0.42,0.85,0.05,0.10,14450.00,1.65
2025-08-21,-0.00,-0.00,,0.46,0.93,0.20,0.40,21400.00,1.65
2025-08-22,0.01,0.01,,2.14,4.29,0.13,0.26,34450.00,2.14
2025-08-25,-0.00,-0.00,,0.24,0.48,0.01,0.02,38320.00,1.40
2025-08-26,0.00,0.00,,0.23,0.46,-0.01,-0.02,36400.00,0.74
2025-08-27,0.00,0.00,,0.20,0.40,0.02,0.04,37300.00,1.14
2025-08-28,0.00,0.00,,0.21,0.42,0.09,0.18,35650.00,0.68
2025-08-29,-0.01,-0.01,,1.44,2.88,-0.02,-0.04,35067.00,0.87
2025-09-02,-0.00,-0.00,,0.32,0.64,-0.37,-0.74,36520.00,1.36
2025-09-03,0.00,0.00,,0.25,0.50,0.07,0.14,34309.00,0.36
2025-09-04,0.01,0.01,,0.35,0.70,0.07,0.14,33225.00,0.64
2025-09-05,-0.00,-0.00,,0.53,1.06,0.21,0.42,31762.00,0.45
2025-09-08,0.00,0.00,,0.22,0.44,-0.04,-0.08,30771.00,0.58
2025-09-09,0.00,0.00,,0.21,0.42,0.10,0.20,30207.00,0.74
2025-09-10,0.00,0.00,,0.25,0.50,0.22,0.44,29088.00,0.42
2025-09-11,0.01,0.00,,0.15,0.30,0.21,0.42,28112.00,0.44
2025-09-12,0.00,0.00,,0.08,0.16,0.09,0.18,27456.00,0.59
2025-09-15,0.00,0.00,,0.13,0.26,0.13,0.26,27258.00,0.87
2025-09-16,0.00,0.00,,0.08,0.16,0.06,0.12,26950.00,0.78
2025-09-17,0.00,0.00,0.06,0.18,0.35,0.04,0.08,27200.00,0.37
2025-09-18,0.00,0.00,0.06,0.17,0.33,0.21,0.41,26690.00,0.51
2025-09-19,0.00,0.00,0.06,0.17,0.33,0.19,0.37,25600.00,0.53
2025-09-22,0.00,0.00,0.05,0.17,0.33,0.08,0.16,22320.00,0.36
2025-09-23,-0.00,-0.00,0.05,0.26,0.51,-0.03,-0.06,20215.00,0.58
2025-09-24,-0.00,-0.00,0.05,0.13,0.25,-0.01,-0.02,19430.00,0.57
2025-09-25,-0.00,-0.00,0.05,0.23,0.45,-0.07,-0.14,18390.00,1.19
2025-09-26,0.00,0.00,0.05,0.19,0.37,0.01,0.02,17510.00,0.37
2025-09-29,0.00,0.00,0.04,0.19,0.37,0.22,0.43,16470.00,0.58
2025-09-30,0.00,0.00,0.04,0.18,0.35,0.07,0.14,14505.00,0.71
2025-10-01,0.00,0.00,0.04,0.30,0.58,-0.18,-0.35,14260.00,0.51
2025-10-02,-0.00,-0.00,0.03,0.17,0.33,0.09,0.17,13685.00,0.72
2025-10-03,0.00,0.00,0.03,0.09,0.17,0.15,0.29,13480.00,0.75
2025-10-06,0.00,0.00,0.03,0.20,0.39,-0.10,-0.19,13140.00,0.84
2025-10-07,-0.00,-0.00,0.03,0.35,0.68,0.10,0.19,12430.00,0.65
2025-10-08,0.00,0.00,0.03,0.23,0.45,-0.03,-0.06,12610.00,1.26
2025-10-09,-0.00,-0.00,0.03,0.17,0.33,-0.05,-0.10,12510.00,0.84
2025-10-10,-0.02,-0.02,0.08,1.14,2.26,0.08,0.16,12815.00,1.75
2025-10-13,0.01,0.01,0.09,0.34,0.66,0.37,0.73,11915.00,0.48
2025-10-14,-0.00,-0.00,0.09,0.71,1.39,-0.25,-0.49,11210.00,0.62
2025-10-15,0.00,0.00,0.09,0.39,0.76,0.21,0.41,11105.00,0.72
2025-10-16,-0.00,-0.00,0.09,0.63,1.23,0.21,0.41,11565.00,1.97
2025-10-17,0.01,0.01,0.10,0.35,0.68,0.08,0.16,11160.00,0.48
2025-10-20,0.01,0.01,0.10,0.28,0.54,0.30,0.58,11260.00,0.89
2025-10-21,0.00,0.00,0.10,0.22,0.42,-0.04,-0.08,10960.00,0.52
2025-10-22,-0.00,-0.00,0.10,0.40,0.77,-0.08,-0.15,10645.00,0.45
2025-10-23,0.01,0.01,0.10,0.32,0.61,0.06,0.12,10655.00,2.07
2025-10-24,0.01,0.01,0.10,0.14,0.27,0.28,0.54,10810.00,0.89
2025-10-27,0.01,0.01,0.10,0.17,0.32,0.36,0.69,11005.00,1.23
2025-10-28,0.00,0.00,0.10,0.25,0.47,0.21,0.40,10775.00,0.53
2025-10-29,0.00,0.00,0.10,0.16,0.30,0.01,0.02,10885.00,0.87
2025-10-30,-0.00,-0.00,0.11,0.18,0.34,-0.10,-0.19,11295.00,1.59
2025-10-31,0.00,0.00,0.11,0.20,0.38,0.07,0.13,11195.00,0.72
2025-11-03,-0.00,-0.00,0.11,0.21,0.40,0.16,0.30,11165.00,0.94
2025-11-04,-0.00,-0.00,0.10,0.36,0.69,-0.30,-0.57,11265.00,0.90
2025-11-05,0.00,0.00,0.10,0.31,0.59,-0.01,-0.02,10775.00,0.57
2025-11-06,-0.01,-0.01,0.11,0.37,0.71,-0.04,-0.08,10505.00,0.49
2025-11-07,0.00,0.00,0.07,0.63,1.20,-0.14,-0.27,9775.00,0.80
2025-11-10,0.01,0.01,0.07,0.38,0.72,0.33,0.63,9955.00,0.93
2025-11-11,0.00,0.00,0.07,0.26,0.49,-0.12,-0.23,9760.00,0.32
2025-11-12,0.00,0.00,0.07,0.14,0.26,0.14,0.26,9485.00,0.26
2025-11-13,-0.01,-0.01,0.09,0.62,1.18,-0.04,-0.08,10250.00,3.72
2025-11-14,0.00,0.00,0.08,0.72,1.37,-0.45,-0.86,10425.00,0.85
2025-11-17,-0.01,-0.01,0.08,0.65,1.25,-0.18,-0.34,10270.00,0.67
2025-11-18,-0.01,-0.01,0.09,0.44,0.85,-0.09,-0.17,10465.00,0.92
2025-11-19,0.00,0.00,0.09,0.48,0.92,0.02,0.04,10520.00,0.56
2025-11-20,-0.01,-0.01,0.10,1.54,3.00,0.89,1.71,9940.00,1.06
2025-11-21,0.01,0.01,0.10,0.87,1.68,0.04,0.08,10055.00,1.18
2025-11-24,0.01,0.01,0.11,0.51,0.97,0.37,0.72,9670.00,0.60
2025-11-25,0.01,0.01,0.11,0.45,0.85,0.02,0.04,9825.00,0.90
2025-11-26,0.00,0.00,0.11,0.22,0.41,0.19,0.36,9800.00,0.92
2025-11-28,0.00,0.00,0.11,0.15,0.28,-0.03,-0.06,9110.00,0.46
2025-12-01,-0.00,-0.00,0.11,0.37,0.70,-0.30,-0.56,8900.00,0.44
2025-12-02,0.00,0.00,0.11,0.18,0.34,0.20,0.38,8555.00,0.42
2025-12-03,0.00,0.00,0.11,0.24,0.45,-0.02,-0.04,8635.00,1.35
2025-12-04,0.00,0.00,0.11,0.12,0.23,0.04,0.08,8595.00,0.62
2025-12-05,0.00,0.00,0.11,0.66,1.23,0.11,0.21,8685.00,0.79
2025-12-08,0.00,0.00,0.11,0.18,0.34,0.05,0.09,8525.00,0.54
2025-12-09,0.00,0.00,0.10,0.13,0.24,0.03,0.06,8365.00,0.73
2025-12-10,0.00,0.00,0.10,0.39,0.73,-0.02,-0.04,8575.00,0.85
2025-12-11,0.00,0.00,0.10,1.00,1.85,-0.02,-0.04,8715.00,0.61
2025-12-12,-0.01,-0.01,0.09,0.90,1.68,0.02,0.04,7285.00,1.30
2025-12-15,-0.00,-0.00,0.09,0.34,0.63,0.26,0.49,7110.00,0.76
2025-12-16,-0.00,-0.00,0.09,0.26,0.49,-0.12,-0.22,7085.00,0.90
2025-12-17,-0.01,-0.01,0.09,0.49,0.92,-0.03,-0.06,7050.00,1.26
2025-12-18,0.01,0.01,0.10,0.08,0.15,0.40,0.75,7075.00,0.90
2025-12-19,0.01,0.01,0.08,0.97,1.80,0.02,0.04,6930.00,1.10
2025-12-22,0.01,0.01,0.08,0.15,0.28,0.26,0.48,6905.00,1.65
2025-12-23,0.00,0.00,0.07,0.72,1.32,0.04,0.07,6965.00,1.01
2025-12-24,0.00,0.00,0.07,0.22,0.40,0.19,0.35,7155.00,1.76
2025-12-26,0.00,0.00,0.07,0.11,0.20,0.03,0.05,7010.00,0.87
2025-12-29,-0.00,-0.00,0.07,0.18,0.33,-0.08,-0.15,7390.00,1.60
2025-12-30,-0.00,-0.00,0.07,0.12,0.22,0.04,0.07,7675.00,1.25
2025-12-31,-0.01,-0.01,0.07,0.35,0.65,0.03,0.06,8035.00,1.34
2026-01-02,0.00,0.00,0.07,0.73,1.34,0.25,0.46,7700.00,0.65
2026-01-05,0.00,0.00,0.07,0.17,0.31,0.13,0.24,8685.00,2.88
2026-01-06,0.01,0.01,0.07,0.31,0.57,-0.03,-0.05,8710.00,0.85
2026-01-07,-0.00,-0.00,0.08,0.22,0.40,0.05,0.09,8910.00,0.97
2026-01-08,-0.00,-0.00,0.08,0.12,0.22,-0.05,-0.09,8695.00,0.21
2026-01-09,0.01,0.01,0.08,0.34,0.62,0.14,0.26,8895.00,1.27
