Date,Returns,Returns_Log,Volatilidade_20,Range_Diario,Range_Percentual,Gap,Gap_Percentual,Volume_Medio_20,Volume_Ratio
2019-06-27,,,,5.84,21.20,,,4986000.00,1.00
2019-06-28,-0.02,-0.02,,2.45,9.08,0.35,1.27,2925750.00,0.30
2019-07-01,0.01,0.01,,1.77,6.47,0.45,1.67,2058700.00,0.16
2019-07-02,-0.01,-0.01,,2.05,7.58,-0.11,-0.40,1692900.00,0.35
2019-07-03,0.06,0.06,,2.04,7.13,0.02,0.07,1773880.00,1.18
2019-07-05,0.01,0.01,,1.90,6.55,0.00,0.00,1544883.00,0.26
2019-07-08,-0.03,-0.03,,1.07,3.79,-0.28,-0.97,1354271.00,0.16
2019-07-09,-0.03,-0.03,,1.12,4.09,0.10,0.35,1196775.00,0.08
2019-07-10,0.01,0.01,,1.11,4.02,0.22,0.80,1090344.00,0.22
2019-07-11,0.08,0.08,,4.66,15.65,-0.11,-0.40,1004380.00,0.23
2019-07-12,-0.04,-0.04,,1.33,4.65,-0.16,-0.54,934518.00,0.25
2019-07-15,-0.03,-0.03,,1.63,5.85,-0.12,-0.42,869650.00,0.18
2019-07-16,-0.07,-0.07,,2.52,9.71,0.09,0.32,816146.00,0.21
2019-07-17,0.01,0.01,,0.95,3.64,0.06,0.23,765664.00,0.14
2019-07-18,-0.00,-0.00,,1.49,5.73,0.09,0.34,728840.00,0.29
2019-07-19,0.06,0.06,,4.09,14.87,0.00,0.00,701956.00,0.43
2019-07-22,0.10,0.10,,3.20,10.55,0.09,0.33,678129.00,0.44
2019-07-23,-0.05,-0.05,,2.41,8.36,0.30,0.99,651172.00,0.30
2019-07-24,-0.02,-0.02,,2.83,10.06,0.00,0.00,622432.00,0.17
2019-07-25,-0.05,-0.05,,2.55,9.52,0.00,0.00,597145.00,0.20
2019-07-26,0.06,0.06,0.74,1.94,6.84,0.24,0.90,358680.00,0.60
2019-07-29,0.01,0.01,0.74,1.44,5.02,0.14,0.49,320480.00,0.32
2019-07-30,-0.03,-0.03,0.75,1.98,7.13,0.19,0.66,309145.00,0.32
2019-07-31,0.06,0.06,0.77,2.07,7.05,0.08,0.29,283260.00,0.27
2019-08-01,0.01,0.01,0.75,3.46,11.65,0.00,0.00,193205.00,1.54
