Date,Returns,Returns_Log,Volatilidade_20,Range_Diario,Range_Percentual,Gap,Gap_Percentual,Volume_Medio_20,Volume_Ratio
2021-10-04,,,,0.14,0.88,,,722400.00,1.00
2021-10-05,0.01,0.01,,0.13,0.81,0.05,0.32,396550.00,0.18
2021-10-06,-0.00,-0.00,,0.09,0.56,0.03,0.19,290500.00,0.27
2021-10-07,0.01,0.01,,0.22,1.37,0.04,0.25,251800.00,0.54
2021-10-08,0.00,0.00,,0.12,0.74,0.11,0.68,214520.00,0.30
2021-10-11,0.00,0.00,,0.13,0.81,0.00,0.00,183567.00,0.16
2021-10-12,0.01,0.00,,0.13,0.80,-0.03,-0.19,162757.00,0.23
2021-10-13,0.00,0.00,,0.10,0.62,0.00,0.00,148375.00,0.32
2021-10-14,0.00,0.00,,0.05,0.31,-0.02,-0.12,137067.00,0.34
2021-10-15,0.00,0.00,,0.04,0.25,-0.01,-0.06,129310.00,0.46
2021-10-18,0.00,0.00,,0.25,1.54,0.00,0.00,120055.00,0.23
2021-10-19,-0.01,-0.01,,0.13,0.80,-0.09,-0.55,112200.00,0.23
2021-10-20,0.00,0.00,,0.10,0.62,0.13,0.80,105654.00,0.26
2021-10-21,0.00,0.00,,0.10,0.62,0.08,0.49,99379.00,0.18
2021-10-22,-0.00,-0.00,,0.06,0.37,-0.02,-0.12,93673.00,0.15
2021-10-25,0.01,0.00,,0.04,0.25,0.06,0.37,88775.00,0.17
2021-10-26,-0.00,-0.00,,0.10,0.62,0.02,0.12,85059.00,0.30
2021-10-27,0.00,0.00,,0.07,0.43,0.03,0.19,81417.00,0.24
2021-10-28,0.00,0.00,,0.08,0.49,-0.03,-0.19,77595.00,0.11
2021-10-29,-0.01,-0.01,,0.13,0.81,0.00,0.00,74495.00,0.21
2021-11-01,0.00,0.00,0.07,0.12,0.74,0.11,0.68,38890.00,0.26
2021-11-02,-0.00,-0.00,0.07,0.10,0.62,0.03,0.19,35760.00,0.23
2021-11-03,0.00,0.00,0.07,0.04,0.25,0.05,0.31,33150.00,0.79
2021-11-04,0.00,0.00,0.06,0.15,0.93,0.10,0.62,26890.00,0.39
2021-11-05,-0.00,-0.00,0.06,0.07,0.43,0.05,0.31,24155.00,0.44
2021-11-08,0.00,0.00,0.06,0.10,0.62,0.00,0.00,23065.00,0.30
