Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2025-04-01,Baixa,Baixa,,0.04,1
2025-04-02,Baixa,Baixa,,-0.52,0
2025-04-03,Baixa,Baixa,,-0.72,0
2025-04-04,Baixa,Baixa,,-0.54,0
2025-04-07,Baixa,Baixa,,-0.40,0
2025-04-08,Baixa,Baixa,-43.71,-0.76,0
2025-04-09,Baixa,Baixa,-33.90,0.39,1
2025-04-10,Baixa,Baixa,-25.12,-0.04,0
2025-04-11,Baixa,Baixa,-18.98,-0.33,0
2025-04-14,Alta,Alta,-11.99,0.63,1
2025-04-15,Alta,Baixa,-6.21,-0.39,0
2025-04-16,Alta,Baixa,-4.49,0.27,1
2025-04-17,Alta,Baixa,-2.56,-0.63,0
2025-04-21,Baixa,Baixa,-1.47,-0.73,0
2025-04-22,Baixa,Baixa,-3.17,0.74,1
2025-04-23,Baixa,Baixa,-3.53,0.00,0
2025-04-24,Baixa,Baixa,-3.68,-0.55,0
2025-04-25,Baixa,Baixa,-3.79,0.43,1
2025-04-28,Baixa,Baixa,-3.07,-0.62,0
2025-04-29,Alta,Baixa,-2.78,0.57,1
2025-04-30,Baixa,Baixa,-2.97,-0.12,0
2025-05-01,Baixa,Baixa,-3.22,-0.25,0
2025-05-02,Baixa,Baixa,-3.19,-0.50,0
2025-05-05,Baixa,Baixa,-3.03,-0.46,0
2025-05-06,Alta,Baixa,-2.81,0.19,1
2025-05-07,Alta,Baixa,-2.22,0.33,2
2025-05-08,Alta,Baixa,-1.62,-0.18,0
2025-05-09,Alta,Baixa,-1.24,-0.46,0
2025-05-12,Alta,Baixa,-0.77,0.17,1
2025-05-13,Alta,Alta,-0.43,0.38,2
2025-05-14,Alta,Baixa,-0.34,-0.56,0
2025-05-15,Baixa,Baixa,-0.34,-0.38,0
2025-05-16,Baixa,Baixa,-0.24,0.11,1
2025-05-19,Baixa,Baixa,-0.34,0.09,2
2025-05-20,Alta,Baixa,-0.53,0.42,3
2025-05-21,Baixa,Baixa,-0.68,-0.29,0
2025-05-22,Baixa,Baixa,-0.78,-0.15,0
2025-05-23,Alta,Baixa,-0.73,0.50,1
2025-05-27,Alta,Baixa,-0.63,0.15,2
2025-05-28,Alta,Baixa,-0.68,-0.12,0
2025-05-29,Baixa,Baixa,-0.58,-0.39,0
2025-05-30,Alta,Baixa,-0.34,0.29,1
2025-06-02,Alta,Alta,0.29,0.80,2
2025-06-03,Alta,Alta,0.49,-0.65,0
2025-06-04,Alta,Alta,0.83,-0.29,0
2025-06-05,Alta,Alta,1.18,0.31,1
2025-06-06,Alta,Alta,1.37,0.18,2
2025-06-09,Alta,Alta,1.07,-0.06,0
2025-06-10,Baixa,Alta,1.12,-0.53,0
2025-06-11,Alta,Alta,1.12,0.75,1
2025-06-12,Alta,Alta,-0.97,-0.33,0
2025-06-13,Baixa,Alta,-1.79,-0.37,0
2025-06-16,Baixa,Alta,-1.98,-0.27,0
2025-06-17,Baixa,Alta,-1.83,0.76,1
2025-06-18,Baixa,Alta,-1.73,-0.10,0
2025-06-20,Alta,Alta,0.83,0.04,1
2025-06-23,Alta,Alta,1.77,-0.99,0
2025-06-24,Alta,Alta,2.71,0.58,1
2025-06-25,Alta,Alta,3.29,-0.43,0
2025-06-26,Alta,Alta,2.98,-0.12,0
2025-06-27,Alta,Alta,2.72,0.14,1
2025-06-30,Alta,Alta,2.95,-0.69,0
2025-07-01,Alta,Alta,3.02,0.60,1
2025-07-02,Alta,Alta,4.08,0.97,2
2025-07-03,Alta,Alta,5.74,-0.11,0
2025-07-07,Alta,Alta,6.85,-0.04,0
2025-07-08,Alta,Alta,7.61,-0.34,0
2025-07-09,Baixa,Alta,7.91,-0.69,0
2025-07-10,Alta,Alta,7.39,0.45,1
2025-07-11,Alta,Alta,7.18,0.09,2
2025-07-14,Alta,Alta,7.25,0.04,3
2025-07-15,Alta,Alta,7.60,0.18,4
2025-07-16,Alta,Alta,7.80,-0.39,0
2025-07-17,Baixa,Alta,7.69,0.22,1
2025-07-18,Baixa,Alta,7.29,-0.83,0
2025-07-21,Baixa,Alta,6.80,0.77,1
2025-07-22,Baixa,Alta,6.33,-0.01,0
2025-07-23,Baixa,Alta,5.36,-0.69,0
2025-07-24,Baixa,Alta,4.54,0.84,1
2025-07-25,Baixa,Alta,3.86,0.44,2
2025-07-28,Baixa,Alta,3.28,-0.35,0
2025-07-29,Alta,Alta,2.94,0.60,1
2025-07-30,Baixa,Alta,3.00,-0.09,0
2025-07-31,Baixa,Baixa,3.02,-0.33,0
2025-08-01,Baixa,Baixa,3.04,-0.55,0
2025-08-04,Baixa,Baixa,3.14,0.30,1
2025-08-05,Baixa,Alta,3.00,1.00,2
2025-08-06,Alta,Alta,3.46,0.87,3
2025-08-07,Alta,Alta,3.66,-0.46,0
2025-08-08,Alta,Alta,4.08,1.00,1
2025-08-11,Alta,Alta,4.31,-0.12,0
2025-08-12,Alta,Alta,4.54,-0.29,0
2025-08-13,Baixa,Alta,3.88,0.04,1
2025-08-14,Baixa,Alta,3.75,-0.42,0
2025-08-15,Baixa,Alta,3.50,-0.10,0
2025-08-18,Alta,Alta,3.30,0.28,1
2025-08-19,Baixa,Alta,2.96,-1.00,0
2025-08-20,Baixa,Alta,3.02,0.14,1
2025-08-21,Baixa,Baixa,2.83,-1.00,0
2025-08-22,Baixa,Baixa,2.64,-0.90,0
2025-08-25,Baixa,Baixa,2.29,-0.49,0
2025-08-26,Baixa,Baixa,2.24,0.00,0
2025-08-27,Baixa,Baixa,2.30,0.00,0
2025-08-28,Alta,Alta,2.42,-0.20,0
2025-08-29,Baixa,Baixa,2.41,-0.16,0
2025-09-02,Baixa,Baixa,2.40,-0.20,0
2025-09-03,Baixa,Baixa,2.22,0.45,1
2025-09-04,Baixa,Baixa,1.59,-0.11,0
2025-09-05,Baixa,Baixa,1.00,-0.46,0
2025-09-08,Baixa,Baixa,0.64,0.24,1
2025-09-09,Alta,Alta,0.61,0.56,2
2025-09-10,Alta,Alta,0.83,0.54,3
2025-09-11,Alta,Alta,1.15,0.35,4
2025-09-12,Alta,Alta,0.99,0.05,5
2025-09-15,Alta,Alta,0.80,0.03,6
2025-09-16,Alta,Alta,0.45,-0.26,0
2025-09-17,Alta,Alta,0.10,0.24,1
2025-09-18,Alta,Alta,0.06,0.17,2
2025-09-19,Baixa,Alta,0.19,-0.54,0
2025-09-22,Baixa,Alta,0.19,-0.41,0
2025-09-23,Baixa,Alta,0.16,0.42,1
2025-09-24,Alta,Alta,0.00,0.59,2
2025-09-25,Baixa,Alta,-0.22,-0.69,0
2025-09-26,Alta,Alta,-0.16,0.20,1
2025-09-29,Alta,Alta,0.35,0.62,2
2025-09-30,Baixa,Alta,0.41,-0.76,0
2025-10-01,Baixa,Alta,0.29,-0.85,0
2025-10-02,Baixa,Alta,0.73,0.16,1
2025-10-03,Baixa,Alta,1.08,0.26,2
2025-10-06,Baixa,Alta,1.14,0.80,3
2025-10-07,Baixa,Alta,1.48,-0.57,0
2025-10-08,Baixa,Baixa,1.71,-0.43,0
2025-10-09,Baixa,Alta,1.54,-0.36,0
2025-10-10,Alta,Alta,1.57,-0.37,0
2025-10-13,Alta,Alta,1.62,-0.56,0
2025-10-14,Alta,Alta,1.74,0.72,1
2025-10-15,Alta,Alta,2.14,0.77,2
2025-10-16,Alta,Alta,1.89,-0.88,0
2025-10-17,Baixa,Baixa,1.57,0.38,1
2025-10-20,Baixa,Baixa,1.14,-0.74,0
2025-10-21,Baixa,Alta,0.86,-0.68,0
2025-10-22,Baixa,Alta,0.33,-0.22,0
2025-10-23,Baixa,Baixa,0.40,0.22,1
2025-10-24,Baixa,Baixa,0.33,0.31,2
2025-10-27,Alta,Alta,0.43,0.52,3
2025-10-28,Baixa,Alta,0.30,-0.50,0
2025-10-29,Alta,Alta,0.49,0.39,1
2025-10-30,Baixa,Baixa,0.55,0.45,2
2025-10-31,Baixa,Baixa,0.61,-0.87,0
2025-11-03,Baixa,Baixa,0.57,-0.58,0
2025-11-04,Baixa,Baixa,0.36,-0.84,0
2025-11-05,Baixa,Baixa,-0.91,-0.78,0
2025-11-06,Baixa,Baixa,-2.26,-0.50,0
2025-11-07,Baixa,Baixa,-3.64,-0.28,0
2025-11-10,Baixa,Baixa,-4.99,-0.30,0
2025-11-11,Baixa,Baixa,-6.12,-0.85,0
2025-11-12,Baixa,Baixa,-6.46,-0.46,0
2025-11-13,Baixa,Baixa,-6.75,-0.72,0
2025-11-14,Baixa,Baixa,-6.87,0.91,1
2025-11-17,Baixa,Baixa,-7.00,-0.12,0
2025-11-18,Baixa,Baixa,-7.45,-0.33,0
2025-11-19,Baixa,Baixa,-8.08,-0.50,0
2025-11-20,Baixa,Baixa,-8.76,-0.74,0
2025-11-21,Baixa,Baixa,-9.56,0.22,1
2025-11-24,Baixa,Baixa,-10.38,0.55,2
2025-11-25,Alta,Baixa,-10.85,1.00,3
2025-11-26,Alta,Baixa,-11.16,0.12,4
2025-11-28,Alta,Baixa,-11.42,-0.25,0
2025-12-01,Alta,Baixa,-11.58,-0.47,0
2025-12-02,Baixa,Baixa,-11.70,0.46,1
2025-12-03,Baixa,Baixa,-11.98,-0.73,0
2025-12-04,Baixa,Baixa,-12.36,0.12,1
2025-12-05,Alta,Baixa,-12.60,-0.05,0
2025-12-08,Alta,Baixa,-12.97,0.17,1
2025-12-09,Alta,Baixa,-13.68,-0.03,0
2025-12-10,Alta,Baixa,-13.88,0.39,1
2025-12-11,Alta,Baixa,-13.74,0.71,2
2025-12-12,Alta,Baixa,-13.81,-0.57,0
2025-12-15,Alta,Baixa,-13.93,-0.52,0
2025-12-16,Baixa,Baixa,-13.90,-0.29,0
2025-12-17,Baixa,Baixa,-14.21,0.19,1
2025-12-18,Alta,Baixa,-14.56,0.74,2
2025-12-19,Baixa,Baixa,-15.05,-0.59,0
2025-12-22,Baixa,Baixa,-15.52,0.74,1
2025-12-23,Baixa,Baixa,-16.09,0.65,2
2025-12-24,Baixa,Baixa,-16.81,0.97,3
2025-12-26,Baixa,Baixa,-17.96,-0.13,0
2025-12-29,Baixa,Baixa,-18.93,-0.19,0
2025-12-30,Alta,Baixa,-19.56,0.67,1
2025-12-31,Baixa,Baixa,-20.14,-0.48,0
2026-01-02,Baixa,Baixa,-20.92,0.21,1
2026-01-05,Alta,Baixa,-21.29,0.84,2
2026-01-06,Alta,Baixa,-21.69,0.25,3
2026-01-07,Alta,Baixa,-22.59,-0.49,0
2026-01-08,Alta,Baixa,-23.83,-1.00,0
2026-01-09,Baixa,Baixa,-24.82,-0.10,0
2026-01-12,Baixa,Baixa,-26.29,-0.16,0
2026-01-13,Baixa,Baixa,-27.90,0.15,1
2026-01-14,Baixa,Baixa,-29.29,-0.82,0
2026-01-15,Alta,Baixa,-30.50,0.69,1
2026-01-16,Baixa,Baixa,-30.83,-0.90,0
2026-01-20,Baixa,Baixa,-27.50,0.28,1
2026-01-21,Baixa,Baixa,-23.18,-0.19,0
2026-01-22,Baixa,Baixa,-18.52,-0.71,0
2026-01-23,Baixa,Baixa,-12.89,-0.46,0
2026-01-26,Baixa,Baixa,-7.34,-0.56,0
2026-01-27,Baixa,Baixa,-5.72,-0.10,0
2026-01-28,Baixa,Baixa,-4.00,1.00,1
2026-01-29,Alta,Baixa,-2.40,-0.04,0
2026-01-30,Alta,Alta,-1.12,0.10,1
2026-02-02,Alta,Baixa,-0.38,-0.45,0
2026-02-03,Baixa,Baixa,0.19,-0.41,0
2026-02-04,Baixa,Baixa,0.19,0.00,0
2026-02-05,Alta,Baixa,0.38,0.53,1
2026-02-06,Baixa,Baixa,0.38,-0.79,0
2026-02-09,Baixa,Baixa,0.00,0.59,1
2026-02-10,Baixa,Baixa,-0.38,0.00,0
2026-02-11,Alta,Baixa,-0.57,0.41,1
2026-02-12,Alta,Baixa,-0.75,0.44,2
2026-02-13,Alta,Baixa,-0.75,-0.32,0
2026-02-17,Baixa,Baixa,-0.57,-0.01,0
2026-02-18,Baixa,Baixa,-0.38,-0.35,0
2026-02-19,Baixa,Baixa,-0.76,-0.71,0
2026-02-20,Baixa,Baixa,-0.95,0.94,1
2026-02-23,Baixa,Baixa,-1.33,-0.76,0
2026-02-24,Baixa,Baixa,-1.52,-0.97,0
2026-02-25,Alta,Baixa,-1.91,0.75,1
2026-02-26,Alta,Baixa,-2.11,-0.50,0
2026-02-27,Baixa,Baixa,-2.50,-0.76,0
2026-03-02,Baixa,Baixa,-2.50,0.18,1
2026-03-03,Baixa,Baixa,-2.71,-0.48,0
2026-03-04,Alta,Baixa,-2.72,0.32,1
2026-03-05,Alta,Baixa,-2.35,0.81,2
2026-03-06,Alta,Alta,-1.97,0.89,3
2026-03-09,Alta,Alta,-1.58,-0.35,0
2026-03-10,Alta,Alta,-1.19,0.00,0
2026-03-11,Alta,Alta,-0.60,0.00,0
2026-03-12,Alta,Alta,-0.40,-0.69,0
2026-03-13,Baixa,Alta,-0.40,0.00,0
2026-03-16,Baixa,Baixa,-0.40,-0.67,0
2026-03-17,Baixa,Baixa,-0.40,-0.31,0
2026-03-18,Baixa,Baixa,-0.80,-0.50,0
2026-03-19,Baixa,Baixa,-1.41,0.00,0
2026-03-20,Baixa,Baixa,-1.61,-1.00,0
2026-03-23,Baixa,Baixa,-2.02,-0.47,0
2026-03-24,Alta,Alta,-2.02,1.00,1
2026-03-25,Alta,Alta,-1.83,-0.13,0
2026-03-26,Baixa,Baixa,-1.63,-0.55,0
2026-03-27,Baixa,Baixa,-1.43,-0.14,0
2026-03-30,Baixa,Alta,-1.65,-0.36,0
2026-03-31,Alta,Alta,-1.44,0.69,1
2026-04-01,Alta,Alta,-1.45,0.52,2
2026-04-02,Baixa,Baixa,-1.24,-1.00,0
2026-04-06,Alta,Alta,-1.25,0.31,1
2026-04-07,Alta,Alta,-0.42,0.83,2
2026-04-08,Alta,Alta,-0.42,0.62,3
2026-04-09,Alta,Alta,0.21,0.20,4
2026-04-10,Baixa,Alta,0.42,-0.93,0
2026-04-13,Baixa,Alta,0.42,-0.51,0
2026-04-14,Alta,Alta,0.42,0.84,1
2026-04-15,Alta,Alta,0.63,-0.39,0
2026-04-16,Baixa,Alta,0.42,-0.82,0
2026-04-17,Baixa,Alta,0.63,-0.09,0
2026-04-20,Baixa,Alta,0.63,-0.50,0
2026-04-21,Baixa,Alta,0.63,-0.33,0
2026-04-22,Baixa,Alta,0.63,0.00,0
2026-04-23,Baixa,Alta,0.42,0.10,1
2026-04-24,Baixa,Alta,0.21,-0.15,0
2026-04-27,Baixa,Baixa,0.21,-0.87,0
2026-04-28,Baixa,Baixa,-0.42,-0.42,0
2026-04-29,Baixa,Baixa,-0.62,0.42,1
2026-04-30,Baixa,Baixa,-0.41,-0.23,0
2026-05-01,Baixa,Baixa,-0.41,-0.47,0
2026-05-04,Alta,Baixa,-0.21,0.24,1
2026-05-05,Baixa,Baixa,0.21,-0.36,0
2026-05-06,Alta,Baixa,0.21,1.00,1
2026-05-07,Alta,Baixa,0.00,0.33,2
2026-05-08,Alta,Alta,0.42,0.64,3
2026-05-11,Alta,Alta,0.83,-0.22,0
2026-05-12,Alta,Alta,1.25,-1.00,0
2026-05-13,Alta,Alta,1.67,0.75,1
2026-05-14,Alta,Alta,2.08,0.12,2
2026-05-15,Alta,Alta,2.07,0.58,3
2026-05-18,Alta,Alta,1.86,-0.09,0
2026-05-19,Baixa,Alta,1.44,-0.35,0
2026-05-20,Baixa,Alta,1.02,0.07,1
2026-05-21,Baixa,Baixa,0.41,-0.39,0
2026-05-22,Baixa,Baixa,0.00,-0.30,0
2026-05-26,Baixa,Baixa,-0.41,-1.00,0
2026-05-27,Baixa,Baixa,-0.61,-0.42,0
2026-05-28,Baixa,Baixa,-0.61,-0.96,0
2026-05-29,Baixa,Baixa,-0.61,-0.38,0
2026-06-01,Alta,Baixa,-0.61,0.08,1
2026-06-02,Baixa,Baixa,-0.81,-0.75,0
2026-06-03,Baixa,Baixa,-0.82,0.15,1
2026-06-04,Alta,Alta,-0.41,0.29,2
2026-06-05,Alta,Baixa,-0.20,-0.07,0
2026-06-08,Alta,Baixa,-0.41,-0.13,0
2026-06-09,Alta,Baixa,0.21,0.11,1
