Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2025-01-28,Baixa,Baixa,,-0.62,0
2025-01-29,Alta,Alta,,0.73,1
2025-01-30,Alta,Alta,,0.81,2
2025-01-31,Alta,Alta,,-0.51,0
2025-02-03,Alta,Alta,,0.15,1
2025-02-04,Alta,Alta,7.05,-0.46,0
2025-02-05,Baixa,Baixa,5.11,-0.41,0
2025-02-06,Baixa,Baixa,1.92,0.01,1
2025-02-07,Baixa,Alta,0.97,0.64,2
2025-02-10,Baixa,Alta,0.20,-0.19,0
2025-02-11,Alta,Alta,-0.10,0.34,1
2025-02-12,Alta,Alta,0.05,0.89,2
2025-02-13,Alta,Alta,0.36,-0.87,0
2025-02-14,Alta,Alta,0.36,0.31,1
2025-02-18,Alta,Alta,0.30,0.53,2
2025-02-19,Alta,Alta,0.35,0.23,3
2025-02-20,Baixa,Alta,0.25,-0.44,0
2025-02-21,Baixa,Baixa,0.20,0.00,0
2025-02-24,Alta,Alta,0.20,-0.07,0
2025-02-25,Alta,Alta,0.25,0.44,1
2025-02-26,Baixa,Baixa,0.00,-0.77,0
2025-02-27,Baixa,Baixa,-0.10,0.26,1
2025-02-28,Baixa,Baixa,-0.10,-0.63,0
2025-03-03,Baixa,Baixa,-0.20,0.35,1
2025-03-04,Baixa,Baixa,-0.61,-0.86,0
2025-03-05,Baixa,Baixa,-0.56,0.65,1
2025-03-06,Baixa,Baixa,-0.76,-0.71,0
2025-03-07,Baixa,Baixa,-1.01,-0.25,0
2025-03-10,Baixa,Baixa,-1.32,-0.54,0
2025-03-11,Baixa,Baixa,-1.27,0.84,1
2025-03-12,Baixa,Baixa,-1.42,-0.17,0
2025-03-13,Baixa,Baixa,-1.43,-0.50,0
2025-03-14,Baixa,Baixa,-1.38,-0.19,0
2025-03-17,Alta,Baixa,-1.18,0.56,1
2025-03-18,Alta,Baixa,-1.03,0.95,2
2025-03-19,Alta,Baixa,-0.88,-0.49,0
2025-03-20,Alta,Baixa,-0.72,0.10,1
2025-03-21,Baixa,Baixa,-0.67,-0.59,0
2025-03-24,Alta,Baixa,-0.62,0.52,1
2025-03-25,Baixa,Baixa,-0.68,-0.41,0
2025-03-26,Alta,Baixa,-0.68,0.45,1
2025-03-27,Alta,Baixa,-0.62,0.62,2
2025-03-28,Alta,Baixa,-0.42,0.14,3
2025-03-31,Alta,Baixa,-0.31,0.43,4
2025-04-01,Alta,Alta,-0.16,0.29,5
2025-04-02,Alta,Alta,0.00,0.08,6
2025-04-03,Alta,Alta,0.05,0.43,7
2025-04-04,Baixa,Baixa,0.00,-0.72,0
2025-04-07,Baixa,Baixa,-0.10,0.32,1
2025-04-08,Baixa,Baixa,-0.26,-0.67,0
2025-04-09,Baixa,Baixa,-0.26,0.77,1
2025-04-10,Baixa,Baixa,-0.37,-0.26,0
2025-04-11,Alta,Baixa,-0.47,0.45,1
2025-04-14,Alta,Baixa,-0.52,-0.09,0
2025-04-15,Alta,Baixa,-0.53,-0.22,0
2025-04-16,Alta,Baixa,-0.68,-0.47,0
2025-04-17,Alta,Alta,-0.63,0.67,1
2025-04-21,Baixa,Baixa,-0.58,-0.88,0
2025-04-22,Baixa,Baixa,-0.53,-0.10,0
2025-04-23,Alta,Alta,-0.37,0.84,1
2025-04-24,Alta,Alta,-0.32,-0.39,0
2025-04-25,Baixa,Alta,-0.42,-0.80,0
2025-04-28,Baixa,Alta,-0.42,-0.06,0
2025-04-29,Alta,Alta,-0.21,0.67,1
2025-04-30,Alta,Alta,-0.11,0.57,2
2025-05-01,Alta,Alta,0.00,-0.05,0
2025-05-02,Alta,Alta,0.37,0.81,1
2025-05-05,Alta,Alta,0.64,-0.22,0
2025-05-06,Alta,Alta,0.64,-1.00,0
2025-05-07,Alta,Alta,0.69,0.32,1
2025-05-08,Alta,Alta,0.85,0.39,2
2025-05-09,Baixa,Alta,0.79,-0.79,0
2025-05-12,Baixa,Alta,0.85,0.16,1
2025-05-13,Alta,Alta,0.95,0.22,2
2025-05-14,Baixa,Alta,1.05,-0.29,0
2025-05-15,Alta,Alta,1.16,0.76,1
2025-05-16,Alta,Alta,1.42,0.40,2
2025-05-19,Alta,Alta,1.62,0.14,3
2025-05-20,Alta,Alta,1.93,0.62,4
2025-05-21,Alta,Alta,2.09,-0.62,0
2025-05-22,Baixa,Alta,2.13,-0.66,0
2025-05-23,Baixa,Alta,2.17,0.15,1
2025-05-27,Baixa,Alta,2.16,0.12,2
2025-05-28,Baixa,Alta,2.00,-0.17,0
2025-05-29,Alta,Alta,1.94,0.52,1
2025-05-30,Alta,Alta,1.98,0.38,2
2025-06-02,Alta,Alta,1.98,0.67,3
2025-06-03,Alta,Alta,2.02,-0.29,0
2025-06-04,Alta,Alta,2.06,-0.18,0
2025-06-05,Baixa,Alta,2.10,-0.82,0
2025-06-06,Baixa,Alta,2.05,0.00,0
2025-06-09,Baixa,Alta,1.89,0.28,1
2025-06-10,Alta,Alta,1.78,0.76,2
2025-06-11,Alta,Alta,1.72,0.27,3
2025-06-12,Alta,Alta,1.67,0.49,4
2025-06-13,Alta,Alta,1.66,-0.43,0
2025-06-16,Alta,Alta,1.66,-0.23,0
2025-06-17,Baixa,Alta,1.70,-0.61,0
2025-06-18,Baixa,Alta,1.79,0.02,1
2025-06-20,Baixa,Alta,1.88,-0.05,0
2025-06-23,Alta,Alta,1.92,0.85,1
2025-06-24,Alta,Alta,2.01,-0.78,0
2025-06-25,Baixa,Alta,1.96,-0.89,0
2025-06-26,Baixa,Alta,1.86,0.20,1
2025-06-27,Baixa,Alta,1.71,-0.40,0
2025-06-30,Alta,Alta,1.70,0.76,1
2025-07-01,Alta,Alta,1.69,0.94,2
2025-07-02,Alta,Alta,1.73,-0.30,0
2025-07-03,Alta,Alta,1.87,0.29,1
2025-07-07,Alta,Alta,1.91,-0.59,0
2025-07-08,Baixa,Alta,1.86,-0.68,0
2025-07-09,Alta,Alta,1.85,-0.12,0
2025-07-10,Baixa,Alta,1.89,0.14,1
2025-07-11,Baixa,Alta,1.60,-0.44,0
2025-07-14,Baixa,Alta,1.46,-0.59,0
2025-07-15,Baixa,Alta,1.28,-0.27,0
2025-07-16,Alta,Alta,1.04,0.51,1
2025-07-17,Alta,Alta,0.77,0.45,2
2025-07-18,Baixa,Alta,0.72,-0.52,0
2025-07-21,Baixa,Alta,0.63,-0.14,0
2025-07-22,Baixa,Alta,0.63,0.49,1
2025-07-23,Alta,Alta,0.63,0.14,2
2025-07-24,Alta,Alta,0.63,-0.41,0
2025-07-25,Alta,Alta,0.63,0.44,1
2025-07-28,Baixa,Alta,0.67,-0.13,0
2025-07-29,Alta,Alta,0.63,0.62,1
2025-07-30,Alta,Alta,0.58,0.42,2
2025-07-31,Alta,Alta,0.53,-0.51,0
2025-08-01,Alta,Alta,0.49,0.16,1
2025-08-04,Alta,Alta,0.53,0.99,2
2025-08-05,Alta,Alta,0.62,-0.17,0
2025-08-06,Alta,Alta,0.75,0.71,1
2025-08-07,Alta,Alta,0.89,0.59,2
2025-08-08,Alta,Alta,1.06,-0.50,0
2025-08-11,Baixa,Alta,1.02,-0.51,0
2025-08-12,Baixa,Alta,0.93,0.23,1
2025-08-13,Alta,Alta,0.88,0.87,2
2025-08-14,Alta,Alta,0.88,0.74,3
2025-08-15,Alta,Alta,0.83,-0.77,0
2025-08-18,Alta,Alta,0.92,0.32,1
2025-08-19,Baixa,Alta,1.05,-0.66,0
2025-08-20,Alta,Alta,1.09,0.81,1
2025-08-21,Alta,Alta,1.09,0.24,2
2025-08-22,Alta,Alta,1.09,0.46,3
2025-08-25,Alta,Alta,1.04,-0.91,0
2025-08-26,Alta,Alta,1.00,0.29,1
2025-08-27,Alta,Alta,0.95,0.03,2
2025-08-28,Baixa,Alta,0.95,-0.37,0
2025-08-29,Baixa,Alta,0.90,-0.36,0
2025-09-02,Baixa,Alta,0.94,0.35,1
2025-09-03,Baixa,Baixa,0.81,-0.37,0
2025-09-04,Baixa,Baixa,0.73,-0.02,0
2025-09-05,Baixa,Baixa,0.60,0.02,1
2025-09-08,Baixa,Baixa,0.47,-0.60,0
2025-09-09,Baixa,Baixa,0.30,-0.31,0
2025-09-10,Alta,Baixa,0.30,0.54,1
2025-09-11,Alta,Alta,0.25,0.41,2
2025-09-12,Alta,Baixa,0.21,-0.02,0
2025-09-15,Baixa,Baixa,0.17,-0.85,0
2025-09-16,Alta,Baixa,0.13,0.46,1
2025-09-17,Alta,Baixa,0.13,0.15,2
2025-09-18,Baixa,Baixa,0.13,-0.88,0
2025-09-19,Baixa,Baixa,0.08,-0.31,0
2025-09-22,Baixa,Baixa,0.08,0.14,1
2025-09-23,Alta,Baixa,0.17,0.26,2
2025-09-24,Baixa,Baixa,0.17,0.25,3
2025-09-25,Baixa,Baixa,0.13,-0.70,0
2025-09-26,Baixa,Baixa,0.08,-0.67,0
2025-09-29,Baixa,Baixa,0.08,-0.04,0
2025-09-30,Baixa,Baixa,0.00,-0.07,0
2025-10-01,Baixa,Baixa,-0.04,-0.23,0
2025-10-02,Baixa,Baixa,-0.08,-0.16,0
2025-10-03,Baixa,Baixa,-0.04,0.28,1
2025-10-06,Baixa,Baixa,-0.13,-0.95,0
