Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2025-10-29,Baixa,Baixa,,-0.64,0
2025-10-30,Baixa,Baixa,,-1.00,0
2025-10-31,Baixa,Baixa,,0.48,1
2025-11-03,Baixa,Baixa,,-0.68,0
2025-11-04,Baixa,Baixa,,-0.28,0
2025-11-05,Baixa,Baixa,-3.64,0.45,1
2025-11-06,Baixa,Baixa,-3.66,-0.98,0
2025-11-07,Baixa,Baixa,-4.53,0.98,1
2025-11-10,Baixa,Baixa,-4.59,-0.51,0
2025-11-11,Baixa,Baixa,-4.42,-0.88,0
2025-11-12,Baixa,Baixa,-4.08,-0.95,0
2025-11-13,Baixa,Baixa,-3.45,-0.71,0
2025-11-14,Baixa,Baixa,-3.22,0.60,1
2025-11-17,Baixa,Baixa,-3.46,-0.83,0
2025-11-18,Baixa,Baixa,-3.39,0.62,1
2025-11-19,Baixa,Baixa,-3.54,-0.41,0
2025-11-20,Baixa,Baixa,-3.57,-1.00,0
2025-11-21,Baixa,Baixa,-3.60,0.25,1
2025-11-24,Alta,Baixa,-3.31,-0.23,0
2025-11-25,Alta,Baixa,-3.15,0.02,1
2025-11-26,Alta,Baixa,-2.75,0.13,2
2025-11-28,Alta,Baixa,-2.04,-0.10,0
2025-12-01,Alta,Baixa,-1.63,-0.97,0
2025-12-02,Alta,Baixa,-1.41,0.62,1
2025-12-03,Alta,Baixa,-1.13,0.49,2
2025-12-04,Alta,Alta,-0.85,0.92,3
2025-12-05,Alta,Baixa,-0.71,-0.43,0
2025-12-08,Alta,Baixa,-0.38,-0.39,0
2025-12-09,Alta,Alta,-0.10,0.24,1
2025-12-10,Alta,Baixa,-0.05,-0.51,0
2025-12-11,Alta,Baixa,-0.05,0.60,1
2025-12-12,Baixa,Baixa,-0.05,-0.45,0
2025-12-15,Baixa,Baixa,-0.14,-0.96,0
2025-12-16,Baixa,Baixa,-0.24,0.77,1
2025-12-17,Baixa,Baixa,-0.38,-0.87,0
2025-12-18,Baixa,Baixa,-0.48,0.15,1
2025-12-19,Alta,Alta,-0.38,0.95,2
2025-12-22,Alta,Alta,-0.10,0.69,3
2025-12-23,Alta,Alta,0.14,0.41,4
2025-12-24,Alta,Alta,0.53,0.26,5
2025-12-26,Alta,Alta,0.72,-1.00,0
2025-12-29,Baixa,Alta,0.77,-0.40,0
2025-12-30,Baixa,Alta,0.62,0.40,1
2025-12-31,Baixa,Alta,0.52,0.05,2
2026-01-02,Alta,Alta,0.57,0.79,3
2026-01-05,Alta,Alta,0.86,0.50,4
2026-01-06,Alta,Alta,1.28,0.81,5
2026-01-07,Alta,Alta,1.71,-0.23,0
2026-01-08,Alta,Alta,2.23,0.21,1
