Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2024-10-11,Baixa,Baixa,,-0.35,0
2024-10-14,Baixa,Baixa,,-0.53,0
2024-10-15,Alta,Alta,,0.50,1
2024-10-16,Alta,Alta,,-0.10,0
2024-10-17,Alta,Alta,,0.56,1
2024-10-18,Alta,Alta,-0.47,-0.29,0
2024-10-21,Alta,Alta,4.49,-0.49,0
2024-10-22,Alta,Alta,2.98,-0.67,0
2024-10-23,Alta,Alta,2.09,0.51,1
2024-10-24,Alta,Alta,1.70,-0.44,0
2024-10-25,Alta,Alta,1.41,-0.13,0
2024-10-28,Alta,Alta,1.31,-0.35,0
2024-10-29,Alta,Alta,1.49,0.45,1
2024-10-30,Baixa,Baixa,1.12,-0.64,0
2024-10-31,Baixa,Baixa,0.74,-0.33,0
2024-11-01,Baixa,Baixa,-0.09,-0.56,0
2024-11-04,Baixa,Baixa,-1.66,-0.76,0
2024-11-05,Baixa,Baixa,-2.76,0.66,1
2024-11-06,Baixa,Baixa,-3.49,-0.33,0
2024-11-07,Alta,Baixa,-3.31,0.81,1
2024-11-08,Alta,Alta,-2.78,-0.01,0
2024-11-11,Alta,Baixa,-1.41,-0.02,0
2024-11-12,Alta,Alta,-0.19,0.68,1
2024-11-13,Baixa,Baixa,0.48,-0.87,0
2024-11-14,Baixa,Baixa,0.10,-0.54,0
2024-11-15,Baixa,Baixa,-0.86,-0.91,0
2024-11-18,Baixa,Baixa,-2.19,-0.93,0
2024-11-19,Baixa,Baixa,-3.88,-0.37,0
2024-11-20,Baixa,Baixa,-5.31,-0.78,0
2024-11-21,Baixa,Baixa,-6.28,-0.22,0
2024-11-22,Baixa,Baixa,-6.91,-0.13,0
2024-11-25,Baixa,Baixa,-7.20,-0.53,0
2024-11-26,Baixa,Baixa,-7.39,0.69,1
2024-11-27,Baixa,Baixa,-7.31,-0.53,0
2024-11-29,Baixa,Baixa,-7.31,-0.07,0
2024-12-02,Alta,Baixa,-7.01,0.22,1
2024-12-03,Baixa,Baixa,-6.60,-0.50,0
2024-12-04,Alta,Baixa,-6.06,0.87,1
2024-12-05,Alta,Alta,-4.43,0.71,2
2024-12-06,Alta,Baixa,-3.29,0.12,3
2024-12-09,Alta,Alta,-2.11,0.53,4
2024-12-10,Alta,Baixa,-1.01,-0.35,0
2024-12-11,Alta,Baixa,-0.23,0.09,1
2024-12-12,Alta,Alta,-0.45,-0.04,0
2024-12-13,Baixa,Baixa,-0.45,-0.48,0
2024-12-16,Baixa,Baixa,-1.13,-0.69,0
2024-12-17,Baixa,Baixa,-1.70,-0.27,0
2024-12-18,Baixa,Baixa,-2.50,-0.95,0
2024-12-19,Baixa,Baixa,-3.18,0.30,1
2024-12-20,Baixa,Baixa,-3.75,0.00,0
2024-12-23,Alta,Baixa,-3.78,0.96,1
2024-12-24,Alta,Baixa,-3.81,-0.27,0
2024-12-26,Alta,Baixa,-3.84,-0.42,0
2024-12-27,Baixa,Baixa,-4.45,-0.80,0
2024-12-30,Baixa,Baixa,-4.96,-0.41,0
2024-12-31,Baixa,Baixa,-5.71,-0.48,0
2025-01-02,Baixa,Baixa,-6.47,-0.40,0
2025-01-03,Baixa,Baixa,-7.02,-0.20,0
2025-01-06,Baixa,Baixa,-7.36,-0.53,0
2025-01-07,Baixa,Baixa,-7.71,-0.03,0
2025-01-08,Baixa,Baixa,-7.95,-0.04,0
2025-01-10,Baixa,Baixa,-8.33,-0.64,0
2025-01-13,Baixa,Baixa,-8.85,-0.45,0
2025-01-14,Baixa,Baixa,-9.14,-0.44,0
2025-01-15,Alta,Baixa,-9.30,0.42,1
2025-01-16,Alta,Baixa,-9.19,0.22,2
2025-01-17,Alta,Baixa,-8.39,0.50,3
2025-01-21,Alta,Alta,-7.29,0.88,4
2025-01-22,Alta,Baixa,-6.27,-0.47,0
2025-01-23,Alta,Baixa,-5.94,-0.50,0
2025-01-24,Baixa,Baixa,-6.04,-0.73,0
2025-01-27,Baixa,Baixa,-6.72,0.33,1
2025-01-28,Baixa,Baixa,-8.01,0.30,2
2025-01-29,Baixa,Baixa,-8.71,0.33,3
2025-01-30,Alta,Alta,-8.37,0.29,4
2025-01-31,Baixa,Baixa,-7.88,-0.78,0
2025-02-03,Baixa,Baixa,-7.04,-0.23,0
2025-02-04,Baixa,Baixa,-5.36,1.00,1
2025-02-05,Alta,Baixa,-3.75,0.24,2
2025-02-06,Baixa,Baixa,-2.93,-0.77,0
2025-02-07,Baixa,Baixa,-2.09,-0.87,0
2025-02-10,Baixa,Baixa,-1.23,0.71,1
2025-02-11,Baixa,Baixa,-0.88,0.14,2
2025-02-12,Baixa,Baixa,-0.88,0.00,0
2025-02-13,Baixa,Baixa,-0.71,0.64,1
2025-02-14,Alta,Baixa,-0.36,0.83,2
2025-02-18,Alta,Baixa,-0.36,-0.82,0
2025-02-19,Alta,Baixa,-0.54,0.72,1
2025-02-20,Alta,Baixa,-2.32,0.79,2
2025-02-21,Alta,Baixa,-3.22,-0.31,0
2025-02-24,Alta,Baixa,-4.83,-0.18,0
2025-02-25,Baixa,Baixa,-6.08,0.74,1
2025-02-26,Alta,Baixa,-6.82,0.61,2
2025-02-27,Baixa,Baixa,-7.13,-0.90,0
2025-02-28,Alta,Baixa,-7.02,0.80,1
2025-03-03,Alta,Baixa,-6.02,-0.27,0
2025-03-04,Baixa,Baixa,-5.33,-0.18,0
2025-03-05,Alta,Baixa,-4.24,0.70,1
2025-03-06,Baixa,Baixa,-2.56,-0.50,0
2025-03-07,Baixa,Baixa,-1.99,-0.72,0
2025-03-10,Baixa,Baixa,-2.60,-0.18,0
2025-03-11,Alta,Alta,-2.62,0.95,1
2025-03-12,Alta,Alta,-3.22,-0.44,0
2025-03-13,Alta,Alta,-2.83,0.31,1
2025-03-14,Alta,Alta,-2.23,0.59,2
2025-03-17,Alta,Alta,-1.03,-0.35,0
2025-03-18,Alta,Alta,-0.21,0.13,1
2025-03-19,Alta,Alta,0.62,-0.22,0
2025-03-20,Baixa,Alta,0.83,-0.63,0
2025-03-21,Baixa,Alta,1.04,0.33,1
2025-03-24,Baixa,Alta,1.24,-0.21,0
2025-03-25,Baixa,Alta,1.45,-0.61,0
2025-03-26,Baixa,Baixa,1.65,-0.34,0
2025-03-27,Baixa,Baixa,1.86,-0.97,0
2025-03-28,Baixa,Baixa,1.23,-0.95,0
2025-03-31,Baixa,Baixa,1.02,-0.26,0
2025-04-01,Baixa,Baixa,0.20,-0.83,0
2025-04-02,Baixa,Baixa,-1.42,-0.64,0
2025-04-03,Baixa,Baixa,-2.83,-0.83,0
2025-04-04,Baixa,Baixa,-3.65,-0.31,0
2025-04-07,Baixa,Baixa,-4.67,-0.70,0
2025-04-08,Baixa,Baixa,-5.50,-0.73,0
