Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2025-07-23,Baixa,Baixa,,0.32,1
2025-07-24,Baixa,Baixa,,0.30,2
2025-07-25,Baixa,Baixa,,-0.28,0
2025-07-28,Baixa,Baixa,,0.21,1
2025-07-29,Baixa,Baixa,,0.32,2
2025-07-30,Alta,Alta,-5.53,0.68,3
2025-07-31,Baixa,Baixa,-5.40,-0.65,0
2025-08-01,Baixa,Baixa,-2.87,-0.02,0
2025-08-04,Baixa,Baixa,-3.21,0.75,1
2025-08-05,Baixa,Baixa,-3.36,0.62,2
2025-08-06,Baixa,Baixa,-4.59,0.09,3
2025-08-07,Baixa,Baixa,-3.39,0.09,4
2025-08-08,Alta,Baixa,-2.10,0.61,5
2025-08-11,Baixa,Baixa,-2.11,0.68,6
2025-08-12,Alta,Baixa,-1.91,0.54,7
2025-08-13,Baixa,Baixa,-1.52,-0.25,0
2025-08-14,Alta,Alta,-1.07,0.84,1
2025-08-15,Alta,Alta,-0.51,0.33,2
2025-08-18,Alta,Alta,0.00,0.53,3
2025-08-19,Alta,Alta,0.10,0.48,4
2025-08-20,Alta,Alta,0.46,0.50,5
2025-08-21,Alta,Alta,0.57,-0.15,0
2025-08-22,Baixa,Alta,0.41,0.49,1
2025-08-25,Alta,Alta,0.36,0.20,2
2025-08-26,Baixa,Alta,0.36,0.05,3
2025-08-27,Baixa,Baixa,0.15,-0.69,0
2025-08-28,Baixa,Baixa,-0.05,0.77,1
2025-08-29,Baixa,Baixa,-0.15,1.00,2
2025-09-02,Baixa,Baixa,-0.31,0.40,3
2025-09-03,Alta,Alta,-0.31,0.92,4
2025-09-04,Baixa,Baixa,-0.36,-0.29,0
2025-09-05,Baixa,Baixa,-0.36,-0.06,0
2025-09-08,Baixa,Baixa,-0.36,0.68,1
2025-09-09,Baixa,Baixa,-0.41,-0.22,0
2025-09-10,Alta,Baixa,-0.46,0.29,1
2025-09-11,Alta,Baixa,-0.36,0.47,2
2025-09-12,Alta,Baixa,-0.26,0.75,3
2025-09-15,Alta,Alta,-0.10,0.58,4
2025-09-16,Alta,Alta,0.00,0.61,5
2025-09-17,Alta,Alta,0.00,0.75,6
2025-09-18,Alta,Alta,0.10,0.88,7
2025-09-19,Baixa,Baixa,0.00,-0.75,0
2025-09-22,Alta,Alta,-0.05,0.00,0
2025-09-23,Alta,Alta,0.31,0.80,1
2025-09-24,Alta,Alta,1.03,0.76,2
2025-09-25,Alta,Alta,1.85,0.37,3
2025-09-26,Alta,Alta,2.88,-0.01,0
2025-09-29,Alta,Alta,3.76,-0.44,0
2025-09-30,Alta,Alta,4.26,0.43,1
2025-10-01,Alta,Alta,4.33,0.28,2
2025-10-02,Alta,Alta,4.60,0.91,3
2025-10-03,Alta,Alta,5.06,0.20,4
2025-10-06,Alta,Alta,5.86,0.27,5
2025-10-07,Alta,Alta,6.50,0.15,6
2025-10-08,Baixa,Alta,6.79,-0.12,0
2025-10-09,Baixa,Alta,6.47,0.56,1
2025-10-10,Baixa,Baixa,3.86,-0.93,0
2025-10-13,Baixa,Baixa,1.03,0.36,1
2025-10-14,Baixa,Baixa,-1.85,-0.46,0
2025-10-15,Baixa,Baixa,-4.34,-0.31,0
2025-10-16,Baixa,Baixa,-6.53,-0.91,0
2025-10-17,Baixa,Baixa,-6.88,-0.38,0
2025-10-20,Baixa,Baixa,-7.29,-0.15,0
2025-10-21,Baixa,Baixa,-7.39,0.67,1
2025-10-22,Baixa,Baixa,-7.55,0.27,2
2025-10-23,Baixa,Baixa,-7.71,-0.26,0
2025-10-24,Baixa,Baixa,-8.03,-0.57,0
2025-10-27,Baixa,Baixa,-8.31,0.42,1
2025-10-28,Baixa,Baixa,-8.64,0.31,2
2025-10-29,Baixa,Baixa,-8.89,-0.24,0
2025-10-30,Baixa,Baixa,-9.20,0.57,1
2025-10-31,Alta,Baixa,-9.37,-0.50,0
2025-11-03,Alta,Baixa,-9.50,0.45,1
2025-11-04,Alta,Baixa,-9.68,0.54,2
2025-11-05,Alta,Baixa,-9.82,0.77,3
2025-11-06,Baixa,Baixa,-9.90,0.00,0
2025-11-07,Baixa,Baixa,-10.05,0.36,1
2025-11-10,Baixa,Baixa,-10.19,0.89,2
2025-11-11,Baixa,Baixa,-10.29,0.53,3
2025-11-12,Baixa,Baixa,-10.57,0.26,4
2025-11-13,Baixa,Baixa,-10.80,0.07,5
2025-11-14,Baixa,Baixa,-10.97,-0.67,0
2025-11-17,Baixa,Baixa,-11.35,-0.73,0
2025-11-18,Baixa,Baixa,-11.68,-0.22,0
2025-11-19,Baixa,Baixa,-11.96,-0.88,0
2025-11-20,Baixa,Baixa,-12.46,-0.88,0
2025-11-21,Baixa,Baixa,-12.99,0.26,1
2025-11-24,Baixa,Baixa,-13.48,0.07,2
2025-11-25,Alta,Baixa,-14.00,0.62,3
2025-11-26,Alta,Baixa,-14.47,0.39,4
2025-11-28,Alta,Baixa,-14.81,1.00,5
2025-12-01,Alta,Baixa,-15.18,-0.80,0
2025-12-02,Alta,Baixa,-15.59,0.21,1
2025-12-03,Baixa,Baixa,-16.55,-0.91,0
2025-12-04,Baixa,Baixa,-18.32,0.00,0
2025-12-05,Alta,Baixa,-20.48,-0.10,0
2025-12-08,Alta,Baixa,-23.00,-0.39,0
2025-12-09,Alta,Baixa,-25.52,0.63,1
2025-12-10,Alta,Baixa,-27.95,-0.37,0
2025-12-11,Baixa,Baixa,-30.09,-0.76,0
2025-12-12,Baixa,Baixa,-33.54,-0.40,0
2025-12-15,Baixa,Baixa,-37.66,-0.54,0
2025-12-16,Baixa,Baixa,-42.76,-0.38,0
2025-12-17,Baixa,Baixa,-48.87,-0.11,0
2025-12-18,Baixa,Baixa,-54.17,-0.57,0
2025-12-19,Baixa,Baixa,-59.60,0.43,1
2025-12-22,Baixa,Baixa,-55.83,0.22,2
2025-12-23,Baixa,Baixa,-50.36,0.25,3
2025-12-24,Baixa,Baixa,-41.76,-0.19,0
2025-12-26,Baixa,Baixa,-31.07,-0.17,0
2025-12-29,Alta,Baixa,-13.57,0.87,1
2025-12-30,Baixa,Baixa,-12.26,-0.79,0
2025-12-31,Baixa,Baixa,-10.78,-1.00,0
2026-01-02,Baixa,Baixa,-10.10,0.22,1
2026-01-05,Baixa,Baixa,-9.84,-0.88,0
2026-01-06,Baixa,Baixa,-10.47,-0.80,0
2026-01-07,Baixa,Baixa,-9.14,-0.57,0
2026-01-08,Baixa,Baixa,-8.79,0.40,1
2026-01-09,Alta,Baixa,-8.43,-0.58,0
2026-01-12,Baixa,Baixa,-8.05,1.00,1
2026-01-13,Baixa,Baixa,-7.60,-0.29,0
2026-01-14,Alta,Baixa,-8.88,0.80,1
2026-01-15,Baixa,Baixa,-9.04,-0.67,0
2026-01-16,Baixa,Baixa,-9.20,0.17,1
2026-01-20,Baixa,Baixa,-9.38,0.79,2
2026-01-21,Baixa,Baixa,-10.13,0.50,3
2026-01-22,Baixa,Baixa,-9.74,1.00,4
2026-01-23,Alta,Baixa,-9.93,0.62,5
2026-01-26,Baixa,Baixa,-10.14,-0.22,0
2026-01-27,Alta,Baixa,-10.34,0.26,1
2026-01-28,Baixa,Baixa,-9.86,-0.26,0
2026-01-29,Baixa,Baixa,-10.07,-0.50,0
2026-01-30,Alta,Baixa,-8.82,0.71,1
2026-02-02,Baixa,Baixa,-8.27,-0.42,0
2026-02-03,Baixa,Baixa,-6.92,0.17,1
2026-02-04,Baixa,Baixa,-5.47,-0.41,0
2026-02-05,Baixa,Baixa,-4.80,-0.67,0
2026-02-06,Baixa,Baixa,-4.84,0.44,1
2026-02-09,Baixa,Baixa,-4.10,0.18,2
2026-02-10,Baixa,Baixa,-4.96,-0.91,0
2026-02-11,Alta,Baixa,-6.61,-0.89,0
2026-02-12,Alta,Baixa,-5.88,-0.71,0
2026-02-13,Alta,Baixa,-6.78,0.13,1
2026-02-17,Alta,Baixa,-6.84,0.31,2
2026-02-18,Alta,Baixa,-6.09,0.00,0
2026-02-19,Alta,Baixa,-6.19,0.67,1
2026-02-20,Alta,Baixa,-7.14,-0.83,0
2026-02-23,Baixa,Baixa,-7.27,-1.00,0
2026-02-24,Alta,Baixa,-8.26,0.56,1
2026-02-25,Baixa,Baixa,-8.33,-0.33,0
2026-02-26,Baixa,Baixa,-7.55,-0.43,0
2026-02-27,Baixa,Baixa,-7.69,-0.14,0
2026-03-02,Alta,Alta,-5.88,0.75,1
2026-03-03,Baixa,Baixa,-5.00,-0.50,0
2026-03-04,Baixa,Baixa,-5.05,0.38,1
2026-03-05,Baixa,Baixa,-4.08,-1.00,0
2026-03-06,Baixa,Baixa,-3.12,0.14,1
2026-03-09,Baixa,Baixa,-4.17,-0.38,0
2026-03-10,Baixa,Baixa,-3.16,0.00,0
2026-03-11,Baixa,Baixa,-2.13,-0.67,0
2026-03-12,Baixa,Baixa,-3.19,0.25,1
2026-03-13,Alta,Baixa,-3.23,-0.07,0
2026-03-16,Alta,Baixa,-2.17,0.00,0
2026-03-17,Alta,Baixa,-2.17,0.00,0
2026-03-18,Baixa,Baixa,-3.26,-0.17,0
2026-03-19,Baixa,Baixa,-2.20,-0.33,0
2026-03-20,Baixa,Baixa,-2.22,-0.33,0
2026-03-23,Baixa,Baixa,-2.22,-0.71,0
2026-03-24,Baixa,Baixa,-3.33,-1.00,0
2026-03-25,Baixa,Baixa,-2.25,-0.86,0
2026-03-26,Baixa,Baixa,-3.37,-1.00,0
2026-03-27,Baixa,Baixa,-3.41,0.71,1
2026-03-30,Baixa,Baixa,-3.41,-1.00,0
2026-03-31,Alta,Baixa,-3.45,0.55,1
2026-04-01,Baixa,Baixa,-3.45,-0.33,0
2026-04-02,Baixa,Baixa,-3.49,-0.14,0
2026-04-06,Baixa,Baixa,-3.53,-1.00,0
2026-04-07,Alta,Alta,-3.53,0.33,1
2026-04-08,Alta,Baixa,-2.38,0.43,2
2026-04-09,Baixa,Baixa,-3.57,-0.18,0
2026-04-10,Baixa,Baixa,-3.61,0.00,0
2026-04-13,Baixa,Baixa,-2.44,-0.14,0
2026-04-14,Baixa,Baixa,-3.66,1.00,1
2026-04-15,Baixa,Baixa,-4.88,0.14,2
2026-04-16,Alta,Baixa,-3.70,0.50,3
2026-04-17,Alta,Baixa,-3.75,0.00,0
2026-04-20,Alta,Baixa,-3.75,0.14,1
2026-04-21,Alta,Alta,-1.27,0.55,2
2026-04-22,Alta,Alta,0.00,0.22,3
2026-04-23,Alta,Alta,1.28,0.52,4
2026-04-24,Alta,Alta,3.90,-0.24,0
2026-04-27,Alta,Alta,3.90,-0.15,0
2026-04-28,Alta,Alta,3.85,0.20,1
2026-04-29,Baixa,Alta,3.85,-0.08,0
2026-04-30,Alta,Alta,3.80,0.56,1
2026-05-01,Alta,Alta,3.75,-0.46,0
2026-05-04,Baixa,Alta,3.75,0.00,0
2026-05-05,Baixa,Alta,3.70,0.00,0
2026-05-06,Alta,Alta,3.70,0.62,1
2026-05-07,Alta,Alta,3.66,-0.20,0
2026-05-08,Alta,Alta,2.41,0.55,1
2026-05-11,Baixa,Alta,3.61,-0.31,0
2026-05-12,Alta,Alta,5.95,0.38,1
2026-05-13,Alta,Alta,58.33,0.74,2
2026-05-14,Baixa,Baixa,56.47,-0.94,0
2026-05-15,Baixa,Baixa,56.47,-0.47,0
2026-05-18,Baixa,Baixa,54.65,-0.32,0
2026-05-19,Baixa,Baixa,49.44,-0.33,0
2026-05-20,Baixa,Baixa,-0.75,-0.50,0
2026-05-21,Baixa,Baixa,-0.75,0.00,0
2026-05-22,Baixa,Baixa,-1.50,-0.55,0
2026-05-26,Baixa,Baixa,-2.26,0.29,1
2026-05-27,Baixa,Baixa,-2.26,0.25,2
2026-05-28,Baixa,Baixa,-2.27,0.40,3
2026-05-29,Baixa,Baixa,-3.03,-0.50,0
2026-06-01,Baixa,Baixa,-3.05,0.19,1
2026-06-02,Baixa,Baixa,-2.31,-0.43,0
2026-06-03,Baixa,Baixa,-3.08,0.33,1
