Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2026-06-01,Baixa,Baixa,,-0.37,0
2026-06-02,Alta,Alta,,-0.21,0
2026-06-03,Baixa,Baixa,,-0.38,0
2026-06-04,Baixa,Baixa,,-0.33,0
2026-06-05,Baixa,Baixa,,-1.00,0
2026-06-08,Baixa,Baixa,-1.67,-1.00,0
2026-06-09,Baixa,Baixa,-2.20,-0.22,0
2026-06-10,Baixa,Baixa,-1.91,-1.00,0
2026-06-11,Alta,Alta,-1.83,0.96,1
2026-06-12,Alta,Baixa,-1.00,0.27,2
2026-06-15,Alta,Alta,-0.50,0.05,3
2026-06-16,Alta,Alta,-0.16,-0.22,0
2026-06-17,Alta,Alta,0.27,-0.66,0
2026-06-18,Alta,Alta,0.43,0.88,1
2026-06-22,Alta,Alta,0.55,-1.00,0
2026-06-23,Baixa,Baixa,0.23,-0.96,0
