Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2025-06-12,Baixa,Baixa,,0.59,1
2025-06-13,Baixa,Baixa,,-0.96,0
2025-06-16,Alta,Alta,,0.69,1
2025-06-17,Baixa,Baixa,,-0.73,0
2025-06-18,Alta,Alta,,0.25,1
2025-06-20,Baixa,Baixa,-0.91,-0.48,0
2025-06-23,Alta,Alta,0.54,0.44,1
2025-06-24,Alta,Alta,0.51,0.42,2
2025-06-25,Alta,Alta,1.12,0.57,3
2025-06-26,Alta,Alta,1.85,0.66,4
2025-06-27,Alta,Alta,2.62,0.40,5
2025-06-30,Alta,Alta,3.15,0.01,6
2025-07-01,Alta,Alta,3.05,-0.28,0
2025-07-02,Alta,Alta,2.81,0.14,1
2025-07-03,Alta,Alta,2.57,0.48,2
2025-07-07,Alta,Alta,2.20,-0.14,0
2025-07-08,Baixa,Alta,1.80,-0.73,0
2025-07-09,Alta,Alta,1.74,0.58,1
2025-07-10,Alta,Alta,1.81,0.16,2
2025-07-11,Alta,Alta,1.63,0.52,3
2025-07-14,Alta,Alta,1.67,0.59,4
2025-07-15,Alta,Alta,1.81,0.32,5
2025-07-16,Alta,Alta,1.81,-0.18,0
2025-07-17,Alta,Alta,1.82,0.73,1
2025-07-18,Alta,Alta,1.84,-0.85,0
2025-07-21,Alta,Alta,1.93,0.50,1
2025-07-22,Alta,Alta,1.85,-0.45,0
2025-07-23,Alta,Alta,1.80,0.32,1
2025-07-24,Alta,Alta,1.77,0.33,2
2025-07-25,Alta,Alta,1.74,0.17,3
2025-07-28,Alta,Alta,1.68,0.12,4
2025-07-29,Alta,Alta,1.65,-0.64,0
2025-07-30,Alta,Alta,1.67,-0.03,0
2025-07-31,Alta,Alta,1.67,-0.88,0
2025-08-01,Baixa,Alta,1.48,-0.76,0
2025-08-04,Alta,Alta,1.38,0.99,1
2025-08-05,Baixa,Alta,1.26,-0.31,0
2025-08-06,Alta,Alta,1.23,0.75,1
2025-08-07,Alta,Alta,1.18,-0.31,0
2025-08-08,Alta,Alta,1.41,0.81,1
2025-08-11,Alta,Alta,1.45,-0.35,0
2025-08-12,Alta,Alta,1.67,0.49,1
2025-08-13,Alta,Alta,1.74,-0.52,0
2025-08-14,Alta,Alta,1.78,0.36,1
2025-08-15,Alta,Alta,1.73,-0.55,0
2025-08-18,Baixa,Alta,1.70,0.42,1
2025-08-19,Baixa,Alta,1.47,-0.91,0
2025-08-20,Baixa,Alta,1.24,-0.42,0
2025-08-21,Baixa,Alta,0.99,-0.46,0
2025-08-22,Baixa,Alta,0.86,0.77,1
2025-08-25,Alta,Alta,1.03,0.12,2
2025-08-26,Alta,Alta,1.38,0.44,3
2025-08-27,Alta,Alta,1.71,0.71,4
2025-08-28,Alta,Alta,2.17,0.25,5
2025-08-29,Baixa,Alta,2.43,-0.86,0
2025-09-02,Baixa,Alta,2.37,0.79,1
2025-09-03,Alta,Alta,2.32,0.63,2
2025-09-04,Alta,Alta,2.31,0.95,3
2025-09-05,Alta,Alta,2.21,-0.49,0
2025-09-08,Alta,Alta,2.18,-0.70,0
2025-09-09,Alta,Alta,2.19,-0.27,0
2025-09-10,Alta,Alta,2.16,-0.07,0
2025-09-11,Alta,Alta,2.17,-0.39,0
2025-09-12,Alta,Alta,2.26,0.68,1
2025-09-15,Alta,Alta,2.40,0.80,2
2025-09-16,Alta,Alta,2.54,-0.84,0
2025-09-17,Alta,Alta,2.61,-0.38,0
