Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2024-03-18,Baixa,Baixa,,-1.00,0
2024-03-19,Alta,Alta,,1.00,1
2024-03-20,Alta,Alta,,0.55,2
2024-03-21,Alta,Alta,,-0.93,0
2024-03-22,Alta,Alta,,1.00,1
2024-03-25,Alta,Alta,3.56,0.63,2
2024-03-26,Alta,Alta,2.74,-0.56,0
2024-03-27,Alta,Alta,1.88,0.69,1
2024-03-28,Alta,Alta,1.56,0.27,2
2024-04-01,Alta,Alta,1.36,-0.05,0
2024-04-02,Alta,Alta,1.08,0.58,1
2024-04-03,Alta,Alta,1.31,0.58,2
2024-04-04,Baixa,Alta,1.16,-0.76,0
2024-04-05,Alta,Alta,1.38,0.70,1
2024-04-08,Alta,Alta,1.49,-0.90,0
2024-04-09,Alta,Alta,1.72,-0.53,0
2024-04-10,Alta,Alta,1.79,0.97,1
2024-04-11,Alta,Alta,2.17,0.58,2
2024-04-12,Alta,Alta,2.01,-0.41,0
2024-04-15,Baixa,Alta,1.70,-0.66,0
2024-04-16,Baixa,Alta,1.35,0.07,1
2024-04-17,Baixa,Baixa,0.94,-0.63,0
2024-04-18,Baixa,Baixa,0.30,-0.36,0
2024-04-19,Baixa,Baixa,-0.30,-0.70,0
2024-04-22,Baixa,Baixa,-0.63,0.17,1
2024-04-23,Baixa,Baixa,-0.78,0.58,2
2024-04-24,Baixa,Baixa,-0.93,-0.73,0
2024-04-25,Baixa,Baixa,-1.08,0.63,1
2024-04-26,Alta,Baixa,-0.86,0.39,2
2024-04-29,Alta,Baixa,-0.67,-0.47,0
2024-04-30,Baixa,Baixa,-0.79,-0.72,0
2024-05-01,Alta,Baixa,-0.67,-0.30,0
2024-05-02,Alta,Alta,-0.26,0.55,1
2024-05-03,Alta,Alta,-0.04,-0.46,0
2024-05-06,Alta,Alta,0.23,0.72,1
2024-05-07,Alta,Alta,0.60,0.03,2
2024-05-08,Alta,Alta,0.87,0.48,3
2024-05-09,Alta,Alta,0.98,0.07,4
2024-05-10,Baixa,Alta,0.94,-0.63,0
2024-05-13,Baixa,Alta,0.83,-0.52,0
2024-05-14,Baixa,Alta,0.75,0.80,1
2024-05-15,Baixa,Alta,0.64,-0.06,0
2024-05-16,Baixa,Alta,0.41,-0.56,0
2024-05-17,Baixa,Alta,0.34,0.49,1
2024-05-20,Baixa,Alta,0.22,-0.33,0
2024-05-21,Baixa,Baixa,0.11,0.26,1
2024-05-22,Baixa,Alta,0.04,-0.24,0
2024-05-23,Baixa,Baixa,0.00,-0.66,0
2024-05-24,Baixa,Baixa,-0.11,-0.52,0
2024-05-28,Baixa,Baixa,-0.15,0.74,1
2024-05-29,Baixa,Baixa,-0.04,0.30,2
2024-05-30,Baixa,Baixa,0.00,-0.69,0
2024-05-31,Baixa,Baixa,-0.07,-0.50,0
2024-06-03,Baixa,Baixa,-0.04,0.32,1
2024-06-04,Baixa,Baixa,-0.07,0.56,2
2024-06-05,Alta,Baixa,-0.19,0.56,3
2024-06-06,Alta,Alta,-0.15,1.00,4
2024-06-07,Alta,Alta,0.00,-0.04,0
2024-06-10,Alta,Alta,0.15,0.86,1
2024-06-11,Alta,Alta,0.30,0.02,2
2024-06-12,Alta,Alta,0.37,-0.43,0
2024-06-13,Baixa,Baixa,0.30,-0.45,0
2024-06-14,Baixa,Baixa,0.26,0.43,1
2024-06-17,Baixa,Baixa,0.07,0.45,2
2024-06-18,Baixa,Baixa,-0.11,-0.29,0
2024-06-20,Alta,Alta,-0.26,0.79,1
2024-06-21,Alta,Alta,-0.26,0.35,2
2024-06-24,Alta,Alta,-0.41,-0.67,0
2024-06-25,Alta,Alta,-0.41,-0.22,0
2024-06-26,Alta,Alta,-0.11,0.80,1
2024-06-27,Alta,Alta,0.22,0.53,2
2024-06-28,Alta,Alta,0.41,-0.57,0
2024-07-01,Alta,Alta,0.89,0.68,1
2024-07-02,Alta,Alta,1.49,0.78,2
2024-07-03,Alta,Alta,1.67,-0.83,0
2024-07-05,Alta,Alta,1.78,0.82,1
2024-07-08,Alta,Alta,2.04,-0.25,0
2024-07-09,Alta,Alta,2.21,0.23,1
2024-07-10,Alta,Alta,2.06,0.04,2
2024-07-11,Baixa,Alta,1.94,-0.69,0
2024-07-12,Baixa,Alta,1.90,0.05,1
2024-07-15,Baixa,Alta,1.71,-0.39,0
2024-07-16,Baixa,Alta,1.30,-0.60,0
2024-07-17,Baixa,Baixa,0.94,-0.61,0
2024-07-18,Baixa,Baixa,0.50,-0.73,0
2024-07-19,Baixa,Baixa,0.00,0.40,1
2024-07-22,Baixa,Baixa,-0.43,-0.91,0
2024-07-23,Baixa,Baixa,-0.64,0.51,1
2024-07-24,Baixa,Baixa,-0.82,-0.54,0
2024-07-25,Baixa,Baixa,-0.86,-0.42,0
2024-07-26,Baixa,Baixa,-0.82,0.68,1
2024-07-29,Alta,Baixa,-0.75,-0.26,0
2024-07-30,Baixa,Baixa,-0.75,-0.44,0
2024-07-31,Alta,Baixa,-0.57,0.66,1
2024-08-01,Alta,Baixa,-0.40,-0.61,0
2024-08-02,Baixa,Baixa,-0.65,0.18,1
2024-08-05,Baixa,Baixa,-1.05,0.62,2
2024-08-06,Baixa,Baixa,-1.41,0.00,0
2024-08-07,Baixa,Baixa,-1.81,-0.68,0
2024-08-08,Baixa,Baixa,-2.17,0.19,1
2024-08-09,Baixa,Baixa,-2.14,0.33,2
2024-08-12,Alta,Baixa,-1.97,-0.67,0
2024-08-13,Alta,Baixa,-1.69,0.59,1
2024-08-14,Alta,Baixa,-1.55,-0.58,0
2024-08-15,Alta,Baixa,-1.26,0.83,1
2024-08-16,Alta,Baixa,-1.04,0.20,2
2024-08-19,Alta,Baixa,-0.93,0.25,3
2024-08-20,Alta,Baixa,-0.93,0.88,4
2024-08-21,Alta,Baixa,-0.93,0.12,5
2024-08-22,Baixa,Baixa,-1.12,-0.94,0
2024-08-23,Baixa,Baixa,-1.27,0.02,1
2024-08-26,Baixa,Baixa,-1.31,-0.57,0
2024-08-27,Baixa,Baixa,-1.43,-0.42,0
2024-08-28,Baixa,Baixa,-1.51,-0.64,0
2024-08-29,Baixa,Baixa,-1.51,-0.28,0
2024-08-30,Alta,Baixa,-1.44,0.97,1
2024-09-03,Alta,Baixa,-1.56,-0.51,0
2024-09-04,Baixa,Baixa,-1.60,-0.53,0
2024-09-05,Alta,Baixa,-1.53,0.64,1
2024-09-06,Baixa,Baixa,-1.81,-0.95,0
2024-09-09,Baixa,Baixa,-2.16,0.51,1
2024-09-10,Alta,Baixa,-2.17,0.65,2
2024-09-11,Alta,Alta,-2.21,0.51,3
2024-09-12,Alta,Alta,-2.37,0.54,4
2024-09-13,Alta,Alta,-2.15,-0.21,0
2024-09-16,Alta,Alta,-2.01,-0.10,0
2024-09-17,Alta,Alta,-2.02,0.09,1
2024-09-18,Alta,Alta,-2.02,0.03,2
2024-09-19,Alta,Alta,-1.95,-0.11,0
2024-09-20,Alta,Alta,-1.76,0.33,1
2024-09-23,Alta,Alta,-1.45,0.56,2
2024-09-24,Alta,Alta,-1.13,-0.08,0
2024-09-25,Alta,Alta,-0.85,-0.40,0
2024-09-26,Baixa,Alta,-0.49,-0.71,0
2024-09-27,Baixa,Alta,-0.37,-0.86,0
2024-09-30,Baixa,Alta,-0.24,-0.23,0
2024-10-01,Baixa,Alta,-0.20,0.07,1
2024-10-02,Baixa,Alta,-0.20,0.22,2
2024-10-03,Baixa,Alta,-0.29,-0.48,0
2024-10-04,Alta,Alta,-0.16,0.15,1
2024-10-07,Baixa,Alta,-0.29,-0.72,0
2024-10-08,Baixa,Alta,-0.37,0.38,1
2024-10-09,Alta,Alta,-0.25,0.63,2
2024-10-10,Alta,Alta,-0.29,-0.13,0
2024-10-11,Alta,Alta,-0.33,0.72,1
2024-10-14,Alta,Alta,0.16,-0.90,0
2024-10-15,Alta,Alta,0.82,0.01,1
2024-10-16,Alta,Alta,1.31,0.04,2
2024-10-17,Baixa,Alta,1.89,-0.39,0
2024-10-18,Alta,Alta,2.30,0.57,1
2024-10-21,Alta,Alta,2.33,0.23,2
2024-10-22,Alta,Alta,2.24,0.41,3
2024-10-23,Baixa,Alta,2.03,-0.68,0
2024-10-24,Baixa,Alta,1.85,0.36,1
2024-10-25,Baixa,Alta,1.57,0.01,2
2024-10-28,Alta,Alta,1.36,-0.84,0
2024-10-29,Alta,Alta,1.15,0.69,1
2024-10-30,Alta,Alta,1.11,-0.62,0
2024-10-31,Baixa,Alta,0.91,-0.81,0
2024-11-01,Alta,Alta,1.19,-0.23,0
2024-11-04,Alta,Alta,1.30,-0.19,0
2024-11-05,Alta,Alta,1.53,0.92,1
2024-11-06,Alta,Alta,2.00,0.81,2
2024-11-07,Alta,Alta,2.71,0.59,3
2024-11-08,Alta,Alta,3.01,-0.86,0
2024-11-11,Alta,Alta,3.23,-0.44,0
2024-11-12,Alta,Alta,3.41,0.21,1
2024-11-13,Alta,Alta,3.54,0.85,2
2024-11-14,Alta,Alta,3.40,-0.54,0
2024-11-15,Baixa,Alta,3.26,-0.58,0
2024-11-18,Baixa,Alta,3.21,-0.69,0
2024-11-19,Baixa,Alta,3.00,0.86,1
2024-11-20,Baixa,Alta,2.49,-0.04,0
2024-11-21,Baixa,Alta,2.03,-0.64,0
2024-11-22,Baixa,Alta,1.58,-0.42,0
2024-11-25,Alta,Alta,1.39,0.76,1
2024-11-26,Alta,Alta,1.31,0.92,2
2024-11-27,Alta,Alta,1.34,-0.58,0
2024-11-29,Alta,Alta,1.45,0.62,1
2024-12-02,Alta,Alta,1.66,0.21,2
2024-12-03,Alta,Alta,1.73,0.73,3
2024-12-04,Alta,Alta,1.80,0.53,4
2024-12-05,Alta,Alta,1.97,0.51,5
2024-12-06,Alta,Alta,2.39,1.00,6
2024-12-09,Alta,Alta,2.77,-0.39,0
2024-12-10,Alta,Alta,3.19,-0.25,0
2024-12-11,Alta,Alta,3.63,0.79,1
2024-12-12,Alta,Alta,3.97,-0.24,0
2024-12-13,Alta,Alta,4.11,-0.16,0
2024-12-16,Alta,Alta,4.29,0.56,1
2024-12-17,Alta,Alta,4.46,-0.28,0
2024-12-18,Baixa,Alta,4.29,-0.87,0
2024-12-19,Baixa,Alta,4.09,-0.63,0
2024-12-20,Baixa,Alta,3.92,0.84,1
2024-12-23,Baixa,Alta,3.65,0.00,0
2024-12-24,Alta,Alta,3.45,0.94,1
2024-12-26,Alta,Alta,3.46,-0.45,0
2024-12-27,Baixa,Alta,3.44,-0.36,0
2024-12-30,Baixa,Alta,3.32,0.33,1
2024-12-31,Baixa,Alta,3.17,-0.86,0
2025-01-02,Baixa,Alta,2.96,-0.30,0
2025-01-03,Alta,Alta,2.81,0.47,1
2025-01-06,Alta,Alta,2.88,0.20,2
2025-01-07,Baixa,Alta,2.90,-0.91,0
2025-01-08,Baixa,Alta,2.98,-0.33,0
2025-01-10,Baixa,Alta,2.93,-0.51,0
2025-01-13,Baixa,Alta,2.79,0.18,1
2025-01-14,Baixa,Alta,2.44,-0.42,0
2025-01-15,Alta,Alta,2.45,0.08,1
2025-01-16,Baixa,Alta,2.23,-0.96,0
2025-01-17,Alta,Alta,2.22,-0.01,0
2025-01-21,Alta,Alta,2.33,0.34,1
2025-01-22,Alta,Alta,2.41,0.71,2
2025-01-23,Alta,Alta,2.22,0.44,3
2025-01-24,Alta,Alta,2.30,-0.04,0
2025-01-27,Alta,Alta,2.29,0.97,1
2025-01-28,Alta,Alta,2.25,0.50,2
2025-01-29,Alta,Alta,2.18,-0.46,0
2025-01-30,Baixa,Alta,2.11,-0.44,0
2025-01-31,Alta,Alta,2.28,0.33,1
2025-02-03,Alta,Alta,2.38,0.54,2
2025-02-04,Alta,Alta,2.51,0.75,3
2025-02-05,Baixa,Alta,2.67,-0.24,0
2025-02-06,Alta,Alta,3.00,0.23,1
2025-02-07,Baixa,Alta,2.90,-0.46,0
2025-02-10,Baixa,Alta,2.80,0.57,1
2025-02-11,Baixa,Alta,2.56,0.26,2
2025-02-12,Baixa,Alta,2.38,-0.51,0
2025-02-13,Baixa,Alta,2.04,0.51,1
2025-02-14,Baixa,Baixa,1.78,-0.24,0
2025-02-18,Baixa,Baixa,1.47,-0.42,0
2025-02-19,Baixa,Baixa,1.17,0.39,1
2025-02-20,Baixa,Baixa,0.81,-0.67,0
2025-02-21,Baixa,Baixa,0.24,-0.80,0
2025-02-24,Baixa,Baixa,-0.27,-0.93,0
2025-02-25,Baixa,Baixa,-0.70,0.13,1
2025-02-26,Baixa,Baixa,-1.10,-0.12,0
2025-02-27,Baixa,Baixa,-1.48,-0.86,0
2025-02-28,Baixa,Baixa,-1.56,0.67,1
2025-03-03,Baixa,Baixa,-1.81,-0.74,0
2025-03-04,Baixa,Baixa,-2.08,0.40,1
2025-03-05,Baixa,Baixa,-2.01,0.57,2
2025-03-06,Baixa,Baixa,-2.04,-0.49,0
2025-03-07,Baixa,Baixa,-2.21,0.03,1
2025-03-10,Baixa,Baixa,-2.25,-0.14,0
2025-03-11,Baixa,Baixa,-2.32,0.42,1
2025-03-12,Baixa,Baixa,-2.60,-0.35,0
2025-03-13,Baixa,Baixa,-2.72,-0.64,0
2025-03-14,Alta,Baixa,-2.68,0.18,1
2025-03-17,Baixa,Baixa,-2.58,-0.67,0
2025-03-18,Baixa,Baixa,-2.49,0.15,1
2025-03-19,Baixa,Baixa,-2.50,0.60,2
2025-03-20,Baixa,Baixa,-2.57,0.32,3
2025-03-21,Alta,Baixa,-2.61,0.80,4
2025-03-24,Alta,Baixa,-2.57,0.88,5
2025-03-25,Alta,Baixa,-2.35,0.81,6
2025-03-26,Alta,Baixa,-2.16,-0.81,0
2025-03-27,Alta,Baixa,-1.91,0.14,1
2025-03-28,Baixa,Baixa,-2.00,-0.85,0
2025-03-31,Baixa,Baixa,-2.16,0.35,1
2025-04-01,Baixa,Baixa,-2.52,0.66,2
2025-04-02,Baixa,Baixa,-2.86,0.77,3
2025-04-03,Baixa,Baixa,-3.56,-0.63,0
2025-04-04,Baixa,Baixa,-4.18,0.33,1
2025-04-07,Baixa,Baixa,-4.72,0.64,2
2025-04-08,Baixa,Baixa,-5.27,-0.83,0
2025-04-09,Alta,Baixa,-5.58,0.86,1
2025-04-10,Baixa,Baixa,-5.67,-0.43,0
2025-04-11,Alta,Baixa,-5.53,0.62,1
2025-04-14,Alta,Baixa,-5.59,-0.62,0
2025-04-15,Baixa,Baixa,-5.59,-0.48,0
2025-04-16,Baixa,Baixa,-5.98,-0.31,0
2025-04-17,Baixa,Baixa,-6.18,-0.85,0
2025-04-21,Baixa,Baixa,-6.61,-0.55,0
2025-04-22,Baixa,Baixa,-6.63,0.47,1
2025-04-23,Alta,Baixa,-6.61,-0.42,0
2025-04-24,Alta,Baixa,-6.29,0.85,1
2025-04-25,Alta,Baixa,-5.92,0.27,2
2025-04-28,Alta,Baixa,-5.48,-0.36,0
2025-04-29,Alta,Baixa,-5.30,0.78,1
2025-04-30,Baixa,Baixa,-5.11,0.41,2
2025-05-01,Alta,Baixa,-4.98,-0.17,0
2025-05-02,Alta,Baixa,-4.88,-0.29,0
2025-05-05,Baixa,Baixa,-4.59,-0.06,0
2025-05-06,Baixa,Baixa,-4.34,0.14,1
2025-05-07,Alta,Baixa,-3.96,0.58,2
2025-05-08,Alta,Baixa,-3.65,0.08,3
2025-05-09,Alta,Baixa,-3.29,0.02,4
2025-05-12,Alta,Alta,-2.76,-0.29,0
2025-05-13,Alta,Alta,-2.07,0.06,1
2025-05-14,Alta,Alta,-1.44,-0.46,0
2025-05-15,Alta,Alta,-1.05,-0.28,0
2025-05-16,Alta,Alta,-0.57,-0.42,0
2025-05-19,Alta,Alta,-0.32,0.83,1
2025-05-20,Baixa,Alta,-0.20,-0.31,0
2025-05-21,Baixa,Alta,-0.28,-0.11,0
2025-05-22,Baixa,Alta,-0.08,0.32,1
2025-05-23,Baixa,Alta,-0.04,0.57,2
2025-05-27,Alta,Alta,0.00,0.70,3
2025-05-28,Alta,Alta,-0.04,-0.58,0
2025-05-29,Alta,Alta,0.16,-0.51,0
2025-05-30,Alta,Alta,0.24,-0.02,0
2025-06-02,Alta,Alta,0.37,0.53,1
2025-06-03,Alta,Alta,0.41,-0.55,0
2025-06-04,Alta,Alta,0.28,0.31,1
2025-06-05,Alta,Alta,0.08,-0.29,0
2025-06-06,Alta,Alta,0.16,0.42,1
2025-06-09,Alta,Alta,0.24,0.41,2
2025-06-10,Alta,Alta,0.57,0.23,3
2025-06-11,Alta,Alta,1.01,-0.81,0
2025-06-12,Baixa,Alta,1.42,0.57,1
2025-06-13,Baixa,Alta,1.50,0.59,2
2025-06-16,Alta,Alta,1.98,0.75,3
2025-06-17,Baixa,Alta,2.38,-0.08,0
2025-06-18,Baixa,Alta,2.65,-0.49,0
2025-06-20,Baixa,Alta,3.00,-0.72,0
2025-06-23,Baixa,Alta,3.12,-0.47,0
2025-06-24,Alta,Alta,2.98,0.24,1
2025-06-25,Baixa,Alta,2.68,-0.50,0
2025-06-26,Alta,Alta,2.66,0.66,1
2025-06-27,Alta,Alta,2.80,0.50,2
2025-06-30,Alta,Alta,3.33,-0.90,0
2025-07-01,Alta,Alta,3.62,0.23,1
2025-07-02,Alta,Alta,4.07,0.10,2
2025-07-03,Alta,Alta,4.35,0.74,3
2025-07-07,Alta,Alta,4.31,0.08,4
2025-07-08,Baixa,Alta,4.05,-0.87,0
2025-07-09,Alta,Alta,3.79,0.32,1
2025-07-10,Alta,Alta,3.46,0.22,2
2025-07-11,Alta,Alta,3.22,0.39,3
2025-07-14,Alta,Alta,3.19,0.16,4
2025-07-15,Alta,Alta,3.24,0.20,5
2025-07-16,Baixa,Alta,3.23,-0.64,0
2025-07-17,Baixa,Alta,3.24,0.44,1
2025-07-18,Alta,Alta,3.29,0.41,2
2025-07-21,Alta,Alta,3.27,0.96,3
2025-07-22,Alta,Alta,3.21,-0.54,0
2025-07-23,Alta,Alta,3.26,-0.30,0
2025-07-24,Alta,Alta,3.04,0.67,1
2025-07-25,Alta,Alta,2.67,-0.92,0
2025-07-28,Alta,Alta,2.31,-0.28,0
2025-07-29,Alta,Alta,2.17,-0.71,0
2025-07-30,Baixa,Alta,1.95,-0.58,0
2025-07-31,Alta,Alta,2.04,-0.26,0
2025-08-01,Baixa,Baixa,1.84,-0.10,0
2025-08-04,Baixa,Baixa,1.60,-0.97,0
2025-08-05,Baixa,Baixa,1.29,0.18,1
2025-08-06,Baixa,Alta,1.19,0.90,2
2025-08-07,Alta,Alta,0.95,0.28,3
2025-08-08,Alta,Alta,1.08,-0.24,0
2025-08-11,Alta,Baixa,1.18,-0.42,0
2025-08-12,Alta,Baixa,1.27,-0.15,0
2025-08-13,Alta,Alta,1.24,0.83,1
2025-08-14,Alta,Alta,1.37,0.57,2
2025-08-15,Alta,Alta,1.46,-0.32,0
2025-08-18,Alta,Alta,1.59,0.36,1
2025-08-19,Alta,Alta,1.55,-0.68,0
2025-08-20,Baixa,Baixa,1.35,-0.53,0
2025-08-21,Baixa,Baixa,0.96,-0.04,0
2025-08-22,Alta,Alta,0.83,0.76,1
2025-08-25,Alta,Alta,0.70,0.31,2
2025-08-26,Alta,Alta,0.73,0.24,3
2025-08-27,Alta,Alta,0.83,0.42,4
2025-08-28,Alta,Alta,1.05,0.49,5
2025-08-29,Alta,Alta,1.05,-0.73,0
2025-09-02,Baixa,Baixa,1.04,0.37,1
2025-09-03,Baixa,Baixa,1.07,0.40,2
2025-09-04,Alta,Alta,1.23,0.97,3
2025-09-05,Alta,Alta,1.32,-0.70,0
2025-09-08,Alta,Alta,1.35,0.32,1
2025-09-09,Alta,Alta,1.35,0.61,2
2025-09-10,Baixa,Alta,1.22,-0.83,0
2025-09-11,Baixa,Alta,1.00,-0.64,0
2025-09-12,Baixa,Baixa,0.74,-0.57,0
2025-09-15,Baixa,Alta,0.59,0.26,1
2025-09-16,Alta,Alta,0.49,0.26,2
2025-09-17,Baixa,Alta,0.49,-0.27,0
2025-09-18,Alta,Alta,0.49,-0.19,0
2025-09-19,Alta,Alta,0.52,-0.17,0
2025-09-22,Baixa,Baixa,0.43,-0.98,0
2025-09-23,Baixa,Baixa,0.15,-0.88,0
2025-09-24,Baixa,Baixa,-0.12,-0.83,0
2025-09-25,Baixa,Baixa,-0.37,-0.45,0
2025-09-26,Baixa,Baixa,-0.61,0.36,1
2025-09-29,Baixa,Baixa,-0.74,0.71,2
2025-09-30,Baixa,Baixa,-0.83,-0.59,0
2025-10-01,Alta,Baixa,-0.86,0.59,1
2025-10-02,Alta,Baixa,-0.86,0.38,2
2025-10-03,Baixa,Baixa,-1.02,-0.82,0
2025-10-06,Baixa,Baixa,-1.14,0.03,1
2025-10-07,Alta,Baixa,-1.18,0.29,2
2025-10-08,Alta,Baixa,-1.15,0.37,3
2025-10-09,Alta,Alta,-1.12,0.45,4
2025-10-10,Baixa,Baixa,-1.21,-0.83,0
2025-10-13,Baixa,Baixa,-0.94,0.63,1
2025-10-14,Baixa,Baixa,-0.63,0.14,2
2025-10-15,Baixa,Baixa,-0.50,-0.16,0
2025-10-16,Baixa,Baixa,-0.57,-0.21,0
2025-10-17,Baixa,Baixa,-0.35,-0.45,0
2025-10-20,Alta,Baixa,-0.54,0.92,1
2025-10-21,Alta,Baixa,-0.63,0.71,2
2025-10-22,Alta,Baixa,-0.69,-0.46,0
2025-10-23,Alta,Baixa,-0.63,0.90,1
2025-10-24,Alta,Baixa,-0.63,0.66,2
2025-10-27,Alta,Alta,-0.60,-0.12,0
2025-10-28,Alta,Alta,-0.63,0.24,1
2025-10-29,Alta,Alta,-0.57,-0.32,0
2025-10-30,Baixa,Baixa,-0.51,-0.69,0
2025-10-31,Alta,Alta,0.00,-0.76,0
2025-11-03,Alta,Alta,0.54,-0.25,0
2025-11-04,Alta,Alta,0.96,-0.19,0
2025-11-05,Alta,Alta,1.31,0.32,1
2025-11-06,Alta,Alta,1.53,-0.79,0
2025-11-07,Baixa,Alta,1.37,0.25,1
2025-11-10,Alta,Alta,1.24,-0.01,0
2025-11-11,Alta,Alta,1.26,0.06,1
2025-11-12,Baixa,Alta,1.17,-0.92,0
2025-11-13,Baixa,Alta,0.98,-0.86,0
2025-11-14,Baixa,Alta,0.79,-0.01,0
2025-11-17,Baixa,Alta,0.38,-0.07,0
2025-11-18,Baixa,Baixa,-0.34,-0.68,0
2025-11-19,Baixa,Baixa,-0.75,-0.18,0
