Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2026-05-05,Baixa,Baixa,,-0.12,0
2026-05-06,Alta,Alta,,0.78,1
2026-05-07,Alta,Alta,,-0.06,0
2026-05-08,Alta,Alta,,-1.00,0
2026-05-11,Alta,Alta,,-0.75,0
2026-05-12,Baixa,Baixa,0.21,-0.27,0
2026-05-13,Alta,Alta,0.08,0.00,0
2026-05-14,Alta,Alta,0.08,0.25,1
2026-05-15,Alta,Alta,0.08,-0.12,0
2026-05-18,Baixa,Baixa,0.04,-0.26,0
2026-05-19,Baixa,Baixa,0.12,-0.87,0
2026-05-20,Alta,Alta,0.12,0.00,0
2026-05-21,Alta,Alta,0.12,1.00,1
2026-05-22,Alta,Alta,0.16,1.00,2
2026-05-26,Alta,Alta,0.21,-0.33,0
2026-05-27,Alta,Alta,0.29,-0.59,0
2026-05-28,Alta,Alta,0.37,0.60,1
2026-05-29,Alta,Alta,0.37,0.00,0
2026-06-01,Alta,Alta,0.41,1.00,1
2026-06-02,Alta,Alta,0.45,0.00,0
2026-06-03,Alta,Alta,0.53,0.20,1
