Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2026-05-14,Baixa,Baixa,,-0.45,0
2026-05-15,Baixa,Baixa,,-0.59,0
2026-05-18,Alta,Alta,,0.16,1
2026-05-19,Alta,Alta,,0.24,2
2026-05-20,Baixa,Baixa,,-0.50,0
2026-05-21,Baixa,Baixa,-5.51,-0.64,0
2026-05-22,Baixa,Baixa,-2.29,-0.81,0
2026-05-26,Baixa,Baixa,-4.41,-0.70,0
2026-05-27,Baixa,Baixa,-5.63,0.87,1
2026-05-28,Baixa,Baixa,-6.48,-0.67,0
2026-05-29,Baixa,Baixa,-6.95,-0.54,0
2026-06-01,Baixa,Baixa,-6.98,-0.94,0
2026-06-02,Baixa,Baixa,-5.92,0.67,1
2026-06-03,Baixa,Baixa,-6.63,-0.90,0
