Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2025-07-09,Baixa,Baixa,,0.30,1
2025-07-10,Baixa,Baixa,,0.43,2
2025-07-11,Baixa,Baixa,,-0.04,0
2025-07-14,Baixa,Baixa,,-0.04,0
2025-07-15,Baixa,Baixa,,0.61,1
2025-07-16,Alta,Alta,-11.31,0.30,2
2025-07-17,Alta,Alta,-2.61,0.74,3
2025-07-18,Alta,Alta,1.58,-0.28,0
2025-07-21,Alta,Alta,5.05,0.66,1
2025-07-22,Alta,Alta,7.37,0.53,2
2025-07-23,Alta,Alta,9.11,0.86,3
2025-07-24,Baixa,Baixa,6.70,-0.58,0
2025-07-25,Baixa,Alta,6.21,0.50,1
2025-07-28,Baixa,Alta,4.80,0.56,2
2025-07-29,Baixa,Alta,3.22,0.50,3
2025-07-30,Baixa,Alta,0.63,0.16,4
2025-07-31,Alta,Alta,1.26,0.45,5
2025-08-01,Alta,Alta,1.25,0.00,0
2025-08-04,Baixa,Alta,1.04,-0.15,0
2025-08-05,Baixa,Baixa,0.83,-0.50,0
2025-08-06,Baixa,Baixa,0.41,-0.04,0
2025-08-07,Baixa,Baixa,0.00,-0.17,0
2025-08-08,Baixa,Baixa,-0.21,-0.15,0
2025-08-11,Baixa,Baixa,-0.21,0.10,1
2025-08-12,Alta,Baixa,-0.41,0.00,0
2025-08-13,Alta,Alta,0.00,0.20,1
2025-08-14,Alta,Alta,0.21,0.64,2
2025-08-15,Alta,Alta,0.21,-0.42,0
2025-08-18,Alta,Alta,0.41,-0.32,0
2025-08-19,Alta,Alta,0.62,0.54,1
2025-08-20,Alta,Alta,0.62,1.00,2
2025-08-21,Baixa,Alta,0.41,-1.00,0
2025-08-22,Baixa,Baixa,0.41,-0.38,0
2025-08-25,Baixa,Alta,0.21,0.41,1
2025-08-26,Alta,Alta,0.21,0.40,2
2025-08-27,Alta,Alta,0.21,1.00,3
2025-08-28,Alta,Alta,0.41,0.24,4
2025-08-29,Alta,Alta,0.62,0.92,5
2025-09-02,Baixa,Alta,0.82,-1.00,0
2025-09-03,Baixa,Alta,0.82,0.27,1
2025-09-04,Baixa,Alta,0.61,0.25,2
2025-09-05,Baixa,Alta,0.41,0.18,3
2025-09-08,Alta,Alta,0.41,0.72,4
2025-09-09,Alta,Alta,0.41,0.67,5
2025-09-10,Alta,Alta,0.61,-0.07,0
2025-09-11,Alta,Alta,0.61,-0.52,0
2025-09-12,Alta,Alta,1.02,0.21,1
2025-09-15,Alta,Alta,1.02,0.45,2
2025-09-16,Alta,Alta,1.01,0.09,3
2025-09-17,Alta,Alta,1.01,0.77,4
2025-09-18,Alta,Alta,1.42,-0.13,0
2025-09-19,Alta,Alta,1.61,0.32,1
2025-09-22,Alta,Alta,2.21,0.52,2
2025-09-23,Alta,Alta,3.01,0.61,3
2025-09-24,Alta,Alta,3.61,0.66,4
2025-09-25,Alta,Alta,3.99,0.35,5
2025-09-26,Alta,Alta,3.97,0.30,6
2025-09-29,Alta,Alta,3.94,0.05,7
2025-09-30,Baixa,Baixa,1.36,-0.97,0
2025-10-01,Baixa,Baixa,-1.16,0.06,1
2025-10-02,Baixa,Baixa,-3.84,0.00,0
2025-10-03,Baixa,Baixa,-5.92,-0.17,0
2025-10-06,Baixa,Baixa,-8.14,0.00,0
2025-10-07,Baixa,Baixa,-8.27,-0.81,0
2025-10-08,Baixa,Baixa,-8.41,0.93,1
2025-10-09,Alta,Baixa,-8.18,1.00,2
2025-10-10,Alta,Baixa,-8.52,0.00,0
2025-10-13,Alta,Baixa,-8.66,0.20,1
2025-10-14,Alta,Baixa,-8.81,0.56,2
2025-10-15,Alta,Baixa,-8.76,1.00,3
2025-10-16,Baixa,Baixa,-8.91,-0.67,0
2025-10-17,Baixa,Baixa,-8.65,0.12,1
2025-10-20,Baixa,Baixa,-8.80,0.10,2
2025-10-21,Baixa,Baixa,-8.97,0.20,3
2025-10-22,Baixa,Baixa,-9.13,0.10,4
2025-10-23,Alta,Baixa,-9.31,0.67,5
2025-10-24,Alta,Baixa,-9.95,0.62,6
2025-10-27,Alta,Baixa,-10.15,0.50,7
2025-10-28,Alta,Baixa,-10.35,-0.13,0
2025-10-29,Alta,Baixa,-10.57,0.50,1
2025-10-30,Alta,Baixa,-10.79,0.20,2
2025-10-31,Alta,Baixa,-10.78,0.90,3
2025-11-03,Alta,Baixa,-11.02,-0.38,0
2025-11-04,Alta,Baixa,-11.27,0.20,1
2025-11-05,Alta,Baixa,-11.53,0.40,2
2025-11-06,Alta,Baixa,-11.80,0.00,0
2025-11-07,Alta,Baixa,-12.08,-0.67,0
2025-11-10,Baixa,Baixa,-12.69,0.00,0
2025-11-11,Baixa,Baixa,-13.02,0.67,1
2025-11-12,Baixa,Baixa,-13.36,-0.25,0
2025-11-13,Alta,Baixa,-13.71,0.60,1
2025-11-14,Baixa,Baixa,-13.75,0.29,2
2025-11-17,Baixa,Baixa,-14.18,-0.50,0
2025-11-18,Baixa,Baixa,-14.60,0.50,1
2025-11-19,Baixa,Baixa,-15.41,1.00,2
2025-11-20,Baixa,Baixa,-16.28,0.00,0
2025-11-21,Alta,Baixa,-17.13,0.12,1
2025-11-24,Baixa,Baixa,-18.18,-0.67,0
2025-11-25,Baixa,Baixa,-19.23,0.12,1
2025-11-26,Baixa,Baixa,-20.44,0.30,2
2025-11-28,Baixa,Baixa,-21.30,0.33,3
2025-12-01,Alta,Baixa,-23.08,0.93,4
2025-12-02,Alta,Baixa,-24.24,1.00,5
2025-12-03,Alta,Baixa,-25.93,0.33,6
2025-12-04,Alta,Baixa,-27.93,0.40,7
2025-12-05,Baixa,Baixa,-31.18,1.00,8
2025-12-08,Baixa,Baixa,-33.75,-0.75,0
2025-12-09,Baixa,Baixa,-37.33,1.00,1
2025-12-10,Baixa,Baixa,-32.86,0.00,0
2025-12-11,Baixa,Baixa,-27.13,0.25,1
2025-12-12,Baixa,Baixa,-19.66,0.11,2
2025-12-15,Baixa,Baixa,-11.32,0.00,0
2025-12-16,Alta,Baixa,0.00,0.33,1
2025-12-17,Baixa,Baixa,1.06,0.39,2
2025-12-18,Baixa,Baixa,1.06,-0.67,0
2025-12-19,Baixa,Baixa,1.06,0.36,1
2025-12-22,Baixa,Baixa,1.06,0.00,0
2025-12-23,Baixa,Baixa,1.06,-0.50,0
2025-12-24,Baixa,Baixa,0.00,-0.43,0
2025-12-26,Baixa,Baixa,-1.05,-0.38,0
2025-12-29,Alta,Baixa,-1.05,0.79,1
2025-12-30,Alta,Alta,0.00,0.94,2
2025-12-31,Baixa,Baixa,0.00,-0.76,0
2026-01-02,Baixa,Baixa,1.05,-0.30,0
2026-01-05,Baixa,Baixa,2.13,-0.17,0
2026-01-06,Baixa,Baixa,2.13,0.38,1
2026-01-07,Baixa,Baixa,1.05,0.67,2
2026-01-08,Baixa,Baixa,1.05,1.00,3
2026-01-09,Alta,Baixa,-1.04,1.00,4
2026-01-12,Baixa,Baixa,-1.04,0.86,5
2026-01-13,Baixa,Baixa,-1.04,-0.50,0
2026-01-14,Alta,Baixa,-1.04,0.26,1
2026-01-15,Baixa,Baixa,-1.04,-0.33,0
2026-01-16,Baixa,Baixa,-1.05,-0.11,0
2026-01-20,Baixa,Baixa,-1.05,-0.20,0
2026-01-21,Alta,Baixa,-2.11,-0.67,0
2026-01-22,Alta,Baixa,-2.11,0.27,1
2026-01-23,Alta,Baixa,-2.11,0.16,2
2026-01-26,Baixa,Baixa,-1.06,-0.67,0
2026-01-27,Alta,Baixa,-2.13,0.54,1
