Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2023-11-08,Baixa,Baixa,,-0.57,0
2023-11-09,Baixa,Baixa,,-0.34,0
2023-11-10,Baixa,Baixa,,0.02,1
2023-11-13,Baixa,Baixa,,0.70,2
2023-11-14,Baixa,Baixa,,0.00,0
2023-11-15,Baixa,Baixa,-23.58,-0.47,0
2023-11-16,Baixa,Baixa,-13.12,0.16,1
2023-11-17,Baixa,Baixa,-10.62,0.21,2
2023-11-20,Baixa,Baixa,-10.74,-0.25,0
2023-11-21,Baixa,Baixa,-10.88,-0.45,0
2023-11-22,Baixa,Baixa,-9.35,-0.39,0
2023-11-24,Baixa,Baixa,-8.12,0.04,1
2023-11-27,Baixa,Baixa,-7.33,-0.36,0
2023-11-28,Baixa,Baixa,-6.88,-0.61,0
2023-11-29,Baixa,Baixa,-6.31,0.00,0
2023-11-30,Baixa,Baixa,-6.35,-0.59,0
2023-12-01,Baixa,Baixa,-6.34,0.35,1
2023-12-04,Baixa,Baixa,-6.13,0.09,2
2023-12-05,Baixa,Baixa,-6.12,-0.50,0
2023-12-06,Baixa,Baixa,-5.86,0.67,1
2023-12-07,Baixa,Baixa,-5.00,-0.09,0
2023-12-08,Baixa,Baixa,-4.71,-0.60,0
2023-12-11,Baixa,Baixa,-4.74,-0.46,0
2023-12-12,Baixa,Baixa,-4.85,-0.78,0
2023-12-13,Baixa,Baixa,-5.12,0.73,1
2023-12-14,Baixa,Baixa,-5.31,-0.18,0
2023-12-15,Baixa,Baixa,-5.38,-0.22,0
2023-12-18,Baixa,Baixa,-5.43,-0.23,0
2023-12-19,Baixa,Baixa,-5.14,0.22,1
2023-12-20,Alta,Baixa,-4.79,0.50,2
2023-12-21,Baixa,Baixa,-4.58,-0.50,0
2023-12-22,Alta,Baixa,-4.26,0.29,1
2023-12-26,Alta,Baixa,-3.45,0.64,2
2023-12-27,Alta,Baixa,-2.56,0.12,3
2023-12-28,Alta,Alta,-1.57,-0.03,0
2023-12-29,Alta,Alta,-0.47,-0.02,0
2024-01-02,Alta,Alta,0.66,0.26,1
2024-01-03,Alta,Alta,1.08,-0.84,0
2024-01-04,Baixa,Baixa,0.93,-0.47,0
2024-01-05,Baixa,Baixa,0.04,-0.62,0
2024-01-08,Baixa,Baixa,-0.46,0.37,1
2024-01-09,Baixa,Baixa,-1.21,-0.75,0
2024-01-10,Baixa,Baixa,-1.75,-0.89,0
2024-01-11,Baixa,Baixa,-2.01,0.00,0
2024-01-12,Baixa,Baixa,-1.87,-0.61,0
2024-01-16,Baixa,Baixa,-2.26,-0.40,0
2024-01-17,Baixa,Baixa,-2.57,-0.72,0
2024-01-18,Baixa,Baixa,-2.75,0.31,1
2024-01-19,Baixa,Baixa,-2.86,-0.20,0
2024-01-22,Baixa,Baixa,-2.93,-0.16,0
2024-01-23,Baixa,Baixa,-4.68,0.01,1
2024-01-24,Alta,Baixa,-5.20,1.00,2
2024-01-25,Baixa,Baixa,-6.00,-0.42,0
2024-01-26,Baixa,Baixa,-7.00,-1.00,0
2024-01-29,Alta,Baixa,-7.68,0.25,1
2024-01-30,Alta,Baixa,-6.23,0.25,2
2024-01-31,Baixa,Baixa,-6.00,-0.31,0
2024-02-01,Baixa,Baixa,-5.56,-0.67,0
2024-02-02,Alta,Baixa,-4.93,0.32,1
2024-02-05,Baixa,Baixa,-4.51,-0.33,0
2024-02-06,Baixa,Baixa,-4.46,0.14,1
2024-02-07,Baixa,Baixa,-4.35,0.33,2
2024-02-08,Baixa,Baixa,-4.23,0.20,3
2024-02-09,Alta,Baixa,-4.08,0.50,4
2024-02-12,Alta,Baixa,-3.90,-0.43,0
2024-02-13,Alta,Baixa,-3.40,0.88,1
