Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2025-11-19,Baixa,Baixa,,-1.00,0
2025-11-20,Alta,Alta,,1.00,1
2025-11-21,Alta,Alta,,0.63,2
2025-11-24,Alta,Alta,,-0.36,0
2025-11-25,Alta,Alta,,-0.30,0
2025-11-26,Baixa,Baixa,9.05,0.38,1
2025-11-28,Alta,Alta,5.78,-0.42,0
2025-12-01,Alta,Alta,2.84,-0.09,0
2025-12-02,Baixa,Alta,1.73,0.54,1
2025-12-03,Baixa,Baixa,0.46,-0.94,0
2025-12-04,Baixa,Baixa,0.04,-0.70,0
2025-12-05,Baixa,Baixa,-0.68,-0.45,0
2025-12-08,Baixa,Baixa,-1.48,0.20,1
2025-12-09,Baixa,Baixa,-2.08,-0.52,0
2025-12-10,Baixa,Baixa,-2.35,-0.57,0
2025-12-11,Alta,Alta,-1.67,-0.51,0
2025-12-12,Alta,Alta,-0.69,0.56,1
2025-12-15,Alta,Alta,0.42,0.55,2
2025-12-16,Alta,Alta,1.31,-0.77,0
2025-12-17,Alta,Alta,2.44,0.71,1
2025-12-18,Alta,Alta,2.75,0.51,2
2025-12-19,Baixa,Alta,2.39,-0.55,0
2025-12-22,Baixa,Baixa,1.80,-0.22,0
2025-12-23,Baixa,Alta,1.45,0.38,1
2025-12-24,Baixa,Alta,0.80,-0.82,0
2025-12-26,Baixa,Alta,0.23,0.55,1
2025-12-29,Baixa,Alta,0.15,-0.24,0
2025-12-30,Baixa,Alta,0.15,0.33,1
2025-12-31,Alta,Alta,0.15,0.67,2
2026-01-02,Alta,Alta,0.19,0.78,3
2026-01-05,Alta,Alta,0.26,0.66,4
2026-01-06,Alta,Alta,0.26,-0.57,0
2026-01-07,Alta,Alta,0.34,0.00,0
2026-01-08,Alta,Alta,0.38,0.31,1
2026-01-09,Baixa,Baixa,0.30,-0.80,0
2026-01-12,Baixa,Baixa,0.11,-0.80,0
2026-01-13,Baixa,Baixa,-0.04,0.56,1
2026-01-14,Alta,Alta,-0.07,0.71,2
2026-01-15,Alta,Alta,-0.07,0.76,3
2026-01-16,Alta,Alta,0.00,-0.37,0
2026-01-20,Alta,Alta,0.34,0.99,1
2026-01-21,Alta,Alta,0.71,0.62,2
2026-01-22,Alta,Alta,0.90,0.60,3
2026-01-23,Alta,Alta,0.97,-0.71,0
2026-01-26,Baixa,Alta,1.08,-0.22,0
2026-01-27,Alta,Alta,1.08,0.70,1
2026-01-28,Alta,Alta,1.04,0.22,2
2026-01-29,Alta,Alta,1.08,0.13,3
2026-01-30,Alta,Alta,1.22,0.27,4
2026-02-02,Alta,Alta,1.48,0.98,5
2026-02-03,Alta,Alta,1.96,0.58,6
2026-02-04,Alta,Alta,2.39,0.76,7
2026-02-05,Alta,Alta,2.90,0.79,8
2026-02-06,Alta,Alta,3.26,-0.85,0
2026-02-09,Baixa,Alta,3.21,-0.67,0
2026-02-10,Baixa,Alta,2.90,0.03,1
2026-02-11,Baixa,Alta,2.62,0.72,2
2026-02-12,Baixa,Alta,2.28,-0.11,0
2026-02-13,Baixa,Alta,1.95,-0.22,0
2026-02-17,Alta,Alta,2.08,0.64,1
2026-02-18,Alta,Alta,2.22,-0.39,0
2026-02-19,Alta,Alta,2.35,0.15,1
2026-02-20,Alta,Alta,2.62,0.67,2
2026-02-23,Alta,Alta,3.09,0.66,3
2026-02-24,Alta,Alta,3.32,-0.90,0
2026-02-25,Alta,Alta,3.30,0.33,1
2026-02-26,Baixa,Alta,3.11,-0.28,0
2026-02-27,Alta,Alta,2.86,-0.26,0
2026-03-02,Baixa,Alta,2.39,-0.89,0
2026-03-03,Baixa,Alta,1.98,-0.64,0
2026-03-04,Baixa,Alta,1.70,-0.65,0
2026-03-05,Baixa,Alta,1.69,-0.19,0
2026-03-06,Baixa,Alta,1.69,-0.04,0
2026-03-09,Baixa,Alta,1.75,-0.13,0
2026-03-10,Alta,Alta,1.90,0.66,1
2026-03-11,Baixa,Baixa,1.97,0.26,2
2026-03-12,Baixa,Alta,1.89,0.62,3
2026-03-13,Baixa,Alta,1.82,0.66,4
2026-03-16,Baixa,Alta,1.75,0.13,5
2026-03-17,Alta,Alta,1.64,0.27,6
2026-03-18,Alta,Alta,1.70,0.31,7
2026-03-19,Alta,Alta,1.73,-0.72,0
2026-03-20,Alta,Alta,1.76,0.73,1
2026-03-23,Baixa,Alta,1.69,-0.52,0
2026-03-24,Alta,Alta,1.84,0.80,1
2026-03-25,Alta,Alta,2.02,0.73,2
2026-03-26,Alta,Alta,2.27,0.85,3
2026-03-27,Alta,Alta,2.45,0.30,4
2026-03-30,Alta,Alta,2.69,0.46,5
2026-03-31,Baixa,Alta,2.58,-0.82,0
2026-04-01,Baixa,Alta,2.35,0.91,1
2026-04-02,Baixa,Alta,2.06,-0.39,0
