Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2025-01-30,Baixa,Baixa,,-0.33,0
2025-01-31,Baixa,Baixa,,-0.40,0
2025-02-03,Alta,Alta,,0.50,1
2025-02-04,Alta,Alta,,-1.00,0
2025-02-05,Alta,Alta,,-1.00,0
2025-02-06,Alta,Alta,0.26,0.50,1
2025-02-07,Alta,Alta,0.31,-1.00,0
2025-02-10,Alta,Alta,0.33,-0.33,0
2025-02-11,Alta,Alta,0.26,0.00,0
2025-02-12,Alta,Alta,0.20,1.00,1
2025-02-13,Alta,Alta,0.17,1.00,2
2025-02-14,Alta,Alta,0.15,-0.50,0
2025-02-18,Baixa,Baixa,0.11,0.00,0
2025-02-19,Baixa,Baixa,0.04,0.00,0
2025-02-20,Baixa,Baixa,0.02,-0.60,0
2025-02-21,Baixa,Baixa,-0.02,-1.00,0
2025-02-24,Baixa,Baixa,-0.04,-1.00,0
2025-02-25,Baixa,Baixa,-0.07,0.00,0
2025-02-26,Baixa,Baixa,-0.04,0.00,0
2025-02-27,Baixa,Baixa,-0.07,-0.20,0
2025-02-28,Alta,Alta,-0.02,-0.67,0
2025-03-03,Alta,Alta,-0.02,-0.67,0
2025-03-04,Alta,Alta,0.00,-0.67,0
2025-03-05,Alta,Alta,0.00,-0.75,0
2025-03-06,Baixa,Baixa,0.02,-0.67,0
2025-03-07,Baixa,Baixa,0.00,-0.33,0
2025-03-10,Baixa,Baixa,0.00,-0.67,0
2025-03-11,Baixa,Baixa,-0.02,0.00,0
2025-03-12,Baixa,Baixa,-0.07,-0.86,0
2025-03-13,Baixa,Baixa,-0.09,-1.00,0
2025-03-14,Baixa,Baixa,-0.11,0.86,1
2025-03-17,Alta,Baixa,-0.11,-0.80,0
2025-03-18,Baixa,Baixa,-0.11,0.00,0
2025-03-19,Alta,Baixa,-0.09,0.00,0
2025-03-20,Baixa,Baixa,-0.09,-0.50,0
2025-03-21,Baixa,Baixa,-0.09,-1.00,0
2025-03-24,Baixa,Baixa,-0.09,0.00,0
2025-03-25,Baixa,Baixa,-0.09,-0.50,0
2025-03-26,Alta,Baixa,-0.07,-0.25,0
2025-03-27,Alta,Baixa,-0.07,-0.67,0
2025-03-28,Alta,Baixa,-0.04,-1.00,0
2025-03-31,Baixa,Baixa,-0.04,-1.00,0
2025-04-01,Alta,Baixa,-0.02,-1.00,0
2025-04-02,Baixa,Baixa,-0.04,0.33,1
2025-04-03,Alta,Alta,-0.02,-0.50,0
2025-04-04,Baixa,Baixa,-0.02,-0.79,0
2025-04-07,Baixa,Baixa,-0.11,-0.88,0
2025-04-08,Baixa,Baixa,-0.17,0.24,1
2025-04-09,Baixa,Baixa,-0.20,0.86,2
2025-04-10,Baixa,Baixa,-0.24,-0.34,0
2025-04-11,Baixa,Baixa,-0.31,1.00,1
2025-04-14,Alta,Baixa,-0.26,0.00,0
2025-04-15,Alta,Baixa,-0.24,0.40,1
2025-04-16,Baixa,Baixa,-0.24,-0.90,0
2025-04-17,Alta,Baixa,-0.24,0.72,1
2025-04-21,Alta,Baixa,-0.22,-1.00,0
2025-04-22,Alta,Baixa,-0.22,0.58,1
2025-04-23,Alta,Baixa,-0.20,-0.38,0
2025-04-24,Alta,Baixa,-0.18,-1.00,0
2025-04-25,Alta,Baixa,-0.18,-1.00,0
2025-04-28,Alta,Baixa,-0.15,-0.63,0
2025-04-29,Alta,Baixa,-0.15,-1.00,0
2025-04-30,Alta,Baixa,-0.13,0.36,1
2025-05-01,Baixa,Baixa,-0.13,-0.33,0
2025-05-02,Alta,Alta,-0.11,0.17,1
2025-05-05,Alta,Alta,-0.09,-0.80,0
2025-05-06,Alta,Alta,-0.04,-1.00,0
2025-05-07,Alta,Alta,-0.07,-0.70,0
2025-05-08,Alta,Alta,-0.04,0.50,1
2025-05-09,Alta,Alta,-0.02,1.00,2
2025-05-12,Alta,Alta,-0.02,0.44,3
2025-05-13,Alta,Alta,-0.02,0.00,0
2025-05-14,Baixa,Alta,0.00,-0.69,0
2025-05-15,Alta,Alta,0.00,0.00,0
2025-05-16,Alta,Alta,0.00,0.25,1
2025-05-19,Alta,Alta,0.02,0.85,2
2025-05-20,Alta,Alta,0.02,0.00,0
2025-05-21,Alta,Alta,0.04,-1.00,0
2025-05-22,Alta,Alta,0.07,0.44,1
2025-05-23,Alta,Alta,0.09,-1.00,0
2025-05-27,Baixa,Alta,0.09,-1.00,0
2025-05-28,Alta,Alta,0.11,-0.33,0
2025-05-29,Alta,Alta,0.13,0.67,1
2025-05-30,Alta,Alta,0.13,0.00,0
2025-06-02,Alta,Alta,0.15,-0.50,0
2025-06-03,Alta,Alta,0.18,-0.75,0
2025-06-04,Alta,Alta,0.18,-0.75,0
2025-06-05,Alta,Alta,0.18,0.00,0
2025-06-06,Alta,Alta,0.20,-0.60,0
2025-06-09,Alta,Alta,0.18,0.80,1
2025-06-10,Baixa,Alta,0.18,-0.33,0
2025-06-11,Alta,Alta,0.18,-1.00,0
2025-06-12,Alta,Alta,0.18,-1.00,0
2025-06-13,Alta,Alta,0.18,-0.73,0
2025-06-16,Alta,Alta,0.18,0.00,0
2025-06-17,Alta,Alta,0.17,0.75,1
2025-06-18,Baixa,Alta,0.26,1.00,2
2025-06-20,Alta,Alta,0.33,0.25,3
2025-06-23,Alta,Alta,0.35,0.00,0
2025-06-24,Baixa,Alta,0.39,-0.60,0
2025-06-25,Baixa,Alta,0.46,-1.00,0
2025-06-26,Alta,Alta,0.44,-1.00,0
2025-06-27,Alta,Alta,0.39,-1.00,0
2025-06-30,Alta,Alta,0.41,-1.00,0
2025-07-01,Alta,Alta,0.41,-1.00,0
2025-07-02,Alta,Alta,0.39,0.43,1
2025-07-03,Alta,Alta,0.37,-1.00,0
2025-07-07,Alta,Alta,0.37,-1.00,0
2025-07-08,Alta,Alta,0.33,-1.00,0
2025-07-09,Alta,Alta,0.32,-0.40,0
2025-07-10,Alta,Alta,0.30,-1.00,0
2025-07-11,Alta,Alta,0.30,-0.67,0
2025-07-14,Alta,Alta,0.28,-1.00,0
2025-07-15,Alta,Alta,0.30,-0.80,0
2025-07-16,Alta,Alta,0.28,1.00,1
2025-07-17,Alta,Alta,0.26,-1.00,0
2025-07-18,Alta,Alta,0.26,1.00,1
2025-07-21,Alta,Alta,0.26,1.00,2
2025-07-22,Alta,Alta,0.24,1.00,3
2025-07-23,Alta,Alta,0.24,-0.40,0
2025-07-24,Alta,Alta,0.24,0.60,1
2025-07-25,Alta,Alta,0.22,-1.00,0
2025-07-28,Alta,Alta,0.22,-0.67,0
2025-07-29,Alta,Alta,0.21,-1.00,0
2025-07-30,Alta,Alta,0.21,-0.33,0
2025-07-31,Alta,Alta,0.21,-0.87,0
2025-08-01,Baixa,Alta,0.21,-0.88,0
2025-08-04,Alta,Alta,0.21,0.00,0
2025-08-05,Alta,Alta,0.19,-0.20,0
2025-08-06,Alta,Alta,0.19,1.00,1
2025-08-07,Baixa,Alta,0.19,1.00,2
2025-08-08,Alta,Alta,0.19,-0.67,0
2025-08-11,Alta,Alta,0.17,-1.00,0
2025-08-12,Alta,Alta,0.19,-1.00,0
2025-08-13,Alta,Alta,0.17,-0.40,0
2025-08-14,Alta,Alta,0.15,-0.50,0
2025-08-15,Alta,Alta,0.15,-0.50,0
2025-08-18,Alta,Alta,0.17,0.00,0
2025-08-19,Alta,Alta,0.15,-0.60,0
2025-08-20,Alta,Alta,0.17,0.00,0
2025-08-21,Alta,Alta,0.19,-1.00,0
2025-08-22,Alta,Alta,0.19,-0.33,0
2025-08-25,Alta,Alta,0.17,0.67,1
2025-08-26,Alta,Alta,0.19,0.00,0
2025-08-27,Alta,Alta,0.19,-0.25,0
2025-08-28,Alta,Alta,0.17,-0.67,0
2025-08-29,Alta,Alta,0.17,0.25,1
2025-09-02,Alta,Alta,0.19,0.14,2
2025-09-03,Alta,Alta,0.19,-1.00,0
