Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2026-02-19,Baixa,Baixa,,-0.82,0
2026-02-20,Baixa,Baixa,,-0.60,0
2026-02-23,Baixa,Baixa,,-0.57,0
2026-02-24,Baixa,Baixa,,-0.33,0
2026-02-25,Baixa,Baixa,,-0.71,0
2026-02-26,Baixa,Baixa,-53.38,-0.47,0
2026-02-27,Baixa,Baixa,-47.88,0.24,1
2026-03-02,Baixa,Baixa,-43.38,-0.22,0
2026-03-03,Baixa,Baixa,-40.03,-0.21,0
2026-03-04,Baixa,Baixa,-35.94,0.48,1
2026-03-05,Baixa,Baixa,-31.92,-0.09,0
2026-03-06,Baixa,Baixa,-28.70,-0.55,0
2026-03-09,Baixa,Baixa,-25.97,0.85,1
2026-03-10,Baixa,Baixa,-23.30,0.14,2
2026-03-11,Baixa,Baixa,-21.45,-0.19,0
2026-03-12,Baixa,Baixa,-19.95,-0.65,0
2026-03-13,Baixa,Baixa,-18.52,0.18,1
2026-03-16,Baixa,Baixa,-17.25,-0.19,0
2026-03-17,Baixa,Baixa,-16.34,-0.78,0
2026-03-18,Baixa,Baixa,-15.87,-0.48,0
2026-03-19,Baixa,Baixa,-15.18,-0.16,0
2026-03-20,Baixa,Baixa,-14.53,0.50,1
2026-03-23,Baixa,Baixa,-13.96,-0.38,0
2026-03-24,Baixa,Baixa,-13.69,-0.04,0
2026-03-25,Baixa,Baixa,-13.02,-0.11,0
2026-03-26,Baixa,Baixa,-12.45,0.42,1
2026-03-27,Baixa,Baixa,-12.00,0.38,2
2026-03-30,Baixa,Baixa,-11.50,0.00,0
2026-03-31,Alta,Baixa,-10.78,0.70,1
2026-04-01,Alta,Baixa,-10.20,-0.36,0
2026-04-02,Alta,Baixa,-9.56,0.15,1
2026-04-06,Alta,Baixa,-8.86,0.76,2
2026-04-07,Alta,Baixa,-8.58,-0.56,0
2026-04-08,Alta,Baixa,-8.06,0.15,1
2026-04-09,Baixa,Baixa,-7.73,-0.12,0
2026-04-10,Baixa,Baixa,-7.37,0.17,1
2026-04-13,Baixa,Baixa,-7.23,-0.31,0
2026-04-14,Baixa,Baixa,-6.85,-0.71,0
2026-04-15,Baixa,Baixa,-6.70,-0.07,0
2026-04-16,Baixa,Baixa,-6.54,-0.43,0
2026-04-17,Baixa,Baixa,-6.37,-0.06,0
2026-04-20,Baixa,Baixa,-6.45,-0.69,0
2026-04-21,Baixa,Baixa,-6.27,-0.90,0
2026-04-22,Alta,Baixa,-6.08,0.00,0
2026-04-23,Baixa,Baixa,-5.88,-0.48,0
2026-04-24,Baixa,Baixa,-5.67,0.00,0
2026-04-27,Baixa,Baixa,-5.46,-0.56,0
2026-04-28,Baixa,Baixa,-5.52,0.83,1
2026-04-29,Baixa,Baixa,-5.29,0.20,2
2026-04-30,Baixa,Baixa,-5.36,0.27,3
2026-05-01,Baixa,Baixa,-17.72,-0.58,0
2026-05-04,Baixa,Baixa,-24.92,-0.28,0
2026-05-05,Baixa,Baixa,-29.23,0.00,0
2026-05-06,Baixa,Baixa,-32.92,-0.57,0
2026-05-07,Baixa,Baixa,-34.59,-0.13,0
2026-05-08,Baixa,Baixa,-26.28,-0.37,0
2026-05-11,Baixa,Baixa,-19.84,0.22,1
2026-05-12,Alta,Baixa,-15.65,0.24,2
2026-05-13,Baixa,Baixa,-11.57,-0.22,0
2026-05-14,Baixa,Baixa,-10.10,-0.23,0
2026-05-15,Baixa,Baixa,-9.41,-0.09,0
2026-05-18,Baixa,Baixa,-9.09,0.07,1
2026-05-19,Baixa,Baixa,-8.76,0.27,2
2026-05-20,Baixa,Baixa,-8.90,-0.22,0
2026-05-21,Baixa,Baixa,-8.56,-0.31,0
2026-05-22,Baixa,Baixa,-8.20,-0.72,0
2026-05-26,Baixa,Baixa,-8.33,-0.78,0
2026-05-27,Baixa,Baixa,-8.47,-0.08,0
2026-05-28,Baixa,Baixa,-8.05,-0.83,0
2026-05-29,Baixa,Baixa,-8.19,-0.71,0
2026-06-01,Alta,Baixa,-7.14,0.83,1
2026-06-02,Baixa,Baixa,-6.67,0.08,2
2026-06-03,Baixa,Baixa,-6.79,-0.44,0
