Date,Tendencia_7d,Tendencia_50d,Forca_Tendencia,Forca_Movimento,Velas_Alta_Consecutivas
2025-10-15,Baixa,Baixa,,-1.00,0
2025-10-16,Baixa,Baixa,,-0.88,0
2025-10-17,Alta,Alta,,0.79,1
2025-10-20,Alta,Alta,,0.66,2
2025-10-21,Baixa,Baixa,,-0.14,0
2025-10-22,Baixa,Baixa,-0.97,-0.24,0
2025-10-23,Alta,Alta,0.36,0.31,1
2025-10-24,Alta,Alta,0.20,-0.19,0
2025-10-27,Alta,Alta,-0.19,-0.03,0
2025-10-28,Alta,Alta,0.98,0.43,1
2025-10-29,Alta,Alta,2.28,-0.71,0
2025-10-30,Baixa,Baixa,2.12,-0.15,0
2025-10-31,Baixa,Baixa,1.85,0.68,1
2025-11-03,Baixa,Baixa,0.78,-0.14,0
2025-11-04,Baixa,Baixa,-0.62,-0.14,0
2025-11-05,Baixa,Baixa,-1.62,0.53,1
2025-11-06,Baixa,Baixa,-2.04,-0.40,0
2025-11-07,Baixa,Baixa,-2.31,0.57,1
2025-11-10,Baixa,Baixa,-2.55,-0.32,0
2025-11-11,Baixa,Baixa,-2.34,-0.23,0
2025-11-12,Baixa,Baixa,-2.35,-0.85,0
2025-11-13,Baixa,Baixa,-2.44,-0.42,0
2025-11-14,Baixa,Baixa,-2.88,-0.29,0
2025-11-17,Baixa,Baixa,-3.10,-0.50,0
2025-11-18,Baixa,Baixa,-3.43,0.51,1
2025-11-19,Baixa,Baixa,-3.77,-0.64,0
2025-11-20,Baixa,Baixa,-4.07,-0.98,0
2025-11-21,Baixa,Baixa,-3.86,0.72,1
2025-11-24,Baixa,Baixa,-3.73,0.46,2
2025-11-25,Alta,Baixa,-3.55,-0.04,0
2025-11-26,Alta,Baixa,-3.25,-0.13,0
2025-11-28,Alta,Baixa,-2.77,-0.50,0
2025-12-01,Alta,Baixa,-2.45,-0.36,0
2025-12-02,Alta,Baixa,-2.13,0.74,1
2025-12-03,Alta,Baixa,-1.93,0.90,2
2025-12-04,Baixa,Baixa,-1.76,-0.97,0
2025-12-05,Alta,Baixa,-1.68,0.03,1
2025-12-08,Baixa,Baixa,-1.56,0.93,2
2025-12-09,Baixa,Baixa,-1.57,0.31,3
2025-12-10,Baixa,Baixa,-1.53,-0.91,0
2025-12-11,Baixa,Baixa,-1.49,0.57,1
2025-12-12,Baixa,Baixa,-1.49,-0.82,0
