Date,MACD_Line,MACD_Signal,MACD_Histogram,MACD_Sinal
2016-01-04,0.00,0.00,0.00,Neutro
2016-01-05,0.00,0.00,0.00,Neutro
2016-01-06,-0.10,-0.02,-0.08,Venda
2016-01-07,-0.18,-0.05,-0.13,Venda
2016-01-08,-0.30,-0.10,-0.20,Venda
2016-01-11,-0.46,-0.17,-0.29,Venda
2016-01-12,-0.52,-0.24,-0.28,Venda
2016-01-13,-0.76,-0.35,-0.41,Venda
2016-01-14,-0.87,-0.45,-0.42,Venda
2016-01-15,-0.97,-0.55,-0.42,Venda
2016-01-19,-1.03,-0.65,-0.38,Venda
2016-01-20,-1.02,-0.72,-0.30,Venda
2016-01-21,-0.99,-0.78,-0.21,Venda
2016-01-22,-0.85,-0.79,-0.06,Venda
2016-01-25,-0.81,-0.80,-0.01,Venda
2016-01-26,-0.59,-0.75,0.16,Compra
2016-01-27,-0.49,-0.70,0.21,Compra
2016-01-28,-0.35,-0.63,0.28,Compra
2016-01-29,-0.19,-0.54,0.35,Compra
2016-02-01,-0.41,-0.52,0.11,Compra
2016-02-02,-0.78,-0.57,-0.21,Venda
2016-02-03,-1.19,-0.69,-0.50,Venda
2016-02-04,-1.51,-0.86,-0.65,Venda
2016-02-05,-1.91,-1.07,-0.84,Venda
2016-02-08,-2.25,-1.30,-0.95,Venda
2016-02-09,-2.48,-1.54,-0.94,Venda
2016-02-10,-2.54,-1.74,-0.80,Venda
2016-02-11,-2.57,-1.91,-0.66,Venda
2016-02-12,-2.57,-2.04,-0.53,Venda
2016-02-16,-2.52,-2.13,-0.39,Venda
2016-02-17,-2.50,-2.21,-0.29,Venda
2016-02-18,-2.45,-2.26,-0.19,Venda
2016-02-19,-2.34,-2.27,-0.07,Venda
2016-02-22,-2.22,-2.26,0.04,Compra
2016-02-23,-2.10,-2.23,0.13,Compra
2016-02-24,-1.97,-2.18,0.21,Compra
2016-02-25,-1.82,-2.11,0.29,Compra
2016-02-26,-1.62,-2.01,0.39,Compra
