Date,MACD_Line,MACD_Signal,MACD_Histogram,MACD_Sinal
2025-07-31,0.00,0.00,0.00,Neutro
2025-08-01,-0.45,-0.09,-0.36,Venda
2025-08-04,-0.37,-0.15,-0.22,Venda
2025-08-05,-0.34,-0.18,-0.16,Venda
2025-08-06,-0.16,-0.18,0.02,Compra
2025-08-07,-0.09,-0.16,0.07,Compra
2025-08-08,-0.86,-0.30,-0.56,Venda
2025-08-11,-1.50,-0.54,-0.96,Venda
2025-08-12,-1.84,-0.80,-1.04,Venda
2025-08-13,-2.08,-1.06,-1.02,Venda
2025-08-14,-2.10,-1.27,-0.83,Venda
2025-08-15,-1.68,-1.35,-0.33,Venda
2025-08-18,-1.05,-1.29,0.24,Compra
2025-08-19,-0.81,-1.19,0.38,Compra
2025-08-20,-0.41,-1.04,0.63,Compra
2025-08-21,0.05,-0.82,0.87,Compra
2025-08-22,0.79,-0.50,1.29,Compra
2025-08-25,1.25,-0.15,1.40,Compra
2025-08-26,1.88,0.26,1.62,Compra
2025-08-27,2.36,0.68,1.68,Compra
2025-08-28,2.88,1.12,1.76,Compra
2025-08-29,3.15,1.52,1.63,Compra
2025-09-02,3.29,1.88,1.41,Compra
2025-09-03,3.26,2.15,1.11,Compra
2025-09-04,3.10,2.34,0.76,Compra
2025-09-05,2.63,2.40,0.23,Compra
2025-09-08,2.14,2.35,-0.21,Venda
2025-09-09,1.62,2.20,-0.58,Venda
2025-09-10,1.08,1.98,-0.90,Venda
2025-09-11,0.74,1.73,-0.99,Venda
2025-09-12,-0.18,1.35,-1.53,Venda
2025-09-15,-1.29,0.82,-2.11,Venda
2025-09-16,-2.15,0.23,-2.38,Venda
2025-09-17,-2.88,-0.39,-2.49,Venda
2025-09-18,-3.19,-0.95,-2.24,Venda
2025-09-19,-3.36,-1.43,-1.93,Venda
2025-09-22,-3.33,-1.81,-1.52,Venda
2025-09-23,-3.45,-2.14,-1.31,Venda
2025-09-24,-3.61,-2.43,-1.18,Venda
2025-09-25,-3.73,-2.69,-1.04,Venda
2025-09-26,-3.97,-2.95,-1.02,Venda
2025-09-29,-4.12,-3.18,-0.94,Venda
2025-09-30,-5.69,-3.68,-2.01,Venda
2025-10-01,-7.46,-4.44,-3.02,Venda
2025-10-02,-8.82,-5.32,-3.50,Venda
2025-10-03,-9.68,-6.19,-3.49,Venda
2025-10-06,-10.35,-7.02,-3.33,Venda
2025-10-07,-11.27,-7.87,-3.40,Venda
2025-10-08,-11.63,-8.62,-3.01,Venda
2025-10-09,-11.48,-9.19,-2.29,Venda
2025-10-10,-11.86,-9.73,-2.13,Venda
2025-10-13,-11.84,-10.15,-1.69,Venda
2025-10-14,-11.50,-10.42,-1.08,Venda
2025-10-15,-10.83,-10.50,-0.33,Venda
2025-10-16,-10.26,-10.45,0.19,Compra
2025-10-17,-9.98,-10.36,0.38,Compra
2025-10-20,-9.76,-10.24,0.48,Compra
2025-10-21,-9.48,-10.09,0.61,Compra
2025-10-22,-8.92,-9.85,0.93,Compra
2025-10-23,-8.36,-9.56,1.20,Compra
2025-10-24,-8.24,-9.29,1.05,Compra
2025-10-27,-8.05,-9.04,0.99,Compra
2025-10-28,-8.22,-8.88,0.66,Compra
2025-10-29,-8.37,-8.78,0.41,Compra
2025-10-30,-8.51,-8.72,0.21,Compra
2025-10-31,-8.42,-8.66,0.24,Compra
2025-11-03,-8.27,-8.58,0.31,Compra
2025-11-04,-8.48,-8.56,0.08,Compra
2025-11-05,-8.67,-8.58,-0.09,Venda
2025-11-06,-8.71,-8.61,-0.10,Venda
2025-11-07,-8.22,-8.53,0.31,Compra
2025-11-10,-7.69,-8.36,0.67,Compra
2025-11-11,-7.20,-8.13,0.93,Compra
2025-11-12,-6.52,-7.81,1.29,Compra
2025-11-13,-6.31,-7.51,1.20,Compra
2025-11-14,-6.10,-7.23,1.13,Compra
2025-11-17,-6.01,-6.98,0.97,Compra
2025-11-18,-5.78,-6.74,0.96,Compra
2025-11-19,-5.59,-6.51,0.92,Compra
2025-11-20,-5.39,-6.29,0.90,Compra
2025-11-21,-4.98,-6.03,1.05,Compra
2025-11-24,-4.71,-5.76,1.05,Compra
2025-11-25,-4.01,-5.41,1.40,Compra
2025-11-26,-3.32,-4.99,1.67,Compra
2025-11-28,-2.53,-4.50,1.97,Compra
2025-12-01,-1.75,-3.95,2.20,Compra
2025-12-02,-1.17,-3.39,2.22,Compra
2025-12-03,-0.48,-2.81,2.33,Compra
2025-12-04,0.20,-2.21,2.41,Compra
2025-12-05,0.43,-1.68,2.11,Compra
2025-12-08,0.97,-1.15,2.12,Compra
2025-12-09,1.24,-0.67,1.91,Compra
2025-12-10,1.36,-0.27,1.63,Compra
2025-12-11,1.48,0.08,1.40,Compra
2025-12-12,1.70,0.41,1.29,Compra
2025-12-15,1.87,0.70,1.17,Compra
2025-12-16,1.75,0.91,0.84,Compra
2025-12-17,1.51,1.03,0.48,Compra
2025-12-18,1.33,1.09,0.24,Compra
2025-12-19,1.18,1.11,0.07,Compra
2025-12-22,1.20,1.13,0.07,Compra
2025-12-23,1.12,1.12,0.00,Neutro
2025-12-24,1.02,1.10,-0.08,Venda
2025-12-26,1.01,1.09,-0.08,Venda
2025-12-29,0.92,1.05,-0.13,Venda
2025-12-30,0.88,1.02,-0.14,Venda
2025-12-31,0.77,0.97,-0.20,Venda
2026-01-02,0.93,0.96,-0.03,Venda
2026-01-05,1.18,1.00,0.18,Compra
2026-01-06,1.05,1.01,0.04,Compra
2026-01-07,0.89,0.99,-0.10,Venda
2026-01-08,1.03,1.00,0.03,Compra
2026-01-09,0.94,0.99,-0.05,Venda
2026-01-12,0.81,0.95,-0.14,Venda
2026-01-13,0.49,0.86,-0.37,Venda
2026-01-14,0.30,0.75,-0.45,Venda
2026-01-15,0.38,0.67,-0.29,Venda
2026-01-16,-0.20,0.50,-0.70,Venda
2026-01-20,-0.73,0.25,-0.98,Venda
2026-01-21,-1.28,-0.05,-1.23,Venda
2026-01-22,-1.69,-0.38,-1.31,Venda
2026-01-23,-2.31,-0.77,-1.54,Venda
2026-01-26,-2.67,-1.15,-1.52,Venda
2026-01-27,-3.00,-1.52,-1.48,Venda
2026-01-28,-3.23,-1.86,-1.37,Venda
2026-01-29,-3.40,-2.17,-1.23,Venda
2026-01-30,-3.96,-2.53,-1.43,Venda
2026-02-02,-4.37,-2.90,-1.47,Venda
2026-02-03,-4.76,-3.27,-1.49,Venda
2026-02-04,-4.92,-3.60,-1.32,Venda
2026-02-05,-5.28,-3.93,-1.35,Venda
2026-02-06,-5.34,-4.22,-1.12,Venda
2026-02-09,-5.24,-4.42,-0.82,Venda
2026-02-10,-5.12,-4.56,-0.56,Venda
2026-02-11,-5.09,-4.67,-0.42,Venda
2026-02-12,-5.21,-4.78,-0.43,Venda
2026-02-13,-5.75,-4.97,-0.78,Venda
2026-02-17,-6.01,-5.18,-0.83,Venda
2026-02-18,-6.05,-5.35,-0.70,Venda
2026-02-19,-6.12,-5.51,-0.61,Venda
2026-02-20,-6.13,-5.63,-0.50,Venda
2026-02-23,-6.14,-5.73,-0.41,Venda
2026-02-24,-6.00,-5.79,-0.21,Venda
2026-02-25,-5.76,-5.78,0.02,Compra
2026-02-26,-5.43,-5.71,0.28,Compra
2026-02-27,-5.06,-5.58,0.52,Compra
2026-03-02,-4.71,-5.41,0.70,Compra
2026-03-03,-4.30,-5.19,0.89,Compra
2026-03-04,-3.79,-4.91,1.12,Compra
2026-03-05,-3.36,-4.60,1.24,Compra
2026-03-06,-3.02,-4.28,1.26,Compra
2026-03-09,-2.72,-3.97,1.25,Compra
2026-03-10,-2.46,-3.67,1.21,Compra
2026-03-11,-2.17,-3.37,1.20,Compra
2026-03-12,-1.91,-3.08,1.17,Compra
2026-03-13,-1.66,-2.79,1.13,Compra
2026-03-16,-1.57,-2.55,0.98,Compra
2026-03-17,-1.44,-2.33,0.89,Compra
2026-03-18,-1.31,-2.12,0.81,Compra
2026-03-19,-1.26,-1.95,0.69,Compra
2026-03-20,-1.38,-1.84,0.46,Compra
2026-03-23,-1.42,-1.75,0.33,Compra
2026-03-24,-1.53,-1.71,0.18,Compra
2026-03-25,-1.84,-1.73,-0.11,Venda
2026-03-26,-2.08,-1.80,-0.28,Venda
2026-03-27,-2.32,-1.91,-0.41,Venda
2026-03-30,-2.45,-2.02,-0.43,Venda
2026-03-31,-2.45,-2.10,-0.35,Venda
2026-04-01,-2.36,-2.15,-0.21,Venda
2026-04-02,-2.13,-2.15,0.02,Compra
2026-04-06,-1.97,-2.11,0.14,Compra
2026-04-07,-1.82,-2.05,0.23,Compra
2026-04-08,-1.55,-1.95,0.40,Compra
2026-04-09,-1.54,-1.87,0.33,Compra
2026-04-10,-1.53,-1.80,0.27,Compra
2026-04-13,-1.47,-1.74,0.27,Compra
2026-04-14,-1.35,-1.66,0.31,Compra
2026-04-15,-1.16,-1.56,0.40,Compra
2026-04-16,-0.98,-1.44,0.46,Compra
2026-04-17,-0.96,-1.35,0.39,Compra
2026-04-20,-0.91,-1.26,0.35,Compra
2026-04-21,-0.86,-1.18,0.32,Compra
2026-04-22,-0.88,-1.12,0.24,Compra
2026-04-23,-0.91,-1.08,0.17,Compra
2026-04-24,-0.81,-1.02,0.21,Compra
2026-04-27,-0.68,-0.96,0.28,Compra
2026-04-28,-0.59,-0.88,0.29,Compra
2026-04-29,-0.55,-0.82,0.27,Compra
2026-04-30,-0.49,-0.75,0.26,Compra
2026-05-01,-0.47,-0.69,0.22,Compra
2026-05-04,-0.39,-0.63,0.24,Compra
2026-05-05,-0.24,-0.55,0.31,Compra
2026-05-06,-0.16,-0.48,0.32,Compra
2026-05-07,0.08,-0.36,0.44,Compra
2026-05-08,0.31,-0.23,0.54,Compra
2026-05-11,0.34,-0.12,0.46,Compra
2026-05-12,0.37,-0.02,0.39,Compra
2026-05-13,0.45,0.08,0.37,Compra
2026-05-14,0.52,0.16,0.36,Compra
2026-05-15,0.55,0.24,0.31,Compra
2026-05-18,0.66,0.32,0.34,Compra
2026-05-19,0.71,0.40,0.31,Compra
2026-05-20,0.67,0.46,0.21,Compra
2026-05-21,0.68,0.50,0.18,Compra
2026-05-22,0.63,0.53,0.10,Compra
2026-05-26,0.42,0.51,-0.09,Venda
2026-05-27,0.41,0.49,-0.08,Venda
2026-05-28,0.32,0.45,-0.13,Venda
2026-05-29,0.23,0.41,-0.18,Venda
2026-06-01,0.40,0.41,-0.01,Venda
2026-06-02,0.38,0.40,-0.02,Venda
2026-06-03,0.34,0.39,-0.05,Venda
2026-06-04,0.34,0.38,-0.04,Venda
2026-06-05,0.28,0.36,-0.08,Venda
2026-06-08,0.19,0.33,-0.14,Venda
2026-06-09,0.49,0.36,0.13,Compra
2026-06-10,0.89,0.46,0.43,Compra
2026-06-11,1.38,0.65,0.73,Compra
2026-06-12,1.58,0.83,0.75,Compra
2026-06-15,1.68,1.00,0.68,Compra
2026-06-16,1.70,1.14,0.56,Compra
2026-06-17,1.38,1.19,0.19,Compra
2026-06-18,1.11,1.17,-0.06,Venda
2026-06-22,0.79,1.10,-0.31,Venda
2026-06-23,0.48,0.97,-0.49,Venda
