Date,MACD_Line,MACD_Signal,MACD_Histogram,MACD_Sinal
2003-03-18,0.00,0.00,0.00,Neutro
2003-03-19,-0.06,-0.01,-0.05,Venda
2003-03-20,-0.04,-0.02,-0.02,Venda
2003-03-21,-0.03,-0.02,-0.01,Venda
2003-03-24,-0.10,-0.04,-0.06,Venda
2003-03-25,-0.13,-0.05,-0.08,Venda
2003-03-26,-0.08,-0.06,-0.02,Venda
2003-03-27,-0.06,-0.06,0.00,Neutro
2003-03-28,-0.02,-0.05,0.03,Compra
2003-03-31,0.07,-0.03,0.10,Compra
2003-04-01,1.69,0.32,1.37,Compra
2003-04-02,3.16,0.88,2.28,Compra
2003-04-03,4.19,1.55,2.64,Compra
2003-04-04,4.57,2.15,2.42,Compra
2003-04-07,5.10,2.74,2.36,Compra
2003-04-08,5.30,3.25,2.05,Compra
2003-04-09,5.62,3.73,1.89,Compra
2003-04-10,6.03,4.19,1.84,Compra
2003-04-11,6.18,4.59,1.59,Compra
2003-04-14,6.63,4.99,1.64,Compra
2003-04-15,7.01,5.40,1.61,Compra
2003-04-16,7.20,5.76,1.44,Compra
2003-04-17,7.34,6.07,1.27,Compra
2003-04-21,7.39,6.34,1.05,Compra
2003-04-22,7.95,6.66,1.29,Compra
2003-04-23,8.33,6.99,1.34,Compra
2003-04-24,8.45,7.29,1.16,Compra
2003-04-25,8.38,7.50,0.88,Compra
2003-04-28,7.97,7.60,0.37,Compra
2003-04-29,7.37,7.55,-0.18,Venda
2003-04-30,6.65,7.37,-0.72,Venda
2003-05-01,6.11,7.12,-1.01,Venda
2003-05-02,5.52,6.80,-1.28,Venda
2003-05-05,5.06,6.45,-1.39,Venda
2003-05-06,4.47,6.06,-1.59,Venda
2003-05-07,4.05,5.65,-1.60,Venda
2003-05-08,3.64,5.25,-1.61,Venda
2003-05-09,3.35,4.87,-1.52,Venda
2003-05-12,3.32,4.56,-1.24,Venda
2003-05-13,4.00,4.45,-0.45,Venda
2003-05-14,4.21,4.40,-0.19,Venda
2003-05-15,4.45,4.41,0.04,Compra
2003-05-16,4.84,4.50,0.34,Compra
2003-05-19,4.93,4.58,0.35,Compra
2003-05-20,4.82,4.63,0.19,Compra
2003-05-21,4.49,4.60,-0.11,Venda
2003-05-22,4.76,4.63,0.13,Compra
2003-05-23,4.80,4.67,0.13,Compra
2003-05-27,4.99,4.73,0.26,Compra
2003-05-28,5.01,4.79,0.22,Compra
2003-05-29,4.89,4.81,0.08,Compra
2003-05-30,4.69,4.78,-0.09,Venda
2003-06-02,4.51,4.73,-0.22,Venda
2003-06-03,4.42,4.67,-0.25,Venda
2003-06-04,4.14,4.56,-0.42,Venda
2003-06-05,4.10,4.47,-0.37,Venda
2003-06-06,4.07,4.39,-0.32,Venda
2003-06-09,3.90,4.29,-0.39,Venda
2003-06-10,3.76,4.19,-0.43,Venda
2003-06-11,3.57,4.06,-0.49,Venda
2003-06-12,3.58,3.97,-0.39,Venda
2003-06-13,3.46,3.86,-0.40,Venda
2003-06-16,3.22,3.74,-0.52,Venda
2003-06-17,3.07,3.60,-0.53,Venda
2003-06-18,3.06,3.49,-0.43,Venda
2003-06-19,2.88,3.37,-0.49,Venda
2003-06-20,2.72,3.24,-0.52,Venda
2003-06-23,2.55,3.10,-0.55,Venda
2003-06-24,2.29,2.94,-0.65,Venda
2003-06-25,2.17,2.79,-0.62,Venda
2003-06-26,2.19,2.67,-0.48,Venda
2003-06-27,2.08,2.55,-0.47,Venda
2003-06-30,2.14,2.47,-0.33,Venda
2003-07-01,2.32,2.44,-0.12,Venda
2003-07-02,2.66,2.48,0.18,Compra
2003-07-03,3.05,2.60,0.45,Compra
2003-07-07,3.64,2.80,0.84,Compra
2003-07-08,4.89,3.22,1.67,Compra
2003-07-09,5.33,3.64,1.69,Compra
2003-07-10,5.92,4.10,1.82,Compra
2003-07-11,6.56,4.59,1.97,Compra
2003-07-14,7.13,5.10,2.03,Compra
2003-07-15,7.49,5.58,1.91,Compra
2003-07-16,7.36,5.93,1.43,Compra
2003-07-17,7.05,6.16,0.89,Compra
2003-07-18,6.77,6.28,0.49,Compra
2003-07-21,6.08,6.24,-0.16,Venda
2003-07-22,5.49,6.09,-0.60,Venda
2003-07-23,4.95,5.86,-0.91,Venda
2003-07-24,4.38,5.57,-1.19,Venda
2003-07-25,3.89,5.23,-1.34,Venda
2003-07-28,3.48,4.88,-1.40,Venda
2003-07-29,3.32,4.57,-1.25,Venda
2003-07-30,2.91,4.24,-1.33,Venda
2003-07-31,2.56,3.90,-1.34,Venda
2003-08-01,2.54,3.63,-1.09,Venda
2003-08-04,2.46,3.40,-0.94,Venda
2003-08-05,2.13,3.14,-1.01,Venda
2003-08-06,1.83,2.88,-1.05,Venda
2003-08-07,1.45,2.59,-1.14,Venda
2003-08-08,1.19,2.31,-1.12,Venda
2003-08-11,1.07,2.06,-0.99,Venda
2003-08-12,1.00,1.85,-0.85,Venda
2003-08-13,0.89,1.66,-0.77,Venda
2003-08-14,0.85,1.50,-0.65,Venda
2003-08-15,0.81,1.36,-0.55,Venda
2003-08-18,0.80,1.25,-0.45,Venda
2003-08-19,0.83,1.16,-0.33,Venda
2003-08-20,0.89,1.11,-0.22,Venda
2003-08-21,0.88,1.06,-0.18,Venda
2003-08-22,0.81,1.01,-0.20,Venda
2003-08-25,0.62,0.93,-0.31,Venda
2003-08-26,0.55,0.86,-0.31,Venda
2003-08-27,0.45,0.78,-0.33,Venda
