Date,MACD_Line,MACD_Signal,MACD_Histogram,MACD_Sinal
2020-02-07,0.00,0.00,0.00,Neutro
2020-02-10,-0.04,-0.01,-0.03,Venda
2020-02-11,-0.04,-0.01,-0.03,Venda
2020-02-12,-0.04,-0.02,-0.02,Venda
2020-02-13,0.15,0.01,0.14,Compra
2020-02-14,0.29,0.07,0.22,Compra
2020-02-18,0.39,0.13,0.26,Compra
2020-02-19,0.49,0.20,0.29,Compra
2020-02-20,0.59,0.28,0.31,Compra
2020-02-21,0.65,0.36,0.29,Compra
2020-02-24,0.60,0.40,0.20,Compra
2020-02-25,0.51,0.43,0.08,Compra
2020-02-26,0.43,0.43,0.00,Neutro
2020-02-27,0.36,0.41,-0.05,Venda
2020-02-28,0.30,0.39,-0.09,Venda
2020-03-02,0.23,0.36,-0.13,Venda
2020-03-03,0.01,0.29,-0.28,Venda
2020-03-04,-0.14,0.20,-0.34,Venda
2020-03-05,-0.35,0.09,-0.44,Venda
2020-03-06,-0.58,-0.04,-0.54,Venda
2020-03-09,-0.92,-0.22,-0.70,Venda
2020-03-10,-1.14,-0.40,-0.74,Venda
2020-03-11,-1.37,-0.60,-0.77,Venda
2020-03-12,-1.65,-0.81,-0.84,Venda
2020-03-13,-1.79,-1.00,-0.79,Venda
2020-03-16,-2.03,-1.21,-0.82,Venda
2020-03-17,-2.22,-1.41,-0.81,Venda
2020-03-18,-2.51,-1.63,-0.88,Venda
2020-03-19,-2.63,-1.83,-0.80,Venda
2020-03-20,-2.68,-2.00,-0.68,Venda
2020-03-23,-2.70,-2.14,-0.56,Venda
2020-03-24,-2.56,-2.22,-0.34,Venda
2020-03-25,-2.43,-2.27,-0.16,Venda
2020-03-26,-2.26,-2.26,0.00,Neutro
2020-03-27,-2.17,-2.25,0.08,Compra
2020-03-30,-2.07,-2.21,0.14,Compra
2020-03-31,-1.86,-2.14,0.28,Compra
2020-04-01,-1.79,-2.07,0.28,Compra
2020-04-02,-1.72,-2.00,0.28,Compra
2020-04-03,-1.66,-1.93,0.27,Compra
2020-04-06,-1.56,-1.86,0.30,Compra
2020-04-07,-1.39,-1.76,0.37,Compra
2020-04-08,-1.23,-1.66,0.43,Compra
2020-04-09,-1.14,-1.55,0.41,Compra
2020-04-13,-1.06,-1.46,0.40,Compra
2020-04-14,-0.95,-1.35,0.40,Compra
2020-04-15,-0.86,-1.26,0.40,Compra
2020-04-16,-0.75,-1.15,0.40,Compra
2020-04-17,-0.68,-1.06,0.38,Compra
2020-04-20,-0.59,-0.97,0.38,Compra
2020-04-21,-0.55,-0.88,0.33,Compra
2020-04-22,-0.51,-0.81,0.30,Compra
2020-04-23,-0.45,-0.74,0.29,Compra
2020-04-24,-0.35,-0.66,0.31,Compra
2020-04-27,-0.21,-0.57,0.36,Compra
2020-04-28,0.07,-0.44,0.51,Compra
2020-04-29,0.33,-0.29,0.62,Compra
2020-04-30,0.53,-0.12,0.65,Compra
2020-05-01,0.59,0.02,0.57,Compra
2020-05-04,0.65,0.15,0.50,Compra
2020-05-05,0.73,0.26,0.47,Compra
2020-05-06,0.78,0.37,0.41,Compra
2020-05-07,0.90,0.47,0.43,Compra
2020-05-08,0.98,0.57,0.41,Compra
2020-05-11,1.06,0.67,0.39,Compra
2020-05-12,1.14,0.77,0.37,Compra
2020-05-13,1.16,0.84,0.32,Compra
2020-05-14,1.12,0.90,0.22,Compra
2020-05-15,1.23,0.97,0.26,Compra
2020-05-18,1.26,1.02,0.24,Compra
2020-05-19,1.28,1.08,0.20,Compra
2020-05-20,1.33,1.13,0.20,Compra
2020-05-21,1.44,1.19,0.25,Compra
2020-05-22,1.56,1.26,0.30,Compra
2020-05-26,1.63,1.34,0.29,Compra
2020-05-27,1.64,1.40,0.24,Compra
2020-05-28,1.58,1.43,0.15,Compra
2020-05-29,1.50,1.45,0.05,Compra
2020-06-01,1.50,1.46,0.04,Compra
2020-06-02,1.49,1.46,0.03,Compra
2020-06-03,1.65,1.50,0.15,Compra
2020-06-04,1.77,1.56,0.21,Compra
2020-06-05,1.86,1.62,0.24,Compra
2020-06-08,1.98,1.69,0.29,Compra
2020-06-09,2.08,1.77,0.31,Compra
2020-06-10,2.16,1.85,0.31,Compra
2020-06-11,2.11,1.90,0.21,Compra
2020-06-12,2.18,1.95,0.23,Compra
2020-06-15,2.25,2.01,0.24,Compra
2020-06-16,2.28,2.07,0.21,Compra
2020-06-17,2.35,2.12,0.23,Compra
2020-06-18,2.38,2.17,0.21,Compra
2020-06-19,2.39,2.22,0.17,Compra
2020-06-22,2.44,2.26,0.18,Compra
2020-06-23,2.53,2.32,0.21,Compra
2020-06-24,2.45,2.34,0.11,Compra
2020-06-25,2.37,2.35,0.02,Compra
2020-06-26,2.33,2.34,-0.01,Venda
2020-06-29,2.32,2.34,-0.02,Venda
2020-06-30,2.28,2.33,-0.05,Venda
2020-07-01,2.22,2.31,-0.09,Venda
2020-07-02,2.15,2.27,-0.12,Venda
2020-07-06,2.06,2.23,-0.17,Venda
2020-07-07,1.87,2.16,-0.29,Venda
2020-07-08,1.65,2.06,-0.41,Venda
2020-07-09,1.47,1.94,-0.47,Venda
2020-07-10,1.28,1.81,-0.53,Venda
2020-07-13,1.12,1.67,-0.55,Venda
2020-07-14,1.01,1.54,-0.53,Venda
2020-07-15,1.03,1.44,-0.41,Venda
2020-07-16,1.01,1.35,-0.34,Venda
2020-07-17,0.93,1.27,-0.34,Venda
2020-07-20,0.81,1.18,-0.37,Venda
2020-07-21,0.72,1.08,-0.36,Venda
2020-07-22,0.69,1.01,-0.32,Venda
2020-07-23,0.77,0.96,-0.19,Venda
2020-07-24,0.78,0.92,-0.14,Venda
2020-07-27,0.96,0.93,0.03,Compra
2020-07-28,1.12,0.97,0.15,Compra
2020-07-29,1.35,1.04,0.31,Compra
2020-07-30,1.39,1.11,0.28,Compra
2020-07-31,1.28,1.15,0.13,Compra
2020-08-03,1.27,1.17,0.10,Compra
2020-08-04,1.27,1.19,0.08,Compra
2020-08-05,1.35,1.22,0.13,Compra
2020-08-06,1.31,1.24,0.07,Compra
2020-08-07,1.38,1.27,0.11,Compra
2020-08-10,1.37,1.29,0.08,Compra
2020-08-11,1.33,1.30,0.03,Compra
2020-08-12,1.42,1.32,0.10,Compra
2020-08-13,1.49,1.36,0.13,Compra
2020-08-14,1.47,1.38,0.09,Compra
2020-08-17,1.49,1.40,0.09,Compra
2020-08-18,1.44,1.41,0.03,Compra
2020-08-19,1.41,1.41,0.00,Neutro
2020-08-20,1.49,1.42,0.07,Compra
2020-08-21,1.51,1.44,0.07,Compra
2020-08-24,1.55,1.46,0.09,Compra
2020-08-25,1.56,1.48,0.08,Compra
2020-08-26,1.37,1.46,-0.09,Venda
2020-08-27,1.26,1.42,-0.16,Venda
2020-08-28,1.17,1.37,-0.20,Venda
2020-08-31,1.05,1.31,-0.26,Venda
2020-09-01,0.95,1.23,-0.28,Venda
2020-09-02,0.88,1.16,-0.28,Venda
2020-09-03,0.71,1.07,-0.36,Venda
2020-09-04,0.53,0.96,-0.43,Venda
2020-09-08,0.39,0.85,-0.46,Venda
2020-09-09,0.30,0.74,-0.44,Venda
2020-09-10,0.02,0.60,-0.58,Venda
2020-09-11,-0.12,0.45,-0.57,Venda
2020-09-14,-0.40,0.28,-0.68,Venda
2020-09-15,-0.67,0.09,-0.76,Venda
2020-09-16,-0.97,-0.12,-0.85,Venda
2020-09-17,-1.15,-0.33,-0.82,Venda
2020-09-18,-1.44,-0.55,-0.89,Venda
2020-09-21,-1.68,-0.78,-0.90,Venda
2020-09-22,-1.74,-0.97,-0.77,Venda
2020-09-23,-1.83,-1.14,-0.69,Venda
2020-09-24,-1.91,-1.29,-0.62,Venda
2020-09-25,-1.92,-1.42,-0.50,Venda
2020-09-28,-1.84,-1.50,-0.34,Venda
2020-09-29,-1.78,-1.56,-0.22,Venda
2020-09-30,-1.74,-1.60,-0.14,Venda
2020-10-01,-1.65,-1.61,-0.04,Venda
2020-10-02,-1.56,-1.60,0.04,Compra
2020-10-05,-1.40,-1.56,0.16,Compra
2020-10-06,-1.27,-1.50,0.23,Compra
2020-10-07,-1.16,-1.43,0.27,Compra
2020-10-08,-1.14,-1.37,0.23,Compra
2020-10-09,-1.08,-1.31,0.23,Compra
2020-10-12,-0.99,-1.25,0.26,Compra
2020-10-13,-0.88,-1.18,0.30,Compra
2020-10-14,-0.81,-1.10,0.29,Compra
2020-10-15,-0.71,-1.02,0.31,Compra
2020-10-16,-0.66,-0.95,0.29,Compra
2020-10-19,-0.64,-0.89,0.25,Compra
2020-10-20,-0.67,-0.85,0.18,Compra
2020-10-21,-0.77,-0.83,0.06,Compra
2020-10-22,-0.84,-0.83,-0.01,Venda
2020-10-23,-0.83,-0.83,0.00,Neutro
2020-10-26,-0.88,-0.84,-0.04,Venda
2020-10-27,-0.94,-0.86,-0.08,Venda
2020-10-28,-0.95,-0.88,-0.07,Venda
2020-10-29,-0.95,-0.89,-0.06,Venda
2020-10-30,-0.97,-0.91,-0.06,Venda
2020-11-02,-0.97,-0.92,-0.05,Venda
2020-11-03,-0.92,-0.92,0.00,Neutro
2020-11-04,-0.85,-0.91,0.06,Compra
2020-11-05,-0.75,-0.88,0.13,Compra
2020-11-06,-0.66,-0.83,0.17,Compra
2020-11-09,-0.67,-0.80,0.13,Compra
2020-11-10,-0.66,-0.77,0.11,Compra
2020-11-11,-0.60,-0.74,0.14,Compra
2020-11-12,-0.44,-0.68,0.24,Compra
2020-11-13,-0.24,-0.59,0.35,Compra
2020-11-16,0.03,-0.47,0.50,Compra
2020-11-17,0.31,-0.31,0.62,Compra
2020-11-18,0.52,-0.14,0.66,Compra
2020-11-19,0.57,-0.00,0.57,Compra
2020-11-20,0.74,0.15,0.59,Compra
2020-11-23,1.01,0.32,0.69,Compra
2020-11-24,1.31,0.52,0.79,Compra
2020-11-25,1.54,0.72,0.82,Compra
2020-11-27,1.73,0.92,0.81,Compra
2020-11-30,1.84,1.11,0.73,Compra
2020-12-01,1.88,1.26,0.62,Compra
2020-12-02,1.89,1.39,0.50,Compra
2020-12-03,1.90,1.49,0.41,Compra
2020-12-04,1.87,1.57,0.30,Compra
2020-12-07,1.87,1.63,0.24,Compra
2020-12-08,1.85,1.67,0.18,Compra
2020-12-09,1.77,1.69,0.08,Compra
2020-12-10,1.71,1.69,0.02,Compra
2020-12-11,1.62,1.68,-0.06,Venda
2020-12-14,1.54,1.65,-0.11,Venda
2020-12-15,1.54,1.63,-0.09,Venda
2020-12-16,1.50,1.60,-0.10,Venda
2020-12-17,1.43,1.57,-0.14,Venda
2020-12-18,1.33,1.52,-0.19,Venda
2020-12-21,1.34,1.48,-0.14,Venda
2020-12-22,1.41,1.47,-0.06,Venda
2020-12-23,1.42,1.46,-0.04,Venda
2020-12-24,1.40,1.45,-0.05,Venda
2020-12-28,1.44,1.45,-0.01,Venda
2020-12-29,1.45,1.45,0.00,Neutro
2020-12-30,1.22,1.40,-0.18,Venda
2020-12-31,1.13,1.35,-0.22,Venda
2021-01-04,1.08,1.29,-0.21,Venda
2021-01-05,1.17,1.27,-0.10,Venda
2021-01-06,1.26,1.27,-0.01,Venda
2021-01-07,1.36,1.29,0.07,Compra
2021-01-08,1.35,1.30,0.05,Compra
2021-01-11,1.48,1.33,0.15,Compra
2021-01-12,1.64,1.40,0.24,Compra
2021-01-13,1.78,1.47,0.31,Compra
2021-01-14,1.80,1.54,0.26,Compra
2021-01-15,1.76,1.58,0.18,Compra
2021-01-19,1.80,1.63,0.17,Compra
2021-01-20,1.74,1.65,0.09,Compra
2021-01-21,1.70,1.66,0.04,Compra
2021-01-22,1.71,1.67,0.04,Compra
2021-01-25,1.62,1.66,-0.04,Venda
2021-01-26,1.55,1.64,-0.09,Venda
2021-01-27,1.42,1.59,-0.17,Venda
2021-01-28,1.21,1.52,-0.31,Venda
2021-01-29,1.04,1.42,-0.38,Venda
2021-02-01,0.93,1.32,-0.39,Venda
2021-02-02,0.88,1.23,-0.35,Venda
2021-02-03,0.91,1.17,-0.26,Venda
2021-02-04,0.96,1.13,-0.17,Venda
2021-02-05,1.13,1.13,0.00,Neutro
2021-02-08,1.11,1.12,-0.01,Venda
2021-02-09,1.05,1.11,-0.06,Venda
2021-02-10,1.11,1.11,0.00,Neutro
2021-02-11,1.10,1.11,-0.01,Venda
2021-02-12,1.02,1.09,-0.07,Venda
2021-02-16,0.99,1.07,-0.08,Venda
2021-02-17,1.04,1.06,-0.02,Venda
2021-02-18,1.00,1.05,-0.05,Venda
2021-02-19,0.96,1.03,-0.07,Venda
2021-02-22,0.99,1.02,-0.03,Venda
2021-02-23,0.96,1.01,-0.05,Venda
2021-02-24,1.07,1.02,0.05,Compra
2021-02-25,0.96,1.01,-0.05,Venda
2021-02-26,0.88,0.98,-0.10,Venda
2021-03-01,0.90,0.97,-0.07,Venda
2021-03-02,0.93,0.96,-0.03,Venda
2021-03-03,0.96,0.96,0.00,Neutro
2021-03-04,0.88,0.94,-0.06,Venda
2021-03-05,0.82,0.92,-0.10,Venda
2021-03-08,0.91,0.92,-0.01,Venda
2021-03-09,1.12,0.96,0.16,Compra
2021-03-10,1.27,1.02,0.25,Compra
2021-03-11,1.47,1.11,0.36,Compra
2021-03-12,1.63,1.21,0.42,Compra
2021-03-15,1.92,1.36,0.56,Compra
2021-03-16,2.02,1.49,0.53,Compra
2021-03-17,2.05,1.60,0.45,Compra
2021-03-18,2.04,1.69,0.35,Compra
2021-03-19,1.93,1.74,0.19,Compra
2021-03-22,1.78,1.75,0.03,Compra
2021-03-23,1.42,1.68,-0.26,Venda
2021-03-24,0.94,1.53,-0.59,Venda
2021-03-25,0.79,1.38,-0.59,Venda
2021-03-26,0.68,1.24,-0.56,Venda
2021-03-29,0.54,1.10,-0.56,Venda
2021-03-30,0.51,0.98,-0.47,Venda
2021-03-31,0.53,0.89,-0.36,Venda
2021-04-01,0.68,0.85,-0.17,Venda
2021-04-05,0.79,0.84,-0.05,Venda
2021-04-06,0.86,0.84,0.02,Compra
2021-04-07,0.88,0.85,0.03,Compra
2021-04-08,1.03,0.89,0.14,Compra
2021-04-09,1.09,0.93,0.16,Compra
2021-04-12,1.12,0.97,0.15,Compra
2021-04-13,1.15,1.00,0.15,Compra
2021-04-14,1.14,1.03,0.11,Compra
2021-04-15,1.12,1.05,0.07,Compra
2021-04-16,1.14,1.07,0.07,Compra
2021-04-19,1.01,1.06,-0.05,Venda
2021-04-20,0.93,1.03,-0.10,Venda
2021-04-21,0.85,0.99,-0.14,Venda
2021-04-22,0.91,0.98,-0.07,Venda
2021-04-23,1.05,0.99,0.06,Compra
2021-04-26,1.46,1.09,0.37,Compra
2021-04-27,1.94,1.26,0.68,Compra
2021-04-28,2.30,1.47,0.83,Compra
2021-04-29,2.39,1.65,0.74,Compra
2021-04-30,2.59,1.84,0.75,Compra
2021-05-03,2.97,2.06,0.91,Compra
2021-05-04,3.27,2.31,0.96,Compra
2021-05-05,3.33,2.51,0.82,Compra
2021-05-06,3.38,2.68,0.70,Compra
2021-05-07,3.36,2.82,0.54,Compra
2021-05-10,3.23,2.90,0.33,Compra
2021-05-11,3.06,2.93,0.13,Compra
2021-05-12,2.47,2.84,-0.37,Venda
2021-05-13,2.39,2.75,-0.36,Venda
2021-05-14,2.24,2.65,-0.41,Venda
2021-05-17,2.08,2.53,-0.45,Venda
2021-05-18,1.81,2.39,-0.58,Venda
2021-05-19,1.54,2.22,-0.68,Venda
2021-05-20,1.35,2.05,-0.70,Venda
2021-05-21,1.16,1.87,-0.71,Venda
2021-05-24,0.94,1.68,-0.74,Venda
2021-05-25,0.75,1.50,-0.75,Venda
2021-05-26,0.65,1.33,-0.68,Venda
2021-05-27,0.62,1.19,-0.57,Venda
2021-05-28,0.56,1.06,-0.50,Venda
2021-06-01,0.64,0.98,-0.34,Venda
2021-06-02,0.55,0.89,-0.34,Venda
2021-06-03,0.30,0.77,-0.47,Venda
2021-06-04,0.18,0.65,-0.47,Venda
2021-06-07,0.13,0.55,-0.42,Venda
2021-06-08,0.00,0.44,-0.44,Venda
2021-06-09,-0.05,0.34,-0.39,Venda
2021-06-10,-0.24,0.23,-0.47,Venda
2021-06-11,-0.52,0.08,-0.60,Venda
2021-06-14,-0.86,-0.11,-0.75,Venda
2021-06-15,-1.06,-0.30,-0.76,Venda
2021-06-16,-1.32,-0.50,-0.82,Venda
2021-06-17,-1.58,-0.72,-0.86,Venda
2021-06-18,-1.76,-0.93,-0.83,Venda
2021-06-21,-1.71,-1.08,-0.63,Venda
2021-06-22,-1.68,-1.20,-0.48,Venda
2021-06-23,-1.59,-1.28,-0.31,Venda
2021-06-24,-1.56,-1.34,-0.22,Venda
2021-06-25,-1.53,-1.38,-0.15,Venda
2021-06-28,-1.52,-1.40,-0.12,Venda
2021-06-29,-1.43,-1.41,-0.02,Venda
2021-06-30,-1.28,-1.38,0.10,Compra
2021-07-01,-1.18,-1.34,0.16,Compra
2021-07-02,-1.12,-1.30,0.18,Compra
2021-07-06,-1.11,-1.26,0.15,Compra
2021-07-07,-1.12,-1.23,0.11,Compra
2021-07-08,-1.21,-1.23,0.02,Compra
2021-07-09,-1.10,-1.20,0.10,Compra
2021-07-12,-0.94,-1.15,0.21,Compra
2021-07-13,-0.77,-1.07,0.30,Compra
2021-07-14,-0.53,-0.97,0.44,Compra
2021-07-15,-0.40,-0.85,0.45,Compra
2021-07-16,-0.33,-0.75,0.42,Compra
2021-07-19,-0.39,-0.68,0.29,Compra
2021-07-20,-0.05,-0.55,0.50,Compra
2021-07-21,0.18,-0.40,0.58,Compra
2021-07-22,0.33,-0.26,0.59,Compra
2021-07-23,0.59,-0.09,0.68,Compra
2021-07-26,0.77,0.08,0.69,Compra
2021-07-27,0.73,0.21,0.52,Compra
2021-07-28,0.70,0.31,0.39,Compra
2021-07-29,0.82,0.41,0.41,Compra
2021-07-30,0.96,0.52,0.44,Compra
2021-08-02,1.08,0.63,0.45,Compra
2021-08-03,1.07,0.72,0.35,Compra
2021-08-04,0.97,0.77,0.20,Compra
2021-08-05,0.89,0.79,0.10,Compra
2021-08-06,0.82,0.80,0.02,Compra
2021-08-09,0.62,0.76,-0.14,Venda
2021-08-10,0.54,0.72,-0.18,Venda
2021-08-11,0.60,0.70,-0.10,Venda
2021-08-12,0.59,0.67,-0.08,Venda
2021-08-13,0.42,0.62,-0.20,Venda
2021-08-16,0.26,0.55,-0.29,Venda
2021-08-17,-0.08,0.42,-0.50,Venda
2021-08-18,-0.39,0.26,-0.65,Venda
2021-08-19,-0.59,0.09,-0.68,Venda
2021-08-20,-0.71,-0.07,-0.64,Venda
2021-08-23,-0.71,-0.20,-0.51,Venda
2021-08-24,-0.67,-0.29,-0.38,Venda
2021-08-25,-0.60,-0.35,-0.25,Venda
2021-08-26,-0.69,-0.42,-0.27,Venda
2021-08-27,-0.74,-0.48,-0.26,Venda
2021-08-30,-0.77,-0.54,-0.23,Venda
2021-08-31,-0.83,-0.60,-0.23,Venda
2021-09-01,-0.75,-0.63,-0.12,Venda
2021-09-02,-0.65,-0.63,-0.02,Venda
2021-09-03,-0.69,-0.64,-0.05,Venda
2021-09-07,-0.85,-0.69,-0.16,Venda
2021-09-08,-1.13,-0.77,-0.36,Venda
2021-09-09,-1.29,-0.88,-0.41,Venda
2021-09-10,-1.36,-0.97,-0.39,Venda
2021-09-13,-1.42,-1.06,-0.36,Venda
2021-09-14,-1.47,-1.14,-0.33,Venda
2021-09-15,-1.36,-1.19,-0.17,Venda
