Date,MACD_Line,MACD_Signal,MACD_Histogram,MACD_Sinal
2025-11-06,0.00,0.00,0.00,Neutro
2025-11-07,-0.71,-0.14,-0.57,Venda
2025-11-10,-1.08,-0.33,-0.75,Venda
2025-11-11,-1.24,-0.51,-0.73,Venda
2025-11-12,-1.51,-0.71,-0.80,Venda
2025-11-13,-2.68,-1.11,-1.57,Venda
2025-11-14,-3.53,-1.59,-1.94,Venda
2025-11-17,-3.89,-2.05,-1.84,Venda
2025-11-18,-3.65,-2.37,-1.28,Venda
2025-11-19,-3.57,-2.61,-0.96,Venda
2025-11-20,-3.61,-2.81,-0.80,Venda
2025-11-21,-2.45,-2.74,0.29,Compra
2025-11-24,-0.73,-2.34,1.61,Compra
2025-11-25,1.43,-1.58,3.01,Compra
2025-11-26,2.94,-0.68,3.62,Compra
2025-11-28,4.27,0.31,3.96,Compra
2025-12-01,3.90,1.03,2.87,Compra
2025-12-02,3.72,1.57,2.15,Compra
2025-12-03,2.56,1.77,0.79,Compra
2025-12-04,1.73,1.76,-0.03,Venda
2025-12-05,1.66,1.74,-0.08,Venda
2025-12-08,1.03,1.60,-0.57,Venda
2025-12-09,0.92,1.46,-0.54,Venda
2025-12-10,0.35,1.24,-0.89,Venda
2025-12-11,-0.59,0.87,-1.46,Venda
2025-12-12,-0.97,0.50,-1.47,Venda
2025-12-15,-1.67,0.07,-1.74,Venda
2025-12-16,-2.58,-0.46,-2.12,Venda
2025-12-17,-3.22,-1.01,-2.21,Venda
2025-12-18,-3.45,-1.50,-1.95,Venda
2025-12-19,-3.02,-1.80,-1.22,Venda
2025-12-22,-3.15,-2.07,-1.08,Venda
2025-12-23,-3.95,-2.45,-1.50,Venda
2025-12-24,-4.59,-2.88,-1.71,Venda
2025-12-26,-4.81,-3.26,-1.55,Venda
2025-12-29,-5.31,-3.67,-1.64,Venda
2025-12-30,-5.59,-4.06,-1.53,Venda
2025-12-31,-6.00,-4.44,-1.56,Venda
2026-01-02,-5.67,-4.69,-0.98,Venda
2026-01-05,-4.88,-4.73,-0.15,Venda
2026-01-06,-4.22,-4.63,0.41,Compra
2026-01-07,-4.09,-4.52,0.43,Compra
2026-01-08,-4.09,-4.43,0.34,Compra
2026-01-09,-4.17,-4.38,0.21,Compra
2026-01-12,-3.14,-4.13,0.99,Compra
2026-01-13,-2.47,-3.80,1.33,Compra
2026-01-14,-2.12,-3.46,1.34,Compra
2026-01-15,-1.80,-3.13,1.33,Compra
2026-01-16,-2.00,-2.90,0.90,Compra
2026-01-20,-2.35,-2.79,0.44,Compra
2026-01-21,-2.75,-2.79,0.04,Compra
2026-01-22,-2.52,-2.73,0.21,Compra
2026-01-23,-2.55,-2.70,0.15,Compra
2026-01-26,-2.65,-2.69,0.04,Compra
2026-01-27,-2.75,-2.70,-0.05,Venda
2026-01-28,-2.76,-2.71,-0.05,Venda
2026-01-29,-3.12,-2.79,-0.33,Venda
2026-01-30,-3.26,-2.89,-0.37,Venda
2026-02-02,-3.26,-2.96,-0.30,Venda
2026-02-03,-3.28,-3.02,-0.26,Venda
2026-02-04,-3.20,-3.06,-0.14,Venda
2026-02-05,-2.97,-3.04,0.07,Compra
2026-02-06,-2.31,-2.90,0.59,Compra
2026-02-09,-1.63,-2.64,1.01,Compra
2026-02-10,-1.12,-2.34,1.22,Compra
2026-02-11,-1.20,-2.11,0.91,Compra
2026-02-12,-0.93,-1.87,0.94,Compra
2026-02-13,-0.80,-1.66,0.86,Compra
2026-02-17,-0.32,-1.39,1.07,Compra
2026-02-18,-0.23,-1.16,0.93,Compra
2026-02-19,-0.09,-0.95,0.86,Compra
2026-02-20,-0.37,-0.83,0.46,Compra
2026-02-23,-1.66,-1.00,-0.66,Venda
2026-02-24,-2.76,-1.35,-1.41,Venda
2026-02-25,-3.65,-1.81,-1.84,Venda
2026-02-26,-4.19,-2.29,-1.90,Venda
2026-02-27,-4.17,-2.66,-1.51,Venda
2026-03-02,-3.92,-2.91,-1.01,Venda
2026-03-03,-3.32,-3.00,-0.32,Venda
2026-03-04,-3.00,-3.00,0.00,Neutro
2026-03-05,-3.41,-3.08,-0.33,Venda
2026-03-06,-3.58,-3.18,-0.40,Venda
2026-03-09,-3.79,-3.30,-0.49,Venda
2026-03-10,-4.06,-3.45,-0.61,Venda
2026-03-11,-4.45,-3.65,-0.80,Venda
2026-03-12,-4.97,-3.92,-1.05,Venda
2026-03-13,-4.92,-4.12,-0.80,Venda
2026-03-16,-4.64,-4.22,-0.42,Venda
2026-03-17,-4.50,-4.28,-0.22,Venda
2026-03-18,-4.22,-4.27,0.05,Compra
2026-03-19,-3.73,-4.16,0.43,Compra
2026-03-20,-3.14,-3.95,0.81,Compra
2026-03-23,-2.36,-3.64,1.28,Compra
2026-03-24,-2.16,-3.34,1.18,Compra
2026-03-25,-1.75,-3.02,1.27,Compra
2026-03-26,-1.85,-2.79,0.94,Compra
2026-03-27,-2.06,-2.64,0.58,Compra
2026-03-30,-2.15,-2.54,0.39,Compra
2026-03-31,-1.50,-2.34,0.84,Compra
2026-04-01,-0.65,-2.00,1.35,Compra
2026-04-02,-0.26,-1.65,1.39,Compra
2026-04-06,0.53,-1.21,1.74,Compra
2026-04-07,1.39,-0.69,2.08,Compra
2026-04-08,2.32,-0.09,2.41,Compra
2026-04-09,2.27,0.38,1.89,Compra
2026-04-10,2.09,0.72,1.37,Compra
2026-04-13,1.74,0.93,0.81,Compra
2026-04-14,1.77,1.10,0.67,Compra
2026-04-15,1.60,1.20,0.40,Compra
2026-04-16,1.30,1.22,0.08,Compra
2026-04-17,1.10,1.19,-0.09,Venda
2026-04-20,1.54,1.26,0.28,Compra
2026-04-21,2.02,1.41,0.61,Compra
2026-04-22,2.20,1.57,0.63,Compra
