Date,MACD_Line,MACD_Signal,MACD_Histogram,MACD_Sinal
2010-10-15,0.00,0.00,0.00,Neutro
2010-10-18,0.00,0.00,0.00,Neutro
2010-10-19,0.00,0.00,0.00,Neutro
2010-10-20,0.00,0.00,0.00,Neutro
2010-10-21,0.00,0.00,0.00,Neutro
2010-10-22,0.00,0.00,0.00,Neutro
2010-10-25,0.00,0.00,0.00,Neutro
2010-10-26,0.00,0.00,0.00,Neutro
2010-10-27,0.00,0.00,0.00,Neutro
2010-10-28,0.00,0.00,0.00,Neutro
2010-10-29,0.00,0.00,0.00,Neutro
2010-11-01,0.00,0.00,0.00,Neutro
2010-11-02,0.00,0.00,0.00,Neutro
2010-11-03,0.00,0.00,0.00,Neutro
2010-11-04,0.00,0.00,0.00,Neutro
2010-11-05,0.00,0.00,0.00,Neutro
2010-11-08,0.00,0.00,0.00,Neutro
2010-11-09,0.00,0.00,0.00,Neutro
2010-11-10,0.00,0.00,0.00,Neutro
2010-11-11,0.00,0.00,0.00,Neutro
2010-11-12,0.00,0.00,0.00,Neutro
2010-11-15,0.00,0.00,0.00,Neutro
2010-11-16,0.00,0.00,0.00,Neutro
2010-11-17,0.00,0.00,0.00,Neutro
2010-11-18,0.00,0.00,0.00,Neutro
2010-11-19,0.00,0.00,0.00,Neutro
2010-11-22,0.00,0.00,0.00,Neutro
2010-11-23,0.00,0.00,0.00,Neutro
2010-11-24,0.00,0.00,0.00,Neutro
2010-11-26,0.00,0.00,0.00,Neutro
2010-11-29,0.00,0.00,0.00,Neutro
2010-11-30,0.00,0.00,0.00,Neutro
2010-12-01,0.00,0.00,0.00,Neutro
2010-12-02,0.00,0.00,0.00,Neutro
2010-12-03,0.00,0.00,0.00,Neutro
2010-12-06,0.00,0.00,0.00,Neutro
2010-12-07,0.00,0.00,0.00,Neutro
2010-12-08,0.00,0.00,0.00,Neutro
2010-12-09,0.00,0.00,0.00,Neutro
2010-12-10,0.00,0.00,0.00,Neutro
2010-12-13,1.45,0.29,1.16,Compra
2010-12-14,2.30,0.69,1.61,Compra
2010-12-15,2.94,1.14,1.80,Compra
2010-12-16,3.41,1.60,1.81,Compra
2010-12-17,3.74,2.02,1.72,Compra
2010-12-20,4.03,2.43,1.60,Compra
2010-12-21,4.21,2.78,1.43,Compra
2010-12-22,4.31,3.09,1.22,Compra
2010-12-23,4.34,3.34,1.00,Compra
2010-12-27,4.31,3.53,0.78,Compra
2010-12-28,4.24,3.67,0.57,Compra
2010-12-29,4.13,3.77,0.36,Compra
2010-12-30,4.00,3.81,0.19,Compra
2010-12-31,3.86,3.82,0.04,Compra
2011-01-03,3.70,3.80,-0.10,Venda
2011-01-04,3.53,3.74,-0.21,Venda
2011-01-05,3.36,3.67,-0.31,Venda
2011-01-06,3.19,3.57,-0.38,Venda
2011-01-07,3.02,3.46,-0.44,Venda
2011-01-10,2.85,3.34,-0.49,Venda
2011-01-11,2.68,3.21,-0.53,Venda
2011-01-12,2.52,3.07,-0.55,Venda
2011-01-13,2.37,2.93,-0.56,Venda
2011-01-14,2.22,2.79,-0.57,Venda
2011-01-18,2.08,2.65,-0.57,Venda
2011-01-19,1.95,2.51,-0.56,Venda
2011-01-20,1.82,2.37,-0.55,Venda
2011-01-21,1.70,2.24,-0.54,Venda
2011-01-24,1.59,2.11,-0.52,Venda
2011-01-25,1.48,1.98,-0.50,Venda
2011-01-26,1.38,1.86,-0.48,Venda
2011-01-27,1.28,1.74,-0.46,Venda
2011-01-28,1.31,1.66,-0.35,Venda
2011-01-31,0.72,1.47,-0.75,Venda
2011-02-01,0.25,1.23,-0.98,Venda
2011-02-02,-0.21,0.94,-1.15,Venda
2011-02-03,-0.58,0.64,-1.22,Venda
2011-02-04,-0.85,0.34,-1.19,Venda
2011-02-07,-1.06,0.06,-1.12,Venda
2011-02-08,-1.21,-0.20,-1.01,Venda
2011-02-09,-0.74,-0.30,-0.44,Venda
2011-02-10,-0.36,-0.32,-0.04,Venda
2011-02-11,-0.07,-0.27,0.20,Compra
2011-02-14,0.17,-0.18,0.35,Compra
2011-02-15,0.35,-0.07,0.42,Compra
2011-02-16,0.49,0.04,0.45,Compra
2011-02-17,0.59,0.15,0.44,Compra
2011-02-18,0.67,0.25,0.42,Compra
2011-02-22,0.72,0.35,0.37,Compra
2011-02-23,0.75,0.43,0.32,Compra
2011-02-24,0.11,0.36,-0.25,Venda
2011-02-25,-0.39,0.21,-0.60,Venda
2011-02-28,-0.78,0.01,-0.79,Venda
2011-03-01,-1.09,-0.21,-0.88,Venda
2011-03-02,-1.32,-0.43,-0.89,Venda
2011-03-03,-1.49,-0.64,-0.85,Venda
2011-03-04,-1.60,-0.83,-0.77,Venda
2011-03-07,-1.67,-1.00,-0.67,Venda
2011-03-08,-1.71,-1.14,-0.57,Venda
2011-03-09,-1.72,-1.26,-0.46,Venda
2011-03-10,-1.70,-1.35,-0.35,Venda
2011-03-11,-1.67,-1.41,-0.26,Venda
2011-03-14,-1.63,-1.45,-0.18,Venda
2011-03-15,-1.58,-1.48,-0.10,Venda
2011-03-16,-1.52,-1.49,-0.03,Venda
2011-03-17,-1.46,-1.48,0.02,Compra
2011-03-18,-1.39,-1.46,0.07,Compra
2011-03-21,-1.33,-1.44,0.11,Compra
2011-03-22,-1.26,-1.40,0.14,Compra
2011-03-23,-1.19,-1.36,0.17,Compra
2011-03-24,-1.12,-1.31,0.19,Compra
2011-03-25,-1.06,-1.26,0.20,Compra
2011-03-28,-1.00,-1.21,0.21,Compra
2011-03-29,-0.93,-1.15,0.22,Compra
2011-03-30,-0.88,-1.10,0.22,Compra
2011-03-31,-0.82,-1.04,0.22,Compra
2011-04-01,-0.77,-0.99,0.22,Compra
2011-04-04,-0.72,-0.93,0.21,Compra
2011-04-05,-0.67,-0.88,0.21,Compra
2011-04-06,-0.63,-0.83,0.20,Compra
2011-04-07,-0.58,-0.78,0.20,Compra
2011-04-08,-0.54,-0.73,0.19,Compra
2011-04-11,-0.51,-0.69,0.18,Compra
2011-04-12,-0.47,-0.64,0.17,Compra
2011-04-13,-0.44,-0.60,0.16,Compra
2011-04-14,-0.41,-0.56,0.15,Compra
2011-04-15,-0.38,-0.53,0.15,Compra
2011-04-18,-0.35,-0.49,0.14,Compra
2011-04-19,-0.33,-0.46,0.13,Compra
2011-04-20,-0.30,-0.43,0.13,Compra
2011-04-21,-0.28,-0.40,0.12,Compra
2011-04-25,-0.26,-0.37,0.11,Compra
2011-04-26,-0.24,-0.34,0.10,Compra
2011-04-27,-0.23,-0.32,0.09,Compra
2011-04-28,-0.21,-0.30,0.09,Compra
2011-04-29,-0.19,-0.28,0.09,Compra
2011-05-02,-0.18,-0.26,0.08,Compra
2011-05-03,-0.17,-0.24,0.07,Compra
2011-05-04,-0.15,-0.22,0.07,Compra
2011-05-05,-0.14,-0.21,0.07,Compra
2011-05-06,-0.13,-0.19,0.06,Compra
2011-05-09,-0.12,-0.18,0.06,Compra
2011-05-10,-0.11,-0.16,0.05,Compra
2011-05-11,-0.11,-0.15,0.04,Compra
2011-05-12,-0.10,-0.14,0.04,Compra
2011-05-13,-0.09,-0.13,0.04,Compra
2011-05-16,-0.08,-0.12,0.04,Compra
2011-05-17,-0.08,-0.11,0.03,Compra
2011-05-18,-0.07,-0.10,0.03,Compra
2011-05-19,-0.07,-0.10,0.03,Compra
2011-05-20,-0.06,-0.09,0.03,Compra
2011-05-23,-0.06,-0.08,0.02,Compra
2011-05-24,-0.05,-0.08,0.03,Compra
2011-05-25,-0.05,-0.07,0.02,Compra
2011-05-26,-0.05,-0.07,0.02,Compra
2011-05-27,-0.04,-0.06,0.02,Compra
2011-05-31,-0.09,-0.07,-0.02,Venda
2011-06-01,-0.12,-0.08,-0.04,Venda
2011-06-02,-0.15,-0.09,-0.06,Venda
2011-06-03,-0.16,-0.11,-0.05,Venda
2011-06-06,-0.18,-0.12,-0.06,Venda
2011-06-07,-0.18,-0.13,-0.05,Venda
2011-06-08,-0.19,-0.14,-0.05,Venda
2011-06-09,-0.19,-0.15,-0.04,Venda
2011-06-10,-0.19,-0.16,-0.03,Venda
2011-06-13,-0.18,-0.16,-0.02,Venda
2011-06-14,-0.18,-0.17,-0.01,Venda
2011-06-15,-0.17,-0.17,0.00,Neutro
2011-06-16,-0.17,-0.17,0.00,Neutro
2011-06-17,-0.16,-0.17,0.01,Compra
2011-06-20,-0.15,-0.16,0.01,Compra
2011-06-21,-0.15,-0.16,0.01,Compra
2011-06-22,-0.14,-0.16,0.02,Compra
2011-06-23,-0.13,-0.15,0.02,Compra
2011-06-24,-0.12,-0.15,0.03,Compra
2011-06-27,-0.12,-0.14,0.02,Compra
2011-06-28,-0.11,-0.13,0.02,Compra
2011-06-29,-0.10,-0.13,0.03,Compra
2011-06-30,-0.10,-0.12,0.02,Compra
2011-07-01,-0.09,-0.12,0.03,Compra
2011-07-05,-0.08,-0.11,0.03,Compra
2011-07-06,-0.08,-0.10,0.02,Compra
2011-07-07,-0.07,-0.10,0.03,Compra
2011-07-08,-0.07,-0.09,0.02,Compra
2011-07-11,-0.06,-0.08,0.02,Compra
2011-07-12,-0.06,-0.08,0.02,Compra
2011-07-13,-0.06,-0.08,0.02,Compra
2011-07-14,-0.05,-0.07,0.02,Compra
2011-07-15,-0.05,-0.07,0.02,Compra
2011-07-18,-0.04,-0.06,0.02,Compra
2011-07-19,-0.04,-0.06,0.02,Compra
2011-07-20,-0.04,-0.05,0.01,Compra
2011-07-21,-0.04,-0.05,0.01,Compra
2011-07-22,-0.03,-0.05,0.02,Compra
2011-07-25,-0.03,-0.04,0.01,Compra
2011-07-26,-0.03,-0.04,0.01,Compra
2011-07-27,-0.03,-0.04,0.01,Compra
2011-07-28,-0.02,-0.03,0.01,Compra
2011-07-29,-0.02,-0.03,0.01,Compra
2011-08-01,-0.02,-0.03,0.01,Compra
2011-08-02,-0.02,-0.03,0.01,Compra
2011-08-03,-1.45,-0.31,-1.14,Venda
2011-08-04,-2.64,-0.78,-1.86,Venda
2011-08-05,-3.54,-1.33,-2.21,Venda
2011-08-08,-4.21,-1.91,-2.30,Venda
2011-08-09,-4.68,-2.46,-2.22,Venda
2011-08-10,-5.33,-3.03,-2.30,Venda
2011-08-11,-5.78,-3.58,-2.20,Venda
2011-08-12,-6.07,-4.08,-1.99,Venda
2011-08-15,-6.22,-4.51,-1.71,Venda
2011-08-16,-6.27,-4.86,-1.41,Venda
2011-08-17,-6.24,-5.14,-1.10,Venda
2011-08-18,-6.15,-5.34,-0.81,Venda
2011-08-19,-6.00,-5.47,-0.53,Venda
2011-08-22,-5.82,-5.54,-0.28,Venda
2011-08-23,-5.61,-5.56,-0.05,Venda
2011-08-24,-5.38,-5.52,0.14,Compra
2011-08-25,-5.14,-5.44,0.30,Compra
2011-08-26,-4.90,-5.34,0.44,Compra
2011-08-29,-4.65,-5.20,0.55,Compra
2011-08-30,-4.40,-5.04,0.64,Compra
2011-08-31,-4.16,-4.86,0.70,Compra
2011-09-01,-3.92,-4.67,0.75,Compra
2011-09-02,-3.69,-4.48,0.79,Compra
2011-09-06,-3.46,-4.27,0.81,Compra
2011-09-07,-3.25,-4.07,0.82,Compra
2011-09-08,-3.04,-3.86,0.82,Compra
2011-09-09,-2.85,-3.66,0.81,Compra
2011-09-12,-2.66,-3.46,0.80,Compra
2011-09-13,-2.49,-3.27,0.78,Compra
2011-09-14,-2.32,-3.08,0.76,Compra
2011-09-15,-2.16,-2.89,0.73,Compra
2011-09-16,-2.02,-2.72,0.70,Compra
2011-09-19,-1.88,-2.55,0.67,Compra
2011-09-20,-1.75,-2.39,0.64,Compra
2011-09-21,-1.63,-2.24,0.61,Compra
2011-09-22,-1.51,-2.09,0.58,Compra
2011-09-23,-1.41,-1.96,0.55,Compra
2011-09-26,-1.31,-1.83,0.52,Compra
2011-09-27,-1.21,-1.70,0.49,Compra
2011-09-28,-1.13,-1.59,0.46,Compra
2011-09-29,-1.05,-1.48,0.43,Compra
2011-09-30,-0.97,-1.38,0.41,Compra
2011-10-03,-0.90,-1.28,0.38,Compra
2011-10-04,-0.84,-1.19,0.35,Compra
2011-10-05,-0.78,-1.11,0.33,Compra
2011-10-06,-0.72,-1.03,0.31,Compra
2011-10-07,-0.67,-0.96,0.29,Compra
