Date,MACD_Line,MACD_Signal,MACD_Histogram,MACD_Sinal
2010-06-21,0.00,0.00,0.00,Neutro
2010-06-22,0.00,0.00,0.00,Neutro
2010-06-23,0.00,0.00,0.00,Neutro
2010-06-24,0.00,0.00,0.00,Neutro
2010-06-25,2.35,0.47,1.88,Compra
2010-06-28,4.16,1.21,2.95,Compra
2010-06-29,5.53,2.07,3.46,Compra
2010-06-30,6.54,2.97,3.57,Compra
2010-07-01,7.26,3.82,3.44,Compra
2010-07-02,7.74,4.61,3.13,Compra
2010-07-06,8.02,5.29,2.73,Compra
2010-07-07,8.16,5.86,2.30,Compra
2010-07-08,8.17,6.33,1.84,Compra
2010-07-09,8.09,6.68,1.41,Compra
2010-07-12,7.93,6.93,1.00,Compra
2010-07-13,7.71,7.08,0.63,Compra
2010-07-14,7.46,7.16,0.30,Compra
2010-07-15,7.17,7.16,0.01,Compra
2010-07-16,6.87,7.10,-0.23,Venda
2010-07-19,6.55,6.99,-0.44,Venda
2010-07-20,6.23,6.84,-0.61,Venda
2010-07-21,5.90,6.65,-0.75,Venda
2010-07-22,5.58,6.44,-0.86,Venda
2010-07-23,5.27,6.20,-0.93,Venda
2010-07-26,4.96,5.96,-1.00,Venda
2010-07-27,4.66,5.70,-1.04,Venda
2010-07-28,4.38,5.43,-1.05,Venda
2010-07-29,4.10,5.17,-1.07,Venda
2010-07-30,3.84,4.90,-1.06,Venda
2010-08-02,3.59,4.64,-1.05,Venda
2010-08-03,36.19,10.95,25.24,Compra
2010-08-04,61.32,21.02,40.30,Compra
2010-08-05,80.31,32.88,47.43,Compra
2010-08-06,94.27,45.16,49.11,Compra
2010-08-09,104.13,56.95,47.18,Compra
2010-08-10,110.67,67.70,42.97,Compra
2010-08-11,114.54,77.07,37.47,Compra
2010-08-12,116.26,84.90,31.36,Compra
2010-08-13,102.21,88.37,13.84,Compra
2010-08-16,90.04,88.70,1.34,Compra
2010-08-17,79.48,86.86,-7.38,Venda
2010-08-18,70.30,83.54,-13.24,Venda
2010-08-19,62.31,79.30,-16.99,Venda
2010-08-20,55.33,74.50,-19.17,Venda
2010-08-23,49.24,69.45,-20.21,Venda
2010-08-24,43.90,64.34,-20.44,Venda
2010-08-25,27.50,56.97,-29.47,Venda
2010-08-26,14.33,48.44,-34.11,Venda
2010-08-27,3.85,39.53,-35.68,Venda
2010-08-30,-4.41,30.74,-35.15,Venda
2010-08-31,0.90,24.77,-23.87,Venda
2010-09-01,5.05,20.83,-15.78,Venda
2010-09-02,8.25,18.31,-10.06,Venda
2010-09-03,20.04,18.66,1.38,Compra
2010-09-07,29.04,20.73,8.31,Compra
2010-09-08,38.12,24.21,13.91,Compra
2010-09-09,49.48,29.26,20.22,Compra
2010-09-10,67.20,36.85,30.35,Compra
2010-09-13,87.35,46.95,40.40,Compra
2010-09-14,95.11,56.58,38.53,Compra
2010-09-15,93.07,63.88,29.19,Compra
2010-09-16,92.76,69.66,23.10,Compra
2010-09-17,96.14,74.95,21.19,Compra
2010-09-20,114.12,82.79,31.33,Compra
2010-09-21,124.56,91.14,33.42,Compra
2010-09-22,133.66,99.64,34.02,Compra
2010-09-23,132.23,106.16,26.07,Compra
2010-09-24,129.61,110.85,18.76,Compra
2010-09-27,126.07,113.90,12.17,Compra
2010-09-28,121.87,115.49,6.38,Compra
2010-09-29,119.53,116.30,3.23,Compra
2010-09-30,121.03,117.24,3.79,Compra
2010-10-01,120.82,117.96,2.86,Compra
2010-10-04,114.59,117.29,-2.70,Venda
2010-10-05,108.41,115.51,-7.10,Venda
2010-10-06,104.67,113.34,-8.67,Venda
2010-10-07,102.89,111.25,-8.36,Venda
2010-10-08,95.64,108.13,-12.49,Venda
2010-10-11,88.87,104.28,-15.41,Venda
2010-10-12,84.89,100.40,-15.51,Venda
2010-10-13,85.50,97.42,-11.92,Venda
2010-10-14,101.42,98.22,3.20,Compra
2010-10-15,110.39,100.65,9.74,Compra
2010-10-18,116.16,103.76,12.40,Compra
2010-10-19,117.02,106.41,10.61,Compra
2010-10-20,153.88,115.90,37.98,Compra
2010-10-21,190.38,130.80,59.58,Compra
2010-10-22,223.85,149.41,74.44,Compra
2010-10-25,249.87,169.50,80.37,Compra
2010-10-26,269.75,189.55,80.20,Compra
2010-10-27,279.90,207.62,72.28,Compra
2010-10-28,287.02,223.50,63.52,Compra
2010-10-29,305.73,239.95,65.78,Compra
2010-11-01,305.19,253.00,52.19,Compra
2010-11-02,298.94,262.18,36.76,Compra
2010-11-03,292.98,268.34,24.64,Compra
2010-11-04,306.08,275.89,30.19,Compra
2010-11-05,343.35,289.38,53.97,Compra
2010-11-08,382.70,308.05,74.65,Compra
2010-11-09,413.87,329.21,84.66,Compra
2010-11-10,424.18,348.20,75.98,Compra
2010-11-11,408.67,360.30,48.37,Compra
2010-11-12,387.17,365.67,21.50,Compra
2010-11-15,370.60,366.66,3.94,Compra
2010-11-16,325.25,358.38,-33.13,Venda
2010-11-17,311.82,349.06,-37.24,Venda
2010-11-18,300.08,339.27,-39.19,Venda
2010-11-19,296.85,330.78,-33.93,Venda
2010-11-22,288.59,322.35,-33.76,Venda
2010-11-23,278.83,313.64,-34.81,Venda
2010-11-24,256.28,302.17,-45.89,Venda
2010-11-26,242.72,290.28,-47.56,Venda
2010-11-29,236.37,279.50,-43.13,Venda
2010-11-30,235.74,270.75,-35.01,Venda
2010-12-01,241.94,264.99,-23.05,Venda
2010-12-02,241.70,260.33,-18.63,Venda
2010-12-03,234.06,255.07,-21.01,Venda
2010-12-06,230.10,250.08,-19.98,Venda
2010-12-07,236.10,247.28,-11.18,Venda
2010-12-08,214.66,240.76,-26.10,Venda
2010-12-09,221.21,236.85,-15.64,Venda
2010-12-10,266.04,242.69,23.35,Compra
2010-12-13,284.06,250.96,33.10,Compra
2010-12-14,292.59,259.29,33.30,Compra
2010-12-15,274.84,262.40,12.44,Compra
2010-12-16,278.90,265.70,13.20,Compra
2010-12-17,262.49,265.06,-2.57,Venda
2010-12-20,241.95,260.44,-18.49,Venda
2010-12-21,223.10,252.97,-29.87,Venda
2010-12-22,196.41,241.66,-45.25,Venda
2010-12-23,177.95,228.92,-50.97,Venda
2010-12-27,161.46,215.42,-53.96,Venda
2010-12-28,146.70,201.68,-54.98,Venda
2010-12-29,147.54,190.85,-43.31,Venda
2010-12-30,198.11,192.30,5.81,Compra
2010-12-31,237.81,201.40,36.41,Compra
2011-01-03,266.21,214.37,51.84,Compra
2011-01-04,254.94,222.48,32.46,Compra
2011-01-05,261.97,230.38,31.59,Compra
2011-01-06,231.65,230.63,1.02,Compra
2011-01-07,191.19,222.74,-31.55,Venda
2011-01-10,157.31,209.66,-52.35,Venda
2011-01-11,119.59,191.64,-72.05,Venda
2011-01-12,98.06,172.93,-74.87,Venda
2011-01-13,61.31,150.60,-89.29,Venda
2011-01-14,41.20,128.72,-87.52,Venda
2011-01-18,20.28,107.03,-86.75,Venda
2011-01-19,-1.03,85.42,-86.45,Venda
2011-01-20,-31.78,61.98,-93.76,Venda
2011-01-21,-57.86,38.01,-95.87,Venda
2011-01-24,-79.98,14.41,-94.39,Venda
2011-01-25,-79.98,-4.46,-75.52,Venda
2011-01-26,-74.38,-18.45,-55.93,Venda
2011-01-27,-80.87,-30.93,-49.94,Venda
2011-01-28,-87.38,-42.22,-45.16,Venda
2011-01-31,-89.14,-51.61,-37.53,Venda
2011-02-01,-101.22,-61.53,-39.69,Venda
2011-02-02,-88.43,-66.91,-21.52,Venda
2011-02-03,-89.13,-71.35,-17.78,Venda
2011-02-04,-79.28,-72.94,-6.34,Venda
2011-02-07,-75.35,-73.42,-1.93,Venda
2011-02-08,-57.34,-70.20,12.86,Compra
2011-02-09,-37.89,-63.74,25.85,Compra
2011-02-10,-15.18,-54.03,38.85,Compra
2011-02-11,9.82,-41.26,51.08,Compra
2011-02-14,17.57,-29.49,47.06,Compra
2011-02-15,28.14,-17.97,46.11,Compra
2011-02-16,31.40,-8.09,39.49,Compra
2011-02-17,19.53,-2.57,22.10,Compra
2011-02-18,19.38,1.82,17.56,Compra
2011-02-22,-9.09,-0.36,-8.73,Venda
2011-02-23,-26.61,-5.61,-21.00,Venda
2011-02-24,-47.07,-13.90,-33.17,Venda
2011-02-25,-53.18,-21.76,-31.42,Venda
2011-02-28,-55.01,-28.41,-26.60,Venda
2011-03-01,-58.17,-34.36,-23.81,Venda
2011-03-02,-59.98,-39.48,-20.50,Venda
2011-03-03,-60.71,-43.73,-16.98,Venda
2011-03-04,-60.60,-47.10,-13.50,Venda
2011-03-07,-71.54,-51.99,-19.55,Venda
2011-03-08,-81.65,-57.92,-23.73,Venda
2011-03-09,-112.09,-68.76,-43.33,Venda
2011-03-10,-146.38,-84.28,-62.10,Venda
2011-03-11,-169.24,-101.27,-67.97,Venda
2011-03-14,-199.29,-120.88,-78.41,Venda
2011-03-15,-225.26,-141.75,-83.51,Venda
2011-03-16,-247.72,-162.95,-84.77,Venda
2011-03-17,-253.12,-180.98,-72.14,Venda
2011-03-18,-266.19,-198.02,-68.17,Venda
2011-03-21,-247.60,-207.94,-39.66,Venda
2011-03-22,-216.14,-209.58,-6.56,Venda
2011-03-23,-189.03,-205.47,16.44,Compra
2011-03-24,-172.67,-198.91,26.24,Compra
2011-03-25,-160.23,-191.17,30.94,Compra
2011-03-28,-118.17,-176.57,58.40,Compra
2011-03-29,-83.87,-158.03,74.16,Compra
2011-03-30,-63.08,-139.04,75.96,Compra
2011-03-31,-50.76,-121.39,70.63,Compra
2011-04-01,-59.29,-108.97,49.68,Compra
2011-04-04,-74.68,-102.11,27.43,Compra
2011-04-05,-81.20,-97.93,16.73,Compra
2011-04-06,-85.38,-95.42,10.04,Compra
2011-04-07,-68.92,-90.12,21.20,Compra
2011-04-08,-41.16,-80.33,39.17,Compra
2011-04-11,-37.71,-71.80,34.09,Compra
2011-04-12,-39.27,-65.30,26.03,Compra
2011-04-13,-47.08,-61.65,14.57,Compra
2011-04-14,-50.31,-59.38,9.07,Compra
2011-04-15,-52.28,-57.96,5.68,Compra
2011-04-18,-67.29,-59.83,-7.46,Venda
2011-04-19,-71.25,-62.11,-9.14,Venda
2011-04-20,-64.16,-62.52,-1.64,Venda
2011-04-21,-67.25,-63.47,-3.78,Venda
2011-04-25,-82.98,-67.37,-15.61,Venda
2011-04-26,-94.36,-72.77,-21.59,Venda
2011-04-27,-85.78,-75.37,-10.41,Venda
2011-04-28,-78.08,-75.91,-2.17,Venda
2011-04-29,-80.54,-76.84,-3.70,Venda
2011-05-02,-90.94,-79.66,-11.28,Venda
2011-05-03,-98.04,-83.33,-14.71,Venda
2011-05-04,-97.80,-86.23,-11.57,Venda
2011-05-05,-108.22,-90.63,-17.59,Venda
2011-05-06,-103.43,-93.19,-10.24,Venda
2011-05-09,-100.84,-94.72,-6.12,Venda
2011-05-10,-95.31,-94.84,-0.47,Venda
2011-05-11,-99.28,-95.72,-3.56,Venda
2011-05-12,-98.91,-96.36,-2.55,Venda
2011-05-13,-95.15,-96.12,0.97,Compra
2011-05-16,-105.19,-97.93,-7.26,Venda
2011-05-17,-114.21,-101.19,-13.02,Venda
2011-05-18,-127.00,-106.35,-20.65,Venda
2011-05-19,-135.58,-112.20,-23.38,Venda
2011-05-20,-143.10,-118.38,-24.72,Venda
2011-05-23,-147.36,-124.17,-23.19,Venda
2011-05-24,-149.02,-129.14,-19.88,Venda
2011-05-25,-148.63,-133.04,-15.59,Venda
2011-05-26,-134.89,-133.41,-1.48,Venda
2011-05-27,-127.29,-132.19,4.90,Compra
2011-05-31,-131.61,-132.07,0.46,Compra
2011-06-01,-135.83,-132.82,-3.01,Venda
2011-06-02,-137.60,-133.78,-3.82,Venda
2011-06-03,-137.41,-134.50,-2.91,Venda
2011-06-06,-135.70,-134.74,-0.96,Venda
2011-06-07,-130.47,-133.89,3.42,Compra
2011-06-08,-129.57,-133.03,3.46,Compra
2011-06-09,-127.39,-131.90,4.51,Compra
2011-06-10,-128.93,-131.30,2.37,Compra
2011-06-13,-126.31,-130.31,4.00,Compra
2011-06-14,-122.82,-128.81,5.99,Compra
2011-06-15,-123.38,-127.72,4.34,Compra
2011-06-16,-122.41,-126.66,4.25,Compra
2011-06-17,-113.22,-123.97,10.75,Compra
2011-06-20,-109.42,-121.06,11.64,Compra
2011-06-21,-114.58,-119.77,5.19,Compra
2011-06-22,-117.32,-119.28,1.96,Compra
2011-06-23,-118.12,-119.05,0.93,Compra
2011-06-24,-117.41,-118.72,1.31,Compra
2011-06-27,-115.51,-118.08,2.57,Compra
2011-06-28,-112.71,-117.00,4.29,Compra
2011-06-29,-106.88,-114.98,8.10,Compra
2011-06-30,-108.13,-113.61,5.48,Compra
2011-07-01,-107.88,-112.46,4.58,Compra
2011-07-05,-99.42,-109.85,10.43,Compra
2011-07-06,-91.66,-106.22,14.56,Compra
2011-07-07,-70.46,-99.06,28.60,Compra
2011-07-08,-48.36,-88.92,40.56,Compra
2011-07-11,-32.84,-77.71,44.87,Compra
2011-07-12,-29.68,-68.10,38.42,Compra
2011-07-13,-26.87,-59.86,32.99,Compra
2011-07-14,-24.37,-52.76,28.39,Compra
2011-07-15,-17.43,-45.69,28.26,Compra
2011-07-18,-2.42,-37.04,34.62,Compra
2011-07-19,21.09,-25.41,46.50,Compra
2011-07-20,32.24,-13.88,46.12,Compra
2011-07-21,42.95,-2.52,45.47,Compra
2011-07-22,46.16,7.22,38.94,Compra
2011-07-25,52.85,16.35,36.50,Compra
2011-07-26,59.82,25.04,34.78,Compra
2011-07-27,62.26,32.48,29.78,Compra
2011-07-28,51.74,36.34,15.40,Compra
2011-07-29,31.18,35.30,-4.12,Venda
2011-08-01,14.71,31.19,-16.48,Venda
2011-08-02,-7.74,23.40,-31.14,Venda
2011-08-03,-22.89,14.14,-37.03,Venda
2011-08-04,-25.12,6.29,-31.41,Venda
2011-08-05,-24.24,0.18,-24.42,Venda
2011-08-08,-44.38,-8.73,-35.65,Venda
2011-08-09,-52.62,-17.51,-35.11,Venda
2011-08-10,-49.09,-23.82,-25.27,Venda
2011-08-11,-45.77,-28.21,-17.56,Venda
2011-08-12,-42.64,-31.10,-11.54,Venda
2011-08-15,-23.29,-29.54,6.25,Compra
2011-08-16,-3.17,-24.26,21.09,Compra
2011-08-17,5.59,-18.29,23.88,Compra
2011-08-18,3.01,-14.03,17.04,Compra
2011-08-19,-8.43,-12.91,4.48,Compra
2011-08-22,-14.95,-13.32,-1.63,Venda
2011-08-23,-15.19,-13.69,-1.50,Venda
2011-08-24,-15.21,-14.00,-1.21,Venda
2011-08-25,-15.06,-14.21,-0.85,Venda
2011-08-26,-24.14,-16.20,-7.94,Venda
2011-08-29,-26.30,-18.22,-8.08,Venda
2011-08-30,-22.99,-19.17,-3.82,Venda
2011-08-31,-29.52,-21.24,-8.28,Venda
2011-09-01,-34.30,-23.85,-10.45,Venda
2011-09-02,-42.35,-27.55,-14.80,Venda
2011-09-06,-48.17,-31.68,-16.49,Venda
2011-09-07,-49.84,-35.31,-14.53,Venda
2011-09-08,-55.26,-39.30,-15.96,Venda
2011-09-09,-61.23,-43.69,-17.54,Venda
2011-09-12,-65.21,-47.99,-17.22,Venda
2011-09-13,-67.58,-51.91,-15.67,Venda
2011-09-14,-71.02,-55.73,-15.29,Venda
2011-09-15,-72.90,-59.16,-13.74,Venda
2011-09-16,-82.92,-63.92,-19.00,Venda
2011-09-19,-94.52,-70.04,-24.48,Venda
2011-09-20,-88.46,-73.72,-14.74,Venda
2011-09-21,-94.43,-77.86,-16.57,Venda
2011-09-22,-98.03,-81.90,-16.13,Venda
2011-09-23,-116.16,-88.75,-27.41,Venda
2011-09-26,-129.03,-96.81,-32.22,Venda
2011-09-27,-135.30,-104.50,-30.80,Venda
2011-09-28,-138.67,-111.34,-27.33,Venda
2011-09-29,-137.39,-116.55,-20.84,Venda
2011-09-30,-134.81,-120.20,-14.61,Venda
2011-10-03,-131.26,-122.41,-8.85,Venda
2011-10-04,-145.75,-127.08,-18.67,Venda
2011-10-05,-131.98,-128.06,-3.92,Venda
2011-10-06,-119.69,-126.39,6.70,Compra
2011-10-07,-106.35,-122.38,16.03,Compra
2011-10-10,-94.69,-116.84,22.15,Compra
2011-10-11,-84.48,-110.37,25.89,Compra
2011-10-12,-75.51,-103.40,27.89,Compra
2011-10-13,-81.70,-99.06,17.36,Compra
2011-10-14,-85.61,-96.37,10.76,Compra
2011-10-17,-75.98,-92.29,16.31,Compra
2011-10-18,-62.87,-86.41,23.54,Compra
