Date,MACD_Line,MACD_Signal,MACD_Histogram,MACD_Sinal
2026-05-01,0.00,0.00,0.00,Neutro
2026-05-04,0.02,0.00,0.02,Compra
2026-05-05,0.19,0.04,0.15,Compra
2026-05-06,0.47,0.13,0.34,Compra
2026-05-07,0.52,0.21,0.31,Compra
2026-05-08,0.76,0.32,0.44,Compra
2026-05-11,1.02,0.46,0.56,Compra
2026-05-12,1.09,0.58,0.51,Compra
2026-05-13,1.18,0.70,0.48,Compra
2026-05-14,1.28,0.82,0.46,Compra
2026-05-15,1.29,0.91,0.38,Compra
2026-05-18,1.09,0.95,0.14,Compra
2026-05-19,0.86,0.93,-0.07,Venda
2026-05-20,0.83,0.91,-0.08,Venda
2026-05-21,0.81,0.89,-0.08,Venda
2026-05-22,0.82,0.88,-0.06,Venda
2026-05-26,1.02,0.91,0.11,Compra
2026-05-27,1.09,0.94,0.15,Compra
2026-05-28,1.15,0.98,0.17,Compra
2026-05-29,1.19,1.02,0.17,Compra
2026-06-01,1.27,1.07,0.20,Compra
2026-06-02,1.61,1.18,0.43,Compra
2026-06-03,1.97,1.34,0.63,Compra
