Date,Open,Close,Change_Pct
2015-01-02,1184.000000,1186.000000,0.170000
2015-01-05,1180.300000,1203.900000,2.000000
2015-01-06,1203.500000,1219.300000,1.310000
2015-01-07,1219.200000,1210.600000,-0.710000
2015-01-08,1207.000000,1208.400000,0.120000
2015-01-09,1211.100000,1216.000000,0.400000
2015-01-12,1224.200000,1232.700000,0.690000
2015-01-13,1239.200000,1234.300000,-0.400000
2015-01-14,1229.600000,1234.400000,0.390000
2015-01-15,1231.500000,1264.700000,2.700000
2015-01-16,1256.100000,1276.900000,1.660000
2015-01-20,1278.900000,1294.200000,1.200000
2015-01-21,1295.200000,1293.700000,-0.120000
2015-01-22,1293.200000,1300.700000,0.580000
2015-01-23,1299.800000,1292.600000,-0.550000
2015-01-26,1289.500000,1279.400000,-0.780000
2015-01-27,1277.200000,1291.700000,1.140000
2015-01-28,1285.900000,1285.900000,0.000000
2015-01-29,1283.300000,1254.600000,-2.240000
2015-01-30,1258.000000,1278.500000,1.630000
2015-02-02,1284.100000,1276.200000,-0.620000
2015-02-03,1273.500000,1259.700000,-1.080000
2015-02-04,1262.000000,1263.800000,0.140000
2015-02-05,1271.800000,1262.000000,-0.770000
2015-02-06,1265.000000,1233.900000,-2.460000
2015-02-09,1237.500000,1240.800000,0.270000
2015-02-10,1237.500000,1231.600000,-0.480000
2015-02-11,1233.300000,1219.000000,-1.160000
2015-02-12,1217.900000,1220.100000,0.180000
2015-02-13,1222.200000,1226.500000,0.350000
2015-02-17,1227.700000,1208.100000,-1.600000
2015-02-18,1207.100000,1199.700000,-0.610000
2015-02-19,1216.500000,1207.100000,-0.770000
2015-02-20,1206.500000,1204.400000,-0.170000
2015-02-23,1201.300000,1200.300000,-0.080000
2015-02-24,1203.400000,1196.900000,-0.540000
2015-02-25,1204.300000,1201.000000,-0.270000
2015-02-26,1204.800000,1209.600000,0.400000
2015-02-27,1207.700000,1212.600000,0.410000
2015-03-02,1214.300000,1207.700000,-0.540000
2015-03-03,1201.500000,1204.000000,0.210000
2015-03-04,1204.800000,1200.600000,-0.350000
2015-03-05,1201.700000,1195.900000,-0.480000
2015-03-06,1195.000000,1164.100000,-2.590000
2015-03-09,1169.400000,1166.400000,-0.260000
2015-03-10,1166.400000,1160.100000,-0.540000
2015-03-11,1162.000000,1150.700000,-0.970000
2015-03-12,1155.400000,1152.100000,-0.290000
2015-03-13,1158.200000,1152.600000,-0.480000
2015-03-16,1159.700000,1153.300000,-0.550000
2015-03-17,1153.600000,1148.300000,-0.460000
2015-03-18,1148.700000,1151.400000,0.240000
2015-03-19,1171.600000,1169.100000,-0.210000
2015-03-20,1171.000000,1184.800000,1.180000
2015-03-23,1181.600000,1188.000000,0.540000
2015-03-24,1188.000000,1191.700000,0.310000
2015-03-25,1192.500000,1197.300000,0.400000
2015-03-26,1198.200000,1205.100000,0.580000
2015-03-27,1197.000000,1199.800000,0.230000
2015-03-30,1198.000000,1184.800000,-1.100000
2015-03-31,1185.800000,1183.100000,-0.230000
2015-04-01,1182.900000,1208.100000,2.130000
2015-04-02,1204.000000,1200.900000,-0.260000
2015-04-06,1209.900000,1218.600000,0.720000
2015-04-07,1214.800000,1210.600000,-0.350000
2015-04-08,1208.900000,1203.100000,-0.480000
2015-04-09,1201.700000,1193.600000,-0.670000
2015-04-10,1195.800000,1204.600000,0.740000
2015-04-13,1208.100000,1199.300000,-0.730000
2015-04-14,1198.800000,1192.800000,-0.500000
2015-04-15,1194.600000,1201.500000,0.580000
2015-04-16,1204.300000,1198.000000,-0.520000
2015-04-17,1200.200000,1202.900000,0.220000
2015-04-20,1205.700000,1193.500000,-1.010000
2015-04-21,1193.200000,1202.900000,0.810000
2015-04-22,1199.100000,1186.900000,-1.020000
2015-04-23,1187.200000,1194.400000,0.610000
2015-04-24,1192.300000,1175.200000,-1.430000
2015-04-27,1182.300000,1203.300000,1.780000
2015-04-28,1199.700000,1214.000000,1.190000
2015-04-29,1211.200000,1209.800000,-0.120000
2015-04-30,1203.100000,1182.400000,-1.720000
2015-05-01,1178.100000,1174.500000,-0.310000
2015-05-04,1177.500000,1186.800000,0.790000
2015-05-05,1187.500000,1193.200000,0.480000
2015-05-06,1194.500000,1190.300000,-0.350000
2015-05-07,1181.500000,1182.400000,0.080000
2015-05-08,1183.300000,1189.100000,0.490000
2015-05-11,1189.700000,1183.200000,-0.550000
2015-05-12,1194.600000,1192.600000,-0.170000
2015-05-13,1192.700000,1218.400000,2.150000
2015-05-14,1214.500000,1225.400000,0.900000
2015-05-15,1218.500000,1225.500000,0.570000
2015-05-18,1224.500000,1227.800000,0.270000
2015-05-19,1223.900000,1206.900000,-1.390000
2015-05-20,1205.100000,1208.900000,0.320000
2015-05-21,1204.500000,1204.400000,-0.010000
2015-05-22,1211.600000,1204.300000,-0.600000
2015-05-26,1193.600000,1187.200000,-0.540000
2015-05-27,1185.900000,1185.900000,0.000000
2015-05-28,1187.100000,1188.100000,0.080000
2015-05-29,1187.800000,1189.400000,0.130000
2015-06-01,1190.600000,1188.300000,-0.190000
2015-06-02,1189.000000,1194.100000,0.430000
2015-06-03,1193.900000,1184.700000,-0.770000
2015-06-04,1184.900000,1174.900000,-0.840000
2015-06-05,1176.400000,1167.800000,-0.730000
2015-06-08,1169.500000,1173.200000,0.320000
2015-06-09,1172.900000,1177.300000,0.380000
2015-06-10,1176.100000,1186.100000,0.850000
2015-06-11,1183.200000,1179.900000,-0.280000
2015-06-12,1180.400000,1178.800000,-0.140000
2015-06-15,1179.900000,1185.300000,0.460000
2015-06-16,1186.500000,1180.500000,-0.510000
2015-06-17,1177.600000,1176.400000,-0.100000
2015-06-18,1183.400000,1201.500000,1.530000
2015-06-19,1199.700000,1201.500000,0.150000
2015-06-22,1197.800000,1183.700000,-1.180000
2015-06-23,1183.800000,1176.200000,-0.640000
2015-06-24,1176.600000,1172.600000,-0.340000
2015-06-25,1175.800000,1171.500000,-0.370000
2015-06-26,1170.500000,1172.900000,0.210000
2015-06-29,1185.100000,1178.500000,-0.560000
2015-06-30,1176.300000,1171.500000,-0.410000
2015-07-01,1173.100000,1169.000000,-0.350000
2015-07-02,1166.400000,1163.000000,-0.290000
2015-07-06,1171.100000,1172.900000,0.150000
2015-07-07,1166.800000,1152.400000,-1.230000
2015-07-08,1152.600000,1163.300000,0.930000
2015-07-09,1154.800000,1159.000000,0.360000
2015-07-10,1160.100000,1157.700000,-0.210000
2015-07-13,1159.000000,1155.200000,-0.330000
2015-07-14,1157.200000,1153.300000,-0.340000
2015-07-15,1154.000000,1147.200000,-0.590000
2015-07-16,1146.200000,1143.800000,-0.210000
2015-07-17,1144.000000,1131.800000,-1.070000
2015-07-20,1130.400000,1106.700000,-2.100000
2015-07-21,1097.100000,1103.400000,0.570000
2015-07-22,1093.000000,1091.400000,-0.150000
2015-07-23,1097.400000,1094.000000,-0.310000
2015-07-24,1078.600000,1085.600000,0.650000
2015-07-27,1100.000000,1096.500000,-0.320000
2015-07-28,1097.200000,1096.300000,-0.080000
2015-07-29,1096.400000,1092.700000,-0.340000
2015-07-30,1096.100000,1088.400000,-0.700000
2015-07-31,1087.700000,1094.900000,0.660000
2015-08-03,1095.500000,1089.400000,-0.560000
2015-08-04,1085.100000,1090.700000,0.520000
2015-08-05,1086.500000,1085.700000,-0.070000
2015-08-06,1084.400000,1090.200000,0.530000
2015-08-07,1088.900000,1094.100000,0.480000
2015-08-10,1093.200000,1104.200000,1.010000
2015-08-11,1103.800000,1107.600000,0.340000
2015-08-12,1106.000000,1123.200000,1.560000
2015-08-13,1124.300000,1115.700000,-0.760000
2015-08-14,1113.900000,1112.900000,-0.090000
2015-08-17,1113.800000,1118.600000,0.430000
2015-08-18,1118.200000,1117.100000,-0.100000
2015-08-19,1117.000000,1128.100000,0.990000
2015-08-20,1132.800000,1153.000000,1.780000
2015-08-21,1154.100000,1159.600000,0.480000
2015-08-24,1164.000000,1153.400000,-0.910000
2015-08-25,1151.500000,1138.200000,-1.160000
2015-08-26,1139.200000,1124.600000,-1.280000
2015-08-27,1127.200000,1122.400000,-0.430000
2015-08-28,1125.300000,1133.100000,0.690000
2015-08-31,1131.100000,1131.600000,0.040000
2015-09-01,1133.500000,1138.700000,0.460000
2015-09-02,1137.300000,1132.500000,-0.420000
2015-09-03,1130.300000,1123.700000,-0.580000
2015-09-04,1123.400000,1120.600000,-0.250000
2015-09-08,1119.800000,1120.400000,0.050000
2015-09-09,1123.500000,1102.200000,-1.900000
2015-09-10,1107.300000,1109.500000,0.200000
2015-09-11,1110.800000,1103.500000,-0.660000
2015-09-14,1107.800000,1107.700000,-0.010000
2015-09-15,1104.500000,1102.800000,-0.150000
2015-09-16,1109.800000,1119.200000,0.850000
2015-09-17,1118.600000,1117.300000,-0.120000
2015-09-18,1128.300000,1138.100000,0.870000
2015-09-21,1137.600000,1133.100000,-0.400000
2015-09-22,1132.600000,1125.000000,-0.670000
2015-09-23,1128.600000,1131.600000,0.270000
2015-09-24,1133.000000,1153.800000,1.840000
2015-09-25,1149.800000,1146.000000,-0.330000
2015-09-28,1133.200000,1132.000000,-0.110000
2015-09-29,1132.200000,1127.100000,-0.450000
2015-09-30,1124.300000,1115.500000,-0.780000
2015-10-01,1115.200000,1114.200000,-0.090000
2015-10-02,1112.200000,1137.100000,2.240000
2015-10-05,1137.100000,1138.100000,0.090000
2015-10-06,1136.300000,1146.800000,0.920000
2015-10-07,1147.600000,1149.000000,0.120000
2015-10-08,1142.700000,1144.700000,0.180000
2015-10-09,1151.600000,1156.300000,0.410000
2015-10-12,1155.900000,1164.900000,0.780000
2015-10-13,1163.500000,1165.800000,0.200000
2015-10-14,1172.400000,1180.100000,0.660000
2015-10-15,1184.200000,1187.900000,0.310000
2015-10-16,1182.500000,1183.600000,0.090000
2015-10-19,1176.500000,1173.300000,-0.270000
2015-10-20,1168.700000,1178.000000,0.800000
2015-10-21,1175.900000,1167.600000,-0.710000
2015-10-22,1166.200000,1166.600000,0.030000
2015-10-23,1166.200000,1163.300000,-0.250000
2015-10-26,1165.100000,1167.000000,0.160000
2015-10-27,1164.500000,1166.800000,0.200000
2015-10-28,1175.100000,1177.100000,0.170000
2015-10-29,1158.000000,1147.200000,-0.930000
2015-10-30,1147.500000,1141.500000,-0.520000
2015-11-02,1137.900000,1135.800000,-0.180000
2015-11-03,1133.300000,1114.200000,-1.690000
2015-11-04,1119.000000,1106.500000,-1.120000
2015-11-05,1107.900000,1104.400000,-0.320000
2015-11-06,1105.200000,1087.600000,-1.590000
2015-11-09,1088.600000,1087.900000,-0.060000
2015-11-10,1090.100000,1088.200000,-0.170000
2015-11-11,1091.400000,1084.700000,-0.610000
2015-11-12,1086.000000,1080.800000,-0.480000
2015-11-13,1083.100000,1080.800000,-0.210000
2015-11-16,1092.000000,1083.700000,-0.760000
2015-11-17,1075.500000,1068.700000,-0.630000
2015-11-18,1064.000000,1068.800000,0.450000
2015-11-19,1077.400000,1078.000000,0.060000
2015-11-20,1082.900000,1076.400000,-0.600000
2015-11-23,1070.000000,1066.800000,-0.300000
2015-11-24,1073.200000,1074.300000,0.100000
2015-11-25,1070.200000,1070.500000,0.030000
2015-11-27,1070.700000,1056.200000,-1.350000
2015-11-30,1056.500000,1065.800000,0.880000
2015-12-01,1064.600000,1063.800000,-0.080000
2015-12-02,1068.700000,1054.200000,-1.360000
2015-12-03,1054.400000,1061.700000,0.690000
2015-12-04,1063.000000,1084.500000,2.020000
2015-12-07,1084.900000,1076.400000,-0.780000
2015-12-08,1071.000000,1076.300000,0.490000
2015-12-09,1075.100000,1077.600000,0.230000
2015-12-10,1073.000000,1073.100000,0.010000
2015-12-11,1067.800000,1076.900000,0.850000
2015-12-14,1074.000000,1064.700000,-0.870000
2015-12-15,1064.600000,1062.900000,-0.160000
2015-12-16,1064.800000,1078.000000,1.240000
2015-12-17,1072.600000,1050.800000,-2.030000
2015-12-18,1053.700000,1066.200000,1.190000
2015-12-21,1070.200000,1081.900000,1.090000
2015-12-22,1078.600000,1074.800000,-0.350000
2015-12-23,1074.500000,1069.400000,-0.470000
