Date,Open,Close,Change_Pct
2000-01-03,50.430000,51.070000,1.270000
2000-01-04,50.900000,50.730000,-0.330000
2000-01-05,50.750000,51.560000,1.600000
2000-01-06,51.900000,52.080000,0.350000
2000-01-07,52.080000,53.960000,3.610000
2000-01-10,53.850000,53.560000,-0.540000
2000-01-11,53.600000,54.180000,1.080000
2000-01-12,54.200000,53.720000,-0.890000
2000-01-13,53.900000,54.750000,1.580000
2000-01-14,54.920000,55.120000,0.360000
2000-01-18,55.000000,54.760000,-0.440000
2000-01-19,55.100000,57.750000,4.810000
2000-01-20,57.650000,57.440000,-0.360000
2000-01-21,57.850000,56.150000,-2.940000
2000-01-24,56.300000,56.350000,0.090000
2000-01-25,56.150000,57.860000,3.050000
2000-01-26,57.900000,57.420000,-0.830000
2000-01-27,57.400000,57.530000,0.230000
2000-01-28,57.500000,57.450000,-0.090000
2000-01-31,56.900000,57.860000,1.690000
2000-02-01,57.350000,57.130000,-0.380000
2000-02-02,57.250000,57.040000,-0.370000
2000-02-03,57.400000,56.090000,-2.280000
2000-02-04,55.900000,56.080000,0.320000
2000-02-07,55.850000,56.180000,0.590000
2000-02-08,55.500000,55.300000,-0.360000
2000-02-09,55.300000,55.800000,0.900000
2000-02-10,55.800000,57.540000,3.120000
2000-02-11,57.300000,56.970000,-0.580000
2000-02-14,56.750000,57.260000,0.900000
2000-02-15,57.000000,55.740000,-2.210000
2000-02-16,55.250000,55.400000,0.270000
2000-02-17,55.800000,55.470000,-0.590000
2000-02-18,55.950000,57.090000,2.040000
2000-02-22,57.500000,58.800000,2.260000
2000-02-23,57.900000,58.420000,0.900000
2000-02-24,58.100000,58.150000,0.090000
2000-02-25,58.700000,56.880000,-3.100000
2000-02-28,57.100000,57.580000,0.840000
2000-02-29,56.600000,56.600000,0.000000
2000-03-01,57.000000,59.500000,4.390000
2000-03-02,59.750000,58.650000,-1.840000
2000-03-03,59.050000,59.050000,0.000000
2000-03-06,59.750000,59.400000,-0.590000
2000-03-07,59.400000,59.650000,0.420000
2000-03-08,59.600000,60.500000,1.510000
2000-03-09,61.700000,61.010000,-1.120000
2000-03-10,62.910000,63.600000,1.100000
2000-03-13,63.000000,63.210000,0.330000
2000-03-14,63.000000,63.360000,0.570000
2000-03-15,63.850000,63.220000,-0.990000
2000-03-16,62.800000,62.540000,-0.410000
2000-03-17,62.700000,62.690000,-0.020000
2000-03-20,62.150000,61.140000,-1.630000
2000-03-21,60.770000,61.380000,1.000000
2000-03-22,60.900000,59.860000,-1.710000
2000-03-23,59.750000,59.040000,-1.190000
