Date,Dividends,Stock_Splits,Dividend_Yield,Dividend_Rate,Payout_Ratio,Dividend_1Y_Total,Dividend_1Y_Count,Last_Dividend,Ex_Dividend_Date
2025-06-30,0.3700,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2024-06-28,0.2900,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2023-06-29,0.4800,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2022-06-29,1.2500,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2021-06-29,0.2720,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2018-07-18,0.1000,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2017-07-27,0.2400,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2016-07-20,0.1300,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2015-06-24,0.3000,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2014-07-09,0.2700,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2013-07-17,0.2500,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2012-07-11,0.0630,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2011-07-06,0.2400,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2010-08-04,0.2500,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2009-06-18,0.3000,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2008-06-12,0.3500,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
2007-10-03,0.2000,1.0000,104.0000,0.2500,192.7100,0.0000,0,0.3700,2026-06-29
