Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
TSMX,,,,,51.36,,,,,484.0,,,
TSMZ,,,,,,,,,,504.0,,,
TSPY,,,,,26.33,,,,,1244.0,,,
TSSI,7.14,32.75,4.45,7.08,24.46,50.88,4.54,23.17,14301000.0,,2.81,-44.1,-33.3
TSUI,,,,,,,,,,,,,
TSYX,,,,,,,,,,,,,
TSYY,,,,,,,,,,27609.0,,,
TTAN,-13.44,-9.04,-5.08,-7.92,,39.26,3.98,-71.58,-80368000.0,,,24.6,
TTD,14.57,16.74,6.57,23.9,20.38,8.34,3.44,10.49,709745984.0,,0.6,11.8,-20.0
TTEC,-9.6,-100.97,3.65,8.57,,1.68,1.07,5.59,179920992.0,,5.41,-7.1,
TTEK,10.0,25.64,8.83,15.0,16.79,16.34,3.91,12.36,660544000.0,103.0,1.68,-4.9,1699.4
TTEQ,,,,,35.31,,,,,0.0,,,
TTGT,-113.65,-70.3,-1.48,15.61,,4.38,0.49,4.54,76319000.0,,1.77,2.1,
TTMI,6.29,11.4,4.86,14.14,116.49,39.48,12.05,51.89,438902016.0,,2.39,30.4,51.6
TTRX,0.0,-129.17,,0.0,,-39.93,29.22,-22.67,-7639614.0,,,,
TTWO,-4.48,-10.56,-0.53,11.85,,24.08,12.85,58.36,788499968.0,,3.75,6.1,
TUG,,,,,32.76,,,,,52.0,,,
TUGN,,,,,32.04,,,,,1059.0,,,
TULP,0.99,,,13.83,,,0.93,10.17,10002000.0,,8.31,16.0,
TUR,,,,,17.51,,,,,214.0,,,
TURB,-5.79,-54.75,-2.42,-2.26,,,8.24,-47.51,-450694.0,,,205.6,
TURF,,,,,20.31,,,,,,,,
TUSK,18.87,-22.05,-4.35,-24.44,,-14.57,0.56,-1.95,-13364000.0,,,89.4,
TVA,0.0,,-0.39,0.0,43.67,,-22.3,,,,,,
TVACU,0.0,,-0.39,0.0,,,-22.55,,,,,,
TVACW,0.0,,-0.39,0.0,,,-1.06,,,,,,
TVAI,0.0,,,0.0,41.24,,-8.12,,,,,,
TVAIR,0.0,,,0.0,,,-0.13,,,,,,
TVAIU,0.0,,,0.0,,,-34.58,,,,,,
TVGN,0.0,,-294.43,0.0,,,-2.24,-2.73,-21004800.0,,,,
TVGNW,0.0,,-294.43,0.0,,,-0.01,,-21004800.0,,,,
TVRD,0.0,,-68.64,0.0,,-0.84,1.57,0.07,-29350000.0,,,,
TVTX,-4.0,-69.38,-6.46,3.0,,11.53,52.39,327.32,16088000.0,,20.37,55.6,
TW,40.29,14.24,12.59,0.0,24.49,21.71,3.19,,,56.0,,21.2,39.1
TWAV,-158.05,-66.02,-24.01,0.0,,,0.53,,,,,13.7,
TWFG,3.13,16.16,7.77,23.95,37.59,19.03,4.31,6.16,64061000.0,,0.13,35.3,32.3
TWG,34.94,13.76,8.1,35.62,0.56,,0.11,14.38,3251826.0,,0.07,1326.4,
TWIN,7.32,16.11,2.34,7.84,11.91,19.44,1.73,13.03,28509000.0,72.0,2.35,19.0,
TWLV,0.0,,,0.0,166.67,,-37.74,,,,,,
TWLVR,0.0,,,0.0,,,-0.75,,,,,,
TWLVU,0.0,,,0.0,,,-38.11,,,,,,
TWST,-19.85,-18.16,-12.93,-26.82,,-111.35,11.61,-47.64,-109835000.0,,,19.3,
TXG,-3.55,-2.98,-4.48,-4.8,,159.35,5.11,-116.98,-30669000.0,,,-2.6,
TXMD,5.34,0.32,-2.95,-41.96,200.0,5.71,0.86,-14.61,-1407000.0,,,84.2,
TXN,29.11,32.35,12.16,46.99,52.12,31.79,16.51,33.0,8664999936.0,187.0,1.62,18.6,31.3
TXRH,6.85,28.92,8.99,11.57,28.75,23.53,7.81,18.1,701352000.0,167.0,1.5,12.8,10.0
TXUE,,,,,,,,,,98.0,,,
TXUG,,,,,,,,,,46.0,,,
TXXD,,,,,,,,,,,,,
TXXH,,,,,,,,,,,,,
TXXS,,,,,,,,,,,,,
TYGO,3.07,15.11,-2.52,-1.54,43.5,18.64,6.66,-111.46,-1696000.0,,,33.7,
TYRA,0.0,-36.87,-23.64,0.0,,-10.66,6.23,-9.9,-142368992.0,,,,
TZOO,4.32,,8.18,7.23,29.13,11.95,-14.51,17.12,6714000.0,,0.99,4.9,-12.1
UAE,,,,,8.82,,,,,409.0,,,
UAL,6.06,25.73,4.14,13.04,10.87,8.54,2.5,7.13,7885000192.0,,3.93,10.6,84.5
UBCP,24.14,12.15,0.92,0.0,11.63,9.81,1.28,,,487.0,,6.4,2.7
UBND,,,,,,,,,,476.0,,,
UBRL,,,,,,,,,,1517.0,,,
UBSI,40.96,9.34,1.52,0.0,12.69,11.94,1.15,,,336.0,,10.6,50.6
UBXG,-55.08,-46.59,-26.54,-53.38,,,0.23,0.11,-12833699.0,,,-32.6,
UCAR,-167.1,-26.4,-9.53,-136.55,,,0.02,-0.34,-56154000.0,,,-24.8,
UCFI,25.48,47.73,,43.03,30.62,,14.46,21.18,12378350.0,,0.32,20.8,
UCFIW,25.48,47.73,,43.03,,,0.26,,12378350.0,,0.32,20.8,
UCL,4.3,14.54,-0.3,2.97,10.1,2.1,1.49,4.23,2364000.0,,5.18,-10.1,
UCRD,,,,,,,,,,417.0,,,
UCTT,-9.38,-22.47,1.41,5.72,,28.35,7.96,46.75,118400000.0,,6.59,2.9,
UCYB,,,,,,,,,,149.0,,,
UECG,,,,,,,,,,,,,
UEIC,-5.54,-13.59,-0.76,2.57,,6.42,0.38,6.15,9124000.0,,3.64,-14.4,
UEVM,,,,,11.48,,,,,306.0,,,
UFCS,9.16,14.77,2.96,13.14,10.13,11.09,1.36,6.8,187260992.0,159.0,0.78,11.6,71.6
UFG,-0.66,-23.27,-3.5,-0.57,,17.5,2.7,-13.46,-1497854.0,,,84.3,
UFIV,,,,,,,,,,387.0,,,
UFO,,,,,21.77,,,,,25.0,,,
UFOX,,,,,29.62,,,,,36.0,,,
UFPI,4.31,8.41,5.12,8.05,18.31,15.28,1.55,8.79,498030016.0,171.0,0.73,-8.4,-31.4
UFPT,11.27,17.17,8.81,18.45,26.68,20.06,4.13,17.36,112361000.0,,1.39,4.1,1.4
UG,21.61,21.75,11.17,21.83,13.85,,2.94,10.49,2387053.0,694.0,0.0,15.8,46.0
UGRO,-122.8,-27.73,-8.49,-98.0,,-13.13,,-4.21,-17052084.0,,,,
UITB,,,,,,,,,,417.0,,,
UIVM,,,,,12.95,,,,,318.0,,,
UK,-144.88,-26.11,-9.02,-133.64,,,0.05,0.39,-34906000.0,,,,
ULBI,-4.37,-6.23,1.56,5.87,,6.84,0.79,13.11,11025000.0,,4.6,-6.5,
ULCC,-9.62,-92.42,-6.29,-15.33,,32.73,3.38,-10.54,-583000000.0,,,8.8,
ULH,-7.09,-18.46,1.74,12.67,,12.2,0.71,6.64,195563008.0,287.0,4.76,-3.9,
ULTA,9.35,47.45,15.33,14.87,17.21,14.43,7.24,11.55,1889405056.0,,1.22,11.1,15.5
ULTI,,,,,,,,,,,,,
ULVM,,,,,18.93,,,,,158.0,,,
UMBF,32.3,12.11,1.24,0.0,12.21,10.17,1.43,,,123.0,,49.0,176.9
UMBFO,32.3,12.11,1.24,0.0,,,0.27,,,730.0,,49.0,176.9
UMMA,,,,,26.26,,,,,95.0,,,
UNB,20.94,15.38,0.73,0.0,9.86,,1.41,,,586.0,,13.1,18.2
UNCY,0.0,-163.14,-40.56,0.0,,1.33,5.37,-5.36,-29931000.0,,,,
UNHG,,,,,,,,,,,,,
UNIT,41.74,,3.01,44.82,2.59,-16.21,7.23,9.85,1312499968.0,,8.47,236.0,
UNIY,,,,,,,,,,484.0,,,
UNTY,45.8,18.26,2.09,0.0,9.52,8.94,1.59,,,109.0,,16.1,23.9
UONE,-38.41,-148.68,0.93,9.85,,,1.08,13.11,35445000.0,,13.1,-15.8,
UONEK,-38.41,-148.68,0.93,9.85,,,0.87,12.98,35445000.0,,13.1,-15.8,
UPB,0.0,-41.83,-27.76,0.0,,-2.19,1.01,-0.29,-171768992.0,,,82.7,
UPBD,1.78,12.08,7.36,10.59,12.98,3.93,1.52,5.42,501675008.0,835.0,3.44,3.7,45.2
UPC,-20.56,-7.23,-2.66,-13.43,,,0.03,9.43,-2398488.0,,,-14.1,
UPGR,,,,,22.84,,,,,27.0,,,
UPLD,-7.07,-17.31,3.05,24.81,,0.62,-2.72,6.89,50097000.0,,4.6,-23.5,
UPSG,,,,,,,,,,,,,
UPST,4.21,7.01,1.77,8.43,76.73,9.19,4.11,45.64,98916000.0,,20.0,44.6,
UPWK,13.81,18.76,6.43,17.81,10.14,4.68,1.78,5.78,140783008.0,,2.7,1.4,-12.0
UPXI,0.0,,-126.53,0.0,1.58,-5.06,-1.08,-1.37,-217620336.0,,,44.2,
URBN,7.48,18.73,8.36,11.97,13.65,10.61,2.33,9.09,756270976.0,,1.59,11.4,12.1
URGN,-94.83,,-26.98,-76.8,,28.61,-13.78,-16.4,-107902000.0,,,151.6,
URNJ,,,,,,,,,,590.0,,,
UROY,8.03,1.29,0.43,4.57,97.0,206.26,1.56,115.38,2493000.0,,0.07,416400.0,
USAF,,,,,31.19,,,,,244.0,,,
USAR,0.0,-44.78,-4.27,0.0,,686.77,6.88,-46.61,-72241000.0,,,,
USAU,0.0,-55.99,-25.86,0.0,,-18.22,4.75,-12.89,-16633845.0,,,,
USCB,30.48,12.4,1.01,0.0,13.44,8.99,1.62,,,253.0,,14.7,34.2
USCL,,,,,28.25,,,,,107.0,,,
USDX,,,,,,,,,,381.0,,,
USEA,-4.85,-3.36,1.25,24.57,,-266.0,0.43,11.08,9330750.0,1504.0,9.62,2.5,
USEG,-231.43,-40.12,-15.77,-117.4,,16.42,1.4,-6.51,-7329000.0,,,-27.9,
USFI,,,,,,,,,,,,,
USGG,,,,,,,,,,,,,
USGO,0.0,-159.49,-86.0,0.0,,,14.48,-13.91,-7615496.0,,,,
USIG,,,,,,,,,,469.0,,,
USIN,,,,,,,,,,397.0,,,
USIO,-2.42,-11.61,-1.03,-0.24,,99.0,3.02,-237.42,-218110.0,,,15.7,
USLM,35.4,21.91,14.79,48.58,23.31,18.12,4.8,14.76,179428000.0,23.0,0.02,-3.7,-10.9
USMC,,,,,28.55,,,,,74.0,,,
USOI,,,,,,,,,,3973.0,,,
USOY,,,,,,,,,,6664.0,,,
USRD,,,,,32.64,,,,,36.0,,,
USSH,,,,,,,,,,355.0,,,
USTB,,,,,,,,,,458.0,,,
USVM,,,,,15.81,,,,,177.0,,,
USVN,,,,,,,,,,406.0,,,
USXF,,,,,28.66,,,,,82.0,,,
UTEN,,,,,,,,,,439.0,,,
UTHR,40.62,20.26,12.62,48.85,20.12,17.13,3.89,13.53,1548499968.0,,0.0,-1.6,-12.2
UTHY,,,,,,,,,,502.0,,,
UTMD,28.91,9.14,6.22,40.52,19.29,,1.74,7.92,15210000.0,189.0,0.01,-10.2,-11.0
UTRE,,,,,,,,,,380.0,,,
UTSI,-88.55,-19.45,-8.62,-93.0,,-13.75,0.55,1.58,-8350000.0,,,-15.8,
UTWO,,,,,,,,,,379.0,,,
UTWY,,,,,,,,,,507.0,,,
UUUG,,,,,,,,,,,,,
UVSP,29.5,10.29,1.18,0.0,12.92,11.4,1.28,,,214.0,,12.1,24.7
UXIN,0.0,,-39.4,0.0,,-32.08,-11.72,-0.97,-2736901888.0,,,112.9,
UYLD,,,,,,,,,,472.0,,,
UYSC,0.0,,,0.0,,,75.46,,,,,,
UYSCR,0.0,,,0.0,,,0.99,,,,,,
UYSCU,0.0,,,0.0,,,76.03,,,,,,
UZX,-144.52,-63.08,-16.93,-89.47,,,,-1.48,-4561226.0,,,-70.9,
VABK,34.55,11.34,1.22,0.0,12.09,,1.3,,,325.0,,3.6,16.9
VACH,0.0,,-0.87,0.0,81.5,,,,,,,,-91.1
VACHU,0.0,,-0.87,0.0,,,,,,,,,-91.1
VACHW,0.0,,-0.87,0.0,,,,,,,,,-91.1
VALG,,,,,,,,,,,,,
VALN,-88.3,-109.57,-14.54,-52.38,,5.19,5.41,-7.15,-81880496.0,,,-37.2,
VALU,65.05,21.29,2.06,17.76,15.02,,3.06,41.27,6008000.0,398.0,0.43,-7.7,14.8
VANI,0.0,-176.41,-44.69,0.0,,-3.4,5.29,-3.7,-27364000.0,,,,
VAVX,,,,,,,,,,,,,
VBCA,,,,,,,,,,,,,
VBCB,,,,,,,,,,,,,
VBCC,,,,,,,,,,,,,
VBCD,,,,,,,,,,,,,
VBCE,,,,,,,,,,,,,
VBCF,,,,,,,,,,,,,
VBCG,,,,,,,,,,,,,
VBCH,,,,,,,,,,,,,
VBCI,,,,,,,,,,,,,
VBCJ,,,,,,,,,,,,,
VBIL,,,,,,,,,,365.0,,,
VBIO,0.0,-182.22,-36.18,0.0,,,0.08,-0.95,-12147000.0,,,,
VBNB,,,,,,,,,,,,,
VBNK,22.04,5.62,0.53,0.0,28.76,10.01,1.54,,,38.0,,29.5,-11.5
VC,4.36,11.65,6.0,10.93,19.37,11.81,1.99,7.09,414000000.0,130.0,1.05,2.1,-53.3
VCEL,7.35,6.59,2.17,9.55,93.93,47.41,5.78,72.14,27897000.0,,3.41,30.1,
VCIG,19.43,6.05,3.15,19.67,0.01,,0.0,-0.74,27265496.0,,0.1,21.9,-83.8
VCIT,,,,,,,,,,475.0,,,
VCLT,,,,,,,,,,553.0,,,
VCRB,,,,,15.94,,,,,448.0,,,
VCSH,,,,,,,,,,443.0,,,
VCTR,25.79,21.7,12.16,50.2,19.38,11.12,2.29,8.55,740222976.0,232.0,1.37,76.7,38.5
VCYT,16.25,6.93,3.76,19.24,49.81,28.3,3.26,37.35,104212000.0,,0.38,21.5,288.9
VECO,3.53,2.73,1.37,7.46,196.95,24.58,5.17,90.89,48918000.0,,5.35,-5.4,
VEEA,0.0,,-42.38,0.0,,,-3.88,-1.38,-16551527.0,,,1165.0,
VEEAW,0.0,,-42.38,0.0,,,-0.79,,-16551527.0,,,1165.0,
VEEE,-59.92,-52.08,-23.23,-45.69,,,0.94,-0.1,-6932097.0,,,9.8,
VEFA,,,,,17.69,,,,,,,,
VELO,-105.7,-126.38,-34.24,-93.52,,,10.51,-13.07,-47197000.0,,,48.2,
VEON,11.63,36.67,8.93,39.7,6.9,6.23,2.44,3.98,1816000000.0,,2.99,17.1,1.6
VERA,0.0,-71.32,-38.9,0.0,,-10.05,5.48,-5.8,-382888000.0,,,,
VERI,-123.75,-349.36,-27.84,-64.59,,-10.34,2.69,-2.82,-58124000.0,,,-9.8,
VERU,0.0,-51.74,-46.42,0.0,,-3.09,1.4,-0.75,-28019146.0,,,,
VERX,-0.84,-2.88,0.46,2.04,,10.63,7.05,118.0,15630000.0,,22.4,11.1,
VFF,18.57,9.2,5.28,21.68,8.59,7.56,0.73,4.39,49116000.0,,0.82,26.6,
VFLO,,,,,18.58,,,,,120.0,,,
VFS,-113.19,,-30.67,-74.87,,-3.1,-0.0,,-72608989052928.0,,,41.7,
VFSWW,-113.19,,-30.67,-74.87,,,-0.0,,-72608989052928.0,,,41.7,
VGAS,0.0,-22.28,-11.79,0.0,,,1.0,-0.26,-12175000.0,,,,
VGASW,,,,,,,0.02,,,,,,
VGIT,,,,,,,,,,384.0,,,
VGLT,,,,,,,,,,458.0,,,
VGSH,,,,,,,,,,389.0,,,
VGSR,,,,,21.16,,,,,342.0,,,
VGUS,,,,,,,,,,362.0,,,
VHC,0.0,-68.46,-33.77,0.0,,6.74,2.31,-2.15,-19377000.0,,,,
VHCP,0.0,,,0.0,,,-57.2,,,,,,
VHCPU,0.0,,,0.0,,,-53.39,,,,,,
VHCPW,0.0,,,0.0,,,-2.51,,,,,,
VHUB,0.0,,-327.54,0.0,,,32.05,-3.0,-34549256.0,,,-86.4,
VIASP,5.05,31.51,13.88,17.83,21.85,,1.52,2.85,78467000.0,1049.0,1.34,10.2,
VIAV,-4.03,-7.0,3.57,16.36,,39.03,13.81,55.14,223500000.0,,5.09,42.8,-68.5
VICR,32.03,20.49,5.15,18.77,112.41,59.6,21.38,186.39,80070000.0,,0.09,20.2,701.4
VIGI,,,,,19.0,,,,,212.0,,,
VINP,25.95,13.72,4.76,30.04,12.44,8.09,1.6,2.58,305704992.0,659.0,3.41,17.1,73.3
VIOT,5.83,9.52,3.23,7.03,2.74,-13.7,0.25,-5.67,170680992.0,,0.69,-25.9,-62.3
VIR,0.0,-47.69,-24.79,0.0,,-4.37,1.85,-2.96,-451048992.0,,,,
VIRC,-0.48,-0.9,0.06,3.18,,3.51,0.95,21.12,6254000.0,162.0,6.2,-9.1,
VISN,347.73,13.06,1.35,18.78,18.38,9.59,0.61,0.99,378500000.0,,0.17,21.6,704.1
VITL,6.1,15.44,9.24,10.13,10.27,21.5,1.36,5.79,79484000.0,,0.68,15.4,
VIVK,-123.97,-150.66,-6.68,-5.26,,,0.05,-7.3,-4549392.0,,,-47.9,
VIVO,0.0,,-8.1,0.0,,,4.29,-10.25,-8267000.0,,,47.6,
VIVS,0.0,-51.07,-132.52,0.0,0.64,,0.66,0.05,-11221000.0,,,8.3,
VKTX,0.0,-70.04,-42.54,0.0,,-7.62,6.25,,,,,,
VLGEA,2.27,10.93,4.3,4.39,11.46,,1.21,7.74,105234000.0,238.0,3.04,1.6,-19.0
VLY,33.79,8.56,1.04,0.0,12.95,9.35,1.07,,,306.0,,23.8,58.1
VLYPN,33.79,8.56,1.04,0.0,,,1.92,,,803.0,,23.8,58.1
VLYPO,33.79,8.56,1.04,0.0,22.29,,1.85,,,795.0,,23.8,58.1
VLYPP,33.79,8.56,1.04,0.0,22.23,,1.84,,,809.0,,23.8,58.1
VMAR,-54.94,-185.95,-18.05,-23.74,,-0.03,0.08,-2.47,-10417902.0,,,19273.0,
VMBS,,,,,,,,,,416.0,,,
VMD,5.2,10.89,8.32,19.06,29.57,27.35,2.94,7.76,54623000.0,,0.23,27.5,0.0
VMET,58.44,11.15,10.91,121.82,37.45,,3.35,19.3,67337000.0,,0.67,593.9,573.4
VNCE,2.97,21.28,3.15,4.51,9.8,9.53,1.76,15.74,13792000.0,,9.41,10.5,
VNDA,-109.99,-60.48,-18.81,-69.78,,29.75,1.07,-1.11,-151976992.0,,,3.4,
VNET,-5.25,-4.07,1.11,29.74,,41.67,3.67,9.62,3091132928.0,,9.76,19.8,
VNME,0.0,,,0.0,,,636.87,,,,,,
VNMEU,0.0,,,0.0,,,642.5,,,,,,
VNMEW,0.0,,,0.0,,,18.75,,,,,,
VNOM,-2.92,-1.84,5.17,95.18,,17.56,1.66,10.19,1502000000.0,529.0,1.07,109.1,-14.5
VNQI,,,,,12.28,,,,,467.0,,,
VOD,-0.98,0.11,1.52,22.12,,8.73,1.11,12.12,8947999744.0,394.0,6.08,,
VOLT,,,,,35.99,,,,,23.0,,,
VONE,,,,,25.96,,,,,99.0,,,
VONG,,,,,31.35,,,,,42.0,,,
VONV,,,,,22.18,,,,,164.0,,,
VOR,0.0,,-69.76,0.0,,-3.97,-5.35,-0.93,-341715008.0,,,,
VOTE,,,,,26.68,,,,,89.0,,,
VOXR,102.5,34.88,20.16,141.48,11.22,18.7,2.61,7.83,42414468.0,119.0,0.0,498.3,
VPLS,,,,,15.87,,,,,453.0,,,
VRA,-7.02,-14.09,-3.71,-2.58,,-128.0,0.82,-22.9,-7074000.0,,,7.8,
VRAX,0.0,-83.82,-48.4,0.0,,-0.65,0.19,0.38,-5556497.0,,,-67.5,
VRCA,-47.97,,-20.88,-35.14,,-4.54,6.04,-5.97,-13058000.0,,,46.1,
VRDN,0.0,-58.14,-33.25,0.0,,-6.88,3.51,-3.13,-385233984.0,,,95.8,
VREX,-9.64,-15.68,3.2,10.46,,9.89,0.92,8.36,89700000.0,,4.25,1.5,
VRIG,,,,,,,,,,480.0,,,
VRM,-31.52,-48.31,-0.1,1.23,,-0.05,0.45,326.67,2594000.0,,298.68,-10.6,
VRME,-36.55,-40.07,-5.96,-4.11,,15.88,0.8,-9.87,-564000.0,,,-60.2,
VRNS,-19.75,-31.75,-5.69,-19.97,,91.65,8.87,-28.5,-131850000.0,,,26.9,
VRRM,13.38,45.85,9.18,36.55,5.37,4.28,2.31,4.79,357996000.0,,3.08,0.1,-15.0
VRSK,29.34,,18.0,48.61,26.68,20.13,78.26,17.9,1508099968.0,114.0,3.07,3.9,4.8
VRSN,49.96,,52.07,69.64,27.32,23.6,-10.18,20.25,1172099968.0,131.0,1.53,6.6,11.4
VRTL,,,,,,,,,,0.0,,,
VRTX,35.51,24.2,12.14,40.77,27.78,21.82,6.15,22.81,4981199872.0,,0.4,7.8,61.4
VS,-75.63,-92.05,-51.49,0.0,,-0.71,0.59,,,,,-91.3,
VSA,165436.87,,-11.44,0.0,,,0.06,3.35,-15149000.0,,,,
VSAT,-0.73,0.08,0.44,30.63,,158.38,1.9,9.84,1421490048.0,,4.88,2.1,
VSDA,,,,,20.34,,,,,260.0,,,
VSEC,4.21,3.77,3.4,15.24,74.19,37.26,3.47,28.66,180004992.0,19.0,2.24,26.8,
VSECU,4.21,3.77,3.4,15.24,19.14,,0.9,3.97,180004992.0,,2.24,26.8,
VSEE,-92.37,-945.7,-34.9,-56.3,,,-0.37,-0.83,-8138712.0,,,-4.9,
VSEEW,-92.37,-945.7,-34.9,-56.3,,,-0.11,,-8138712.0,,,-4.9,
VSME,-114.49,-317.93,-48.64,-85.26,,,1.51,-1.27,-6412955.0,,,0.9,
VSMV,,,,,19.93,,,,,131.0,,,
VSNT,12.73,8.92,,33.51,6.31,4.73,0.53,3.23,2235000064.0,396.0,1.32,-1.1,-21.8
VSOL,,,,,,,,,,,,,
VSTD,-23.83,-122.18,-13.16,-20.29,,,0.5,-5.07,-2821511.0,,,10.9,
VSTL,,,,,,,,,,,,,
VSTM,0.0,-786.15,-59.4,0.0,,-3.63,5.72,-1.61,-169855008.0,,,,
VTC,,,,,,,,,,491.0,,,
VTGN,0.0,-131.59,-67.84,0.0,,-0.57,0.7,0.26,-71927000.0,,,,
VTHR,,,,,25.71,,,,,100.0,,,
VTIP,,,,,,,,,,359.0,,,
VTIX,-213.37,,,-163.07,,-4.53,-34.9,-15.35,-7273354.0,,,-23.8,
VTRS,-2.04,-1.96,2.31,28.33,,5.91,1.23,7.41,4125199872.0,305.0,3.54,8.1,
VTSI,-12.47,-5.11,-2.17,-1.83,,7.56,0.81,-77.7,-342494.0,,,-51.5,
VTVT,6.11,-1.47,-2.91,-8.24,,-9.08,6.8,-112.15,-3034000.0,,,,
VTWG,,,,,24.99,,,,,58.0,,,
VTWO,,,,,19.69,,,,,107.0,,,
VTWV,,,,,16.23,,,,,157.0,,,
VUZI,0.0,-91.88,-51.94,0.0,,-7.33,10.13,-8.83,-27949720.0,,,-12.0,
VVOS,-127.7,-1599.81,-77.74,-107.34,,-0.56,1.52,-0.79,-21005000.0,,,70.5,
VWAV,0.0,,,0.0,,,25.11,,,,,,
VWAVW,0.0,,,0.0,,,4.03,,,,,,
VWOB,,,,,,,,,,582.0,,,
VXUS,,,,,17.71,,,,,266.0,,,
VYGR,0.0,-52.26,-27.05,0.0,,-2.35,1.28,-0.97,-119943000.0,,,-59.9,
VYMI,,,,,13.87,,,,,342.0,,,
VYNE,0.0,-63.16,-37.01,0.0,,-0.39,0.88,0.13,-24345000.0,,,-57.4,
WABC,44.3,12.46,1.9,0.0,13.09,13.69,1.57,,,316.0,,-6.7,-3.0
WABF,,,,,,,,,,480.0,,,
WAFD,33.6,8.39,0.91,0.0,12.22,10.93,1.03,,,290.0,,9.2,26.4
WAFDP,33.6,8.39,0.91,0.0,6.03,,0.46,,,739.0,,9.2,26.4
WAFU,-1.33,1.28,0.66,3.68,,,0.68,-2.06,237290.0,,2.96,9.3,
WAI,-298.83,-72.75,-40.46,0.0,,,0.02,0.35,-24159426.0,,,,
WALD,-84.45,-40.33,-4.72,-2.12,,-2.01,0.41,-60.05,-5782000.0,,,-1.7,
WALDW,-84.45,-40.33,-4.72,-2.12,,,0.01,,-5782000.0,,,-1.7,
WAMA,,,,,26.69,,,,,,,,
WARP,,,,,,,,,,,,,
WASH,24.4,9.86,0.81,0.0,13.0,10.42,1.25,,,629.0,,-7.0,4.8
WATT,-94.19,-30.17,-17.41,-96.62,,30.37,4.33,-12.33,-8086000.0,,,798.5,
WAVE,0.0,-62.6,-21.24,0.0,,-9.6,9.09,-16.88,-2823000.0,,,,
WAY,10.9,3.57,3.31,35.79,27.48,9.97,0.9,11.73,413980992.0,,3.59,22.4,37.5
WB,21.15,10.44,4.2,29.45,5.12,4.96,0.46,2.09,524761760.0,832.0,3.55,6.2,-65.9
WBD,-4.67,-4.96,1.39,20.38,,707.37,2.07,12.88,7584000000.0,,4.28,-1.0,
WBTN,-24.17,-25.84,-1.61,-0.88,,33.88,1.23,-79.98,-12117000.0,,,-1.5,
WBUY,-45.31,-109.82,-21.03,-30.14,,,1.79,-0.33,-5677292.0,,,,
WCBR,,,,,25.09,,,,,0.0,,,
WCLD,,,,,23.86,,,,,0.0,,,
WCT,0.0,-91.17,-38.92,0.0,,,0.33,-0.23,-6283938.0,,,-87.9,
WDAF,,,,,,,,,,,,,
WDAY,8.6,10.86,4.34,15.34,35.87,9.11,3.82,18.45,1512000000.0,,2.52,13.5,248.0
WDC,55.29,85.92,14.65,33.35,40.16,37.15,32.07,58.47,3928000000.0,9.0,0.44,45.5,482.9
WDFC,12.57,31.3,14.07,17.84,38.64,35.67,11.38,27.46,113541000.0,180.0,0.98,10.7,-31.5
WDGF,,,,,,,,,,,,,
WEEI,,,,,20.8,,,,,1163.0,,,
WEN,6.77,120.88,4.1,21.84,8.12,9.76,10.14,10.45,479175008.0,895.0,8.59,3.3,-37.2
WENN,0.0,,,0.0,31.18,,-27.74,,,,,,
WENNU,0.0,,,0.0,,,-28.52,,,,,,
WENNW,0.0,,,0.0,,,-1.05,,,,,,
WERN,-0.28,-1.21,1.56,12.07,,20.47,1.8,9.36,370567008.0,137.0,2.81,13.6,
WEST,-5.59,-23.98,-0.86,3.52,,50.44,-477.89,40.19,45133000.0,,15.13,44.4,
WETH,18.34,6.25,4.93,24.07,1.72,,0.11,-9.51,11108860.0,,0.03,6.7,52.4
WETO,-75.88,-60.52,-19.31,-66.22,,,2.08,-2.11,-18393724.0,,,-45.0,
WEYS,8.57,9.61,6.23,11.82,15.16,25.93,1.48,8.36,32645000.0,290.0,0.3,-0.0,12.3
WFCF,6.39,17.0,5.99,7.98,38.74,24.51,6.53,29.14,1993000.0,,0.42,1.7,205.9
WFF,-64.42,-126.76,-9.38,-15.58,,,3.03,-10.76,-1153725.0,,,55.2,
WFRD,9.49,30.78,8.74,20.18,13.99,11.75,3.66,7.16,984000000.0,123.0,1.66,-3.4,44.7
WGMI,,,,,27.16,,,,,0.0,,,
WGRX,0.0,,-79.18,0.0,,,-25.37,-0.69,-53096984.0,,,-85.6,
WGS,-17.58,-30.42,-4.37,-1.77,,47.17,5.51,-219.34,-7850000.0,,,17.4,
WGSWW,-17.58,-30.42,-4.37,-1.77,,,0.0,,-7850000.0,,,17.4,
WHF,13.46,3.53,4.62,0.0,16.15,6.63,0.57,,,1511.0,,-15.6,
WHFCL,,,,,,,,,,,,,
WHLR,5.92,11.8,3.38,53.28,,-1.41,-0.05,10.96,52783000.0,,8.89,-1.4,
WHLRD,5.92,11.8,3.38,53.28,,-21.59,-0.66,11.13,52783000.0,,8.89,-1.4,
WHLRL,5.92,11.8,3.38,53.28,,,-1.37,11.33,52783000.0,,8.89,-1.4,
WHLRP,5.92,11.8,3.38,53.28,,,-0.16,10.99,52783000.0,,8.89,-1.4,
WHWK,0.0,-68.54,-42.46,0.0,,-3.57,1.51,-0.76,-122681000.0,,,,
