Symbol,Market_Cap_Atual
DEFT,201644164.28
DEMZ,0.0
DERM,144281464.9
DETX,22631764.0
DEVS,5260154.1
DFDV,84632156.05
DFDVW,0.0
DFGP,0.0
DFGX,0.0
DFLI,23323918.8
DFLIW,0.0
DFNS,18018170.44
DFNSW,0.0
DFSC,6499220.76
DFSCW,0.0
DFTX,3946036208.94
DGCB,0.0
DGICA,569972915.08
DGICB,111647035.5
DGII,2592026181.25
DGLO,0.0
DGNX,25608828.08
DGRE,0.0
DGRS,0.0
DGRW,0.0
DGXX,607627937.28
DH,78087936.12
DHC,2212857303.64
DHCNI,0.0
DHCNL,0.0
DIBS,158647464.39
DIME,0.0
DINE,0.0
DIOD,5149485786.72
DIVD,0.0
DJCO,739836714.0
DJT,2182396164.64
DJTWW,0.0
DKI,8155466.55
DKNG,12477639747.55
DKNX,0.0
DLHC,80001553.2
DLLL,0.0
DLO,2163134447.55
DLPN,15230207.07
DLTH,143400785.94
DLTR,21794520025.08
DLXY,3084820.0
DMAA,258306354.32
DMAAR,2040000.0
DMAAU,309508554.0
DMAC,338387406.6
DMII,642096000.0
DMIIR,0.0
DMIIU,0.0
DMLP,1264775344.5
DMRA,1412030270.36
DMRC,184646853.7
DMXF,0.0
DNLI,3931240185.49
DNMX,201451250.0
DNMXU,0.0
DNMXW,0.0
DNNG,0.0
DNTH,4784935374.49
DNUT,594780000.0
DOCU,8147606423.36
DOGZ,6094656.96
DOMH,68519756.43
DOMO,93826664.96
DOO,2302387205.04
DORM,3829479410.35
DOX,5557685400.0
DOYU,136408442.68
DPRO,198799025.04
DPZ,9414107066.1
DRCT,1984517.69
DRDB,242190000.0
DRDBU,282133686.0
DRDBW,
DRH,2515234269.3
DRIO,43801264.02
DRIV,0.0
DRMA,4947235.89
DRMAW,0.0
DRNZ,0.0
DRS,12201697859.38
DRTS,885193584.8
DRTSW,0.0
DRUG,639059532.93
DRVN,2053701751.8
DSAC,258134250.0
DSACU,0.0
DSACW,0.0
DSGN,858158822.76
DSGR,1279606070.5
DSGX,5802125896.17
DSP,222040719.54
DSWL,58457679.52
DSY,3968437.41
DSYWW,0.0
DTCR,0.0
DTCX,85910713.46
DTI,77657397.74
DTIL,179325616.65
DTSQ,41356589.88
DTSQR,0.0
DTSQU,87380818.0
DTSS,5093250.87
DTST,7389940.58
DUKH,16777801883.52
DUKR,21470255.1
DUKRW,0.0
DUKX,0.0
DUO,31208720.04
DUOG,0.0
DUOL,5318535251.7
DUOT,379785539.64
DUSG,0.0
DVAL,0.0
DVGR,1349720862.07
DVIN,0.0
DVLT,316557938.15
DVLU,0.0
DVOL,0.0
DVQQ,0.0
DVRE,0.0
DVSP,0.0
DVUT,0.0
DVXB,0.0
DVXC,0.0
DVXE,0.0
DVXF,0.0
DVXK,0.0
DVXP,0.0
DVXV,0.0
DVXY,0.0
DVY,27234279000.0
DWAS,0.0
DWAW,0.0
DWSH,0.0
DWSN,141911478.8
DWTX,52125807.15
DWUS,0.0
DXCM,26594365574.84
DXLG,38138433.48
DXPE,2566129136.0
DXR,59199591.36
DXST,3424018.36
DYAI,29515349.43
DYFI,0.0
DYN,3349257506.96
DYNB,0.0
DYNC,179114000.0
DYNCU,0.0
DYNCW,0.0
DYOR,173362500.0
DYORU,202600000.0
DYORW,0.0
DYTA,0.0
EA,51032942023.68
EART,0.0
EASY,0.0
EBAY,48382680000.0
EBC,4510280211.18
EBI,0.0
EBIZ,0.0
EBMT,189178986.25
EBON,11201624.88
ECBK,176217416.1
ECOR,69269153.45
ECOW,0.0
ECPG,1841731390.8
ECX,385363928.2
ECXWW,0.0
EDBL,1917734.4
EDBLW,0.0
EDHL,8048108.25
EDIT,423554672.88
EDRY,67002879.46
EDSA,73550004.96
EDTK,15292272.96
EDUC,13022386.92
EEE,0.0
EEFT,2452416804.54
EEIQ,5598518.2
EEMA,876736000.0
EFAS,0.0
EFOI,18789204.9
EFRA,0.0
EFSC,2366004009.35
EFSCP,0.0
EFSI,231649692.8
EFTY,226952200.0
EGAN,181170534.6
EGHA,159960000.0
EGHAR,0.0
EGHAU,0.0
EGHT,234375016.54
EH,366158533.0
EHGO,6626436.0
EHLD,22251258.5
EHLS,0.0
EHTH,50150808.44
EIKN,514858352.28
EJH,5280254.1
EKG,0.0
ELAB,5997751.32
ELBM,59031325.36
ELDN,304891900.85
ELE,1011457401.3
ELFY,0.0
ELIL,0.0
ELMT,553128472.35
ELOG,11677120.0
ELPW,3121679.71
ELSE,27093684.41
ELTK,63502365.15
ELTX,78443792.91
ELUT,45534483.08
ELVA,493094500.8
ELVN,3471900408.0
ELVR,1399505094.15
ELWT,39917369.88
EMAT,4224650946.24
EMB,0.0
EMBC,185695629.01
EMCB,0.0
EMEM,0.0
EMEQ,0.0
EMIF,0.0
EMIS,121216375.0
EMISR,0.0
EML,139193495.12
EMPD,100353096.27
EMPG,143046400.0
EMSC,0.0
EMXC,0.0
EMXF,0.0
ENDW,0.0
ENGN,114551986.86
ENGNW,0.0
ENGS,68757515.2
ENHI,0.0
ENHU,0.0
ENLT,12652704686.72
ENLV,147039721.64
ENPH,6223511948.4
ENSC,4302348.4
ENSG,9286389606.0
ENTA,408842022.8
ENTG,25619906000.0
ENTX,76399862.7
ENVB,5438443.95
ENVX,1380911275.2
ENZL,0.0
EOLS,443861021.74
EOSE,2203446035.23
EPOW,19940426.36
EPRX,417439191.33
EPSM,3576195.9
EPSN,160317670.1
EQ,179563419.04
EQIX,110057757070.64
EQPT,5129570933.64
EQRR,0.0
ERAS,4686537047.94
ERET,0.0
ERIC,34728496170.48
ERIE,10213326716.16
ERII,456690994.74
ERNA,7207937.94
ERNAW,0.0
ESCA,259810815.16
ESEA,484668465.89
ESGD,0.0
ESGE,0.0
ESGU,0.0
ESLA,43034228.0
ESLAW,0.0
ESLT,36188092927.0
ESMV,0.0
ESN,0.0
ESOA,344271077.55
ESPO,0.0
ESPR,814310976.52
ESQ,997681491.88
ESTA,2560738233.9
ETEC,0.0
ETHA,0.0
ETHB,0.0
ETON,917370069.42
ETOR,2451802587.0
ETRL,0.0
ETS,8534003.4
EU,287464845.92
EUDA,42818847.5
EUDAW,0.0
EUFN,0.0
EURK,38761385.52
EURKR,0.0
EURKU,77267632.5
EVAX,28273328.85
EVCM,1560705182.82
EVER,659206750.0
EVGN,5931183.93
EVGO,269423387.15
EVGOW,0.0
EVLV,996487611.4
EVLVW,0.0
EVMT,0.0
EVO,930592711.96
EVOX,240240000.0
EVOXU,0.0
EVOXW,0.0
EVPF,0.0
EVRG,19556725041.0
EVSD,0.0
EVTV,20171921.64
EVYM,0.0
EWBC,17931440733.18
EWJV,0.0
EWTX,4177836422.98
EWZS,0.0
EXC,47701963580.04
EXE,21226775771.77
EXEL,12904569961.22
EXFY,131474077.8
EXLS,3996801474.96
EXOZ,70151011.7
EXPE,28060178028.75
EXPO,2782141923.15
EXTR,4112970867.6
EXUS,0.0
EXYN,48328177.4
EXYNW,0.0
EYE,1344357638.7
EYEG,0.0
EYPT,1205637865.24
EZGO,2951550.72
EZMO,0.0
EZPW,1896360830.66
EZRA,1939616.36
EZRO,0.0
FA,2840653498.32
FAAA,0.0
FAAR,0.0
FAB,0.0
FABC,15685135.17
FACT,197453175.0
FACTU,0.0
FACTW,0.0
FAD,0.0
FALN,0.0
FAMI,15744921.9
FANG,52861581639.27
FAST,52350398781.6
FATE,251767841.76
FATN,76433350.6
FBGL,7290000.0
FBIO,104972267.52
FBIOP,1134156795.0
FBIZ,518705156.98
FBL,0.0
FBLA,240644571.21
FBLG,3906686.25
FBNC,2566516868.39
FBOT,0.0
FBRX,371690528.55
FBYD,876337456.56
FBYDW,0.0
FBYY,0.0
FCA,0.0
FCAL,0.0
FCAP,218128621.2
FCBC,839192105.92
FCCO,302614312.0
FCEF,0.0
FCEL,1475210334.86
FCFS,9797937911.37
FCHL,1702202.21
FCLO,0.0
FCNCA,22339638029.46
FCNCN,0.0
FCNCO,0.0
FCNCP,0.0
FCTE,0.0
FCUV,
FCVT,0.0
FCXG,0.0
FDBC,294961195.8
FDCF,0.0
FDFF,0.0
FDIF,0.0
FDIG,0.0
FDIQ,0.0
FDIV,0.0
FDMT,606404546.4
FDNI,0.0
FDRS,0.0
FDRX,0.0
FDSB,83921804.64
FDT,0.0
FDTS,0.0
FDTX,0.0
FDUS,694185317.56
FEAM,62272834.5
FEAT,0.0
FEBO,2511250.0
FEED,3898777.6
FEIM,678797705.19
FELE,4578604702.16
FEM,0.0
FEMB,0.0
FEMS,0.0
FEMY,12108331.34
FENC,357791409.0
FEP,0.0
FEPI,0.0
FER,50112197952.87
FERA,246148000.0
FERAR,0.0
FERAU,0.0
FEUZ,0.0
FEX,0.0
FFAI,82052319.33
FFAIW,0.0
FFBC,3407056773.78
FFIN,4799944655.0
FFIV,21976989283.91
FFUT,0.0
FGBI,172380676.56
FGBIP,0.0
FGI,8574843.24
FGII,231129850.0
FGIIU,0.0
FGIIW,0.0
FGIWW,0.0
FGL,1757528.04
FGM,0.0
FGMC,107282236.0
FGMCR,0.0
FGMCU,121490440.0
FGNX,31550304.5
FGNXP,0.0
FGSI,0.0
FHB,3479160627.8
FHTX,243075637.08
FIBK,3626343673.07
FICS,0.0
FID,0.0
FIEE,35820111.6
FIGG,0.0
FIGR,5109784517.02
FIGX,158806732.8
FIGXU,0.0
FIGXW,0.0
FINW,198463444.72
FINX,0.0
FINY,0.0
FIP,547097259.65
FISI,755956608.0
FISV,25222913537.8
FITB,49548052329.16
FITBI,16862443520.0
FITBM,0.0
FITBO,0.0
FITBP,0.0
FIVE,10282170518.45
FIVN,1459309611.28
FIVY,0.0
FIXD,0.0
FIYY,57449263139.84
FIZZ,3234989124.1
FJP,0.0
FKU,0.0
FKWL,30167756.8
FLD,29454343.0
FLDB,0.0
FLDDW,0.0
FLEX,55634487607.55
FLGT,516323326.14
FLL,98278645.93
FLN,0.0
FLNA,57486396.24
FLNC,2816931702.9
FLNT,101075263.68
FLUX,16875492.57
FLWS,131457430.1
FLX,126303351.06
FLXS,271602049.04
FLY,4468840254.57
FLYE,3672868.5
FLYW,1897310581.6
FMAC,157960562.76
FMACR,0.0
FMACU,0.0
FMAO,402444135.24
FMB,0.0
FMBH,1250942412.0
FMED,0.0
FMET,0.0
FMFC,3825000.0
FMHI,0.0
FMNB,852104152.19
FMST,25072093.2
FMSTW,0.0
FMTM,0.0
FMUB,0.0
FMUN,0.0
FNGR,27576588.6
FNK,0.0
FNKO,300416961.92
FNLC,381797165.88
FNRN,295326108.0
FNUC,47899367.88
FNWB,93613281.16
FNWD,147738610.52
FNX,0.0
FNY,0.0
FOCL,186660290.28
FOFO,28240120.94
FORM,11131161893.88
FORR,142678200.0
FORTY,1633142035.5
FOSL,236997407.98
FOX,9819987343.65
FOXA,9732358366.71
FOXF,735979134.15
FOXX,20489868.72
FOXXW,0.0
FPA,0.0
FPXE,0.0
FPXI,0.0
FRAF,283555249.52
FRBA,421582350.18
FRD,250752282.48
FRGT,2362876.25
FRHC,8531927275.2
FRME,2641283075.31
FRMEP,0.0
FRMI,5544944389.71
FRMM,73151184.37
FROG,9533333476.04
FRPH,470630251.25
FRPT,2622750755.67
FRSH,2319181893.48
FRST,387682926.8
FRSX,5364561.6
FRVO,9435687250.24
FRWD,0.0
FSBC,1000190198.87
FSBW,313931708.28
FSCS,0.0
FSEA,79289290.6
FSGS,0.0
FSHP,55431452.51
FSHPR,0.0
FSHPU,68731000.0
FSLR,26781676194.12
FSLY,2607290000.0
FSTR,459345225.6
FSUN,1634789568.75
FSV,6097641326.21
FSZ,0.0
FTA,0.0
FTAG,0.0
FTAI,26885971131.48
FTAIM,0.0
FTAIN,0.0
FTC,0.0
FTCI,83547634.68
FTCS,0.0
FTDR,5141898639.62
FTDS,0.0
FTEK,62018845.51
FTFT,3875156.34
FTGC,0.0
FTGS,0.0
FTHAU,0.0
FTHI,0.0
FTHM,40589654.07
FTLF,111284203.2
FTNT,108431961868.0
FTQI,0.0
FTRE,1556864655.8
FTRI,0.0
FTRK,9379375.0
FTSL,0.0
FTSM,0.0
FTXG,0.0
FTXH,0.0
FTXL,0.0
FTXN,0.0
FTXO,0.0
FTXR,0.0
FUFU,50329220.82
FUFUW,0.0
FULC,256538285.85
FULT,4522220644.76
FULTP,0.0
FUNC,278304772.89
FUND,285504259.7
FUSB,91804232.83
FUSE,28649847.6
FUSEW,0.0
FUTG,0.0
FUTU,9373972089.9
FV,0.0
FVAV,292105500.0
FVC,0.0
FVCB,310264694.08
FVN,82455920.0
FVNNR,0.0
FVNNU,0.0
FWDI,303863352.92
FWONA,1975903536.88
FWONK,19999382475.78
FWRD,413655601.68
FWRG,687340467.75
FXACU,0.0
FXNC,0.0
FYC,0.0
FYT,0.0
FYX,0.0
GABC,1724577747.56
GAIA,47594880.64
GAIN,592550868.96
GAING,0.0
GAINI,0.0
GAINZ,0.0
GALT,205473521.76
GAMB,78598968.02
GAME,41972405.2
GANX,75497647.26
GARY,0.0
GASS,316822044.72
GAUZ,9184137.13
GAVA,0.0
GBDC,3209300629.92
GBFH,422968388.96
GBLI,272226512.55
GBUG,0.0
GCBC,488801674.35
GCGRU,0.0
GCL,53763655.26
GCLWW,330000.0
GCMG,740901434.55
GCT,974489446.22
GCTK,2253340.44
GDC,1215194.22
GDEV,227970141.84
GDEVW,0.0
GDHG,30938807.55
GDRX,279578866.62
GDS,6214330813.48
GDTC,11951163.35
GDYN,453253212.68
GECC,76684088.4
GECCG,0.0
GECCH,0.0
GECCI,0.0
GEG,76511099.52
GEGGL,0.0
GEHC,28985704603.92
GELS,7819073.07
GEME,0.0
GEMG,0.0
GEMI,227285606.58
GEN,14012611444.04
GENB,1978010028.12
GENK,11266096.8
GENVR,0.0
GENZ,0.0
GEOS,89643728.79
GERN,866053314.9
GEVG,0.0
GEVO,340775860.6
GEW,0.0
GFAI,13125175.56
GFAIW,0.0
GFGF,0.0
GFLW,0.0
GFS,45756162463.87
GGAL,6804039730.8
GGLL,0.0
GGLS,0.0
GGR,78286958.1
GGROW,0.0
GGRP,16708085.24
GH,17348048711.07
GHRS,1619856577.59
GIBO,82147468.95
GIBOW,0.0
GIEQ,0.0
GIFT,29675394.63
GIGM,15252084.3
GIII,1418447064.26
GILD,155258312743.7
GILT,923009694.04
GIND,0.0
GINX,0.0
GIPR,1416673.41
GIPRW,0.0
GITS,8009773.44
GIW,258115707.5
GIWWR,0.0
GIWWU,0.0
GIX,255348202.76
GIXXR,0.0
GIXXU,0.0
GKAT,0.0
GLAD,424297835.82
GLBE,5403510968.47
GLBS,66041841.06
GLCR,0.0
GLDB,0.0
GLDI,0.0
GLDY,0.0
GLE,5873800.0
GLGG,0.0
GLIBA,74771210.24
GLIBK,727462442.5
GLMD,4379922.18
GLND,128129468.42
GLNDW,0.0
GLNG,5212141765.65
GLOO,95439911.31
GLOW,0.0
GLPI,12662848511.11
GLRE,545588069.6
GLSI,338039130.24
GLUE,1749568746.78
GLWG,0.0
GLXG,7842121.0
GLXY,6003268651.05
GMAB,15925496986.6
GMEX,968056.84
GMHS,44072938.84
GMM,5083600.0
GNLN,1584962.09
GNLX,130934014.72
GNMA,0.0
GNOM,0.0
GNPX,5682150.76
GNSS,75144314.85
GNTA,43407476.8
GNTX,5270558238.0
GO,936797703.84
GOAI,93895949.73
GOCO,6674567.6
GOGO,451696666.82
GOOD,586208685.23
GOODN,0.0
GOODO,0.0
GOOG,1903314822171.84
GOOGL,2030798633592.7
GOSS,83103942.74
GOU,0.0
GOVI,0.0
GOVX,6721499.85
GP,6336944.46
GPAC,236836600.0
GPACU,0.0
GPACW,0.0
GPAT,391718750.0
GPATU,0.0
GPATW,0.0
GPCR,3241708674.76
GPIQ,0.0
GPIX,0.0
GPRE,1009134807.34
GPRF,0.0
GPRO,105651762.48
GPT,0.0
GQQQ,0.0
GRAB,13715440000.0
GRABW,0.0
GRAG,0.0
GRAL,2622632998.23
GRAN,27470625.0
GRCE,38894922.14
GRDX,30650908.6
GREE,24305294.91
GREEL,0.0
GRFS,1854044313.56
GRI,3293758.68
GRID,0.0
GRIN,0.0
GRML,35237607.6
GRMLW,0.0
GRNQ,27815590.88
GROW,32453931.58
GRPN,636611504.8
GRRR,474652805.4
GRRRW,0.0
GRVY,484755264.0
GRW,0.0
GRWG,84127267.0
GSAT,10291523476.21
GSBC,826467311.61
GSGO,0.0
GSHD,948246839.9
GSHR,155531906.25
GSHRU,0.0
GSHRW,0.0
GSIB,0.0
GSIT,262753956.51
GSIW,39194877.0
GSM,691383912.9
GSRF,240103325.0
GSRFR,0.0
GSRFU,274149200.0
GSRVU,0.0
GSUN,4427900.2
GT,1695887922.9
GTBP,17670822.96
GTEC,11908839.56
GTEN,375853050.0
GTENU,0.0
GTENW,0.0
GTERA,184664191.44
GTERR,0.0
GTERU,0.0
GTERW,0.0
GTIM,14253159.6
GTLB,4530600000.0
GTM,798685872.14
GTOP,0.0
GTOQ,0.0
GTPE,0.0
GTR,0.0
GTX,6317611976.25
GUACU,0.0
GURE,5711660.01
GUSE,0.0
GUTS,131678639.29
GV,1177543.08
GVH,8918594.1
GVLE,0.0
GWAV,2812449.09
GWRS,202783619.7
GXAI,12161721.46
GXDW,0.0
GYRE,683426644.37
GYRO,13481758.04
HACQ,287500000.0
HACQU,0.0
HACQW,0.0
HAFC,952228255.65
HAIN,54152089.8
HALO,8257837060.0
HAO,2190294.6
HAS,11725333646.04
HAVA,160501742.72
HAVAR,0.0
HAVAU,187801231.36
HBAN,35272072213.8
HBANL,0.0
HBANM,0.0
HBANP,0.0
HBANZ,0.0
HBCP,529848150.36
HBDC,0.0
HBIO,27106193.82
HBNB,1228670026.5
HBNC,1010169755.52
HBR,0.0
HBT,1132542958.14
HCAC,214418840.0
HCACR,0.0
HCACU,262382274.48
HCAI,4680469.06
HCAT,130053475.2
HCHL,70663827.96
HCIC,246968950.0
HCICR,0.0
HCICU,0.0
HCKT,264231424.63
HCM,1747015698.24
HCMA,259325000.0
HCMAU,0.0
HCMAW,0.0
HCOW,0.0
HCSG,1554814051.8
HCTI,4278622.13
HCWB,7734042.0
HDL,720748350.0
HDRN,150862556.62
HDRNW,0.0
HDSN,242316218.88
HEAL,0.0
HECO,0.0
HELE,604235175.9
HELP,241986535.35
HEPS,926297584.0
HEQQ,0.0
HERD,0.0
HERE,79306357.2
HERO,0.0
HERZ,32187022.84
HFBL,61261013.34
HFFG,97860013.11
HFSP,0.0
HFWA,1184216612.41
HGBL,43071094.96
HHS,17806728.0
HIDE,0.0
HIFS,640190760.0
HIHO,3733340.8
HIMX,2926866836.92
HIMZ,0.0
HIND,14879279.36
HIS,0.0
HISF,0.0
HIT,53842109.0
HITI,195070858.32
HIVE,1238204701.23
HKIT,294777.46
HKPD,5885994.96
HLAL,0.0
HLIT,1590557751.76
HLMN,1526510734.68
HLNE,3304831639.32
HLP,33632437.5
HLXC,182089350.0
HMH,233374576.44
HMR,66660956.61
HMYY,0.0
HNDL,0.0
HNNA,79972227.28
HNNAZ,0.0
HNRG,835621850.16
HNST,396283014.0
HNVR,167823700.45
HODU,0.0
HOFT,185293462.5
HOLO,36920270.4
HOLOW,0.0
HON,140905444072.03
HOOD,81689820068.5
HOOG,0.0
HOOX,0.0
HOPE,1688751644.43
HOUR,68624185.5
HOVNP,2975319540.0
HOVR,125378751.96
HOVRW,0.0
HOWL,17494854.12
HOYY,0.0
HPAI,22964615.1
HPAIW,0.0
HPK,907251186.72
HQ,1062922201.11
HQGO,0.0
HQI,174811173.9
HQWWW,0.0
HQY,7099495172.44
HRMY,1977613812.16
HROW,1594629077.46
HRTS,0.0
HRTX,79497334.98
HRZN,293522777.3
HSAI,2069279265.0
HSCS,8757925.0
HSCSW,0.0
HSDT,88163879.25
HSIC,9124732235.7
HSPT,31237472.37
HSPTR,0.0
HSPTU,0.0
HST,16998703754.42
HSTM,749661724.08
HTCO,37465440.32
HTCR,4598592.35
HTFL,2973583749.44
HTHT,13118966118.54
HTLD,1134449149.44
HTLM,165921875.0
HTO,2407487812.38
HTOO,8903274.3
HTZ,1597768486.38
HTZWW,0.0
HUBC,5694568.47
HUBCW,0.0
HUBCZ,0.0
HUBG,2616390036.33
HUDI,13155247.44
HUHU,244695928.05
HUIZ,9890188.6
HUMA,188746709.2
HUMAW,0.0
HURA,168121873.92
HURC,142673373.66
HURN,1548878142.66
HUT,13568716437.12
HUTG,0.0
HVII,205563600.0
HVIIR,514957.2
HVIIU,258569391.0
HVMC,240149000.0
HVMCU,0.0
HVMCW,0.0
HWAY,0.0
HWBK,274966843.95
HWC,5840938956.96
HWCPZ,0.0
HWH,11048752.0
HWKN,3415687632.0
HWSM,0.0
HXHX,3938000.0
HYBI,0.0
HYDR,0.0
HYFM,4383443.04
HYFT,69600680.34
HYLS,0.0
HYMC,2114084307.14
HYNE,122351035.64
HYP,0.0
HYPD,55628931.49
HYPG,0.0
HYPR,123796120.56
HYXF,0.0
HYZD,0.0
IACO,346850000.0
IACOU,0.0
IACOW,0.0
IACQU,225060000.0
IALT,0.0
IART,1376227214.07
IBAC,53988708.62
IBACR,0.0
IBAT,0.0
IBB,12412873000.0
IBBQ,0.0
IBCP,725542787.97
IBEX,396451724.76
IBG,2051945.53
IBGA,0.0
IBGB,0.0
IBGC,0.0
IBGK,0.0
IBGL,0.0
IBGM,0.0
IBIO,81969625.65
IBIT,0.0
IBKR,42187369270.8
IBOC,4720800044.48
IBOT,0.0
IBRX,7666631111.64
IBTG,0.0
IBTH,0.0
IBTI,0.0
IBTJ,0.0
IBTK,0.0
IBTL,0.0
IBTM,0.0
IBTO,0.0
IBTP,0.0
IBTQ,0.0
IBTR,0.0
ICCC,89291906.13
ICCM,17177010.12
ICFI,1224023609.8
ICG,20962539.11
ICHR,3214742286.6
ICLN,0.0
ICLR,10923860257.75
ICMB,17030316.96
ICON,3305768.83
ICOP,0.0
ICU,13869596.94
ICUCW,0.0
ICUI,3387130639.2
IDACU,0.0
IDAI,7167953.92
IDCC,7215156745.93
IDEF,0.0
IDN,85257640.41
IDVY,0.0
IDXX,42700155106.07
IDYA,3360953337.82
IEAG,351392650.0
IEAGR,0.0
IEAGU,0.0
IEF,13741520000.0
IEI,0.0
IEP,4892528025.84
IESC,14156718668.98
IEUS,207510000.0
IFBD,7697259.56
IFGL,0.0
IFLO,0.0
IFRX,284275217.87
IFV,0.0
IGAC,181381200.0
IGACR,0.0
IGACU,0.0
IGF,0.0
IGIB,0.0
IGIC,1098488150.5
IGOV,0.0
IGSB,0.0
IHRT,508543205.91
III,193749059.7
IIIV,389823670.02
IJT,5143590000.0
IKT,246901029.32
ILAG,7144701.12
ILIT,0.0
ILLR,
ILLRW,0.0
ILLU,233887500.0
ILLUU,0.0
ILLUW,0.0
ILMN,24953909000.0
ILPT,578656288.28
IMA,67787571.3
IMCC,1442646.24
IMCR,1485274760.8
IMCV,0.0
IMDX,173398196.79
IMKTA,1295282869.08
IMMP,57475131.09
IMMR,217800974.16
IMMX,705492414.41
IMNM,2189130116.02
IMNN,7479770.04
IMOM,0.0
IMOS,2271930998.04
IMPP,229233246.06
IMPPP,0.0
IMRN,9064637.4
IMRX,293726205.08
IMSR,635278594.56
IMSRW,0.0
IMTE,1723217.0
IMTX,1354431025.51
IMUX,205275748.81
IMVT,7723721457.54
IMXI,413197375.16
INAB,14000906.52
INAC,150648550.0
INACR,0.0
INACU,0.0
INBK,226894711.86
INBKZ,0.0
INBS,5501245.8
INBX,1363099891.26
INCR,62296111.64
INCY,20857256982.0
IND,0.0
INDB,4002803656.88
INDH,0.0
INDI,783880672.61
INDP,420129022.04
INDQ,0.0
INDV,4723455216.6
INDY,0.0
INEO,9255259.44
INGN,177067334.64
INHD,178522364.02
INIO,28732500000.0
INKT,61426814.67
INLF,781500.0
INM,4971094.5
INMB,37751066.36
INMD,767368306.2
INNV,1265063182.76
INO,92968757.81
INOD,2841995806.74
INRO,0.0
INSE,206200494.15
INSG,166836246.75
INSM,22141262869.65
INTA,1689960778.35
INTC,664839280000.0
INTG,93301417.04
INTJ,6595875.0
INTR,1736341830.34
INTS,10811280.0
INTU,70586222850.0
INTW,0.0
INTZ,14462036.86
INV,491661775.8
INVA,1738196038.95
INVE,90023295.0
INVZ,135032853.74
IONL,0.0
IONR,320530590.33
IONS,12558301630.44
IONX,0.0
IONZ,0.0
IOSP,2015804886.48
IOTR,2199978.0
IOVA,1982470638.24
IOYY,0.0
IPAR,3184003147.02
IPCX,268732800.0
IPCXR,0.0
IPCXU,0.0
IPDN,6419659.52
IPEX,114544243.75
IPEXR,0.0
IPEXU,0.0
IPFX,264385000.0
IPFXU,0.0
IPFXW,0.0
IPGP,4569055262.4
IPHA,177477214.32
IPKW,0.0
IPM,15541453.88
IPSC,434655089.69
IPST,2164734.0
IPVVU,0.0
IPW,1626650.4
IPWR,89485021.86
IPX,977765505.67
IQ,551805557.68
IQQQ,0.0
IQST,8083135.2
IRD,336868606.8
IRDM,4668937175.04
IREG,0.0
IREN,19555761041.28
IRHO,294959200.0
IRHOR,0.0
IRHOU,0.0
IRIX,20539691.24
IRMD,1180641112.6
IRON,2691125820.05
IRTC,3618808368.96
IRWD,635407747.16
ISBA,293161171.38
ISHG,0.0
ISHP,0.0
ISPC,3650378.78
ISPR,112502816.16
ISRG,142791374637.56
ISSC,293262123.33
ISTB,0.0
ISTM,0.0
ISTR,412152319.8
ISUL,0.0
ITHA,229310000.0
ITHAU,0.0
ITHAW,0.0
ITIC,499582621.56
ITOC,3002240.0
ITRI,3595921041.7
ITRN,1257028024.1
IUS,0.0
IUSB,0.0
IUSG,19345905000.0
IUSV,10903210000.0
IVA,876378615.21
IVAL,0.0
IVDA,4869491.34
IVDAW,0.0
IVF,2446867.95
IVSI,0.0
IVSS,0.0
IVSX,0.0
IVVD,276931004.88
IXHL,39602673.74
IXUS,0.0
IZEA,61997262.54
IZM,3111671.8
JACK,220872473.28
JAGX,2130618.88
JAKK,254409256.53
JANX,909276718.14
JAPN,0.0
JATT,83460000.0
JAZZ,14463758847.0
JBDI,
JBHT,25389117415.72
JBIO,1337091453.75
JBLU,2057264483.82
JBSS,742373965.85
JCAP,970377357.17
JCSE,2259588.51
JCTC,7920254.25
JD,35275060000.0
JDOC,0.0
JDZG,259000000.0
JEM,3640297.44
JEMA,0.0
JEPQ,0.0
JF,18155251.76
JFB,75119940.0
JFIN,72189206.1
JFU,23095314.45
JG,21691966.7
JGLO,0.0
JHAI,0.0
JIVE,0.0
JJSF,1359060057.52
JKHY,8899110195.0
JL,9998841.05
JLHL,223248324.0
JMID,0.0
JMSB,308916561.47
JOUT,422457409.56
JOYT,0.0
JOYY,2257592193.29
JPEF,0.0
JPFP,0.0
JPY,0.0
JRSH,59943716.8
JRVR,185872161.12
JSM,4925648880.0
JSMD,0.0
JSML,0.0
JSPR,13724802.98
JSPRW,0.0
JTAI,9994698.63
JTEK,0.0
JUNS,11573786.4
JVA,19009634.67
JWEL,5702714.4
JXG,124819726.95
JYD,7617358.44
JYNT,130151765.48
JZ,214008.6
JZXN,1621186.02
KALA,58000135.44
KALU,2926765940.66
KALV,1437503976.0
KARO,1477008673.0
KAT,0.0
KBAB,0.0
KBDU,0.0
KBON,356731200.0
KBONU,0.0
KBONW,0.0
KBSX,49242603.3
KBWB,0.0
KBWD,0.0
KBWP,0.0
KBWY,0.0
KC,2882929873.95
KCHV,267795398.5
KCHVR,0.0
KCHVU,0.0
KDK,1127999866.08
KDKRW,0.0
KDP,42000470869.77
KE,614690523.0
KEAT,0.0
KEEL,3985269096.6
KELYA,356398972.64
KELYB,60976758.5
KEQU,101126027.52
KEYYU,0.0
KFFB,39301434.9
KFII,313343997.12
KFIIR,0.0
KFIIU,273787400.0
KG,91541151.0
KGEI,176729075.52
