Date,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,BB_Sinal
2025-09-12,,,,,,Neutro
2025-09-15,,,,,,Neutro
2025-09-16,,,,,,Neutro
2025-09-17,,,,,,Neutro
2025-09-18,,,,,,Neutro
2025-09-19,,,,,,Neutro
2025-09-22,,,,,,Neutro
2025-09-23,,,,,,Neutro
2025-09-24,,,,,,Neutro
2025-09-25,,,,,,Neutro
2025-09-26,,,,,,Neutro
2025-09-29,,,,,,Neutro
2025-09-30,,,,,,Neutro
2025-10-01,,,,,,Neutro
2025-10-02,,,,,,Neutro
2025-10-03,,,,,,Neutro
2025-10-06,,,,,,Neutro
2025-10-07,,,,,,Neutro
2025-10-08,,,,,,Neutro
2025-10-09,39.26,18.57,-2.13,222.94,0.35,Neutro
2025-10-10,39.27,18.53,-2.20,223.76,0.34,Neutro
2025-10-13,39.28,18.75,-1.78,219.00,0.44,Neutro
2025-10-14,39.27,18.99,-1.29,213.61,0.43,Neutro
2025-10-15,39.24,19.29,-0.66,206.86,0.44,Neutro
2025-10-16,39.15,19.52,-0.11,201.14,0.39,Neutro
2025-10-17,39.10,19.77,0.44,195.57,0.42,Neutro
2025-10-20,39.05,20.02,0.98,190.20,0.42,Neutro
2025-10-21,39.04,20.00,0.95,190.48,0.39,Neutro
2025-10-22,38.97,19.73,0.49,195.02,0.35,Neutro
2025-10-23,37.74,18.97,0.21,197.79,0.38,Neutro
2025-10-24,31.73,17.43,3.14,163.99,0.39,Neutro
2025-10-27,25.58,16.06,6.54,118.55,0.33,Neutro
2025-10-28,19.92,14.98,10.04,65.95,0.20,Neutro
2025-10-29,18.14,14.47,10.80,50.73,0.18,Neutro
2025-10-30,18.07,14.29,10.51,52.91,0.21,Neutro
2025-10-31,17.91,14.12,10.32,53.77,0.27,Neutro
2025-11-03,17.75,13.93,10.12,54.76,0.26,Neutro
2025-11-04,17.76,13.92,10.09,55.08,0.22,Neutro
2025-11-05,18.16,13.73,9.29,64.62,0.00,Sobrevendido
2025-11-06,18.18,13.69,9.21,65.50,0.28,Neutro
2025-11-07,18.19,13.80,9.42,63.54,0.51,Neutro
2025-11-10,17.89,13.65,9.41,62.12,0.44,Neutro
2025-11-11,17.57,13.46,9.35,61.06,0.37,Neutro
2025-11-12,17.04,13.23,9.41,57.68,0.36,Neutro
2025-11-13,16.80,13.05,9.29,57.56,0.31,Neutro
2025-11-14,16.21,12.80,9.39,53.28,0.33,Neutro
2025-11-17,15.42,12.52,9.61,46.41,0.27,Neutro
2025-11-18,14.85,12.32,9.79,41.06,0.38,Neutro
2025-11-19,14.67,12.16,9.64,41.38,0.20,Neutro
2025-11-20,14.26,11.97,9.69,38.17,0.27,Neutro
2025-11-21,13.90,11.79,9.69,35.70,0.22,Neutro
2025-11-24,13.77,11.70,9.64,35.29,0.35,Neutro
2025-11-25,13.76,11.63,9.50,36.63,0.23,Neutro
2025-11-26,13.73,11.54,9.34,38.05,0.21,Neutro
2025-11-28,13.68,11.49,9.30,38.11,0.43,Neutro
2025-12-01,13.58,11.42,9.27,37.73,0.40,Neutro
2025-12-02,13.53,11.40,9.26,37.47,0.54,Neutro
2025-12-03,13.71,11.46,9.21,39.27,0.84,Neutro
2025-12-04,13.53,11.62,9.72,32.77,0.65,Neutro
2025-12-05,13.60,11.66,9.72,33.28,0.69,Neutro
2025-12-08,13.21,11.57,9.92,28.44,0.65,Neutro
2025-12-09,12.97,11.50,10.03,25.57,0.60,Neutro
2025-12-10,12.87,11.46,10.04,24.70,0.54,Neutro
2025-12-11,12.85,11.45,10.05,24.45,0.72,Neutro
2025-12-12,12.91,11.48,10.05,24.92,0.72,Neutro
2025-12-15,12.89,11.46,10.02,25.05,0.43,Neutro
2025-12-16,12.89,11.44,10.00,25.25,0.32,Neutro
2025-12-17,12.88,11.38,9.88,26.35,0.21,Neutro
2025-12-18,12.93,11.36,9.79,27.64,0.11,Neutro
2025-12-19,13.05,11.29,9.53,31.18,0.00,Neutro
2025-12-22,13.06,11.28,9.49,31.66,0.24,Neutro
2025-12-23,13.09,11.22,9.35,33.32,0.18,Neutro
2025-12-24,13.13,11.19,9.25,34.67,0.15,Neutro
2025-12-26,13.12,11.20,9.28,34.28,0.33,Neutro
2025-12-29,13.21,11.11,9.01,37.81,0.07,Neutro
2025-12-30,13.22,11.06,8.89,39.16,0.24,Neutro
