Date,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,BB_Sinal
2019-03-18,,,,,,Neutro
2019-03-19,,,,,,Neutro
2019-03-20,,,,,,Neutro
2019-03-21,,,,,,Neutro
2019-03-22,,,,,,Neutro
2019-03-25,,,,,,Neutro
2019-03-26,,,,,,Neutro
2019-03-27,,,,,,Neutro
2019-03-28,,,,,,Neutro
2019-03-29,,,,,,Neutro
2019-04-01,,,,,,Neutro
2019-04-02,,,,,,Neutro
2019-04-03,,,,,,Neutro
2019-04-04,,,,,,Neutro
2019-04-05,,,,,,Neutro
2019-04-08,,,,,,Neutro
2019-04-09,,,,,,Neutro
2019-04-10,,,,,,Neutro
2019-04-11,,,,,,Neutro
2019-04-12,470.11,349.08,228.05,69.34,0.57,Neutro
2019-04-15,465.91,354.22,242.54,63.06,0.49,Neutro
2019-04-16,462.50,357.72,252.94,58.58,0.42,Neutro
2019-04-17,458.26,360.44,262.61,54.28,0.32,Neutro
2019-04-18,454.78,362.19,269.59,51.13,0.22,Neutro
2019-04-22,452.79,363.25,273.71,49.30,0.21,Neutro
2019-04-23,451.97,359.74,267.51,51.28,0.23,Neutro
2019-04-24,444.31,354.22,264.13,50.87,0.26,Neutro
2019-04-25,435.19,348.62,262.05,49.66,0.27,Neutro
2019-04-26,424.26,343.09,261.92,47.32,0.30,Neutro
2019-04-29,411.28,337.46,263.64,43.75,0.30,Neutro
2019-04-30,379.07,329.84,280.61,29.85,0.24,Neutro
2019-05-01,377.72,330.55,283.38,28.54,0.22,Neutro
2019-05-02,374.21,327.88,281.55,28.26,0.26,Neutro
2019-05-03,372.56,325.95,279.34,28.60,0.29,Neutro
2019-05-06,372.99,326.29,279.59,28.62,0.56,Neutro
2019-05-07,372.51,325.08,277.65,29.18,0.31,Neutro
2019-05-08,367.95,323.04,278.13,27.80,0.43,Neutro
2019-05-09,360.16,320.81,281.46,24.53,0.55,Neutro
2019-05-10,354.04,319.33,284.62,21.74,0.69,Neutro
2019-05-13,343.93,316.12,288.31,17.59,0.24,Neutro
2019-05-14,336.61,313.25,289.89,14.91,0.12,Neutro
2019-05-15,333.23,310.56,287.89,14.60,0.00,Sobrevendido
2019-05-16,331.82,309.04,286.26,14.74,0.17,Neutro
2019-05-17,332.05,308.09,284.13,15.55,0.17,Neutro
2019-05-20,331.92,307.25,282.58,16.06,0.24,Neutro
2019-05-21,331.71,307.07,282.43,16.05,0.48,Neutro
2019-05-22,331.49,306.89,282.29,16.03,0.49,Neutro
2019-05-23,331.23,306.52,281.81,16.12,0.39,Neutro
2019-05-24,330.87,306.17,281.47,16.13,0.44,Neutro
2019-05-28,330.61,305.77,280.93,16.25,0.38,Neutro
2019-05-29,331.93,304.54,277.15,17.99,0.05,Neutro
2019-05-30,334.50,302.78,271.06,20.95,0.00,Sobrevendido
2019-05-31,334.82,301.43,268.04,22.15,0.16,Neutro
2019-06-03,344.56,297.47,250.38,31.66,0.00,Sobrevendido
2019-06-04,346.20,292.16,238.12,36.99,0.00,Sobrevendido
2019-06-05,351.91,287.37,222.83,44.92,0.00,Sobrevendido
2019-06-06,351.44,282.73,214.02,48.60,0.08,Neutro
2019-06-07,351.14,276.62,202.10,53.88,0.00,Neutro
2019-06-10,347.39,269.86,192.33,57.46,0.03,Neutro
2019-06-11,347.51,264.47,181.43,62.80,0.07,Neutro
2019-06-12,346.61,259.47,172.33,67.17,0.13,Neutro
2019-06-13,345.88,254.75,163.62,71.54,0.16,Neutro
2019-06-14,342.62,249.82,157.02,74.29,0.21,Neutro
2019-06-17,337.75,245.97,154.19,74.63,0.33,Neutro
2019-06-18,331.85,242.74,153.63,73.42,0.43,Neutro
2019-06-19,322.97,238.89,154.81,70.39,0.44,Neutro
2019-06-20,313.05,235.25,157.45,66.14,0.49,Neutro
2019-06-21,302.77,231.31,159.85,61.79,0.44,Neutro
2019-06-24,290.16,226.94,163.72,55.72,0.41,Neutro
2019-06-25,276.24,223.19,170.14,47.54,0.52,Neutro
2019-06-26,266.11,220.29,174.47,41.60,0.52,Neutro
2019-06-27,257.88,218.05,178.22,36.53,0.57,Neutro
2019-06-28,243.89,215.55,187.21,26.30,0.74,Neutro
2019-07-01,244.81,215.85,186.89,26.83,0.79,Neutro
2019-07-02,247.34,216.59,185.84,28.39,0.89,Neutro
2019-07-03,251.11,218.22,185.33,30.14,0.89,Neutro
2019-07-05,253.78,219.15,184.52,31.60,0.84,Neutro
2019-07-08,255.85,221.01,186.17,31.53,0.77,Neutro
2019-07-09,257.12,223.13,189.14,30.47,0.75,Neutro
2019-07-10,257.45,225.51,193.57,28.33,0.75,Neutro
2019-07-11,257.58,227.95,198.32,26.00,0.77,Neutro
2019-07-12,256.67,230.82,204.97,22.40,0.86,Neutro
2019-07-15,254.50,233.46,212.42,18.02,0.86,Neutro
2019-07-16,254.70,234.94,215.18,16.82,0.75,Neutro
2019-07-17,255.00,235.35,215.70,16.70,0.57,Neutro
2019-07-18,255.25,235.79,216.33,16.51,0.56,Neutro
2019-07-19,255.59,236.08,216.57,16.53,0.59,Neutro
2019-07-22,255.54,237.02,218.50,15.63,0.61,Neutro
2019-07-23,253.91,238.31,222.71,13.09,0.60,Neutro
2019-07-24,253.54,238.48,223.42,12.63,0.17,Neutro
2019-07-25,255.81,237.97,220.13,14.99,0.00,Sobrevendido
2019-07-26,262.04,236.54,211.04,21.56,0.00,Sobrevendido
2019-07-29,266.64,234.76,202.88,27.16,0.00,Sobrevendido
2019-07-30,269.73,232.77,195.81,31.76,0.00,Sobrevendido
2019-07-31,272.27,230.02,187.77,36.74,0.00,Sobrevendido
2019-08-01,273.46,227.04,180.62,40.89,0.04,Neutro
2019-08-02,274.68,223.70,172.72,45.58,0.03,Neutro
2019-08-05,276.77,219.93,163.09,51.69,0.01,Neutro
2019-08-06,276.39,216.52,156.65,55.30,0.13,Neutro
2019-08-07,275.11,212.92,150.73,58.42,0.15,Neutro
2019-08-08,272.54,209.12,145.70,60.65,0.18,Neutro
2019-08-09,267.53,205.45,143.37,60.43,0.26,Neutro
2019-08-12,262.31,201.35,140.39,60.55,0.21,Neutro
2019-08-13,256.43,197.67,138.91,59.45,0.27,Neutro
2019-08-14,251.18,194.12,137.06,58.79,0.26,Neutro
2019-08-15,245.13,190.34,135.55,57.57,0.25,Neutro
2019-08-16,237.08,187.21,137.34,53.28,0.40,Neutro
2019-08-19,227.07,184.08,141.09,46.71,0.44,Neutro
2019-08-20,214.37,180.86,147.35,37.06,0.44,Neutro
2019-08-21,205.63,179.30,152.97,29.37,0.84,Neutro
2019-08-22,199.44,177.87,156.30,24.25,0.62,Neutro
2019-08-23,196.86,176.93,157.00,22.53,0.49,Neutro
2019-08-26,194.52,176.14,157.76,20.87,0.54,Neutro
2019-08-27,191.86,175.28,158.70,18.92,0.52,Neutro
2019-08-28,191.36,175.13,158.90,18.53,0.74,Neutro
2019-08-29,194.85,175.86,156.87,21.60,1.00,Sobrecomprado
2019-08-30,196.60,176.56,156.52,22.70,0.84,Neutro
2019-09-03,197.86,177.85,157.84,22.50,0.80,Neutro
2019-09-04,200.04,178.97,157.90,23.55,0.86,Neutro
2019-09-05,202.76,180.44,158.12,24.74,0.91,Neutro
2019-09-06,205.64,182.13,158.62,25.82,0.92,Neutro
2019-09-09,209.95,183.78,157.61,28.48,0.98,Neutro
2019-09-10,214.16,186.14,158.12,30.11,0.99,Neutro
2019-09-11,217.76,188.23,158.70,31.38,0.92,Neutro
2019-09-12,222.37,190.98,159.59,32.87,0.99,Neutro
2019-09-13,225.43,194.00,162.57,32.40,0.96,Neutro
