Date,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,BB_Sinal
2025-11-25,,,,,,Neutro
2025-11-26,,,,,,Neutro
2025-11-28,,,,,,Neutro
2025-12-01,,,,,,Neutro
2025-12-02,,,,,,Neutro
2025-12-03,,,,,,Neutro
2025-12-04,,,,,,Neutro
2025-12-05,,,,,,Neutro
2025-12-08,,,,,,Neutro
2025-12-09,,,,,,Neutro
2025-12-10,,,,,,Neutro
2025-12-11,,,,,,Neutro
2025-12-12,,,,,,Neutro
2025-12-15,,,,,,Neutro
2025-12-16,,,,,,Neutro
2025-12-17,,,,,,Neutro
2025-12-18,,,,,,Neutro
2025-12-19,,,,,,Neutro
2025-12-22,,,,,,Neutro
2025-12-23,22.85,19.36,15.86,36.11,0.30,Neutro
2025-12-24,22.80,19.39,15.99,35.11,0.25,Neutro
2025-12-26,22.86,19.32,15.78,36.64,0.18,Neutro
2025-12-29,22.87,19.21,15.56,38.05,0.23,Neutro
2025-12-30,22.90,19.19,15.48,38.66,0.18,Neutro
2025-12-31,22.98,19.09,15.20,40.75,0.17,Neutro
2026-01-02,22.95,19.07,15.18,40.75,0.48,Neutro
2026-01-05,22.83,19.02,15.21,40.07,0.63,Neutro
2026-01-06,22.81,19.01,15.21,39.99,0.59,Neutro
2026-01-07,22.60,18.89,15.19,39.22,0.46,Neutro
2026-01-08,22.12,18.75,15.37,36.01,0.56,Neutro
2026-01-09,21.38,18.54,15.70,30.64,0.49,Neutro
2026-01-12,20.60,18.38,16.16,24.16,0.67,Neutro
2026-01-13,20.31,18.31,16.30,21.90,0.73,Neutro
2026-01-14,20.54,18.38,16.23,23.44,0.89,Neutro
2026-01-15,20.57,18.40,16.23,23.59,0.66,Neutro
2026-01-16,20.64,18.48,16.32,23.37,0.67,Neutro
2026-01-20,20.61,18.51,16.42,22.64,0.29,Neutro
2026-01-21,20.57,18.48,16.39,22.62,0.46,Neutro
2026-01-22,20.54,18.45,16.35,22.71,0.39,Neutro
2026-01-23,20.54,18.44,16.34,22.77,0.38,Neutro
2026-01-26,20.55,18.43,16.31,23.01,0.26,Neutro
2026-01-27,20.52,18.49,16.47,21.90,0.47,Neutro
2026-01-28,20.50,18.56,16.62,20.90,0.51,Neutro
2026-01-29,20.51,18.56,16.61,21.01,0.04,Neutro
2026-01-30,20.63,18.53,16.43,22.67,0.00,Sobrevendido
2026-02-02,21.06,18.31,15.56,30.04,0.00,Sobrevendido
2026-02-03,21.19,18.02,14.85,35.18,0.00,Sobrevendido
2026-02-04,21.48,17.68,13.88,42.98,0.00,Sobrevendido
