Date,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,BB_Sinal
2016-01-04,,,,,,Neutro
2016-01-05,,,,,,Neutro
2016-01-06,,,,,,Neutro
2016-01-07,,,,,,Neutro
2016-01-08,,,,,,Neutro
2016-01-11,,,,,,Neutro
2016-01-12,,,,,,Neutro
2016-01-13,,,,,,Neutro
2016-01-14,,,,,,Neutro
2016-01-15,,,,,,Neutro
2016-01-19,,,,,,Neutro
2016-01-20,,,,,,Neutro
2016-01-21,,,,,,Neutro
2016-01-22,,,,,,Neutro
2016-01-25,,,,,,Neutro
2016-01-26,,,,,,Neutro
2016-01-27,,,,,,Neutro
2016-01-28,,,,,,Neutro
2016-01-29,,,,,,Neutro
2016-02-01,14.13,12.83,11.53,20.27,0.37,Neutro
2016-02-02,13.86,12.72,11.58,17.92,0.23,Neutro
2016-02-03,13.78,12.64,11.50,18.04,0.18,Neutro
2016-02-04,13.65,12.57,11.49,17.18,0.28,Neutro
2016-02-05,13.51,12.50,11.49,16.16,0.30,Neutro
2016-02-08,13.35,12.42,11.48,15.06,0.17,Neutro
2016-02-09,13.26,12.36,11.45,14.65,0.25,Neutro
2016-02-10,13.10,12.28,11.47,13.27,0.26,Neutro
2016-02-11,13.02,12.26,11.51,12.31,0.72,Neutro
2016-02-12,13.11,12.30,11.49,13.17,0.87,Neutro
2016-02-16,13.35,12.41,11.47,15.15,1.00,Sobrecomprado
2016-02-17,13.90,12.50,11.10,22.40,1.00,Sobrecomprado
2016-02-18,14.20,12.58,10.97,25.67,1.00,Sobrecomprado
2016-02-19,14.42,12.66,10.91,27.71,0.91,Neutro
2016-02-22,14.74,12.80,10.86,30.31,0.99,Neutro
2016-02-23,15.02,12.92,10.83,32.42,0.92,Neutro
2016-02-24,15.26,13.02,10.79,34.32,0.87,Neutro
2016-02-25,15.42,13.12,10.82,35.06,0.78,Neutro
2016-02-26,15.54,13.20,10.86,35.45,0.71,Neutro
2016-02-29,15.66,13.28,10.91,35.75,0.71,Neutro
