Date,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,BB_Sinal
2017-11-20,,,,,,Neutro
2017-11-21,,,,,,Neutro
2017-11-22,,,,,,Neutro
2017-11-24,,,,,,Neutro
2017-11-27,,,,,,Neutro
2017-11-28,,,,,,Neutro
2017-11-29,,,,,,Neutro
2017-11-30,,,,,,Neutro
2017-12-01,,,,,,Neutro
2017-12-04,,,,,,Neutro
2017-12-05,,,,,,Neutro
2017-12-06,,,,,,Neutro
2017-12-07,,,,,,Neutro
2017-12-08,,,,,,Neutro
2017-12-11,,,,,,Neutro
2017-12-12,,,,,,Neutro
2017-12-13,,,,,,Neutro
2017-12-14,,,,,,Neutro
2017-12-15,,,,,,Neutro
2017-12-18,16.04,14.04,12.03,28.56,0.00,Neutro
2017-12-19,15.91,13.92,11.93,28.59,0.23,Neutro
2017-12-20,15.79,13.79,11.80,28.93,0.19,Neutro
2017-12-21,15.66,13.71,11.77,28.37,0.38,Neutro
2017-12-22,15.48,13.61,11.74,27.48,0.33,Neutro
2017-12-26,15.27,13.51,11.75,26.05,0.36,Neutro
2017-12-27,15.05,13.45,11.85,23.79,0.67,Neutro
2017-12-28,14.97,13.43,11.89,22.94,0.76,Neutro
2017-12-29,14.92,13.42,11.92,22.36,0.85,Neutro
2018-01-02,14.93,13.42,11.91,22.51,0.95,Neutro
2018-01-03,14.98,13.43,11.88,23.08,0.93,Neutro
2018-01-04,15.07,13.45,11.84,24.01,0.90,Neutro
2018-01-05,15.34,13.55,11.75,26.50,0.97,Neutro
2018-01-08,15.74,13.66,11.59,30.37,1.00,Sobrecomprado
2018-01-09,16.06,13.80,11.54,32.76,0.94,Neutro
2018-01-10,16.93,14.07,11.22,40.57,1.00,Sobrecomprado
2018-01-11,17.37,14.25,11.12,43.87,0.94,Neutro
2018-01-12,17.66,14.42,11.18,44.94,0.83,Neutro
2018-01-16,17.90,14.57,11.23,45.79,0.79,Neutro
2018-01-17,18.05,14.74,11.43,44.90,0.74,Neutro
2018-01-18,18.10,14.97,11.83,41.89,0.74,Neutro
2018-01-19,18.21,15.15,12.10,40.32,0.74,Neutro
2018-01-22,18.20,15.35,12.50,37.13,0.70,Neutro
2018-01-23,18.24,15.52,12.80,35.05,0.70,Neutro
2018-01-24,18.17,15.70,13.22,31.54,0.66,Neutro
2018-01-25,18.01,15.87,13.73,26.97,0.64,Neutro
2018-01-26,17.99,16.01,14.02,24.80,0.69,Neutro
2018-01-29,17.94,16.13,14.32,22.45,0.64,Neutro
2018-01-30,17.87,16.23,14.59,20.21,0.58,Neutro
2018-01-31,17.81,16.32,14.82,18.33,0.56,Neutro
2018-02-01,17.70,16.40,15.10,15.85,0.53,Neutro
2018-02-02,17.53,16.47,15.42,12.81,0.37,Neutro
2018-02-05,17.42,16.51,15.61,10.96,0.21,Neutro
2018-02-06,17.50,16.48,15.47,12.31,0.00,Sobrevendido
2018-02-07,17.52,16.48,15.43,12.69,0.09,Neutro
2018-02-08,17.19,16.36,15.52,10.21,0.07,Neutro
2018-02-09,17.14,16.28,15.42,10.56,0.05,Neutro
2018-02-12,17.16,16.23,15.29,11.53,0.06,Neutro
2018-02-13,17.22,16.15,15.08,13.25,0.00,Sobrevendido
2018-02-14,17.29,16.08,14.87,15.05,0.01,Neutro
2018-02-15,17.36,15.98,14.60,17.27,0.00,Sobrevendido
2018-02-16,17.37,15.88,14.38,18.83,0.04,Neutro
2018-02-20,17.32,15.80,14.28,19.24,0.23,Neutro
2018-02-21,17.22,15.72,14.21,19.15,0.26,Neutro
2018-02-22,17.17,15.62,14.06,19.91,0.14,Neutro
2018-02-23,17.16,15.49,13.82,21.56,0.04,Neutro
2018-02-26,17.08,15.34,13.60,22.69,0.03,Neutro
2018-02-27,17.08,15.16,13.24,25.34,0.00,Sobrevendido
2018-02-28,17.15,14.94,12.73,29.58,0.00,Sobrevendido
2018-03-01,17.06,14.75,12.45,31.25,0.05,Neutro
2018-03-02,16.89,14.57,12.25,31.85,0.11,Neutro
2018-03-05,16.74,14.38,12.02,32.82,0.10,Neutro
2018-03-06,16.56,14.22,11.87,32.99,0.18,Neutro
2018-03-07,16.46,14.09,11.72,33.64,0.22,Neutro
2018-03-08,16.27,13.95,11.63,33.26,0.26,Neutro
2018-03-09,16.03,13.82,11.61,31.98,0.31,Neutro
2018-03-12,16.28,13.87,11.46,34.75,1.00,Sobrecomprado
2018-03-13,16.29,13.87,11.45,34.89,0.83,Neutro
2018-03-14,16.62,13.95,11.28,38.27,1.00,Neutro
2018-03-15,17.15,14.08,11.01,43.61,1.00,Sobrecomprado
2018-03-16,17.45,14.19,10.92,46.03,0.87,Neutro
2018-03-19,17.64,14.26,10.89,47.32,0.77,Neutro
2018-03-20,17.80,14.33,10.85,48.51,0.77,Neutro
2018-03-21,17.88,14.36,10.84,49.02,0.69,Neutro
2018-03-22,18.01,14.43,10.85,49.62,0.70,Neutro
2018-03-23,18.11,14.51,10.90,49.71,0.63,Neutro
2018-03-26,18.21,14.60,10.99,49.46,0.63,Neutro
2018-03-27,18.31,14.74,11.17,48.43,0.66,Neutro
2018-03-28,18.25,14.88,11.51,45.30,0.52,Neutro
2018-03-29,18.19,14.97,11.75,43.02,0.43,Neutro
2018-04-02,18.11,15.06,12.00,40.58,0.40,Neutro
2018-04-03,17.98,15.16,12.34,37.20,0.40,Neutro
2018-04-04,17.85,15.24,12.63,34.25,0.33,Neutro
2018-04-05,17.70,15.33,12.95,30.99,0.31,Neutro
2018-04-06,17.53,15.40,13.26,27.74,0.23,Neutro
2018-04-09,17.45,15.42,13.38,26.40,0.02,Neutro
2018-04-10,17.44,15.26,13.07,28.64,0.04,Neutro
2018-04-11,17.43,15.19,12.94,29.57,0.25,Neutro
2018-04-12,17.29,15.03,12.78,30.00,0.17,Neutro
2018-04-13,16.91,14.82,12.74,28.13,0.12,Neutro
2018-04-16,16.63,14.70,12.77,26.25,0.36,Neutro
2018-04-17,16.44,14.60,12.77,25.13,0.35,Neutro
2018-04-18,16.18,14.49,12.81,23.26,0.36,Neutro
2018-04-19,16.00,14.41,12.82,22.07,0.40,Neutro
2018-04-20,15.77,14.30,12.84,20.49,0.30,Neutro
2018-04-23,15.59,14.22,12.85,19.27,0.35,Neutro
2018-04-24,15.42,14.10,12.77,18.80,0.10,Neutro
2018-04-25,15.09,13.94,12.79,16.50,0.00,Sobrevendido
2018-04-26,14.96,13.84,12.72,16.19,0.11,Neutro
2018-04-27,14.89,13.77,12.64,16.34,0.20,Neutro
2018-04-30,14.82,13.69,12.57,16.43,0.19,Neutro
2018-05-01,14.71,13.61,12.51,16.17,0.16,Neutro
2018-05-02,14.65,13.53,12.41,16.56,0.12,Neutro
2018-05-03,14.56,13.42,12.28,16.99,0.05,Neutro
2018-05-04,14.45,13.36,12.26,16.40,0.29,Neutro
2018-05-07,14.44,13.33,12.22,16.65,0.34,Neutro
2018-05-08,14.44,13.31,12.17,17.06,0.27,Neutro
2018-05-09,14.40,13.21,12.02,18.02,0.04,Neutro
2018-05-10,14.42,13.14,11.86,19.48,0.09,Neutro
2018-05-11,14.42,13.09,11.76,20.32,0.21,Neutro
2018-05-14,14.26,13.01,11.75,19.30,0.29,Neutro
2018-05-15,14.16,12.90,11.64,19.54,0.08,Neutro
2018-05-16,14.06,12.77,11.48,20.20,0.01,Neutro
2018-05-17,13.83,12.67,11.50,18.39,0.24,Neutro
2018-05-18,13.67,12.59,11.51,17.16,0.30,Neutro
2018-05-21,13.47,12.48,11.49,15.87,0.08,Neutro
2018-05-22,13.53,12.38,11.22,18.66,0.00,Sobrevendido
2018-05-23,13.54,12.30,11.06,20.16,0.08,Neutro
2018-05-24,13.47,12.24,11.02,20.01,0.31,Neutro
2018-05-25,13.35,12.18,11.00,19.30,0.31,Neutro
2018-05-29,13.27,12.09,10.91,19.53,0.14,Neutro
2018-05-30,13.18,12.01,10.83,19.57,0.17,Neutro
2018-05-31,13.11,11.97,10.84,18.96,0.51,Neutro
2018-06-01,13.10,11.97,10.84,18.88,0.65,Neutro
2018-06-04,13.09,11.97,10.84,18.80,0.89,Neutro
2018-06-05,12.93,11.92,10.90,17.03,0.56,Neutro
2018-06-06,12.81,11.88,10.95,15.66,0.56,Neutro
2018-06-07,12.79,11.85,10.91,15.86,0.34,Neutro
2018-06-08,12.77,11.81,10.86,16.17,0.25,Neutro
2018-06-11,12.72,11.76,10.81,16.24,0.27,Neutro
2018-06-12,12.74,11.66,10.57,18.62,0.00,Sobrevendido
2018-06-13,12.80,11.59,10.37,20.97,0.02,Neutro
2018-06-14,12.91,11.52,10.12,24.23,0.00,Sobrevendido
2018-06-15,12.87,11.44,10.02,24.91,0.21,Neutro
2018-06-18,12.83,11.35,9.87,26.09,0.13,Neutro
2018-06-19,12.83,11.28,9.73,27.49,0.17,Neutro
2018-06-20,12.83,11.27,9.71,27.68,0.37,Neutro
2018-06-21,12.83,11.24,9.64,28.39,0.28,Neutro
2018-06-22,12.77,11.17,9.57,28.65,0.29,Neutro
2018-06-25,12.71,11.13,9.54,28.49,0.41,Neutro
2018-06-26,12.70,11.10,9.50,28.84,0.36,Neutro
2018-06-27,12.68,11.08,9.48,28.87,0.47,Neutro
2018-06-28,12.57,11.03,9.49,27.93,0.45,Neutro
2018-06-29,12.37,10.96,9.54,25.83,0.48,Neutro
2018-07-02,11.99,10.87,9.76,20.51,0.64,Neutro
2018-07-03,11.83,10.84,9.84,18.36,0.73,Neutro
2018-07-05,11.65,10.80,9.94,15.84,0.75,Neutro
2018-07-06,11.59,10.78,9.98,14.93,0.77,Neutro
2018-07-09,11.61,10.79,9.96,15.30,0.90,Neutro
2018-07-10,11.65,10.80,9.94,15.84,0.92,Neutro
2018-07-11,11.66,10.83,10.00,15.33,0.60,Neutro
2018-07-12,11.78,10.89,10.01,16.25,0.93,Neutro
2018-07-13,11.80,10.96,10.13,15.23,0.83,Neutro
2018-07-16,11.86,11.01,10.16,15.44,0.79,Neutro
2018-07-17,11.82,11.03,10.24,14.33,0.25,Neutro
2018-07-18,11.87,11.02,10.17,15.43,0.00,Sobrevendido
2018-07-19,11.92,10.98,10.04,17.12,0.03,Neutro
2018-07-20,11.99,10.95,9.90,19.09,0.00,Sobrevendido
2018-07-23,12.12,10.89,9.67,22.49,0.00,Sobrevendido
2018-07-24,12.18,10.84,9.49,24.83,0.06,Neutro
2018-07-25,12.28,10.77,9.26,28.04,0.02,Neutro
2018-07-26,12.28,10.71,9.13,29.42,0.19,Neutro
2018-07-27,12.26,10.68,9.10,29.59,0.38,Neutro
2018-07-30,12.25,10.67,9.10,29.51,0.54,Neutro
2018-07-31,12.33,10.70,9.07,30.47,0.81,Neutro
2018-08-01,12.27,10.66,9.04,30.31,0.42,Neutro
2018-08-02,12.22,10.58,8.93,31.11,0.22,Neutro
2018-08-03,12.16,10.50,8.83,31.72,0.25,Neutro
2018-08-06,12.07,10.40,8.73,32.12,0.22,Neutro
2018-08-07,11.94,10.29,8.64,32.08,0.19,Neutro
2018-08-08,11.87,10.21,8.55,32.52,0.27,Neutro
2018-08-09,11.65,10.09,8.53,30.92,0.23,Neutro
2018-08-10,11.43,9.97,8.52,29.18,0.24,Neutro
2018-08-13,11.18,9.85,8.51,27.12,0.16,Neutro
2018-08-14,11.09,9.77,8.45,27.02,0.25,Neutro
2018-08-15,11.07,9.73,8.39,27.55,0.28,Neutro
2018-08-16,11.03,9.70,8.37,27.43,0.44,Neutro
2018-08-17,11.01,9.68,8.35,27.48,0.43,Neutro
2018-08-20,11.01,9.68,8.35,27.48,0.42,Neutro
2018-08-21,11.03,9.63,8.24,28.96,0.17,Neutro
2018-08-22,11.07,9.59,8.12,30.75,0.14,Neutro
2018-08-23,11.06,9.55,8.04,31.62,0.28,Neutro
2018-08-24,10.97,9.50,8.04,30.83,0.45,Neutro
2018-08-27,10.77,9.44,8.10,28.29,0.52,Neutro
2018-08-28,10.12,9.33,8.53,17.05,0.61,Neutro
2018-08-29,9.95,9.29,8.64,14.09,0.85,Neutro
2018-08-30,9.94,9.29,8.65,13.88,0.78,Neutro
2018-08-31,9.99,9.31,8.62,14.72,0.92,Neutro
2018-09-04,10.06,9.33,8.60,15.65,0.90,Neutro
2018-09-05,10.11,9.35,8.60,16.15,0.77,Neutro
2018-09-06,10.20,9.38,8.57,17.37,0.90,Neutro
2018-09-07,10.22,9.40,8.58,17.44,0.65,Neutro
2018-09-10,10.23,9.42,8.60,17.31,0.55,Neutro
2018-09-11,10.22,9.42,8.62,16.98,0.30,Neutro
2018-09-12,10.22,9.43,8.64,16.75,0.37,Neutro
2018-09-13,10.22,9.43,8.64,16.76,0.30,Neutro
2018-09-14,10.22,9.43,8.63,16.87,0.52,Neutro
2018-09-17,10.21,9.40,8.59,17.23,0.25,Neutro
2018-09-18,10.21,9.37,8.54,17.81,0.25,Neutro
2018-09-19,10.21,9.37,8.54,17.81,0.11,Neutro
2018-09-20,10.19,9.38,8.57,17.27,0.06,Neutro
2018-09-21,10.21,9.42,8.63,16.77,0.70,Neutro
2018-09-24,10.22,9.43,8.64,16.75,0.58,Neutro
2018-09-25,10.34,9.47,8.60,18.37,0.94,Neutro
2018-09-26,10.41,9.50,8.59,19.16,0.82,Neutro
