Date,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,BB_Sinal
2016-01-04,,,,,,Neutro
2016-01-05,,,,,,Neutro
2016-01-06,,,,,,Neutro
2016-01-07,,,,,,Neutro
2016-01-08,,,,,,Neutro
2016-01-11,,,,,,Neutro
2016-01-12,,,,,,Neutro
2016-01-13,,,,,,Neutro
2016-01-14,,,,,,Neutro
2016-01-15,,,,,,Neutro
2016-01-19,,,,,,Neutro
2016-01-20,,,,,,Neutro
2016-01-21,,,,,,Neutro
2016-01-22,,,,,,Neutro
2016-01-25,,,,,,Neutro
2016-01-26,,,,,,Neutro
2016-01-27,,,,,,Neutro
2016-01-28,,,,,,Neutro
2016-01-29,,,,,,Neutro
2016-02-01,11.33,10.63,9.93,13.17,0.59,Neutro
2016-02-02,11.28,10.61,9.95,12.53,0.61,Neutro
2016-02-03,11.20,10.59,9.98,11.52,0.64,Neutro
2016-02-04,11.11,10.55,9.98,10.71,0.22,Neutro
2016-02-05,11.14,10.51,9.88,11.99,0.04,Neutro
2016-02-08,11.12,10.46,9.81,12.52,0.09,Neutro
2016-02-09,11.06,10.41,9.76,12.48,0.14,Neutro
2016-02-10,10.97,10.37,9.77,11.57,0.29,Neutro
2016-02-11,10.92,10.33,9.74,11.42,0.21,Neutro
2016-02-12,10.89,10.32,9.74,11.15,0.48,Neutro
2016-02-16,10.88,10.31,9.73,11.16,0.49,Neutro
2016-02-17,10.88,10.31,9.73,11.16,0.65,Neutro
2016-02-18,10.90,10.32,9.74,11.24,0.66,Neutro
2016-02-19,10.89,10.34,9.78,10.74,0.52,Neutro
2016-02-22,10.90,10.35,9.80,10.63,0.58,Neutro
2016-02-23,10.92,10.37,9.82,10.61,0.64,Neutro
2016-02-24,10.92,10.37,9.82,10.61,0.64,Neutro
2016-02-25,10.92,10.37,9.81,10.71,0.50,Neutro
2016-02-26,10.88,10.35,9.82,10.24,0.52,Neutro
2016-02-29,10.88,10.34,9.81,10.34,0.48,Neutro
2016-03-01,10.83,10.33,9.83,9.68,0.65,Neutro
