Date,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,BB_Sinal
2022-08-09,,,,,,Neutro
2022-08-10,,,,,,Neutro
2022-08-11,,,,,,Neutro
2022-08-12,,,,,,Neutro
2022-08-15,,,,,,Neutro
2022-08-16,,,,,,Neutro
2022-08-17,,,,,,Neutro
2022-08-18,,,,,,Neutro
2022-08-19,,,,,,Neutro
2022-08-22,,,,,,Neutro
2022-08-23,,,,,,Neutro
2022-08-24,,,,,,Neutro
2022-08-25,,,,,,Neutro
2022-08-26,,,,,,Neutro
2022-08-29,,,,,,Neutro
2022-08-30,,,,,,Neutro
2022-08-31,,,,,,Neutro
2022-09-01,,,,,,Neutro
2022-09-02,,,,,,Neutro
2022-09-06,43.04,42.93,42.82,0.51,0.14,Neutro
2022-09-07,43.04,42.93,42.82,0.51,0.36,Neutro
2022-09-08,43.04,42.92,42.81,0.54,0.22,Neutro
2022-09-09,43.04,42.92,42.79,0.58,0.04,Neutro
2022-09-12,43.04,42.91,42.78,0.61,0.19,Neutro
2022-09-13,43.05,42.89,42.73,0.75,0.00,Sobrevendido
2022-09-14,43.06,42.88,42.69,0.86,0.00,Sobrevendido
2022-09-15,43.08,42.86,42.64,1.03,0.00,Sobrevendido
2022-09-16,43.07,42.84,42.61,1.07,0.02,Neutro
2022-09-19,43.07,42.82,42.56,1.19,0.00,Sobrevendido
2022-09-20,43.07,42.80,42.52,1.29,0.02,Neutro
2022-09-21,43.07,42.77,42.48,1.38,0.02,Neutro
2022-09-22,43.07,42.75,42.42,1.52,0.02,Neutro
2022-09-23,43.07,42.72,42.37,1.64,0.01,Neutro
2022-09-26,43.08,42.69,42.30,1.83,0.00,Neutro
2022-09-27,43.07,42.66,42.25,1.92,0.05,Neutro
2022-09-28,43.05,42.64,42.23,1.92,0.29,Neutro
2022-09-29,43.03,42.62,42.21,1.92,0.27,Neutro
2022-09-30,43.01,42.60,42.19,1.92,0.27,Neutro
2022-10-03,42.96,42.58,42.20,1.78,0.38,Neutro
