Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
NOVT,5.35,5.16,4.56,17.79,108.88,36.53,4.11,29.60,178808000,,1.63,10.40,-13.40
