Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
ESCA,6.43,8.97,5.81,10.80,16.80,9.60,1.47,10.19,25981000,324.00,0.70,0.60,68.10
