Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
RIME,-176.75,-400.80,-48.55,-163.51,,-0.62,1.86,-1.08,-10903000,,,1851.20,
