Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
MNTK,1.23,0.85,0.31,19.20,156.00,5.09,0.85,10.23,34595000,,4.56,9.00,
