Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
ARCC,37.30,8.29,4.89,0.00,10.98,9.29,0.91,,,1073.00,,4.20,-64.10
