Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
PRVA,0.97,3.62,1.75,2.12,139.65,21.63,3.96,55.19,47726000,,0.19,25.80,-33.30
