Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
SYBT,35.93,13.81,1.55,0.00,15.28,13.37,1.99,,,172.00,,9.40,9.70
