Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
RGLD,48.91,11.98,8.10,82.84,25.01,15.38,2.36,16.71,1073617024,92.00,0.55,143.00,91.90
