Symbol,Market_Cap_Atual
ATIIW,0.0
ATLC,1153956711.01
ATLCL,0.0
ATLCP,0.0
ATLCZ,0.0
ATLN,101381655.97
ATLO,252962203.2
ATLX,125336269.75
ATNI,398364092.7
ATOM,352315600.0
ATOS,40473396.7
ATPC,4252660.5
ATRA,86767956.36
ATRC,1326793414.0
ATRO,2675688793.4
ATXG,3592705.8
ATYR,49025606.0
AUBN,90684925.76
AUC,81888181.62
AUDC,255808820.7
AUGO,5363205000.0
AUID,19358984.4
AUMI,0.0
AUPH,2015188184.57
AUR,11494354146.7
AURA,711299519.04
AURE,51716361.6
AUROW,0.0
AUTL,431152123.32
AUUD,7348748.5
AVAH,1476380276.34
AVAV,9689352944.37
AVBH,334132593.5
AVBP,1387001355.84
AVGB,0.0
AVGG,0.0
AVGO,2268995033818.32
AVGU,0.0
AVGX,0.0
AVIR,336914086.79
AVL,0.0
AVLN,1169838040.8
AVNW,225405445.46
AVO,979223209.68
AVOS,0.0
AVPT,2268583997.2
AVR,871212716.85
AVS,0.0
AVT,7622497847.33
AVTX,722250959.28
AVUQ,0.0
AVX,43015786.56
AVXC,0.0
AVXL,244653441.12
AVXX,0.0
AWRE,29222203.95
AXG,548833686.6
AXGN,2160614989.12
AXIN,214652000.0
AXINU,0.0
AXON,38808288033.96
AXPG,0.0
AXSM,12015340763.34
AXTI,6980653732.8
AYA,2816822567.85
AYTU,22432404.72
AZ,291685674.2
AZI,1944187.86
AZTA,1101157087.56
AZYY,0.0
BABU,0.0
BABX,0.0
BACC,218115090.0
BACCU,0.0
BAER,117580787.64
BAERW,0.0
BAFE,0.0
BAFN,30119893.65
BAIG,0.0
BAIV,0.0
BALQ,0.0
BAND,1971888702.4
BANF,3599788958.66
BANFP,0.0
BANL,5566529.28
BANR,2136583614.7
BANX,191390242.16
BAOS,4987082.75
BASG,0.0
BASV,0.0
BATRA,541292090.02
BATRK,2556780579.54
BAYA,33544077.0
BAYAU,0.0
BBB,0.0
BBCP,394487051.86
BBCQ,319987500.0
BBCQU,0.0
BBCQW,0.0
BBGI,19681150.4
BBH,0.0
BBIO,12824994126.16
BBLG,2262027.6
BBLGW,0.0
BBNX,554793102.75
BBOT,643260045.12
BBSI,794013452.17
BBYY,0.0
BCAB,5633548.4
BCAL,599873967.6
BCAR,313891346.58
BCARU,0.0
BCARW,0.0
BCAX,1314077320.0
BCBP,192904674.27
BCDA,9896009.88
BCFN,0.0
BCG,26391905.67
BCGWW,0.0
BCIC,90974485.35
BCLO,0.0
BCML,333934193.37
BCPC,5032174914.32
BCRX,2096841945.0
BCTK,0.0
BCTX,28796294.97
BCTXZ,0.0
BCYC,211567780.2
BDCI,262163600.0
BDCIU,0.0
BDCIW,0.0
BDGS,0.0
BDMD,42855546.34
BDMDW,0.0
BDRX,2678549.26
BDSX,166728524.9
BDTX,120333725.4
BDVL,0.0
BDYN,0.0
BEAG,279890600.0
BEAGU,0.0
BEAM,3040080773.7
BEAT,49401083.15
BEATW,0.0
BEDY,0.0
BEEM,31526252.12
BEEP,92683044.0
BEEX,0.0
BEEZ,0.0
BEG,0.0
BELFA,525812076.54
BELFB,3391173989.96
BELT,0.0
BENF,53034786.2
BENFW,0.0
BESO,0.0
BETR,345607704.04
BETRW,0.0
BFC,1531358428.3
BFLX,0.0
BFRG,13535405.23
BFRGW,0.0
BFRI,12675310.56
BFRIW,0.0
BFST,906160052.64
BGC,3751477392.6
BGCG,0.0
BGDE,43509768.9
BGEG,0.0
BGGG,0.0
BGIA,0.0
BGIN,245476043.86
BGL,21644019.69
BGLC,5511475.92
BGLWW,0.0
BGM,52380773.82
BGMS,5850623.36
BGRN,0.0
BGRO,0.0
BHAV,106465000.0
BHAVU,0.0
BHDG,0.0
BHF,3584616984.0
BHFAL,1911736680.0
BHFAM,0.0
BHFAN,0.0
BHFAO,0.0
BHFAP,1800363180.0
BHRB,1250899956.48
BHST,80697517.52
BIAF,7663991.14
BIAFW,0.0
BIB,0.0
BIDG,0.0
BIDU,36453845788.92
BIDWU,0.0
BIIB,28930969447.32
BILI,6014176170.45
BIOA,713021853.36
BIOX,29355309.86
BIOY,0.0
BIRD,25726790.7
BIS,0.0
BITS,0.0
BIVI,12444034.35
BIVIW,0.0
BIXI,227472300.0
BIXIU,0.0
BIXIW,0.0
BIYA,2318392.64
BJDX,4666564.65
BJRI,921592117.4
BKCH,0.0
BKHA,49261423.22
BKHAU,0.0
BKMI,0.0
BKMS,0.0
BKNG,127684468684.08
BKR,63760255156.19
BL,1690021018.77
BLBD,2292162441.27
BLCN,0.0
BLCR,0.0
BLDP,1826943644.94
BLFS,1331364558.75
BLIN,14993856.01
BLIV,24989044.6
BLKB,1291151499.66
BLLN,4076317152.24
BLMN,641251009.63
BLNE,37414455.6
BLNK,110635339.43
BLRK,172155000.0
BLRKU,0.0
BLRX,14272450.96
BLSG,0.0
BLTE,5500877037.93
BLUW,266845410.0
BLUWU,0.0
BLUWW,0.0
BLZE,477117111.45
BLZR,278300000.0
BLZRU,0.0
BLZRW,0.0
BMBL,371728828.8
BMEA,93989272.0
BMGL,12398595.0
BMHL,60124345.71
BMM,811497908.34
BMNG,0.0
BMOP,0.0
BMR,29506722.6
BMRA,6520467.59
BMRC,406199748.63
BMRN,10564927381.08
BNAI,89480696.25
BNAIW,0.0
BNBX,3598614.0
BNC,110242311.37
BNCWW,0.0
BND,0.0
BNDP,0.0
BNDW,0.0
BNDX,0.0
BNGO,14917500.0
BNKK,13841626.2
BNR,76592426.02
BNRG,983775.52
BNTC,357285073.6
BNTX,22367612885.45
BNZI,4480956.9
BNZIW,0.0
BODI,49098839.68
BOEG,0.0
BOEU,0.0
BOF,57435112.5
BOKF,7618695396.88
BOLD,32348319.84
BOLT,8896855.21
BON,7547844.04
BOOM,137345694.97
BOSC,29961692.5
BOT,587342646.96
BOTJ,102588572.04
BOTT,0.0
BOTZ,0.0
BOXL,3481485.09
BPAC,59888807.5
BPACU,0.0
BPOP,9559970834.17
BPOPM,0.0
BPRN,232464549.5
BPYPM,0.0
BPYPN,0.0
BPYPO,0.0
BPYPP,0.0
BRAG,45112247.84
BRAI,1863037581.12
BRBI,322599300.54
BRCB,151225979.93
BREM,0.0
BRES,0.0
BREZU,0.0
BRFH,36645747.27
BRHY,0.0
BRID,67168556.8
BRKHU,0.0
BRKR,9544546624.8
BRKRP,0.0
BRKU,0.0
BRLS,33053491.24
BRLSW,0.0
BRLT,19510658.4
BRNS,28594225.1
BRNY,0.0
BRR,174806901.32
BRRR,0.0
BRRWW,0.0
BRTR,0.0
BRTX,8662577.8
BRUN,1215224493.6
BRZE,2653602121.64
BSAA,68257585.0
BSAAU,0.0
BSBK,115561056.0
BSCQ,0.0
BSCR,0.0
BSCS,0.0
BSCT,0.0
BSCU,0.0
BSCV,0.0
BSCW,0.0
BSCX,0.0
BSCY,0.0
BSCZ,0.0
BSET,123828390.88
BSJQ,0.0
BSJR,0.0
BSJS,0.0
BSJT,0.0
BSJU,0.0
BSJV,0.0
BSJW,0.0
BSJX,0.0
BSMQ,0.0
BSMR,0.0
BSMS,0.0
BSMT,0.0
BSMU,0.0
BSMV,0.0
BSMW,0.0
BSMY,0.0
BSMZ,0.0
BSRR,491515734.72
BSSX,0.0
BSVN,410759305.25
BSVO,0.0
BSY,9534224063.14
BTAI,35818021.8
BTBD,7359821.56
BTBDW,0.0
BTBT,646002277.0
BTCS,67694504.56
BTCT,10468672.5
BTDR,3920589638.01
BTF,0.0
BTGD,0.0
BTMD,63999306.75
BTOC,15450646.86
BTOG,2779721.34
BTQ,599370343.2
BTSG,11805752070.24
BTSGU,0.0
BTTC,10235889.95
BU,0.0
BUFC,0.0
BUFI,0.0
BUFM,0.0
BUG,0.0
BULD,0.0
BULG,0.0
BULL,2642961994.0
BULLW,0.0
BULX,0.0
BUSE,2270896746.0
BUSEP,0.0
BUUU,211211700.0
BVC,1612800000.0
BVFL,167724152.05
BVS,579245810.4
BWAY,562886681.76
BWB,513611620.14
BWBBP,0.0
BWEN,95020710.96
BWFG,409901183.8
BWIN,1829886436.58
BWMN,555695477.16
BYAH,3492614.52
BYFC,58837836.4
BYND,381353370.08
BYRN,136567637.08
BYSI,71548486.8
BZ,5473679064.9
BZAI,254716035.19
BZAIW,4397183.0
BZFD,111876259.45
BZFDW,0.0
BZUN,141754295.76
CAAS,133957916.88
CABA,583736169.68
CABR,10727977.08
CAC,819685392.8
CACC,5664965252.18
CADL,644778103.2
CAFG,0.0
CAI,4375897158.6
CAIIU,0.0
CAIQ,0.0
CAKE,3223586351.44
CALC,13428326.35
CALI,0.0
CALM,3569825905.8
CAMP,216530586.0
CAMT,8446859305.65
CAN,275397178.46
CANC,0.0
CANQ,0.0
CAPN,58327654.76
CAPNU,0.0
CAPR,1600684722.52
CAPS,4040289.6
CAQ,172506173.4
CAQUU,0.0
CAR,6141602065.96
CARE,607327533.3
CARG,2070205608.0
CARL,277286316.6
CART,9396491963.72
CARY,0.0
CARZ,0.0
CASH,1641094043.16
CASS,588340220.79
CAST,20287968.76
CASY,28613311435.7
CATH,0.0
CATY,3788174692.25
CBAT,68257293.72
CBC,6492921826.96
CBFV,172062965.12
CBIO,495743391.3
CBK,393226420.3
CBLL,651855586.0
CBNK,512747971.4
CBRL,740265881.76
CBRS,7415430000.0
CBSH,7487114834.88
CBUS,106100971.26
CCAP,413411581.44
CCAQ,150621255.2
CCAQU,0.0
CCB,1034174158.56
CCBG,746134474.67
CCC,2928833274.64
CCCC,437846199.12
CCD,732578676.17
CCEC,1313478773.25
CCEP,40917027098.09
CCFE,0.0
CCG,32212528.5
CCGWW,0.0
CCHH,12092000.0
CCII,268266200.0
CCIIU,0.0
CCIIW,4807000.0
CCIX,318624750.0
CCIXU,0.0
CCIXW,11165000.0
CCLD,99858430.15
CCNE,881166846.62
CCNEP,0.0
CCNR,0.0
CCOI,820772896.57
CCRN,406827242.88
CCSB,0.0
CCSI,619826935.5
CCSO,0.0
CCTG,1604342.65
CCXI,428218000.0
CCXIU,0.0
CD,635550400.0
CDC,0.0
CDIG,0.0
CDIO,6362858.35
CDIOW,0.0
CDL,0.0
CDLX,37443690.05
CDNA,1152523021.11
CDNL,946788639.44
CDNS,112532928000.0
CDRO,434237688.25
CDROW,0.0
CDT,3935263.5
CDTG,20935530.0
CDTTW,0.0
CDW,17540548822.3
CDXS,247238662.24
CDZI,381751738.44
CDZIP,0.0
CECO,2850829773.57
CEFA,0.0
CEG,95431943023.08
CELC,4337761317.6
CELH,7671767203.6
CELU,29524880.22
CELUW,0.0
CELZ,8132669.6
CENN,6404025.24
CENT,364585349.38
CENTA,1714540527.44
CENX,6635220110.88
CEPF,474147000.0
CEPI,0.0
CEPO,217300000.0
CEPS,121540000.0
CEPT,296434800.0
CEPV,263062000.0
CERS,532981470.84
CERT,871161804.8
CETX,6561882.06
CETY,9367901.62
CEVA,1394640012.14
CFA,0.0
CFBK,182175515.18
CFFI,229041997.56
CFFN,947872495.92
CFO,0.0
CG,15205319796.48
CGABL,0.0
CGBD,735279614.24
CGC,439731786.0
CGCT,339756000.0
CGCTU,0.0
CGCTW,0.0
CGEM,934776879.66
CGEN,207140352.84
CGNT,680305521.61
CGNX,10993668933.06
CGO,137189024.24
CGON,4799978580.66
CGTL,6373250.0
CGTX,127087181.3
CHA,1484537460.77
CHAI,18727057.88
CHAR,92130774.12
CHARU,0.0
CHCI,156909226.14
CHCO,1743575670.96
CHDN,5993934088.0
CHEC,132016380.0
CHECU,0.0
CHECW,0.0
CHEF,3168013997.01
CHGX,0.0
CHI,1027397398.51
CHKP,14114492853.76
CHMG,325434246.4
CHNR,5590926.6
CHPG,89187243.75
CHPGU,0.0
CHPS,0.0
CHPX,0.0
CHR,4420694.89
CHRD,7916791113.46
CHRI,0.0
CHRN,2724497974.24
CHRS,226747353.0
CHRW,21304373611.08
CHSCL,0.0
CHSCM,0.0
CHSCN,0.0
CHSCO,0.0
CHSCP,0.0
CHSN,2897973.75
CHTR,18213421384.69
CHW,579249990.09
CHY,1063573357.36
CHYM,6157852902.5
CIBR,0.0
CIFG,0.0
CIFR,10733450929.28
CIGI,4768744566.6
CIIT,3980797.7
CINF,24443598970.84
CING,65728895.68
CINGW,0.0
CISO,15406534.58
CISS,1195804.48
CIVB,523948203.08
CJMB,4460433.22
CLAR,109942649.96
CLBK,2063261310.27
CLBT,3537056605.06
CLDX,2336708983.44
CLFD,613292329.8
CLGN,5769301.2
CLIK,5754532.56
CLIR,27114008.94
CLLS,224369476.29
CLMB,407092708.0
CLMT,3256688883.39
CLNE,442651514.34
CLNN,73603048.32
CLOA,0.0
CLOD,0.0
CLOU,0.0
CLOV,1573038302.7
CLPS,28349736.6
CLPT,398861187.9
CLRB,20778711.2
CLRO,8641580.76
CLSK,4518877551.66
CLSKW,0.0
CLSM,0.0
CLST,64870854.96
CLWT,9041986.08
CLYM,597825960.12
CMBO,0.0
CMCO,445747566.66
CMCSA,83796683960.64
CMCT,8735612.98
CME,91283787028.32
CMGG,0.0
CMII,235466750.0
CMIIU,0.0
CMMB,12384650.16
CMND,2965386.03
CMPR,2326765281.8
CMPS,1712506870.8
CMPX,378184621.5
CMRC,236810140.28
CMTL,167700431.16
CMTV,202403358.6
CNCG,0.0
CNCK,244668819.6
CNCKW,0.0
CNDT,249705870.54
CNET,2751321.75
CNEY,7492209.12
CNOB,1474961529.02
CNOBP,0.0
CNQQ,0.0
CNSP,7657992.76
CNTA,6165949295.1
CNTB,140409392.19
CNTN,171021956.0
CNTX,188352312.85
CNTY,39158879.84
CNVS,54940754.28
CNXC,1688613583.68
CNXN,1774904666.92
CNXU,0.0
COAG,1222280579.7
COCH,53047965.9
COCHW,0.0
COCO,4293728500.74
COCP,14614700.18
CODA,141741230.64
CODX,19053073.38
COFS,457038068.2
COGT,5512201809.04
COHU,2647480473.64
COIG,0.0
COIN,36304514537.5
COKE,10022784011.56
COLA,48180386.08
COLAU,92153764.0
COLB,8276529563.94
COLL,1007393175.74
COLM,3326708519.6
COMT,0.0
CONI,0.0
CONL,0.0
CONX,0.0
COO,11773202775.32
COOT,17297093.56
COOTW,0.0
COPJ,0.0
COPP,0.0
CORO,0.0
CORT,7799093304.1
CORZ,9196421497.56
CORZW,0.0
CORZZ,0.0
COSM,14989248.5
COST,426585070620.0
COTG,0.0
COWG,0.0
COWS,0.0
COYA,108841329.12
COYY,0.0
CPAG,0.0
CPB,6258094783.12
CPBI,77797217.5
CPHC,80345210.4
CPHY,0.0
CPIX,84055230.27
CPLS,0.0
CPOP,19981565.24
CPRT,28098378478.7
CPRX,3828077429.76
CPSH,151450001.28
CPSS,198541869.75
CPZ,252273692.9
CRAC,182548687.5
CRACU,0.0
CRACW,0.0
CRAI,914843028.9
CRAN,356478000.0
CRANU,0.0
CRAQ,242751600.0
CRAQU,0.0
CRBP,136735127.1
CRBU,198361150.0
CRCG,0.0
CRCT,226128106.44
CRDF,95717854.4
CRDL,129104908.8
CRDO,39582957124.0
CRE,5130023.05
CREG,8512329.68
CRESY,791525187.36
CREX,40155618.4
CRGO,84760936.72
CRGOW,0.0
CRIS,19489346.5
CRMD,645659062.93
CRMG,0.0
CRML,1615480685.91
CRMLW,0.0
CRMT,61189056.5
CRMU,0.0
CRNC,554906294.52
CRNT,279043643.65
CRNX,3489016482.72
CRON,1012624125.69
CROX,5887229495.04
CRSP,5023053087.36
CRSR,1120125571.28
CRTO,861693638.05
CRUS,9049279557.7
CRVL,2903084164.95
CRVO,27498395.43
CRVS,975448918.4
CRWD,190294048464.81
CRWG,0.0
CRWL,0.0
CRWS,29739847.86
CRWV,49649377053.27
CRY,0.0
CSAI,10743976.13
CSB,0.0
CSBR,79016039.94
CSCL,0.0
CSCO,498591485122.5
CSCS,0.0
CSGP,13639080881.0
CSHR,603553357.22
CSIQ,1324460619.72
CSPI,92459555.46
CSQ,3289181213.85
CSTE,58781027.5
CSTL,618427721.28
CSWC,1439800621.42
CSX,86291968472.64
CTAA,123648200.0
CTAAU,0.0
CTAS,69911915848.32
CTBI,1187725716.19
CTEC,0.0
CTKB,523027477.35
CTMX,701003399.18
CTNM,408393984.96
CTNT,5143326.9
CTOR,72525339.12
CTRM,21643672.96
CTRN,383187104.82
CTSH,25310230000.0
CTSO,30769426.52
CTW,115920000.0
CTXR,15922490.6
CUB,250700000.0
CUBWU,294667035.0
CUBWW,0.0
CUE,108869813.91
CULP,40141025.28
CUPR,2605368.75
CURI,180827180.0
CURR,349196662.35
CURX,9352467.96
CUSD,0.0
CV,341251292.38
CVBF,3507929296.48
CVCO,4183619206.34
CVGI,194671093.6
CVKD,12897854.93
CVLT,4985138272.95
CVNX,0.0
CVRX,143028738.16
CVV,40532572.56
CWBC,640909945.72
CWCO,471845603.1
CWD,7453073.76
CWST,5261478678.82
CWY,0.0
CXAI,15491009.28
CXAIW,0.0
CXDO,297573124.14
CXIIU,0.0
CXSE,0.0
CYAB,9001082.24
CYCN,12990942.0
CYCU,7473318.27
CYCUW,0.0
CYN,19759894.97
CYPH,125628088.76
CYRX,831638164.5
CYTK,9600338631.03
CZAR,0.0
CZFS,301029240.4
CZNC,364960856.82
CZR,5943778547.68
CZWI,197800737.12
DAAQ,178192500.0
DAAQU,0.0
DAAQW,0.0
DADS,0.0
DAIC,3727979.64
DAICW,0.0
DAIO,38329241.76
DAK,0.0
DAKT,938432277.3
DALI,0.0
DAPP,0.0
DARE,30707979.1
DASH,63584413173.8
DAVE,2842403139.45
DAVEW,0.0
DAX,0.0
DBCA,309500000.0
DBCAU,0.0
DBGI,21376568.94
DBVT,1047600271.2
DBX,4360251369.38
DCBO,425413230.76
DCGO,56303695.41
DCOY,4239784.96
DCTH,356608613.51
DCX,48766117.5
DDI,568873491.2
DDIV,0.0
DDOG,82815622013.34
DECO,0.0
DEFT,221033026.23
DEMZ,0.0
DERM,130499354.82
DETX,25517313.91
DEVS,8875382.8
DFDV,90956979.1
DFDVW,0.0
DFGP,0.0
DFGX,0.0
DFLI,25374373.2
DFLIW,0.0
DFNS,18683862.75
DFSC,7595715.06
DFSCW,0.0
DFTX,2572885410.97
DGCB,0.0
DGICA,520560575.12
DGICB,106683705.75
DGII,2562241444.04
DGLO,0.0
DGNX,32011035.1
DGRE,0.0
DGRS,0.0
DGRW,0.0
DGXX,689006678.88
DH,92861329.44
DHC,2067593148.04
DHCNI,0.0
DHCNL,0.0
DIBS,150520756.86
DIME,0.0
DINE,0.0
DIOD,5339696985.48
DIVD,0.0
DJCO,721251244.22
DJT,2390111535.64
DJTWW,1341205632.0
DKI,9704181.41
DKNG,12457794594.87
DKNX,0.0
DLHC,79856622.85
DLLL,0.0
DLO,2029607629.8
DLPN,15490552.49
DLTH,119242228.14
DLTR,21619641150.0
DLXY,3587000.0
DMAA,257578046.93
DMAAU,316509690.0
