Date,Open,Close,Change_Pct
2003-09-17,0.723900,0.724300,0.060000
2003-09-18,0.724500,0.721600,-0.400000
2003-09-19,0.721700,0.731600,1.370000
2003-09-22,0.737300,0.739200,0.260000
2003-09-23,0.739300,0.736000,-0.450000
2003-09-24,0.736200,0.739600,0.460000
2003-09-25,0.739700,0.743700,0.540000
2003-09-26,0.743800,0.744900,0.150000
2003-09-29,0.743300,0.755500,1.640000
2003-09-30,0.756000,0.759000,0.400000
2003-10-01,0.759100,0.760300,0.160000
2003-10-02,0.760700,0.758700,-0.260000
2003-10-03,0.758400,0.748100,-1.360000
2003-10-06,0.748600,0.757900,1.240000
2003-10-07,0.757900,0.760900,0.400000
2003-10-08,0.761000,0.762800,0.240000
2003-10-09,0.762900,0.758800,-0.540000
2003-10-10,0.759100,0.761500,0.320000
2003-10-13,0.763100,0.756000,-0.930000
2003-10-14,0.756100,0.759600,0.460000
2003-10-15,0.759700,0.751300,-1.110000
2003-10-16,0.751400,0.749300,-0.280000
2003-10-17,0.749300,0.753800,0.600000
2003-10-20,0.754000,0.750800,-0.420000
2003-10-21,0.750400,0.751800,0.190000
2003-10-22,0.751600,0.762500,1.450000
2003-10-23,0.762000,0.763900,0.250000
2003-10-24,0.763700,0.762000,-0.220000
2003-10-27,0.759900,0.758800,-0.140000
2003-10-28,0.758600,0.751200,-0.980000
2003-10-29,0.751000,0.751600,0.080000
2003-10-30,0.751600,0.749900,-0.230000
2003-10-31,0.750500,0.747300,-0.430000
2003-11-03,0.746400,0.735400,-1.470000
2003-11-04,0.735200,0.733000,-0.300000
2003-11-05,0.733000,0.729500,-0.480000
2003-11-06,0.729600,0.725700,-0.530000
2003-11-07,0.725700,0.731600,0.810000
2003-11-10,0.731400,0.727700,-0.510000
2003-11-11,0.727700,0.734100,0.880000
2003-11-12,0.734100,0.741100,0.950000
2003-11-13,0.741100,0.749000,1.070000
2003-11-14,0.748900,0.753700,0.640000
2003-11-17,0.757700,0.754600,-0.410000
2003-11-18,0.754700,0.773000,2.420000
2003-11-19,0.773000,0.765900,-0.920000
2003-11-20,0.765800,0.768800,0.390000
2003-11-21,0.768900,0.770200,0.170000
2003-11-24,0.770100,0.758400,-1.520000
2003-11-25,0.758500,0.757900,-0.080000
2003-11-26,0.758000,0.772700,1.940000
2003-11-27,0.772700,0.769900,-0.360000
2003-11-28,0.769900,0.774500,0.600000
2003-12-01,0.776900,0.770400,-0.840000
2003-12-02,0.770500,0.776900,0.830000
2003-12-03,0.776900,0.778100,0.150000
2003-12-04,0.777800,0.776100,-0.220000
2003-12-05,0.776200,0.785900,1.250000
2003-12-08,0.784300,0.789000,0.600000
2003-12-09,0.789100,0.791600,0.320000
2003-12-10,0.791600,0.788000,-0.450000
2003-12-11,0.788000,0.788100,0.010000
2003-12-12,0.788000,0.792500,0.570000
2003-12-15,0.784400,0.793300,1.130000
2003-12-16,0.793100,0.794000,0.110000
2003-12-17,0.793800,0.797600,0.480000
2003-12-18,0.797500,0.800000,0.310000
2003-12-19,0.799900,0.796900,-0.380000
2003-12-22,0.795500,0.795200,-0.040000
2003-12-23,0.795000,0.795700,0.090000
2003-12-24,0.795700,0.801400,0.720000
2003-12-25,0.801700,0.801500,-0.020000
2003-12-26,0.801700,0.796900,-0.600000
2003-12-29,0.797600,0.800300,0.340000
2003-12-30,0.800300,0.804800,0.560000
2003-12-31,0.805000,0.808700,0.460000
2004-01-01,0.808700,0.806300,-0.300000
2004-01-02,0.806400,0.806500,0.010000
2004-01-05,0.809300,0.811700,0.300000
2004-01-06,0.811800,0.811800,0.000000
2004-01-07,0.811600,0.806800,-0.590000
2004-01-08,0.806700,0.815300,1.070000
2004-01-09,0.815200,0.818900,0.450000
2004-01-12,0.820100,0.814500,-0.680000
2004-01-13,0.814700,0.820000,0.650000
2004-01-14,0.819700,0.811700,-0.980000
2004-01-15,0.811600,0.804400,-0.890000
2004-01-16,0.804400,0.791300,-1.630000
2004-01-19,0.789700,0.787000,-0.340000
2004-01-20,0.786800,0.802800,2.030000
2004-01-21,0.802400,0.808100,0.710000
2004-01-22,0.808000,0.811800,0.470000
2004-01-23,0.811600,0.805500,-0.750000
2004-01-26,0.804400,0.796800,-0.940000
2004-01-27,0.796700,0.806500,1.230000
2004-01-28,0.806400,0.795000,-1.410000
2004-01-29,0.794900,0.794200,-0.090000
2004-01-30,0.794200,0.798400,0.530000
2004-02-02,0.795600,0.793000,-0.330000
2004-02-03,0.792800,0.801100,1.050000
2004-02-04,0.800800,0.799700,-0.140000
2004-02-05,0.799700,0.801200,0.190000
2004-02-06,0.801300,0.809800,1.060000
2004-02-09,0.807200,0.809500,0.280000
2004-02-10,0.809500,0.808100,-0.170000
2004-02-11,0.808200,0.813500,0.660000
2004-02-12,0.813800,0.813000,-0.100000
2004-02-13,0.813100,0.807200,-0.730000
2004-02-16,0.808000,0.810200,0.270000
2004-02-17,0.810200,0.816000,0.720000
2004-02-18,0.816100,0.807800,-1.020000
2004-02-19,0.808000,0.809800,0.220000
2004-02-20,0.809900,0.793800,-1.990000
2004-02-23,0.792000,0.796700,0.590000
2004-02-24,0.796800,0.804900,1.020000
2004-02-25,0.805000,0.794300,-1.330000
2004-02-26,0.794200,0.789800,-0.550000
2004-02-27,0.789600,0.792800,0.410000
2004-03-01,0.795200,0.788400,-0.860000
2004-03-02,0.788300,0.770800,-2.220000
2004-03-03,0.770900,0.773000,0.270000
2004-03-04,0.772900,0.774100,0.160000
2004-03-05,0.774200,0.782400,1.060000
2004-03-08,0.783300,0.786300,0.380000
2004-03-09,0.786200,0.780400,-0.740000
2004-03-10,0.780600,0.776500,-0.530000
2004-03-11,0.777000,0.789400,1.600000
2004-03-12,0.789500,0.779200,-1.300000
2004-03-15,0.781100,0.784700,0.460000
2004-03-16,0.784600,0.782000,-0.330000
2004-03-17,0.781700,0.782400,0.090000
2004-03-18,0.782300,0.795500,1.690000
2004-03-19,0.795800,0.787600,-1.030000
2004-03-22,0.787500,0.795700,1.040000
2004-03-23,0.795900,0.795900,0.000000
2004-03-24,0.795900,0.783300,-1.580000
2004-03-25,0.783300,0.781300,-0.260000
2004-03-26,0.781400,0.779000,-0.310000
2004-03-29,0.778200,0.779100,0.120000
2004-03-30,0.779100,0.780600,0.190000
2004-03-31,0.780600,0.789900,1.190000
2004-04-01,0.790000,0.791800,0.230000
2004-04-02,0.791900,0.774200,-2.240000
2004-04-05,0.773900,0.766600,-0.940000
2004-04-06,0.766600,0.777400,1.410000
2004-04-07,0.777400,0.782700,0.680000
2004-04-08,0.782600,0.779400,-0.410000
2004-04-09,0.779500,0.779900,0.050000
2004-04-12,0.780600,0.779300,-0.170000
2004-04-13,0.779400,0.769200,-1.310000
2004-04-14,0.769100,0.769700,0.080000
2004-04-15,0.769700,0.772600,0.380000
2004-04-16,0.772500,0.771900,-0.080000
2004-04-19,0.774900,0.774200,-0.090000
2004-04-20,0.772500,0.761200,-1.460000
2004-04-21,0.761100,0.759700,-0.180000
2004-04-22,0.759500,0.765300,0.760000
2004-04-23,0.764800,0.760900,-0.510000
2004-04-26,0.758200,0.764600,0.840000
2004-04-27,0.764700,0.770400,0.750000
2004-04-28,0.770100,0.765600,-0.580000
2004-04-29,0.765600,0.773800,1.070000
2004-04-30,0.773800,0.772800,-0.130000
2004-05-03,0.772800,0.768500,-0.560000
2004-05-04,0.768500,0.780600,1.570000
2004-05-05,0.780600,0.784100,0.450000
