date,1. open,2. high,3. low,4. close,5. volume
2026-06-03,10.12,10.25,10.12,10.225,32064.0
2026-06-02,10.23,10.23,10.23,10.23,212.0
2026-06-01,10.25,10.25,10.2,10.2,6714.0
2026-05-29,10.435,10.435,10.2,10.27,48325.0
2026-05-28,10.16,10.2,10.15,10.2,181699.0
2026-05-27,10.13,10.15,10.13,10.15,57403.0
2026-05-26,10.11,10.11,10.11,10.11,1368.0
2026-05-22,10.11,10.15,10.1,10.1,224656.0
2026-05-21,10.1,10.1,10.1,10.1,98.0
2026-05-20,10.1,10.1,10.1,10.1,50161.0
2026-05-19,10.09,10.09,10.09,10.09,30.0
2026-05-18,10.1,10.14,10.09,10.09,20548.0
2026-05-15,10.07,10.08,10.07,10.08,67105.0
2026-05-14,10.07,10.08,10.07,10.07,242205.0
2026-05-13,10.05,10.05,10.05,10.05,505.0
2026-05-12,10.07,10.07,10.07,10.07,3.0
2026-05-11,10.07,10.07,10.07,10.07,2042.0
2026-05-08,10.06,10.07,10.05,10.07,146248.0
2026-05-07,10.07,10.08,10.05,10.08,17716.0
2026-05-06,10.07,10.07,10.065,10.065,26350.0
2026-05-05,10.07,10.07,10.07,10.07,1148.0
2026-05-04,10.0609,10.0609,10.06,10.06,8850.0
2026-05-01,10.055,10.055,10.04,10.05,278075.0
2026-04-30,10.055,10.06,10.05,10.05,7500.0
2026-04-29,10.06,10.06,10.05,10.05,464533.0
2026-04-28,10.05,10.07,10.05,10.06,1073.0
2026-04-27,10.05,10.05,10.05,10.05,102.0
2026-04-24,10.05,10.05,10.05,10.05,88.0
2026-04-23,10.05,10.05,10.05,10.05,0.0
2026-04-22,10.05,10.06,10.05,10.05,25459.0
2026-04-21,10.05,10.06,10.04,10.05,118978.0
2026-04-20,10.07,10.08,10.05,10.06,7838.0
2026-04-17,10.05,10.055,10.05,10.055,13614.0
2026-04-16,10.05,10.06,10.04,10.06,15532.0
2026-04-15,10.04,10.045,10.04,10.0423,2945.0
2026-04-14,10.04,10.05,10.04,10.04,5690.0
2026-04-13,10.04,10.058,10.03,10.045,138892.0
2026-04-10,10.035,10.04,10.03,10.035,256358.0
2026-04-09,10.04,10.04,10.03,10.03,103146.0
2026-04-08,10.03,10.05,10.03,10.03,243638.0
2026-04-07,10.01,10.05,10.01,10.01,4005812.0
