date,1. open,2. high,3. low,4. close,5. volume
2026-06-03,10.48,10.52,10.48,10.5,552.0
2026-06-02,10.48,10.52,10.48,10.5181,938.0
2026-06-01,10.5,10.55,10.5,10.55,3053.0
2026-05-29,10.45,10.46,10.43,10.46,1184.0
2026-05-28,10.44,10.44,10.44,10.44,60123.0
2026-05-27,10.44,10.44,10.44,10.44,1024.0
2026-05-26,10.44,10.44,10.44,10.44,96.0
2026-05-22,10.405,10.44,10.405,10.44,1764.0
2026-05-21,10.44,10.44,10.44,10.44,9.0
2026-05-20,10.44,10.44,10.44,10.44,6.0
2026-05-19,10.44,10.44,10.44,10.44,3.0
2026-05-18,10.44,10.44,10.44,10.44,71.0
2026-05-15,10.44,10.44,10.44,10.44,865.0
2026-05-14,10.43,10.43,10.43,10.43,5.0
2026-05-13,10.43,10.43,10.43,10.43,30.0
2026-05-12,10.43,10.43,10.43,10.43,157.0
2026-05-11,10.38,10.38,10.38,10.38,495.0
2026-05-08,10.38,10.38,10.38,10.38,37.0
2026-05-07,10.38,10.38,10.38,10.38,375145.0
2026-05-06,10.38,10.38,10.38,10.38,34.0
2026-05-05,10.38,10.38,10.38,10.38,52474.0
2026-05-04,10.37,10.41,10.37,10.39,681.0
2026-05-01,10.38,10.38,10.38,10.38,0.0
2026-04-30,10.38,10.38,10.38,10.38,76997.0
2026-04-29,10.38,10.38,10.37,10.38,7444.0
2026-04-28,10.4,10.4,10.38,10.39,4439.0
2026-04-27,10.4,10.4,10.37,10.385,885.0
2026-04-24,10.38,10.38,10.375,10.38,44517.0
2026-04-23,10.4,10.4,10.37,10.37,28238.0
2026-04-22,10.37,10.37,10.37,10.37,104.0
2026-04-21,10.4,10.4,10.37,10.38,66577.0
2026-04-20,10.38,10.38,10.37,10.38,1202.0
2026-04-17,10.37,10.37,10.37,10.37,166.0
2026-04-16,10.37,10.39,10.37,10.39,223.0
2026-04-15,10.37,10.37,10.37,10.37,101.0
2026-04-14,10.38,10.38,10.38,10.38,511.0
2026-04-13,10.36,10.36,10.36,10.36,2036.0
2026-04-10,10.36,10.36,10.36,10.36,9134.0
2026-04-09,10.36,10.36,10.34,10.36,3104.0
2026-04-08,10.36,10.36,10.36,10.36,106.0
2026-04-07,10.36,10.36,10.36,10.36,325.0
2026-04-06,10.36,10.38,10.34,10.36,100096.0
2026-04-02,10.34,10.34,10.34,10.34,447.0
2026-04-01,10.34,10.34,10.34,10.34,527.0
2026-03-31,10.36,10.36,10.335,10.34,1624.0
2026-03-30,10.36,10.36,10.3313,10.34,15151.0
2026-03-27,10.34,10.34,10.34,10.34,1992.0
2026-03-26,10.34,10.3504,10.34,10.3504,223.0
2026-03-25,10.38,10.38,10.34,10.34,2934.0
2026-03-24,10.33,10.34,10.33,10.34,26461.0
2026-03-23,10.34,10.38,10.33,10.33,104372.0
2026-03-20,10.34,10.34,10.34,10.34,10.0
2026-03-19,10.34,10.34,10.34,10.34,24.0
2026-03-18,10.34,10.34,10.34,10.34,36302.0
2026-03-17,10.35,10.35,10.34,10.34,1018.0
2026-03-16,10.34,10.34,10.34,10.34,1.0
2026-03-13,10.34,10.34,10.34,10.34,100024.0
2026-03-12,10.33,10.33,10.33,10.33,2.0
2026-03-11,10.33,10.33,10.33,10.33,9.0
2026-03-10,10.34,10.34,10.33,10.33,2820.0
2026-03-09,10.345,10.345,10.34,10.34,6305.0
2026-03-06,10.34,10.34,10.34,10.34,6.0
2026-03-05,10.34,10.34,10.34,10.34,7.0
2026-03-04,10.33,10.34,10.33,10.34,25386.0
2026-03-03,10.3406,10.3406,10.3406,10.3406,0.0
2026-03-02,10.3406,10.3406,10.3406,10.3406,148.0
2026-02-27,10.3406,10.3406,10.3406,10.3406,175.0
2026-02-26,10.3406,10.3406,10.3406,10.3406,5.0
2026-02-25,10.3406,10.3406,10.3406,10.3406,10.0
2026-02-24,10.3406,10.3406,10.3406,10.3406,55230.0
2026-02-23,10.3406,10.3406,10.3406,10.3406,2.0
2026-02-20,10.3406,10.3406,10.3406,10.3406,62.0
2026-02-19,10.33,10.3406,10.33,10.3406,25186.0
2026-02-18,10.3894,10.3894,10.3894,10.3894,160.0
2026-02-17,10.36,10.36,10.36,10.36,138.0
2026-02-13,10.36,10.36,10.36,10.36,50.0
2026-02-12,10.36,10.36,10.36,10.36,7123.0
2026-02-11,10.33,10.33,10.33,10.33,3.0
2026-02-10,10.33,10.33,10.33,10.33,18.0
2026-02-09,10.33,10.33,10.33,10.33,15.0
2026-02-06,10.33,10.33,10.33,10.33,23.0
2026-02-05,10.33,10.33,10.33,10.33,20.0
2026-02-04,10.34,10.34,10.33,10.33,30366.0
2026-02-03,10.39,10.39,10.39,10.39,57.0
2026-02-02,10.39,10.39,10.39,10.39,47007.0
2026-01-30,10.39,10.39,10.39,10.39,34.0
2026-01-29,10.39,10.39,10.39,10.39,100102.0
2026-01-28,10.38,10.38,10.38,10.38,16.0
2026-01-27,10.38,10.38,10.38,10.38,40.0
2026-01-26,10.38,10.38,10.38,10.38,66521.0
2026-01-23,10.36,10.36,10.36,10.36,183.0
2026-01-22,10.34,10.36,10.34,10.36,51610.0
2026-01-21,10.33,10.33,10.33,10.33,6529.0
2026-01-20,10.31,10.31,10.31,10.31,4434.0
2026-01-16,10.31,10.31,10.31,10.31,36.0
2026-01-15,10.31,10.31,10.31,10.31,96.0
2026-01-14,10.31,10.31,10.31,10.31,6432.0
2026-01-13,10.31,10.31,10.31,10.31,1049.0
2026-01-12,10.3,10.3,10.3,10.3,26041.0
2026-01-09,10.3,10.32,10.3,10.3,84270.0
