date,1. open,2. high,3. low,4. close,5. volume
2026-06-03,9.89,9.89,9.89,9.89,3.0
2026-06-02,9.89,9.89,9.89,9.89,43.0
2026-06-01,9.91,9.91,9.89,9.89,6449.0
2026-05-29,9.89,9.89,9.89,9.89,11243.0
2026-05-28,9.88,9.88,9.88,9.88,13.0
2026-05-27,9.88,9.93,9.88,9.88,15347.0
2026-05-26,9.94,9.94,9.94,9.94,0.0
2026-05-22,9.94,9.94,9.94,9.94,0.0
2026-05-21,9.94,9.94,9.94,9.94,0.0
2026-05-20,9.94,9.94,9.94,9.94,69.0
2026-05-19,9.94,9.94,9.94,9.94,0.0
2026-05-18,9.94,9.94,9.94,9.94,0.0
2026-05-15,9.94,9.94,9.94,9.94,0.0
2026-05-14,9.94,9.94,9.94,9.94,0.0
2026-05-13,9.94,9.94,9.94,9.94,0.0
2026-05-12,9.94,9.94,9.94,9.94,0.0
2026-05-11,9.94,9.94,9.94,9.94,115.0
2026-05-08,9.91,9.91,9.91,9.91,0.0
2026-05-07,9.91,9.91,9.91,9.91,108.0
2026-05-06,9.9,9.91,9.9,9.91,950.0
2026-05-05,9.9,9.9,9.9,9.9,104.0
2026-05-04,9.9,9.9,9.9,9.9,143.0
2026-05-01,9.9,9.9,9.85,9.85,204.0
2026-04-30,9.9,9.9,9.9,9.9,2.0
2026-04-29,9.9,9.9,9.9,9.9,203.0
2026-04-28,9.86,9.9,9.86,9.9,1063.0
2026-04-27,9.86,9.86,9.85,9.85,260.0
2026-04-24,9.87,9.87,9.845,9.85,17915.0
2026-04-23,9.85,9.85,9.85,9.85,200.0
2026-04-22,9.85,9.86,9.84,9.84,111407.0
2026-04-21,9.875,9.875,9.87,9.87,16103.0
2026-04-20,9.86,9.86,9.86,9.86,1005.0
2026-04-17,9.86,9.86,9.86,9.86,0.0
2026-04-16,9.88,9.88,9.86,9.86,1565.0
2026-04-15,9.87,9.87,9.87,9.87,3403.0
2026-04-14,9.85,9.88,9.85,9.87,9416.0
2026-04-13,9.95,9.95,9.92,9.95,13484.0
