date,1. open,2. high,3. low,4. close,5. volume
2026-06-03,10.08,10.08,10.08,10.08,322.0
2026-06-02,10.08,10.08,10.08,10.08,79.0
2026-06-01,10.08,10.08,10.08,10.08,27.0
2026-05-29,10.08,10.08,10.08,10.08,0.0
2026-05-28,10.05,10.08,10.05,10.08,5818.0
2026-05-27,10.08,10.08,10.08,10.08,34.0
2026-05-26,10.08,10.08,10.08,10.08,27.0
2026-05-22,10.08,10.08,10.08,10.08,34.0
2026-05-21,10.08,10.08,10.08,10.08,35.0
2026-05-20,10.08,10.08,10.08,10.08,40.0
2026-05-19,10.08,10.08,10.08,10.08,1.0
2026-05-18,10.08,10.08,10.08,10.08,0.0
2026-05-15,10.08,10.08,10.08,10.08,1512.0
2026-05-14,10.08,10.08,10.08,10.08,41.0
2026-05-13,10.08,10.08,10.08,10.08,27.0
2026-05-12,10.08,10.08,10.08,10.08,769.0
2026-05-11,10.08,10.08,10.08,10.08,0.0
2026-05-08,10.08,10.08,10.08,10.08,7.0
2026-05-07,10.08,10.08,10.08,10.08,405.0
2026-05-06,10.08,10.08,10.08,10.08,715.0
2026-05-05,10.11,10.11,10.11,10.11,482.0
2026-05-04,10.05,10.05,10.05,10.05,450.0
2026-05-01,10.05,10.05,10.05,10.05,6902.0
2026-04-30,10.03,10.03,10.03,10.03,327.0
2026-04-29,10.02,10.02,10.02,10.02,1066.0
2026-04-28,10.01,10.26,10.01,10.03,138606.0
2026-04-27,9.97,10.01,9.97,9.98,726.0
2026-04-24,10.01,10.01,10.01,10.01,515.0
2026-04-23,10.01,10.01,9.95,10.01,10118.0
2026-04-22,10.01,10.01,9.99,9.99,30322.0
2026-04-21,10.01,10.01,10.01,10.01,314.0
2026-04-20,10.01,10.01,10.01,10.01,17.0
2026-04-17,10.0,10.01,10.0,10.01,30414.0
2026-04-16,9.99,9.99,9.99,9.99,10019.0
2026-04-15,9.97,9.97,9.97,9.97,271.0
2026-04-14,9.98,9.98,9.97,9.97,6215.0
2026-04-13,10.01,10.01,10.01,10.01,532.0
2026-04-10,9.99,9.99,9.99,9.99,114.0
2026-04-09,9.99,9.99,9.99,9.99,1232.0
2026-04-08,9.99,9.99,9.99,9.99,544.0
2026-04-07,9.9787,9.9787,9.9787,9.9787,238.0
2026-04-06,9.96,9.96,9.96,9.96,44.0
2026-04-02,9.96,9.96,9.96,9.96,3308.0
2026-04-01,9.99,9.99,9.96,9.99,6586.0
2026-03-31,9.96,9.96,9.96,9.96,155.0
2026-03-30,9.99,9.99,9.96,9.96,27031.0
2026-03-27,9.99,9.99,9.96,9.96,7353.0
2026-03-26,9.97,9.97,9.97,9.97,196.0
2026-03-25,9.96,9.96,9.96,9.96,557.0
2026-03-24,9.97,9.98,9.97,9.98,964.0
2026-03-23,9.99,9.99,9.98,9.98,1571.0
2026-03-20,9.96,9.98,9.95,9.96,1837.0
2026-03-19,9.97,9.97,9.97,9.97,907.0
2026-03-18,9.96,9.965,9.96,9.96,8525.0
2026-03-17,9.962,9.97,9.962,9.97,2448.0
2026-03-16,9.97,9.97,9.9693,9.9693,770.0
2026-03-13,9.98,9.98,9.98,9.98,635.0
2026-03-12,9.98,9.98,9.9601,9.98,3846.0
2026-03-11,9.98,9.98,9.97,9.97,908.0
2026-03-10,9.98,9.98,9.98,9.98,783.0
2026-03-09,9.98,9.98,9.95,9.9558,1468.0
2026-03-06,9.98,9.98,9.96,9.96,11810.0
2026-03-05,9.98,9.98,9.98,9.98,11028.0
2026-03-04,9.97,9.97,9.9602,9.97,33728.0
2026-03-03,9.965,9.97,9.96,9.97,110301.0
2026-03-02,9.98,9.98,9.97,9.97,31153.0
2026-02-27,9.975,9.98,9.96,9.97,146638.0
2026-02-26,9.975,9.98,9.97,9.97,109883.0
2026-02-25,9.97,9.97,9.97,9.97,710.0
2026-02-24,9.975,9.975,9.97,9.975,46116.0
2026-02-23,9.98,9.98,9.97,9.98,38911.0
2026-02-20,9.96,9.98,9.96,9.98,532258.0
2026-02-19,9.97,9.98,9.97,9.97,172939.0
2026-02-18,9.97,9.98,9.97,9.97,4652869.0
