date,1. open,2. high,3. low,4. close,5. volume
2026-06-03,84.855,84.855,84.855,84.855,71.0
2026-06-02,85.72,85.72,85.0601,85.53,1216.0
2026-06-01,84.51,86.23,84.51,86.23,2456.0
2026-05-29,87.3,87.3,85.86,86.205,2064.0
2026-05-28,85.19,86.848,85.19,86.435,1314.0
2026-05-27,87.07,87.07,86.7,86.705,1713.0
2026-05-26,85.96,87.45,85.96,87.3384,2651.0
2026-05-22,86.5299,86.67,85.96,85.96,1466.0
2026-05-21,85.96,86.16,85.96,86.16,663.0
2026-05-20,83.97,85.71,83.97,85.71,1522.0
2026-05-19,84.185,84.3501,83.8,84.1742,1279.0
2026-05-18,84.89,84.89,84.8188,84.8188,544.0
2026-05-15,86.65,86.65,84.055,84.055,3677.0
2026-05-14,88.71,88.71,86.84,87.29,1418.0
2026-05-13,85.74,87.36,85.74,87.36,1361.0
2026-05-12,84.78,86.085,84.78,86.085,1003.0
2026-05-11,84.89,86.6199,84.89,86.55,5033.0
2026-05-08,85.67,85.67,85.66,85.66,5253.0
2026-05-07,86.755,86.78,85.75,85.75,1139.0
2026-05-06,86.01,87.115,86.01,87.115,691.0
2026-05-05,84.45,85.31,84.26,84.725,1700.0
2026-05-04,84.0,84.235,83.5601,84.01,2534.0
2026-05-01,84.92,84.92,84.155,84.525,3443.0
2026-04-30,83.53,84.7547,83.4,84.7547,2755.0
2026-04-29,83.01,83.01,82.3,82.62,6693.0
2026-04-28,83.07,83.31,83.07,83.1344,1075.0
2026-04-27,83.18,84.56,83.18,83.865,4698.0
2026-04-24,83.9644,84.0538,83.25,84.0538,3199.0
2026-04-23,83.53,83.8,83.515,83.515,2523.0
2026-04-22,84.44,84.44,83.53,83.925,1981.0
2026-04-21,86.46,86.46,84.1,84.335,1841.0
2026-04-20,87.35,87.35,84.53,86.5336,4541.0
2026-04-17,89.0,89.0,88.04,88.04,1570.0
2026-04-16,86.3501,86.535,86.3501,86.535,709.0
2026-04-15,87.75,87.75,86.8101,87.095,1630.0
2026-04-14,88.63,88.63,88.14,88.14,729.0
2026-04-13,86.745,87.725,86.745,87.725,1150.0
2026-04-10,87.55,87.782,86.445,86.815,1657.0
2026-04-09,86.73,86.9064,86.56,86.9064,1076.0
2026-04-08,85.85,86.88,85.85,86.2889,4186.0
2026-04-07,82.95,82.95,81.53,82.665,13122.0
2026-04-06,84.1399,84.1399,82.9,82.9605,2388.0
2026-04-02,83.25,83.84,82.875,83.25,2183.0
2026-04-01,84.99,84.99,83.27,83.48,2760.0
2026-03-31,81.49,81.63,80.96,81.63,2674.0
2026-03-30,78.8,78.8001,77.69,78.305,2994.0
2026-03-27,79.59,79.96,78.9601,78.9601,4099.0
2026-03-26,79.9441,80.0,79.925,79.93,1052.0
2026-03-25,81.85,81.99,81.54,81.705,3836.0
2026-03-24,79.1,80.9,79.1,80.3948,14674.0
2026-03-23,80.6,81.535,80.3,80.825,3549.0
2026-03-20,80.93,80.97,78.4001,78.92,9604.0
2026-03-19,80.395,81.63,80.1401,81.305,29500.0
2026-03-18,84.6,84.6,82.4184,82.4184,4967.0
2026-03-17,85.34,85.34,84.38,84.405,1745.0
2026-03-16,82.24,83.58,82.24,83.58,2767.0
2026-03-13,83.9701,84.19,82.46,82.46,1153.0
2026-03-12,85.12,86.059,83.7654,83.7654,2868.0
2026-03-11,86.505,86.73,86.3463,86.73,935.0
2026-03-10,88.44,89.67,88.4091,88.4091,1776.0
2026-03-09,84.8,86.351,84.8,86.351,3635.0
2026-03-06,85.79,85.79,85.79,85.79,307.0
2026-03-05,87.49,87.5392,85.9901,86.8957,4844.0
2026-03-04,88.0,90.25,88.0,89.8593,3099.0
2026-03-03,87.7356,88.8749,86.7886,88.32,7936.0
2026-03-02,92.82,93.845,92.49,93.43,2328.0
2026-02-27,94.13,94.5701,93.97,94.5072,2239.0
2026-02-26,93.98,95.0262,93.83,95.0262,751.0
2026-02-25,95.44,95.44,94.975,94.975,1178.0
2026-02-24,94.84,94.92,94.155,94.47,2693.0
2026-02-23,96.24,96.24,95.07,95.115,2386.0
2026-02-20,95.05,95.88,95.05,95.71,1922.0
2026-02-19,93.78,94.8947,93.78,94.88,2398.0
2026-02-18,93.51,95.3,93.51,94.835,1729.0
2026-02-17,94.11,94.45,93.885,93.885,1153.0
2026-02-13,94.86,94.96,94.49,94.735,2960.0
2026-02-12,97.0,97.0,94.03,94.03,3097.0
2026-02-11,96.05,96.05,95.27,95.82,1954.0
2026-02-10,97.27,97.27,94.35,94.665,25678.0
2026-02-09,94.725,95.64,94.44,95.0948,12539.0
2026-02-06,91.42,93.275,91.42,93.275,1846.0
2026-02-05,91.48,91.48,89.57,89.8415,1412.0
2026-02-04,95.06,95.06,91.875,92.64,6236.0
