date,1. open,2. high,3. low,4. close,5. volume
2026-02-03,94.4255,94.7194,94.4255,94.7194,759.0
2026-02-02,92.76,93.76,92.73,93.38,10720.0
2026-01-30,97.85,97.85,91.65,92.215,3963.0
2026-01-29,96.89,96.8901,94.89,95.7253,2457.0
2026-01-28,98.38,98.38,96.55,97.0889,1642.0
2026-01-27,96.16,96.895,96.16,96.495,861.0
2026-01-26,96.2799,96.2799,94.195,94.595,4414.0
2026-01-23,94.201,94.465,93.941,94.465,1714.0
2026-01-22,94.41,94.41,93.3,93.7,1580.0
2026-01-21,92.79,93.35,92.605,93.0,1955.0
2026-01-20,91.0,92.4,91.0,92.05,2769.0
2026-01-16,93.08,93.08,92.28,92.425,1303.0
2026-01-15,92.25,93.1,92.25,92.685,1977.0
2026-01-14,92.24,92.24,91.87,91.9,1072.0
2026-01-13,92.715,92.715,92.04,92.04,1845.0
2026-01-12,91.99,92.4699,91.82,92.115,3421.0
2026-01-09,89.12,90.06,89.12,89.64,4206.0
